mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
38	Jon Reidar Gundersen	9	8	0	36	22	0	0	0	0	12	64	0	0	0	84	42	0	0	63	0	0	0	0	0	66	16	0	40	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	8	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1
39	Knut Hartvig Johannson	9	8	0	36	22	0	0	0	0	12	64	0	0	0	84	42	0	0	63	0	0	0	0	0	66	16	0	40	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	8	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1
40	Sverre Leiro	9	8	0	36	22	0	0	0	0	12	64	0	0	0	84	42	0	0	63	0	0	0	0	0	66	16	0	40	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	8	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1
41	Sverre Lorentzen	9	8	0	36	22	0	0	0	0	12	64	0	0	0	84	42	0	0	63	0	0	0	0	0	66	16	0	40	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	8	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	1
42	Agnar Gravdal	7	9	6	15	12	12	0	0	0	16	42	9	0	12	14	52	36	0	0	0	0	0	0	0	36	20	12	19	18	36	12	0	0	0	0	0	0	0	0	0	0	30	0	78	3	0	0	0	24	0	0	0	0	0	0	0	14	57	2	0	0	0	0	0	0	0	0	18	0	0	0	6	6	1
43	Anette Sofie Olsen	12	4	41	25	12	32	0	30	0	6	12	154	0	12	24	52	96	0	0	0	0	60	0	0	36	0	72	19	48	36	52	0	0	105	0	0	0	0	0	0	0	0	60	18	153	0	0	0	24	0	0	0	0	0	0	0	4	12	142	0	0	0	0	0	0	0	0	18	0	0	0	6	11	2
44	Cecilie Blydt Heuch	5	11	0	10	12	0	10	0	0	13	32	0	6	0	10	36	0	0	0	20	0	0	0	0	12	0	0	18	0	24	0	25	20	0	0	0	0	0	0	0	20	0	0	46	0	0	12	0	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	3	12	0	0	0	2	0	5	2
45	Jan Peter Valheim	7	9	6	15	12	12	0	0	0	16	42	9	0	12	14	52	36	0	0	0	0	0	0	0	36	20	12	19	18	36	12	0	0	0	0	0	0	0	0	0	0	30	0	78	3	0	0	0	24	0	0	0	0	0	0	0	14	57	2	0	0	0	0	0	0	0	0	18	0	0	0	6	6	1
46	Øivin Fjeldstad	5	11	0	10	12	0	10	0	0	13	32	0	6	0	10	36	0	0	0	20	0	0	0	0	12	0	0	18	0	24	0	25	20	0	0	0	0	0	0	0	20	0	0	46	0	0	12	0	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	3	12	0	0	0	2	0	5	1
47	Per Oscar Lund	4	18	0	6	12	0	15	0	0	25	36	0	9	0	4	52	0	0	0	0	0	0	0	0	36	56	0	19	0	36	0	45	15	0	0	0	0	0	0	0	30	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	17	27	0	0	0	0	0	0	0	9	9	0	0	0	3	0	1	1
48	Stephen Knudtzon	5	11	0	10	12	0	10	0	0	13	32	0	6	0	10	36	0	0	0	20	0	0	0	0	12	0	0	18	0	24	0	25	20	0	0	0	0	0	0	0	20	0	0	46	0	0	12	0	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	3	12	0	0	0	2	0	5	1
49	Agnes Beathe Lindeman Steen Fosse	5	17	0	10	30	0	0	0	0	48	68	0	0	0	10	96	0	0	122	0	0	0	0	0	180	88	0	41	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	92	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
50	Bengt Olof Thuresson	5	17	0	10	30	0	0	0	0	48	68	0	0	0	10	96	0	0	122	0	0	0	0	0	180	88	0	41	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	92	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
51	Ingvild Huseby	5	17	0	10	30	0	0	0	0	48	68	0	0	0	10	96	0	0	122	0	0	0	0	0	180	88	0	41	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	92	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
52	Nils Kloumann Selte	9	25	20	16	53	112	57	0	0	51	88	70	0	0	14	128	247	156	136	332	285	0	134	0	197	36	388	100	213	177	198	84	171	0	0	0	0	0	0	0	0	0	0	195	60	0	0	0	0	0	0	0	0	0	0	0	90	114	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
53	Pål Hvammen	9	13	20	16	30	52	0	0	0	42	52	70	0	0	14	96	120	0	122	0	0	0	0	0	180	36	208	41	168	120	78	0	0	0	0	0	0	0	0	0	0	0	0	168	60	0	0	0	0	0	0	0	0	0	0	0	88	78	60	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
54	Peter Arne Ruzicka	14	26	45	46	73	162	65	0	0	44	176	270	0	0	94	162	413	144	165	400	325	0	100	0	249	72	1008	157	268	536	468	240	520	0	0	0	0	0	0	0	0	0	0	304	360	0	0	0	0	0	0	0	0	0	0	0	36	552	510	0	0	0	0	0	0	0	0	0	0	0	0	0	131	1
55	Alexander Sunde	3	4	0	3	18	0	0	0	0	6	8	0	0	0	1	35	0	0	123	0	0	0	0	0	54	0	0	30	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56	Bjørn Petter Paulsen	3	4	0	3	18	0	0	0	0	6	8	0	0	0	1	35	0	0	123	0	0	0	0	0	54	0	0	30	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57	Morten Garmann	7	18	12	9	35	54	123	0	0	30	54	30	0	0	5	118	105	0	52	474	369	0	390	0	109	0	162	55	90	105	54	394	369	0	0	1	0	0	0	10	0	0	0	90	18	5	0	0	0	0	0	0	0	0	0	0	22	54	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
58	Olav Nils Sunde	3	4	0	3	18	0	0	0	0	6	8	0	0	0	1	35	0	0	123	0	0	0	0	0	54	0	0	30	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
59	Alexander Vicefield	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	192	0	0	486	1129	0	0	160	0	371	116	0	255	0	597	0	376	480	0	0	0	0	0	0	0	80	0	0	205	0	48	34	0	0	0	0	0	0	0	0	0	36	240	0	0	0	0	0	0	0	10	20	0	0	0	0	0	15	1
60	Anil Gajanan Deshpande	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	192	0	0	486	1129	0	0	160	0	371	116	0	255	0	597	0	376	480	0	0	0	0	0	0	0	80	0	0	205	0	48	34	0	0	0	0	0	0	0	0	0	36	240	0	0	0	0	0	0	0	10	20	0	0	0	0	0	15	1
61	Geir Tore Hjelle	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	192	0	0	486	1129	0	0	160	0	371	116	0	255	0	597	0	376	480	0	0	0	0	0	0	0	80	0	0	205	0	48	34	0	0	0	0	0	0	0	0	0	36	240	0	0	0	0	0	0	0	10	20	0	0	0	0	0	15	1
62	Marianne Lie	19	57	129	42	113	727	146	376	0	87	245	520	27	25	48	262	1239	640	334	653	1826	3041	225	400	343	374	2659	260	1099	757	1356	499	562	2108	0	1	0	0	0	5	220	200	200	385	496	0	14	363	180	0	0	0	0	0	10	0	76	394	540	10	0	0	0	0	0	36	69	100	0	0	9	0	32	2
63	Philippa Dale Wright	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	192	0	0	486	1129	0	0	160	0	371	116	0	255	0	597	0	376	480	0	0	0	0	0	0	0	80	0	0	205	0	48	34	0	0	0	0	0	0	0	0	0	36	240	0	0	0	0	0	0	0	10	20	0	0	0	0	0	15	2
64	Riulf Karsten Rustad	8	26	12	16	133	52	112	0	0	44	120	36	5	0	20	192	266	0	486	1129	224	0	160	0	371	64	240	255	88	597	26	376	480	0	0	0	0	0	0	0	80	0	0	200	15	48	34	10	0	0	0	0	0	0	0	0	36	220	40	0	0	0	0	0	0	10	20	0	0	0	0	0	15	1
65	Alexandra Bech Gjørv	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	83	0	0	48	484	0	0	180	0	259	430	0	108	0	212	0	673	524	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	184	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
66	Åse Aulie Michelet	23	52	191	62	87	913	78	685	0	118	231	978	0	0	108	192	1493	986	66	211	1424	5110	0	900	335	143	3909	177	2082	419	2522	331	292	5050	0	0	0	0	0	0	0	0	0	514	1156	0	0	0	0	0	0	0	1	0	0	0	157	471	1612	0	0	0	0	0	0	0	0	0	0	0	0	0	137	2
67	Eivind Kristofer Reiten	13	35	40	38	51	262	131	0	0	92	158	220	0	0	66	79	396	174	48	484	1048	0	180	0	237	198	1138	99	691	216	872	673	524	0	0	0	0	0	0	0	0	0	0	413	280	0	0	0	0	0	0	0	0	0	0	0	148	300	360	0	0	0	0	0	0	0	0	0	0	0	0	0	75	1
68	Finn Johnsson	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	83	0	0	48	484	0	0	180	0	259	430	0	108	0	212	0	673	524	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	184	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
69	Helge Evju	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	83	0	0	48	484	0	0	180	0	259	430	0	108	0	212	0	673	524	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	184	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
70	Liv Gisele Marchand	16	40	85	35	51	434	101	150	0	108	166	370	0	0	40	71	558	412	48	406	1111	1170	180	0	242	159	1796	101	1173	207	970	538	404	975	0	0	0	0	0	0	0	0	0	447	400	0	0	0	0	0	0	0	0	0	0	0	185	264	420	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2
71	Alf Boy Asheim	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	16	0	0	0	0	0	0	0	0	10	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
72	Anne-Marie Erdal	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	16	0	0	0	0	0	0	0	0	10	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
73	Erik Gjellestad	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	16	0	0	0	0	0	0	0	0	10	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
74	Eva Christina Eriksson	6	5	9	6	16	15	0	0	0	10	10	18	0	0	2	38	48	0	30	0	0	0	0	0	64	0	30	35	30	32	15	0	0	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0	0	0	0	0	0	10	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
75	Alf Christian Thorkildsen	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	102	0	0	68	154	0	0	0	0	147	0	0	47	0	87	0	170	105	0	0	0	0	0	0	10	0	0	0	93	0	9	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
76	John-Steinar Kvitvang	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	102	0	0	68	154	0	0	0	0	147	0	0	47	0	87	0	170	105	0	0	0	0	0	0	10	0	0	0	93	0	9	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
77	Merete Alnes Mostue	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	102	0	0	68	154	0	0	0	0	147	0	0	47	0	87	0	170	105	0	0	0	0	0	0	10	0	0	0	93	0	9	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
78	Merete Haugli	16	29	83	37	102	270	68	140	0	47	147	366	9	10	44	290	957	107	276	466	612	616	80	0	360	53	1299	201	439	491	509	218	320	890	0	1	0	0	0	0	88	55	40	234	386	3	39	61	64	0	0	0	2	0	0	0	37	250	428	0	45	25	0	0	0	16	20	20	0	0	0	0	31	2
