mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
15	15	-0.24885815	0.13484797	0.45645788	0.36758783	-0.464718	-0.10790857	0.41212595	0.2938918	0.08103154	-0.16107954	0.15352681	-0.19880223	0.018026466	-0.2100492	-0.078645416	-0.28106573	0.14786606	-0.17535645	-0.07920312	0.35378504	0.33766603	0.19902202	0.4840859	-0.18881965	0.12775177	-0.10130753	-0.11474212	-0.1477384	-0.009885227	-0.26623437	-0.19450396	0.2250221	2
16	16	-0.21082021	0.27705055	0.45063138	0.42755288	-0.50961685	-0.12816441	0.4123666	0.3264979	0.073701225	-0.087834336	0.18518934	-0.1409086	0.10708587	-0.17552246	-0.052243993	-0.30683035	0.22383067	-0.08759758	-0.18625551	0.42193508	0.33526832	0.21736762	0.4945762	-0.18948591	0.14742537	-0.11704585	-0.13041241	-0.14824381	0.0075603393	-0.24909343	-0.25832406	0.2539365	2
17	17	-0.30853775	-0.9490495	0.61038214	-0.13013951	0.15349571	-0.25136223	-0.08273862	-0.11385367	-0.074210964	-0.0054352884	0.19350676	-0.09815841	-0.3770692	-0.5389313	-0.6448515	-0.0028883808	-0.111927465	-0.10441335	0.43741924	0.0718313	0.3631388	0.13387355	0.67442685	-0.062516175	-0.058117706	0.52898157	-0.5689406	0.34392583	-0.017355563	-0.37980768	-0.15861695	-0.020392759	1
18	18	-0.06369099	-0.2988228	0.52687705	0.19319783	-0.021065133	-0.12479088	0.08022509	-0.011614286	0.046258032	0.2644065	0.014687136	0.036888633	0.17718394	-0.25116277	-0.37319216	-0.1103192	-0.15984944	0.33212072	0.083539195	0.16657597	0.13424905	0.28950438	0.55147034	-0.11219661	0.07228094	0.27355087	-0.14959061	0.16840394	-0.06413026	-0.25574502	-0.059502423	-0.063791916	1
19	19	-0.21754126	0.24808764	0.44611314	0.36130542	-0.47828794	-0.13816601	0.39367953	0.3543765	0.057513203	-0.14348486	0.16628708	-0.14005327	0.047436662	-0.18699989	-0.03950328	-0.27899215	0.19441032	-0.13824125	-0.16049999	0.4056553	0.3259692	0.18703786	0.50711995	-0.19742844	0.14938769	-0.08716292	-0.17073616	-0.123655595	0.041023795	-0.2930562	-0.2539259	0.26005605	2
20	20	-0.036036484	-0.16892748	0.44102922	0.2377653	-0.14852388	-0.06467705	0.10679537	0.1177856	0.027802166	0.25996104	0.13070999	-0.062286038	0.118446946	-0.22272792	-0.33422765	-0.077384256	0.028002398	0.21800694	-0.041617557	0.23782566	0.2525335	0.24497056	0.56794274	-0.11173554	0.07910478	0.22505918	-0.188627	0.09581158	-0.070902035	-0.23503816	-0.14299111	-0.0023708493	1
21	21	-0.24975306	0.24899933	0.44191295	0.3906586	-0.42710692	-0.113840364	0.43191144	0.25219935	0.03425348	-0.07269053	0.12945996	-0.15366866	0.113762416	-0.1860371	0.0006829256	-0.25156417	0.12408264	-0.098508306	-0.19301553	0.33722958	0.2858925	0.23484437	0.4984196	-0.23077647	0.17187198	-0.11507093	-0.1413098	-0.13995346	0.00067859574	-0.28020787	-0.19369733	0.18689546	2
22	22	0.09008014	-0.2748308	0.5394753	0.20713979	0.003381363	-0.033398714	0.03484223	-0.06812899	-0.014190243	0.45730814	0.067249954	-0.025117382	0.17288682	-0.2518051	-0.48091242	0.04701106	-0.1478887	0.3890664	-0.031277943	0.16244608	0.22888434	0.2815964	0.69377	-0.100307934	0.11354807	0.413417	-0.20188262	0.16090226	-0.16050461	-0.2827176	-0.073144	-0.13332586	1
23	23	-0.30617267	0.2031332	0.4409743	0.3976057	-0.42385182	-0.17004152	0.45471066	0.33033314	0.086716935	-0.22918582	0.16709678	-0.11482459	0.08717633	-0.16259499	-0.03622734	-0.3288218	0.15330894	-0.18015796	-0.15390643	0.37973946	0.2776693	0.23775427	0.47538632	-0.17092176	0.1860469	-0.1533059	-0.16758744	-0.07490155	0.011705922	-0.252317	-0.26905173	0.2719593	2
24	24	-0.27509403	0.12578613	0.62523246	0.34604946	-0.36092257	-0.13217326	0.38278127	0.13399543	0.08691632	-0.2701807	-0.17847934	-0.020720107	0.08549639	-0.19056404	0.13950586	-0.30195534	-0.23623276	-0.037872564	0.0014862282	0.3826792	0.14435863	0.21491987	0.38598055	-0.32541096	0.12606157	-0.17271481	-0.113674894	0.03772886	-0.04702255	-0.3887605	-0.08834826	0.12762399	2
25	25	-0.43657285	0.15152152	0.8108113	0.32320243	-0.1353886	-0.19043326	0.3997295	-0.016072067	0.26717198	-0.38144886	-0.41571507	0.20343177	0.24407017	-0.3129423	0.3105545	-0.36337346	-0.59883964	0.104724064	0.1070766	0.37888145	-0.010228547	0.18552428	0.39080656	-0.43404293	0.25734916	-0.35350916	-0.07675098	0.15614103	0.056393057	-0.33709896	0.06604316	0.14910391	2
26	26	-0.50485194	0.10160869	0.7227905	0.36041504	-0.14150958	-0.31243604	0.46016568	-0.07751281	0.17836937	-0.3925144	-0.32907695	0.17661859	0.17059577	-0.26327595	0.28214025	-0.26239827	-0.47709587	0.011035087	0.17893286	0.36731067	-0.0124403145	0.12037602	0.40938306	-0.42182058	0.23689836	-0.3135538	-0.09280201	0.17079186	0.0023168437	-0.3138769	0.017746443	0.13793916	2
27	27	-0.29221493	0.15015413	0.41303602	0.3768647	-0.5701383	-0.14874204	0.38232508	0.28068092	-0.0066070515	-0.11206377	-0.0118434	-0.17276579	-0.043623075	-0.22662994	-0.02880643	-0.2565796	0.12041911	-0.1747589	-0.0074377656	0.3679101	0.25675678	0.19728933	0.4081406	-0.3652641	0.04512331	-0.11134581	-0.16368376	0.018235615	-0.020640163	-0.36432818	-0.058129467	0.24774238	2
28	28	-0.32812583	0.1614009	0.6692036	0.39404097	-0.15292503	-0.25350025	0.3250227	0.027277749	0.21832146	-0.19514205	-0.14685802	0.104274526	0.25867432	-0.19393617	0.14220855	-0.2858645	-0.37768513	0.10058686	-0.007411905	0.40358508	0.098378345	0.19339031	0.40131053	-0.292594	0.18189742	-0.1900135	-0.048511144	0.038966957	-0.049901005	-0.25382772	-0.10595736	0.07829378	2
29	29	-0.30252153	0.07618758	0.5104704	0.39508057	-0.20020054	-0.17144759	0.34460178	0.069202565	0.21309215	-0.089458674	-0.093477175	0.10275049	0.23905201	-0.27096656	-0.043270323	-0.32088298	-0.13954644	0.07906984	0.012063311	0.33809832	0.19046234	0.1929723	0.43921092	-0.29290286	0.1522584	-0.23811413	-0.0534147	0.01987239	0.079550914	-0.12630634	-0.08549154	0.2250087	2
30	30	-0.37420854	0.12519601	0.49951068	0.35879296	-0.51511556	-0.23207085	0.53133875	0.27728015	-0.034122076	-0.26894873	0.016036145	-0.15125342	0.08736778	-0.18259484	0.09549858	-0.33481655	0.07001517	-0.08550765	-0.021998167	0.38375396	0.11383406	0.18091013	0.41990227	-0.39155534	0.055476494	-0.15851022	-0.054032307	0.027601102	-0.0915195	-0.3905007	-0.10331967	0.20472993	2
31	31	-0.07592383	0.012463402	0.42439434	0.35986072	-0.36837497	-0.06354184	0.29245853	0.22767483	0.020640243	0.113292634	0.13700359	-0.15030476	0.069309026	-0.17280908	-0.17887805	-0.11917576	0.19072376	0.043178197	-0.17752045	0.34840286	0.29465902	0.25744525	0.5298621	-0.15075578	0.14333236	0.094552666	-0.1079053	-0.06619552	-0.063515715	-0.2529369	-0.15770228	0.10329573	2
32	32	-0.39052305	0.030354135	0.6209593	0.28446528	-0.17801715	-0.1462751	0.4336649	0.017560571	0.19901237	-0.23965994	-0.22943439	0.0018075627	0.13106069	-0.14519024	0.10799418	-0.34419426	-0.36790535	-0.00865924	0.13930959	0.29300898	0.05621971	0.20890899	0.43110263	-0.33279043	0.1754349	-0.2042578	-0.041805305	-0.01337851	0.010798283	-0.35816127	-0.045936983	0.12256793	2
33	33	-0.2214567	0.17570803	0.4215478	0.38940075	-0.4113919	-0.16422747	0.4833324	0.36608016	-0.06397121	-0.22048168	0.20659728	-0.0076740594	0.09214839	-0.108036526	-0.037541993	-0.27308944	0.10398437	-0.039372172	-0.11047765	0.33563137	0.24236777	0.22956215	0.4918218	-0.24334839	0.14927803	-0.10587814	-0.14150624	0.0664729	-0.015592376	-0.2436947	-0.09793191	0.24371153	2
34	34	-0.20194507	0.112236574	0.39570686	0.40035427	-0.343098	-0.21796612	0.51237935	0.39380458	-0.0759998	-0.12267821	0.29225677	0.07201674	0.13666484	-0.04764705	-0.10280644	-0.21931507	0.05373421	0.12320776	-0.19619623	0.24773344	0.23640822	0.31126747	0.50742704	-0.23854597	0.22547902	-0.1567403	-0.087683424	0.1505269	-0.078249104	-0.17376854	-0.15759175	0.164804	2
