mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
15	java.awt.BasicStroke	5	3851	6	4	5611	7588	2428516	0	69	12614	302	9	3688	0	1	21050	10366	3725	24492	6559787	4770251	0	1022348054	0	87418	4063	563	3799	24244	522	3764	14958792	9267	0	36	55400	218	85998	0	489550	342280	0	0	314	3	9110	4041	7305	0	477	0	634	20	63	2252657	0	16689	113	2	2292	0	0	216	72	0	11270	27	0	0	0	1220	0	0	2
16	java.awt.BorderLayout	8	4193	4	24	9859	2695	2430874	0	169	13858	17070	4	4624	16	36	62200	6439	10635	218639	6575327	1403551	0	1013487044	0	129099	270154	3381	10159	7148	24600	138	14058773	9603487	0	53	59529	497	172643	0	492665	1265339	3863	0	42584	0	9672	8208	183	6457	10916	0	1393	1807	292	2274633	0	17013	24627	1	15451	5398	2	100	23	283	15115	14673	13	393	0	2227	25	29	2
17	java.awt.BufferCapabilities	31	4473	344	121	23712	67263	2393618	2189	4728	13581	46385	1302	5543	805	199	237570	207793	187877	633578	5301492	37557952	465217	994984677	9539	126971	386416	514745	34988	176086	79243	101351	13848905	27377729	7390	5887	105501	122914	1134341	15586	467826	1201684	190738	4995	112970	852	27509	39092	55859	121520	28801	24997	28639	12745	7379	2239616	3361	15821	107633	1522	34409	30957	898	11900	13237	4080	15763	32831	1916	8602	133	3553	651	208	2
18	java.awt.Button	45	5735	762	228	13127	99295	2435018	8031	13962	11036	103049	3087	11036	2499	573	77655	224620	714639	176488	4528781	37930054	1026445	971534880	58626	43008	1088070	1371789	6068	195533	107660	62967	10162685	57127688	32415	2192	46987	77961	1973556	65367	262759	4873288	891004	18819	212043	758	7699	23284	114338	281243	160773	123240	8909	5234	12376	2457330	19149	6941	344352	4266	19057	66043	1490	9533	50096	6839	15488	107633	8376	45872	228	14898	4024	844	2
19	java.awt.Canvas	46	5743	797	238	12695	96979	2427695	8579	14393	10980	110474	3323	11098	2685	593	76966	221561	714194	174684	4487173	35609294	1003175	966935482	64280	41934	1146920	1389215	5764	188518	113459	66342	10091234	61558130	34710	1884	43681	76131	1951860	74663	262298	4899311	1067963	21813	228213	899	6933	22462	108622	283038	163495	127840	7908	4769	15786	2450345	20544	6840	359250	4351	17855	73433	1997	10318	52362	7579	15485	114900	9200	47020	278	14985	4252	861	2
20	java.awt.CardLayout	8	4193	4	24	9859	2695	2430874	0	169	13858	17070	4	4624	16	36	62200	6439	10635	218639	6575327	1403551	0	1013487044	0	129099	270154	3381	10159	7148	24600	138	14058773	9603487	0	53	59529	497	172643	0	492665	1265339	3863	0	42584	0	9672	8208	183	6457	10916	0	1393	1807	292	2274633	0	17013	24627	1	15451	5398	2	100	23	283	15115	14673	13	393	0	2227	25	29	2
21	java.awt.Checkbox	47	5736	850	231	13069	106939	2431280	9541	14071	11034	106705	3529	11035	2569	576	78812	249001	716707	184198	4505790	40396936	1164883	969213015	74883	43022	1094605	1545997	5996	209344	110661	67690	10147536	59358555	38182	2288	46750	76634	1981671	91539	262498	4872752	984943	24032	219996	943	7706	22378	128513	278188	160757	124865	8969	5347	13020	2453726	19876	6942	344389	5144	19249	69800	1514	9520	50650	6864	15483	111164	8616	45877	228	14898	4102	845	2
22	java.awt.CheckboxGroup	6	4036	6	9	9586	3981	2433294	2	219	12482	7603	5	4079	8	5	53277	9032	18119	189426	6627734	2191487	1294	1018513416	0	94675	73586	4759	11030	10144	7864	12	14504780	4410762	1	204	62311	2651	211616	168	461260	787783	4869	2	17018	0	15370	5741	1387	227	11360	14	2538	1178	156	2271051	2	16454	527	1	8948	5060	0	290	64	3	11591	4706	6	379	0	1447	2	1	2
23	java.awt.CheckboxMenuItem	13	4010	48	30	9651	19968	2413577	79	237	12797	19458	119	4110	53	35	113177	46905	16114	116280	6425955	11956285	35925	1010813340	65	95270	161477	73922	10171	61952	29248	4177	14441062	11615548	172	128	79810	4081	115322	731	483619	792775	18628	150	54779	30	16102	8265	19781	23320	1134	105	2226	1681	345	2240363	36	16347	20467	106	9123	833	20	387	358	170	12355	18544	68	330	3	1678	42	23	2
24	java.awt.Choice	46	5737	807	228	13003	104974	2435018	8784	14041	11040	103039	3333	11035	2490	573	77956	237772	714399	176470	4515607	40357443	1121923	971534940	66482	43089	1091818	1478794	5930	206686	107651	67433	10162754	57127574	35683	2253	46928	75725	1981317	77969	262779	4873322	890988	21271	212042	934	7706	22602	125075	277517	160750	124732	8963	5247	11847	2457327	19147	6942	344386	4873	19095	65898	1357	9520	50566	6823	15487	107633	8342	45837	228	14898	4024	844	2
25	java.awt.Color	56	5158	1160	380	24843	101081	2328711	14914	11455	11233	141353	6175	9173	5548	1083	100357	595785	405486	1341073	4748597	40212185	997284	942814518	138260	60000	1416005	1926318	32904	191446	209733	177787	11186895	78883399	63460	3529	39019	178427	1063901	185684	370449	3264764	1837131	59493	304414	6003	4707	56755	120230	459577	107171	91065	15018	8835	20361	2220257	50989	9138	557284	8618	50737	90148	6084	13215	30916	36306	14885	137608	19335	41192	2020	11352	11333	1695	2
26	java.awt.ColorPaintContext	6	3938	3	12	6838	3794	2424183	0	30	12644	7914	3	3961	6	11	45284	5218	3776	43274	6574738	2383136	0	1017885843	0	88246	89898	280	5047	12051	11416	3	14641803	4549834	0	15	66868	48	37718	0	484681	647663	68	0	22387	0	12050	5324	3651	7377	120	0	222	719	0	2251162	0	16487	4455	1	5122	211	0	15	30	21	11704	7350	6	39	0	1508	3	5	2
27	java.awt.Component	115	4798	5047	1508	7903	221124	2218381	128211	1617	9303	309464	72772	6575	40134	5788	48891	494893	516319	76156	3548797	77927351	5523303	854384709	2219475	29053	591533	8824799	5546	397669	349737	769493	8895085	166846820	1779590	2663	27112	9002	529166	97543	236219	3097901	8780295	1487514	626165	84891	3539	6599	202440	2733673	40010	3731	3688	3641	38783	2207088	435038	6010	2462777	180890	8814	204199	264480	1021	2825	26592	11082	314325	205062	2960	136795	4422	108058	11547	2
28	java.awt.ComponentOrientation	25	4829	162	138	29245	6227	2379376	770	5135	12178	84443	253	7478	910	367	104796	61322	88175	1516054	6177783	830109	28118	974201429	2461	81559	1358777	24603	44714	6531	98883	4734	12193899	48586559	1235	668	72652	155748	239663	7312	387918	2760725	579561	452	176186	32	19784	75202	2967	14950	91324	21892	3325	7508	4712	2252660	4174	12031	265079	198	60098	12694	109	8005	5136	10526	15061	87449	1252	19607	0	8178	2162	575	2
29	java.awt.Composite	5	151	6	4	17273	354	3712	2	32	764	158	4	14	4	0	63694	16544	2251	9331705	211306	8734	173	71145	0	383689	473	153	48675	1348	6221	118	23779	3683	1	356	14236	11030	1850	31	10745	311	21	1	453	0	22026	11205	10	210	117	0	698	37	24	18	1	1716	0	0	373	11	2	76	9	17	16	0	0	6	0	0	0	0	2
30	java.awt.CompositeContext	4	60	4	2	12159	100	433	0	10	239	10	4	25	0	0	39962	8493	94	7117801	24335	827	0	2225	0	167783	0	14	38491	255	3852	47	1228	10	0	50	479	7763	39	0	1572	117	0	0	8	1	12596	4136	43	0	0	0	199	3	6	153	0	411	0	0	29	0	0	12	7	0	101	0	0	0	0	0	0	0	2
31	java.awt.Container	77	5032	1884	1042	10622	127385	2297571	27484	2587	10239	234845	17398	7514	24052	4216	65352	369677	723316	215554	3945068	42610557	1919638	902053596	284698	36049	1312522	2945513	5804	243099	312525	115700	9576192	123762207	181706	2671	38766	29944	434187	93378	258368	3189495	3849679	305605	485043	8609	4370	11530	136702	1937788	44198	5551	3663	8922	22225	2265277	226007	6415	2127515	33621	15273	117513	39187	2818	4756	45421	12725	272553	99157	6836	94420	6118	70927	9338	2
32	java.awt.ContainerOrderFocusTraversalPolicy	9	4203	6	30	10985	1820	2426351	1	180	13882	22088	9	4678	21	53	57427	8620	16441	303707	6611086	679507	159	1010396592	0	130235	285093	4714	11944	3887	32252	683	14001408	12700615	0	162	61246	971	173163	0	490363	1296363	13146	3	56015	0	9952	10473	113	1822	11137	0	1507	1876	632	2269443	3	16802	37569	7	18537	3662	0	120	44	129	15435	21049	27	411	0	2352	30	56	2
33	java.awt.Cursor	28	4843	228	150	29161	13054	2371623	1263	5309	12208	91813	509	7638	1121	383	108717	136302	102102	1460567	6034965	3227010	41400	969484982	4874	89281	1444009	115149	44522	20072	105923	11311	12182159	53147411	2241	730	71118	160570	257451	23042	390951	2727361	729166	1895	197278	194	16553	67697	12466	25955	92349	23070	4393	9618	3478	2244945	5702	11852	279963	488	63499	18384	187	7141	5800	9575	15046	93382	1839	21129	6	8766	2474	575	2
34	java.awt.DefaultFocusTraversalPolicy	7	4055	0	21	9726	0	2421418	0	0	14145	15652	0	4339	0	35	36189	0	0	274513	6600660	0	0	1013476355	0	133403	273490	0	9011	0	19872	0	14369630	9071284	0	0	69252	0	0	0	516126	952238	0	0	38004	0	9444	9293	0	0	0	0	0	2003	0	2252493	0	17021	23714	0	15892	0	0	0	0	0	15487	15416	0	0	0	2093	0	35	2
35	java.awt.DefaultKeyboardFocusManager	15	4206	51	54	12142	19478	2411980	82	287	14029	29480	149	4676	119	105	109389	53062	50859	302868	6277315	10978870	35695	1005778269	72	128988	341534	88488	12919	60713	52334	906	14042355	16830926	192	569	82376	4109	262596	1056	504595	1196158	23926	196	78821	18	11237	10647	19058	46474	3943	84	2944	4385	667	2245642	116	16533	68365	200	22228	4155	48	247	281	713	15603	28724	244	481	0	2536	150	129	2
36	java.awt.Desktop	5	3853	0	10	6483	0	2421041	0	0	12456	7892	0	3760	0	10	24886	0	0	119318	6632694	0	0	1017606951	0	85814	30214	0	4841	0	11211	0	14833345	4758608	0	0	55929	0	0	0	485673	433808	0	0	22345	0	9129	4456	0	0	0	0	0	372	0	2245874	0	16555	4443	0	5065	0	0	0	0	0	11207	7395	0	0	0	1295	0	5	2
37	java.awt.Dialog	62	5627	1383	508	10424	149626	2391402	19288	12511	10320	147783	8452	10408	8212	1868	62151	337172	836970	174275	3993710	55255174	2110957	948931068	189745	39043	1031520	2591670	5455	279118	168590	173307	9767491	79147661	108730	2627	36508	35000	1825546	190284	258408	4596269	1539823	78301	295524	2840	4045	12672	181814	913601	122585	111244	4634	5428	45099	2402851	83251	6325	843422	16223	14014	114466	15126	4920	43664	53995	13195	163832	34325	40222	3535	13420	21706	4063	2
38	java.awt.Dimension	57	5025	1253	343	26035	96949	2322396	17195	11716	11362	143189	6140	8915	5050	875	116208	620903	266438	1364014	4901136	39978942	955971	939903602	170908	59424	1295412	2022747	37990	190599	217468	135341	11648782	81499434	66602	2532	40881	201841	1067340	208850	376296	2844416	2056958	65198	325496	4263	5567	64536	108737	373432	116407	93075	13882	8052	23393	2215615	46496	9731	465226	7679	51785	94825	5659	12541	31923	25261	14714	133054	16553	43805	1342	11392	9111	1199	2
39	java.awt.DisplayMode	4	3830	0	6	5521	0	2424555	0	0	12513	4086	0	3702	0	4	19444	0	0	22836	6645908	0	0	1019949224	0	85422	4063	0	3645	0	5569	0	14919701	2411023	0	0	55885	0	0	0	488782	364576	0	0	12499	0	9138	4212	0	0	0	0	0	20	0	2249033	0	16574	393	0	2530	0	0	0	0	0	11255	3693	0	0	0	1237	0	1	2
40	java.awt.Event	32	4796	283	213	28674	17881	2357690	1655	5034	12025	106117	923	7305	1679	703	112149	187000	102799	1452818	5935930	4813698	63117	961697439	6915	86508	1444634	179450	44293	31122	164980	19346	12092128	60826800	3666	996	69050	157449	249506	31395	389513	2577292	863805	4500	234467	329	19444	65478	18523	64128	82826	21704	4308	12849	5125	2227721	8503	11856	461534	1323	59062	22965	730	7383	5530	19479	14525	111103	3690	18849	50	7777	4821	1433	2
41	java.awt.EventDispatchThread	8	4155	7	21	6344	3186	2444100	2	99	12495	16547	9	4577	18	27	34540	5691	45128	43476	6571755	1545150	400	1015310689	0	104775	25003	7371	4627	8879	24040	147	13997756	9495803	1	268	53887	207	114968	1	455105	1289833	10323	4	48381	0	9259	4359	1710	3265	2040	2	676	313	277	2329433	4	14762	16351	5	3707	3687	0	83	54	95	12828	15572	20	107	0	2075	17	19	2
42	java.awt.EventFilter	2	70	0	1	8702	0	1843	0	0	371	64	0	3	0	0	33145	0	0	4691419	101218	0	0	31392	0	179824	0	0	24258	0	1195	0	10096	1792	0	0	12473	0	0	0	5427	51	0	0	224	0	11804	3683	0	0	0	0	0	0	0	0	0	991	0	0	141	0	0	0	0	0	3	0	0	0	0	0	0	0	2
43	java.awt.EventQueue	6	3968	6	9	7515	4015	2424440	1	77	13041	7775	9	3948	3	7	61460	7909	24283	49567	6522190	2378331	67	1017893057	0	101949	149813	7696	4857	12977	6932	47	14624415	4521846	0	19	71453	705	48332	40	492451	671607	3622	3	20472	0	13414	6013	3912	22	826	0	637	1128	79	2250216	0	17266	721	7	6367	131	0	130	36	49	12246	7194	0	68	0	1461	3	2	2
44	java.awt.EventQueueItem	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	15735	0	0	20541	6650775	0	0	1022347323	0	85406	4063	0	2949	0	284	0	14958325	9108	0	0	55870	0	0	0	489086	342268	0	0	242	0	9125	4097	0	0	0	0	0	20	0	2252657	0	16580	113	0	2282	0	0	0	0	0	11270	27	0	0	0	1220	0	0	2
45	java.awt.FileDialog	59	5698	1282	429	10446	140429	2397003	18193	12975	10460	142847	5755	10629	6985	1576	62725	322355	896317	173898	4028103	49887692	1945469	950611879	184025	39221	1215701	2361031	5473	260906	154158	83751	9785037	77514993	75043	2667	37384	35330	1862840	196645	259532	4675787	1488605	52973	289123	1183	4123	12768	174842	711286	132545	112877	4760	4861	26763	2409886	79649	6394	775635	9299	13343	103959	3001	5677	44970	46511	13597	158869	27617	41085	286	13681	18430	3620	2
46	java.awt.FlowLayout	8	4200	5	23	10175	3972	2432203	1	183	13844	15762	4	4650	19	32	73243	7775	11594	225838	6559984	2204687	1129	1014308389	0	128209	265150	2300	10738	10906	22591	136	14059554	8780825	0	134	60050	768	191006	155	491767	1274677	3916	2	37567	0	9987	8745	1403	10190	10964	1	1799	1798	155	2276149	3	16989	20744	0	16170	5541	1	114	27	283	15119	13250	14	448	0	2261	27	23	2
47	java.awt.FocusManager	4	3977	1	5	6801	1138	2437464	0	150	12350	2519	0	3987	2	2	35826	1230	2264	67258	6696526	641707	0	1021658412	0	87699	7260	0	6728	2974	3204	0	14633527	1256423	0	8	47759	305	169460	0	464707	675008	75	0	5575	0	9863	4873	0	112	11054	0	1240	30	0	2273843	0	16385	206	0	4297	2164	0	121	0	0	11361	1100	0	300	0	1370	1	0	2
48	java.awt.FocusTraversalPolicy	15	4311	34	71	19533	1062	2396912	53	624	13414	46814	51	5615	181	170	78817	31722	2956	805859	6420531	17850	1173	995041142	40	115270	744707	348	22659	1598	58060	416	13623330	27495684	86	91	115223	24319	8021	1356	469854	1525045	128939	33	110812	13	17052	38827	703	2098	11138	402	415	7266	360	2243946	271	14671	123621	18	42259	3704	0	952	1026	774	15404	47702	268	2364	0	5044	395	241	2
49	java.awt.Font	74	5210	2201	500	27144	156950	2289510	39411	11733	10611	181184	16373	9365	7493	1547	101586	1027793	614626	1487181	4532017	55753227	2491055	918087351	498075	47500	1428573	3929407	38586	270409	275726	283811	10640611	102309811	275306	5842	38330	215602	1141973	349399	356953	3354049	3161839	187681	384805	17209	4542	72623	211542	520945	99167	97097	17868	8604	46256	2188418	67588	8698	827720	34374	54783	132178	16405	10172	35015	44944	13197	173728	31741	42856	3153	12035	16327	2767	2
50	java.awt.FontFormatException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	53335	57	16	75339	7240388	33	0	1024461159	0	86313	27741	0	7082	4	23899	0	12521940	6848493	0	2	65479	1073	2905	0	174699	2978563	3004	0	33624	0	12882	6624	0	25	34964	0	21	455	0	2610369	0	12448	16423	0	7427	30	0	281	0	244	11545	14684	0	1086	0	5773	10	25	2
51	java.awt.FontMetrics	50	5087	888	337	26863	86777	2344952	10154	11267	11263	121978	3744	8987	4674	1028	102425	470041	342360	1390019	4895019	37275562	756678	953209078	84493	62101	1366501	1452629	39749	170767	200922	140336	11583049	68909417	31517	3732	40406	208528	1042648	121988	374647	2984533	1310208	35046	259772	2146	5184	66933	91857	402339	109343	89729	16538	8162	13094	2235901	41186	9458	497078	4785	54076	75516	2575	11097	30348	33604	14270	114793	14753	42247	1196	11456	10817	1786	2
52	java.awt.Frame	60	5693	1329	441	10456	143273	2394281	19017	12981	10432	145406	6435	10623	7161	1607	62480	330188	897577	174881	4003467	50723913	2014876	949130226	193426	39139	1201722	2447455	5493	264883	157285	95895	9767793	78928013	85383	2649	37263	35411	1866020	204709	259449	4667971	1558017	58674	294140	1825	4088	12771	180210	734055	132487	112828	4704	4895	31929	2405844	80825	6367	790326	10647	13275	105015	5288	5681	45001	46628	13562	162576	28864	41146	314	13680	18734	3655	2
53	java.awt.GradientPaint	12	4154	22	44	9852	8508	2411025	8	203	12715	27398	57	4691	82	73	91283	22021	14584	117734	6438059	4774535	557	1006633767	0	95143	285916	24048	8179	25764	44347	4399	13915629	15890969	16	386	82723	1165	58707	112	475197	1302596	36838	16	76877	12	16267	10208	8165	31223	1620	51	606	3266	464	2245614	24	16032	43578	55	11348	2879	57	249	248	320	12386	26947	122	485	21	2567	104	68	2
54	java.awt.GradientPaintContext	9	4044	11	25	8747	4283	2414899	1	73	12707	19323	21	4300	32	30	73060	11859	10639	92783	6519696	2384598	81	1011029622	0	97098	179348	8212	7662	13258	27106	293	14253365	11418034	0	346	76471	295	36610	10	480578	989860	21973	3	54381	3	14766	8055	3945	11558	230	1	443	2057	113	2244815	3	16164	16367	13	9062	1440	19	32	88	62	12224	18567	31	147	3	1922	34	17	2
55	java.awt.Graphics	59	4831	1179	532	24803	97231	2307877	14697	8528	11113	149647	7208	8132	8696	1908	122586	557386	201904	1383461	4596506	43551560	889946	938549831	134671	59011	1331813	2022041	34503	206142	329782	193633	11664698	82621945	61930	2371	48007	172643	726337	145300	394394	2464892	1795203	85166	336366	4170	4051	59017	109951	744766	67114	62706	11066	9720	17380	2178952	75322	9273	829557	14452	52838	80320	9729	6196	21582	57346	12875	150580	29962	34788	12024	10505	24183	3517	2
56	java.awt.Graphics2D	34	4428	406	155	15624	43178	2354393	2649	1266	13253	89390	2002	5512	1041	292	215326	242295	191369	232602	5736422	18472428	212603	969255111	10961	114410	614007	623580	10690	123642	131609	29975	13074972	52676223	12996	4640	105234	21254	374888	16929	473267	1743172	744862	8936	248601	1160	23914	25138	42883	112203	15614	889	6808	5514	11115	2198515	3347	15702	210225	2198	21788	30018	1975	3235	2302	2212	15020	84483	3014	2985	160	3576	1338	291	2
57	java.awt.GraphicsCallback	7	4086	4	17	8643	3895	2426459	0	60	13968	11809	6	4346	8	21	63698	6208	9857	130672	6480305	2347010	0	1015941454	0	117050	274881	3913	6137	12794	14341	12	14377013	6639658	0	57	73179	82	74960	0	507873	981294	146	0	28647	0	10640	7415	3844	7439	414	0	320	1574	60	2257502	0	17619	12002	4	12733	351	0	156	60	69	14501	11424	12	51	0	1983	4	15	2
58	java.awt.GraphicsConfigTemplate	6	4024	3	12	7981	1487	2430716	0	153	12595	10137	3	4095	6	11	57280	4466	9362	86307	6649076	662481	0	1016976473	0	98216	63782	2304	7937	3433	12805	153	14464974	5950355	0	371	56208	423	169633	0	466943	813821	4470	0	27514	0	12558	6075	32	145	11055	0	1349	430	300	2267590	0	16734	4530	1	6687	2829	0	123	3	0	11873	8485	6	306	0	1473	3	5	2
