mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	D#louvain	D#infomap	cD#class
24	33	train	36	0.08333333333333333	0.7213475204444817	1	1	1
31	34	train	48	0.05555555555555555	0.6213349345596119	1	1	1
26	32	train	10	0.0	0	1	1	1
16	34	train	16	0.0	0	1	1	1
2	8	train	20	0.2857142857142857	0.8928215240597019	1	1	1
27	30	train	8	0.2	0.36067376022224085	1	1	1
6	17	train	6	0.25	0.7213475204444817	1	1	1
24	34	train	64	0.05263157894736842	0.7213475204444817	1	1	1
28	34	train	48	0.0	0	0	0	1
20	34	train	32	0.0	0	1	0	1
4	13	train	8	0.2	0.3789231816899512	1	1	1
29	34	train	32	0.058823529411764705	0.6213349345596119	1	1	1
1	20	train	28	0.0	0	0	1	1
1	5	train	28	0.06666666666666667	0.7213475204444817	0	0	1
21	34	train	32	0.0	0	1	1	1
4	8	train	16	0.14285714285714285	0.3789231816899512	1	1	1
19	34	train	32	0.0	0	1	1	1
1	9	train	70	0.05555555555555555	0.5138983423697507	0	0	1
23	34	train	32	0.0	0	1	1	1
4	14	train	16	0.0	0	1	1	1
2	22	train	10	0.16666666666666666	0.3789231816899512	1	1	1
9	34	train	80	0.05	0.9102392266268373	1	1	1
1	11	train	28	0.0	0	0	0	1
21	28	train	6	0.25	0.36067376022224085	0	0	0
32	7	train	20	0.125	0.3789231816899512	0	0	0
17	28	train	6	0.0	0	0	0	0
17	34	train	32	0.0	0	0	0	0
4	7	train	16	0.14285714285714285	0.3789231816899512	0	0	0
16	21	train	2	0.5	0.36067376022224085	1	1	0
22	23	train	4	0.0	0	0	0	0
19	26	train	4	0.0	0	1	1	0
21	23	train	4	1.0	0.8157933735356595	1	1	0
2	32	train	25	0.1111111111111111	0.3789231816899512	0	0	0
26	29	train	4	0.3333333333333333	0.6213349345596119	1	1	0
19	29	train	4	0.3333333333333333	0.36067376022224085	1	1	0
11	30	train	8	0.0	0	0	0	0
3	30	train	28	0.1	0.45511961331341866	0	0	0
25	33	train	9	0.0	0	0	0	0
27	29	train	4	0.3333333333333333	0.36067376022224085	1	1	0
5	9	train	10	0.16666666666666666	0.3789231816899512	0	0	0
34	8	train	64	0.0	0	0	0	0
11	24	train	8	0.0	0	0	0	0
16	29	train	2	0.5	0.36067376022224085	1	1	0
12	13	train	2	0.5	0.3789231816899512	1	1	0
17	2	train	10	0.0	0	0	0	0
14	22	train	8	0.2	0.6213349345596119	1	1	0
13	2	train	10	0.16666666666666666	0.3789231816899512	1	1	0
10	17	train	2	0.0	0	0	0	0
22	25	train	2	0.0	0	0	0	0
2	27	train	10	0.0	0	0	0	0
13	28	train	6	0.0	0	0	0	0
15	27	train	2	0.5	0.36067376022224085	1	1	0
12	22	train	2	0.5	0.3789231816899512	1	1	0
13	8	train	8	0.5	1.100270702134433	1	1	0
13	22	train	4	0.3333333333333333	0.3789231816899512	1	1	0
33	7	train	36	0.0	0	0	0	0
14	23	train	8	0.2	0.36067376022224085	0	0	0
30	31	train	12	0.4	0.8157933735356595	1	1	0
12	30	train	4	0.0	0	0	0	0
28	7	train	12	0.0	0	0	0	0
18	19	train	2	0.0	0	0	0	0
23	28	train	6	0.25	0.36067376022224085	0	0	0
23	29	train	4	0.3333333333333333	0.36067376022224085	1	1	0
24	3	train	28	0.1	0.45511961331341866	0	0	0
21	9	train	10	0.4	0.8157933735356595	1	1	0
18	28	train	3	0.0	0	0	0	0
16	27	train	2	0.5	0.36067376022224085	1	1	0
19	3	train	14	0.125	0.45511961331341866	0	0	0
19	31	train	6	0.6666666666666666	0.8157933735356595	1	1	0
25	9	train	5	0.0	0	0	0	0
2	30	train	20	0.0	0	0	0	0
15	17	train	2	0.0	0	0	0	0
11	13	train	4	0.3333333333333333	0.3789231816899512	0	0	0
4	9	train	20	0.125	0.3789231816899512	0	0	0
29	4	train	8	0.0	0	0	0	0
24	8	train	16	0.0	0	0	0	0
10	26	train	2	0.0	0	1	1	0
12	17	train	2	0.0	0	0	0	0
17	22	train	4	0.0	0	0	0	0
32	8	train	20	0.125	0.3789231816899512	0	0	0
17	5	train	4	0.3333333333333333	0.7213475204444817	1	1	0
7	9	train	20	0.125	0.3789231816899512	0	0	0
20	26	train	4	0.0	0	1	0	0
20	5	train	4	0.3333333333333333	0.3789231816899512	0	0	0
16	2	train	5	0.0	0	0	0	0
2	20	test	10	0.16666666666666666	0.3789231816899512	0	1	1
25	32	test	5	0.0	0	0	0	1
1	6	test	42	0.13333333333333333	2.164042561333445	0	0	1
33	34	test	144	0.47058823529411764	7.9236892593019155	1	1	1
1	14	test	56	0.2	1.8565807973738442	1	1	1
2	4	test	20	0.5	1.8216182225789146	1	1	1
3	10	test	7	0.0	0	0	0	1
2	31	test	15	0.0	0	0	0	1
15	33	test	9	0.0	0	1	1	1
25	26	test	2	0.0	0	0	0	1
16	33	test	9	0.0	0	1	1	1
2	18	test	5	0.2	0.3789231816899512	1	1	1
3	29	test	14	0.0	0	0	0	1
3	4	test	28	0.375	1.8216182225789146	1	1	1
5	11	test	4	0.3333333333333333	0.3789231816899512	1	1	1
24	28	test	12	0.16666666666666666	0.36067376022224085	0	0	1
7	8	test	16	0.14285714285714285	0.3789231816899512	0	0	0
15	8	test	4	0.0	0	0	0	0
15	2	test	5	0.0	0	0	0	0
18	27	test	2	0.0	0	0	0	0
22	3	test	14	0.2857142857142857	1.000258116249563	1	1	0
14	20	test	8	0.2	0.36067376022224085	0	1	0
10	25	test	1	0.0	0	0	0	0
12	18	test	1	1.0	0.3789231816899512	1	1	0
28	32	test	15	0.14285714285714285	0.36067376022224085	0	0	0
21	8	test	8	0.0	0	0	0	0
13	17	test	4	0.0	0	0	0	0
12	6	test	3	0.0	0	0	0	0
23	27	test	4	0.3333333333333333	0.36067376022224085	1	1	0
15	28	test	3	0.3333333333333333	0.36067376022224085	0	0	0
21	31	test	6	0.6666666666666666	0.8157933735356595	1	1	0
34	4	test	64	0.05263157894736842	0.7213475204444817	0	0	0
