mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
17	Olivia	2	14	1	0	53	10	58	0	2	0	0	0	0	0	0	180	41	9	113	284	36	0	166	0	0	0	0	0	0	0	0	0	0	0	0	83	6	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
18	Flora	2	14	1	0	53	10	58	0	2	0	0	0	0	0	0	180	41	9	113	284	36	0	166	0	0	0	0	0	0	0	0	0	0	0	0	83	6	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
19	Event 1	3	19	3	0	105	8	51	1	15	0	0	0	0	0	0	179	44	5	347	315	2	1	75	0	0	0	0	0	0	0	0	0	0	0	0	124	83	40	3	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
20	Event 2	3	20	3	0	114	8	57	1	16	0	0	0	0	0	0	170	42	5	382	387	2	0	90	0	0	0	0	0	0	0	0	0	0	0	0	132	93	42	4	0	0	0	0	0	0	0	0	0	0	35	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
21	Event 3	6	32	15	0	116	52	78	20	54	0	0	0	0	0	0	258	188	23	351	412	49	38	112	15	0	0	0	0	0	0	0	0	0	0	0	78	196	171	66	0	0	0	0	0	0	0	0	0	0	85	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22	Event 4	4	23	6	0	117	21	60	4	24	0	0	0	0	0	0	208	117	10	376	368	21	6	91	1	0	0	0	0	0	0	0	0	0	0	0	126	117	75	15	0	0	0	0	0	0	0	0	0	0	42	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
23	Event 5	8	38	28	0	112	104	84	56	81	0	0	0	0	0	0	323	256	55	297	356	105	132	114	70	0	0	0	0	0	0	0	0	0	0	0	53	264	277	180	0	0	0	0	0	0	0	0	0	0	103	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
24	Event 6	8	41	28	0	142	145	100	56	71	0	0	0	0	0	0	271	418	190	336	432	241	255	147	70	0	0	0	0	0	0	0	0	0	0	0	109	288	277	180	0	0	0	0	0	0	0	0	0	0	91	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
25	Event 7	10	48	45	0	147	260	105	120	86	0	0	0	0	0	0	253	649	385	259	309	393	670	138	210	0	0	0	0	0	0	0	0	0	0	0	152	337	396	370	0	0	0	0	0	0	0	0	0	0	78	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
26	Event 8	14	59	91	0	81	481	119	364	143	0	0	0	0	0	0	221	579	621	38	163	719	1881	149	1001	0	0	0	0	0	0	0	0	0	0	0	67	237	572	1005	0	0	0	0	0	0	0	0	0	0	128	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
27	Event 9	12	46	66	0	129	340	98	220	83	0	0	0	0	0	0	295	829	356	209	255	580	1218	138	495	0	0	0	0	0	0	0	0	0	0	0	137	295	368	482	0	0	0	0	0	0	0	0	0	0	65	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
28	Event 10	5	25	10	0	109	36	55	10	32	0	0	0	0	0	0	298	154	25	378	342	32	21	70	5	0	0	0	0	0	0	0	0	0	0	0	56	141	106	33	0	0	0	0	0	0	0	0	0	0	41	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
29	Event 11	4	13	6	0	81	27	27	4	6	0	0	0	0	0	0	238	159	12	283	174	48	18	39	1	0	0	0	0	0	0	0	0	0	0	0	60	42	27	9	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
30	Event 12	6	28	15	0	115	54	58	20	43	0	0	0	0	0	0	350	179	36	368	333	49	44	71	15	0	0	0	0	0	0	0	0	0	0	0	50	198	145	64	0	0	0	0	0	0	0	0	0	0	48	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
31	Event 13	3	18	3	0	92	8	46	1	14	0	0	0	0	0	0	201	60	5	332	326	4	2	65	0	0	0	0	0	0	0	0	0	0	0	0	70	62	36	2	0	0	0	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
32	Event 14	3	18	3	0	92	8	46	1	14	0	0	0	0	0	0	201	60	5	332	326	4	2	65	0	0	0	0	0	0	0	0	0	0	0	0	70	62	36	2	0	0	0	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
