mS#id1	mS#id2	mD#data	C#e2v-0	C#e2v-1	C#e2v-2	C#e2v-3	C#e2v-4	C#e2v-5	C#e2v-6	C#e2v-7	C#e2v-8	C#e2v-9	C#e2v-10	C#e2v-11	C#e2v-12	C#e2v-13	C#e2v-14	C#e2v-15	C#e2v-16	C#e2v-17	C#e2v-18	C#e2v-19	C#e2v-20	C#e2v-21	C#e2v-22	C#e2v-23	C#e2v-24	C#e2v-25	C#e2v-26	C#e2v-27	C#e2v-28	C#e2v-29	C#e2v-30	C#e2v-31	C#e2d	cD#class
19	34	train	0.05961725	0.010299374	0.24031977	0.16186355	0.011916726	0.033025287	0.111148946	0.043932587	0.0012031847	0.00805438	0.027100831	9.174867e-05	0.00090410426	-0.0017466337	0.04230636	0.16703203	0.004883749	0.026364066	0.023542995	0.002265131	0.07829167	0.18023989	0.25320935	0.017867615	-0.0022469556	0.010081162	0.011262819	0.0009566034	0.0056713833	0.16750647	0.013242778	0.021836692	1.732044922078785	1
1	7	train	0.036718942	0.027247727	0.065324925	0.00089174474	0.05131944	0.16626151	0.009808375	0.003367678	0.112438366	0.023710657	-0.0031106535	-0.00050938386	0.005987171	0.17322087	0.026089981	0.002055456	0.0012921588	-0.0014780004	0.033222497	0.07123726	0.053903643	0.021225208	0.4723653	0.045858715	0.10478048	0.016528282	0.17692038	0.22182986	0.16120657	0.021913987	0.03146121	0.036405947	2.169496299698949	1
1	13	train	0.038631633	-0.009037322	0.10732152	-0.0008297739	0.04735917	0.06350427	0.10710463	0.0030678255	0.0061250045	0.009171095	0.0042890985	0.0100272335	-0.0031712197	-0.001421778	-0.008858791	-0.000524018	0.017082699	-0.0016391688	0.023447808	0.079834536	0.035349127	0.027176268	0.46086824	0.16701028	0.09572877	0.0020670318	0.08715904	0.060846042	0.08382824	0.053269506	-0.01517232	0.024076283	1.5736909547122195	1
32	34	train	0.027193781	0.008146227	0.22147174	0.101797886	0.014033847	0.034565732	0.017707264	0.07046339	-0.02066106	0.020967303	0.010965444	0.00072058046	-0.0022302195	-0.0027912853	0.036279727	0.05833191	-0.0144056715	-0.0067312135	-0.013675324	-0.00038815095	0.07153866	0.0015176667	0.39290115	0.0263712	0.034774873	-0.015851341	0.019379916	-0.003559229	-0.008950596	0.14462738	0.011195455	-0.009901588	1.225805451598717	1
32	33	train	0.042130098	0.015041991	0.29584005	0.1210666	0.028055128	0.016778441	0.012818542	0.07516493	0.021716226	0.017344741	0.012421311	0.010621164	0.0071232845	0.040476266	0.049719587	0.101664685	-0.0027796556	-0.011360742	-0.013223869	-0.0005109164	0.12541775	0.0018733443	0.34927985	0.021720463	0.0116096055	-0.013692298	0.0013341263	0.0006889023	-0.0017246265	0.15503986	0.0075704413	-0.007767526	1.4914577646413818	1
14	34	train	0.025824802	-0.0051773405	0.15799627	0.021147745	-0.021355558	0.03467402	0.14002196	0.016513767	0.009595899	0.004044256	0.0056909677	0.00030543617	0.0013365742	0.0001738146	0.0058410135	0.035514064	-0.011443831	-0.0040951897	-0.018272351	0.0033348931	-0.011362975	0.04474082	0.38481888	0.059792794	0.03886226	-0.0027939095	0.024003997	0.011567813	0.01479575	0.15629312	-0.0008969925	0.014229762	1.1357225343526807	1
2	4	train	0.05602226	0.026986904	0.143902	0.001871024	-0.0035152717	0.015586445	0.14794368	0.015041593	-3.986673e-05	-0.004505986	0.0034878405	0.010495346	0.009858815	0.0104931705	0.0067823287	-0.003093781	0.06277003	0.0004004347	0.029581377	0.014812955	0.037356086	0.03197676	0.5693705	0.3552575	0.097109936	0.0025040756	0.052739624	0.028898792	0.09047366	0.048911814	0.028437814	0.05192678	1.9398446603918273	1
1	9	train	0.031856034	0.0055188877	0.12212185	-0.000919225	0.024748493	0.06563415	0.069549575	0.005206201	0.031429987	0.0068797087	-0.00354955	0.004128125	-0.000528954	0.04152895	0.016123129	0.010226752	0.0028158142	0.0005207239	-0.0008435684	0.052177623	-0.005089647	0.07254703	0.33928233	0.07124183	0.0479041	-0.0013341334	0.08817782	0.07704805	0.07167842	0.06002769	0.0028649617	0.020145683	1.3291188493021764	1
1	14	train	0.01695994	-0.0038829988	0.12716316	-0.00033913687	0.03254049	0.05378212	0.08987172	0.0018701559	0.020693732	0.0027784994	-0.002579142	0.022880195	-0.008427318	-0.0037533971	0.00407011	0.004587063	0.01374763	-0.00031140438	0.009457912	0.042792503	0.010862385	0.02385752	0.46855423	0.10918131	0.06655387	0.0022914934	0.08694315	0.027142389	0.059012033	0.07563273	-0.00045088754	0.010175913	1.3636579562153202	1
1	18	train	0.046519596	-0.01129402	0.112614274	-0.00022684356	-0.004126598	0.07358478	0.07963685	0.0075054653	-0.007988121	-0.00490669	0.0053647473	0.019318944	0.0036969038	0.06880753	0.017954944	-0.0009999862	0.013361809	-0.0015558098	0.03388382	0.038324334	0.043648396	0.03389917	0.4423611	0.19692291	0.07968479	0.0060042785	0.09312353	0.11398156	0.10057554	0.03599209	-0.019734042	0.031007053	1.6469422856607707	1
15	33	train	0.10912568	0.047772877	0.2667417	0.26218978	0.037644003	0.018716209	0.082222424	0.066292755	0.0052661276	0.0022703828	0.03252829	0.0033923336	0.0014559057	0.02861726	0.08798283	0.3023561	0.0015908967	0.061508924	0.028494835	0.001508708	0.17971437	0.24565071	0.24410258	0.013972351	-0.0029415162	0.0055946787	0.00047380387	-0.00049219	0.00046419376	0.19682312	0.01525045	0.009486245	2.3557768006867263	1
2	8	train	0.04458867	0.04502742	0.18283512	0.008476825	-0.0031713224	0.015646838	0.16975014	0.025774226	0.0078455545	-0.0027622995	0.0035440482	0.010943433	0.0022731216	-0.00256792	-0.0004147922	0.0013778264	0.05250183	0.0020242373	0.020884356	0.02165853	0.023119738	0.027198484	0.57099783	0.39280847	0.108438805	0.0021363501	0.051888052	0.03198848	0.06307305	0.056717817	0.056283783	0.049715117	2.040601812681416	1
3	29	train	0.0046742726	0.024811508	0.251416	0.020112839	-0.0062393877	0.0008941803	0.042388517	0.020790527	0.011081755	0.014194342	8.9239395e-05	0.09410358	0.022931604	-0.00074020226	0.001863302	-0.0018399148	0.13617139	0.012122681	0.00825869	-0.024933614	-0.014904003	-0.0027581318	0.74279296	0.16210586	0.08711901	0.08322901	0.06623975	0.0072853845	-0.013647628	0.08469585	0.0041763866	-0.0028748997	1.835610867019568	1
2	3	train	0.025592167	0.06620689	0.2052733	0.006216518	-0.0011296588	0.010437429	0.14239348	0.024832435	0.0040607797	-0.031805236	0.00039059998	0.0110219205	0.0133371875	-0.0009125684	0.0019360895	-0.0022375858	0.10403272	0.0013814968	0.027758706	0.012286118	0.036511954	0.0077073365	0.59419566	0.33660832	0.08122505	0.009021658	0.051891457	0.01751455	0.02689681	0.05137983	0.043435942	0.039387405	1.9168487679271493	1
5	7	train	0.044709396	0.09610173	0.058035944	-0.008402796	0.0828704	0.24758972	0.004954703	0.010250474	0.16417831	0.10546577	-0.0016193192	-0.0004277588	0.0042270343	0.26467514	0.018154096	4.8948954e-05	0.00018557797	0.019203477	0.0949349	0.1399376	0.05372326	0.022675814	0.44913858	0.020774378	0.1303362	0.065195866	0.20396943	0.36531445	0.23063888	0.005759845	0.04617198	0.0631401	3.001912138533953	1
21	34	train	0.07353016	0.027994672	0.18678263	0.19408482	0.016116811	0.04456156	0.09232248	0.06906628	-0.0064218813	0.004166755	0.033595834	0.0002991228	0.0010332143	-0.0019587572	0.0640572	0.14581843	0.007663784	0.031841543	0.023499602	0.0020019703	0.10129836	0.16833976	0.27677634	0.022742696	-0.0060764872	0.0021007964	0.008730675	0.0039193765	0.0016644403	0.18584788	0.02145739	0.0067377156	1.8035951796045993	1
9	34	train	0.048507	0.007358529	0.15173261	0.05732062	-0.016241854	0.042315174	0.10835965	0.045971565	0.01457441	0.010013788	0.007832207	5.5107867e-05	8.38922e-05	-0.0019231479	0.023138296	0.07917779	-0.0023439461	0.0068478896	0.0016297443	0.0040662917	0.005324202	0.1360499	0.27864915	0.039015364	0.027972251	0.0016266459	0.024344878	0.032837108	0.017971521	0.12404569	0.005699535	0.02817126	1.3101831219937594	1
30	34	train	0.048105	0.020767773	0.19554916	0.15901528	0.018422797	0.052062392	0.1946345	0.039633606	0.019981667	-0.010085699	0.06746728	0.00010466109	0.00052966503	0.00043279008	0.048784025	0.10127677	-0.0056029973	0.050784566	0.0650157	0.0026936661	0.11534828	0.27058098	0.22646996	0.020670485	-0.019663956	-0.00034764875	0.029790727	-0.0073631094	-0.01489877	0.24619721	0.032867312	-0.053330075	1.9158940020060982	1
30	33	train	0.07452691	0.038347647	0.26121292	0.18911433	0.036829103	0.025271442	0.1408987	0.042278085	-0.021002138	-0.008343173	0.076424815	0.0015426767	-0.0016917414	-0.006275864	0.066856116	0.17651181	-0.00108113	0.08571268	0.06286938	0.0035456263	0.20222244	0.33399382	0.20132646	0.017025108	-0.00656482	-0.00030029702	0.0020508135	0.0014251577	-0.0028707378	0.2639222	0.022225097	-0.041835994	2.236167454306269	1
1	32	train	0.01785899	0.00610966	0.17825133	-0.0016324869	-0.021384044	0.053614154	0.011365234	0.007979859	-0.04455596	0.014405031	-0.004969531	0.05397861	0.014061898	0.060275737	0.025280284	0.0075342585	0.017305728	-0.00051185157	0.0070784544	-0.0049806545	-0.068387054	0.0008092782	0.4783952	0.04815366	0.059553985	0.013000865	0.070194595	-0.008351274	-0.035698954	0.06998749	0.005627573	-0.0070807715	1.0232692853896879	1
29	32	train	0.005041704	-0.008466124	0.33036396	0.04763183	0.009847952	0.0022925567	0.005343038	0.039275438	0.057748508	0.010401005	-0.00053321	0.1555997	0.010488421	0.022220584	0.017317375	-0.0040663215	0.07315513	0.005479183	0.0036051106	0.003704411	0.0152613735	-0.00020395049	0.6636494	0.04921313	0.06560168	0.07227093	0.053006325	-0.0020218978	0.01779801	0.13170595	-0.0016476867	0.0011790575	1.8522625476616668	1
25	32	train	-3.9290284e-05	0.009203777	0.42051265	0.055885598	0.031405292	0.05373655	-0.0019902822	0.017010212	-0.0019754875	0.061396256	0.020014692	0.09517327	0.024509147	0.06980193	0.033647243	0.021872042	0.12394829	0.001522785	-0.004480012	0.0035838266	0.09279676	0.0006013181	0.42780966	0.00024238358	0.0030114346	0.15067479	0.08582108	-0.0019024796	0.060869288	0.14860952	0.015648207	0.02146653	2.0403869624897197	1
27	30	train	0.0618294	0.034412783	0.1775273	0.11615873	-0.0023708364	0.04439446	0.26150215	0.009498403	0.04760515	0.0070953793	0.09991009	0.0006308571	-0.0020602918	0.0008891462	0.03851224	0.13752505	0.0010351576	0.11137226	0.111830465	0.02160571	0.12945649	0.45256183	0.1701863	0.013938257	0.008486674	-0.00028665623	0.08436363	0.0020061743	0.008346902	0.4981766	0.033528853	0.061839566	2.7415082140651066	1
23	33	train	0.12524553	0.04286795	0.28529322	0.30549693	0.048884954	0.01458342	0.08611252	0.08436719	0.016160022	-0.0002218057	0.033248503	0.004832891	-0.0005067939	0.030523166	0.095374584	0.30459586	0.0019093468	0.06136284	0.027828649	0.0021686864	0.20230561	0.25464246	0.24871507	0.024513733	-0.0020393012	0.0072583123	-8.751824e-05	0.0007438183	-6.428513e-05	0.20036313	0.0024609386	0.011626443	2.5205660800565965	1
25	28	train	3.0292293e-05	0.0031406858	0.48759457	0.030683836	0.057913173	0.07636187	-0.014118652	0.004753437	0.0017318648	0.021962253	0.060486834	0.06368536	0.007568443	0.023642993	0.032387905	0.0022658433	0.18234766	-0.003040024	0.009912411	-0.00016115558	0.0859475	0.04462849	0.34727246	0.00017214818	0.001168997	0.123465195	0.15995347	0.0054164836	0.15528327	0.19170602	0.059432898	0.12847628	2.3520728065122967	1
5	11	train	0.03832269	0.040511657	0.0583673	0.005895044	0.120224334	0.17378265	0.029163647	0.018022502	0.0423522	0.07682369	0.005002773	0.033049036	0.020482987	0.14526707	0.024531638	-4.393803e-05	-0.0002556127	0.036951132	0.0372845	0.18599714	0.0646844	0.08203354	0.3819562	0.037156668	0.13813354	0.026471669	0.1786447	0.36339808	0.12846704	0.001773211	0.013858462	0.052320506	2.5606304376779008	1
15	34	train	0.07043752	0.025872152	0.19968814	0.22046018	0.018830432	0.038557775	0.113580324	0.062146164	-0.0050102524	0.002744567	0.02871574	0.00023014891	-0.00045582757	-0.001973476	0.06419991	0.17348215	0.008244883	0.036443897	0.029467631	0.0011461884	0.1025096	0.1990109	0.27458838	0.016964078	-0.008810881	0.006476864	0.006882616	0.0025429109	0.0024091073	0.18360448	0.022552941	0.01209251	1.9076317395229125	1
10	34	train	0.015458466	-0.003354025	0.21246539	0.090351425	-0.014821832	-0.0011870132	0.13329314	0.015617021	-0.0029686142	0.0010283228	-0.004948431	0.0005573264	0.0006930351	0.0008455365	0.030114232	0.075534634	-0.0069161993	0.0032407765	0.021205202	0.0009769051	0.006246246	0.09785778	0.40548602	0.057699956	0.034933243	0.002934628	0.01832905	0.0047311126	0.0050323782	0.14590673	-0.0065193675	0.021014404	1.3608374744071625	1
4	8	train	0.051941447	0.015287758	0.10824414	0.0036078736	0.035152096	0.009652439	0.16365786	0.010183625	-2.5478183e-05	0.0008352068	0.008050228	0.035254244	0.006209813	-0.001418192	-0.00022536662	-0.00637686	0.054783493	0.003501561	0.017191835	0.046543553	0.054500643	0.033719268	0.5958137	0.29438487	0.11584473	0.005535842	0.06582896	0.019367265	0.06576152	0.08071744	0.023607032	0.0352909	1.9524234277869255	1
31	33	train	0.11708949	0.0140799275	0.23330095	0.14334157	0.032664996	0.020657001	0.100518875	0.069731444	0.0060957517	-0.0068486845	0.010914434	0.0045970944	0.0030005935	0.03043608	0.060782842	0.17097361	0.0005582168	0.034118284	-0.005037904	0.002685707	0.054694116	0.19424635	0.23258035	0.055243127	0.0006905164	0.004399555	0.0005755031	-0.0034077116	0.0013427295	0.15333967	-0.007799401	0.011570452	1.7411355403601192	1
31	34	train	0.07557793	0.007625206	0.17465372	0.12052762	0.016339812	0.042556055	0.13885467	0.06536976	-0.0057995664	-0.008279077	0.009635184	0.0003118845	-0.0009394518	-0.0020989038	0.04435244	0.098099135	0.00289298	0.020215005	-0.005209895	0.0020403725	0.031197686	0.15736629	0.26162714	0.06707166	0.0020683405	0.0050932895	0.00835993	0.01760602	0.006968598	0.14304137	-0.011534048	0.014749335	1.5003404915332794	1
7	17	train	0.061537977	0.07775774	0.059461556	0.021273656	0.020898446	0.32795483	-0.00072154304	0.015694132	0.2558424	0.1160105	0.00035038963	0.00046706828	-0.0018452617	0.36506265	0.016162997	0.005613993	0.0008275087	0.0048785037	0.10611915	0.10640534	0.04757816	-0.009017621	0.5378408	0.031977363	0.13346063	0.09297378	0.23455326	0.3285351	0.3674055	0.02128153	0.1475862	0.1266781	3.620604814379476	1
33	34	train	0.072309	0.01908442	0.21889356	0.24996668	0.03927666	0.02046242	0.108118385	0.09162335	-0.012300407	0.009978372	0.038396712	7.507128e-05	-0.0015406958	-0.002860335	0.06954452	0.16210116	0.0007711589	0.045404352	0.04425884	0.0004102649	0.101716384	0.22577035	0.26568988	0.026001202	0.009810049	0.0034176533	0.0006233423	-0.0049534435	0.0010887068	0.12072243	0.019568369	0.021560824	1.9649892402958358	1
3	8	train	0.023727965	0.037505407	0.15440808	0.011987238	0.011296389	0.0064637344	0.15751813	0.016812328	0.0025951786	0.005895258	0.00090153737	0.037023026	0.00840075	0.0001233371	-6.433335e-05	-0.004612082	0.09079612	0.012080359	0.016132552	0.03860402	0.053269092	0.008127332	0.6217918	0.27893117	0.09689527	0.019944474	0.06477028	0.011737823	0.019550169	0.08479032	0.0360574	0.026768789	1.9502289029042004	1
23	34	train	0.08084243	0.023215814	0.21357615	0.25687468	0.024453424	0.030043704	0.118954025	0.07909005	-0.015374826	-0.00026813126	0.029351542	0.00032788183	0.0001586714	-0.0021049092	0.06959357	0.17476726	0.009895262	0.03635734	0.028778702	0.001647584	0.11539572	0.20629545	0.2797769	0.029762559	-0.0061084274	0.008402824	-0.001271316	-0.0038429538	-0.0003336318	0.18690674	0.003639329	0.01482071	1.9936241196992341	1
2	20	train	0.062257726	0.01234835	0.19523616	0.0032258437	0.00041192197	0.044045407	0.13005824	0.04310332	-0.008651567	0.0060421615	-0.0008720884	0.0024742067	0.0017256925	0.028868781	0.014412892	-0.003705285	0.015455556	1.850584e-05	0.028111009	0.011566603	0.007349141	0.04957065	0.3625266	0.25924563	0.038721945	3.4553235e-05	0.055520676	0.058310438	0.07178483	0.06137639	0.020860173	0.036228452	1.607662918539063	1
1	4	train	0.036244914	-0.0072985315	0.09509713	-0.00020747125	0.0421597	0.031227559	0.093679525	0.0025586695	8.3941115e-05	0.0027851295	0.007426739	0.031085553	0.0227263	0.023087598	0.009528764	0.0047135316	0.01943629	-0.00032825305	0.017280256	0.04041843	0.0683297	0.04540652	0.51307565	0.16740386	0.094554566	0.004155702	0.089152984	0.049650855	0.09207942	0.042844817	-0.009338866	0.022761574	1.651782562948938	1
4	14	train	0.030537067	0.004874741	0.11392145	0.0013017108	0.030074352	0.01655989	0.13683636	0.0043438445	3.1916814e-05	0.0013591832	-0.0027513274	0.024886033	-0.009987143	-0.0009421196	0.0015740099	0.013934463	0.046327844	0.0006571249	0.013327991	0.03370237	0.01399896	0.020829314	0.5425621	0.17364436	0.073020704	0.0035779388	0.065250844	0.0095647955	0.060454443	0.12287772	0.0005758752	0.016479224	1.563406071432837	1
3	4	train	0.029812377	0.022478633	0.12152825	0.0026458504	0.012521551	0.006438786	0.13728303	0.009811515	-1.3187249e-05	0.009616608	0.0008872393	0.03550709	0.036435112	-0.0005039866	0.0010519242	0.010356001	0.10855385	0.0023897372	0.022850748	0.02640251	0.08607039	0.009555155	0.6200197	0.25226644	0.08677238	0.023377476	0.06583327	0.010604096	0.028043283	0.07312073	0.018218279	0.027959645	1.8978944530117587	1
6	7	train	0.07158659	0.0884903	0.045041174	0.027622145	0.04072665	0.29938036	0.0029768937	0.0095817065	0.2375339	0.08825894	0.0023221257	0.00020332799	-0.0021911578	0.30344504	0.014114322	0.0027461636	0.0015488748	0.009945137	0.123418406	0.07538316	0.06982892	-0.0067913095	0.5385626	0.02648347	0.1526239	0.10153212	0.2233849	0.30814818	0.33856705	0.029603414	0.11502419	0.086812265	3.4259137410117546	1
1	3	train	0.016557453	-0.017905464	0.13565414	-0.0006893278	0.013548334	0.020911466	0.09016508	0.004224153	-0.008550147	0.019658672	0.00083171355	0.03264518	0.030744558	-0.0020078789	0.0027200892	0.003409075	0.032212984	-0.0011324706	0.016215526	0.033523742	0.066785656	0.010944302	0.5354463	0.15861602	0.07908768	0.0149721205	0.0877192	0.03009165	0.027374186	0.0450067	-0.014264192	0.017265068	1.481781555863563	1
1	2	train	0.031114122	-0.021496551	0.16062851	-0.000487461	-0.0038035286	0.050620634	0.0971668	0.0064758593	-0.025848178	-0.009211325	0.0032695625	0.009649411	0.008319033	0.04180471	0.017537897	-0.0010184366	0.018626794	-0.00018976169	0.020991767	0.018808274	0.028986167	0.036625605	0.4917059	0.22337309	0.088509716	0.001603737	0.07027264	0.082007214	0.08831501	0.030105816	-0.022265684	0.032064762	1.5742620950913988	1
1	11	train	0.031473666	0.011486271	0.0656979	-0.0006256101	0.07445174	0.11669857	0.057732616	0.00592109	0.029005125	0.017271386	0.009610145	0.039355464	0.0290121	0.09507235	0.035255402	-0.001845038	-0.0017798027	-0.002843953	0.013047721	0.09468454	0.06490158	0.07678573	0.40170863	0.08202205	0.11104896	0.0067110276	0.15495406	0.22066619	0.08979289	0.006746384	0.009443042	0.030167475	1.9736297050258145	1
24	30	train	0.017172595	0.021139842	0.2543221	0.05278704	0.018664567	0.075734295	0.22021869	-0.00226061	0.051181577	-0.0009906143	0.13325606	0.0044467365	-0.0055374415	-0.0010751465	0.054254502	0.06421916	0.029912185	0.09498762	0.08794205	-0.0073413095	0.07558459	0.4103708	0.17896335	0.0051726415	0.013352096	0.0018220122	0.15469652	-0.0031871113	0.068994015	0.4651883	0.053542417	0.1505395	2.738073041429743	1
1	8	train	0.028847687	-0.012177538	0.12082595	-0.00093996525	0.038034614	0.031348556	0.107487604	0.0043843575	-0.016519153	0.0017073648	0.0075464235	0.032412715	0.0052399444	-0.0056500663	-0.00058275805	-0.0020991883	0.016256815	-0.0016593519	0.012199804	0.059097182	0.042289354	0.03862144	0.51454204	0.18509857	0.10558532	0.0035454337	0.08771345	0.05495923	0.06419249	0.04968257	-0.018483372	0.021792114	1.5752996388473548	1
28	34	train	-0.020966047	0.0027798088	0.25680184	0.055891853	0.025879223	0.049119342	0.1256117	0.019690717	0.018113079	0.0075002816	0.03313891	0.00048217768	-0.0006886935	-0.00094545155	0.034921862	0.006042919	-0.021193033	0.013437912	0.030257825	1.7454162e-05	0.06625844	0.11263785	0.31893563	0.018729627	0.013499122	-0.012988827	0.036120325	0.010133358	-0.022833811	0.18656908	0.04252106	-0.059260584	1.3462149395909364	1
3	14	train	0.013949987	0.011959187	0.16250665	0.0043249624	0.0096646175	0.011089293	0.13170287	0.00717133	-0.00325101	0.009593715	-0.00030811856	0.02613462	-0.013510792	8.193411e-05	0.00044931824	0.010078141	0.07678204	0.0022670762	0.01250678	0.027953323	0.013682626	0.0050204755	0.5662184	0.16452892	0.061076246	0.012890561	0.06420147	0.0057968884	0.017972432	0.12907794	0.0008795924	0.01249979	1.5549912445276277	1
25	26	train	3.402128e-05	0.0064752093	0.6585326	0.027897703	0.12750416	0.100159004	-0.0030087451	0.011468637	-0.00014855758	0.105269395	0.1260722	0.11730009	0.032755263	0.124266244	0.04931271	0.0044512125	0.29147843	0.0020396847	0.000106367275	0.043019224	0.1389273	0.008973276	0.4233456	-0.0002328674	0.0017760549	0.33003125	0.18244801	0.0011799057	0.26935256	0.17624749	0.07854629	0.1695896	3.605169320348068	1
4	13	train	0.069557846	0.011345511	0.09614596	0.0031849255	0.043769974	0.019553408	0.16307476	0.007125693	9.446851e-06	0.0044863056	0.0045754416	0.010906291	-0.0037581853	-0.00035687265	-0.0034259083	-0.0015918484	0.05756662	0.003458971	0.0330424	0.06287581	0.04555639	0.023726815	0.5336621	0.26561683	0.10503044	0.0032274644	0.065412864	0.021441737	0.085877225	0.086545005	0.019378144	0.03898996	1.8760115074792338	1
2	18	train	0.07190341	0.041760545	0.17040913	0.002045728	0.00034407535	0.03672798	0.12576675	0.044122215	0.0037938529	0.007938402	0.0025194613	0.0065226117	0.0016037407	0.031272594	0.012779866	0.00065635255	0.04315233	0.0018979268	0.058004357	0.014045488	0.023862733	0.023872904	0.49089715	0.41790158	0.081838295	0.003617961	0.055088457	0.06634185	0.09882161	0.04108871	0.0600922	0.07073748	2.111427738709608	1
