mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	D#louvain	D#infomap	cD#class
43	152	train	169	0.08333333333333333	0.9360179602764065	1	1	1
6	253	train	0	0.0	0	0	0	1
250	325	train	2	0.0	0	0	0	1
76	312	train	4	0.3333333333333333	1.4426950408889634	1	1	1
43	478	train	39	0.0	0	1	1	1
340	496	train	27	0.09090909090909091	0.3898712452512801	1	1	1
76	407	train	4	0.3333333333333333	0.7213475204444817	1	1	1
94	155	train	45	0.0	0	0	1	1
370	397	train	12	0.4	1.1352332769293625	1	1	1
114	250	train	3	0.0	0	0	0	1
310	313	train	0	0.0	0	0	0	1
143	330	train	55	0.0	0	0	0	1
43	305	train	91	0.05263157894736842	0.45511961331341866	1	1	1
76	206	train	0	0.0	0	0	0	1
27	31	train	5	0.2	0.4170323914242463	1	1	1
115	175	train	72	0.3076923076923077	2.115463521387266	1	1	1
149	459	train	54	0.15384615384615385	0.8069036366755264	1	1	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
24	52	train	176	0.08	0.750545005473521	1	1	1
74	431	train	2	0.0	0	1	1	1
291	331	train	66	0.13333333333333333	1.279458146995729	1	1	1
541	542	train	6	0.25	0.7213475204444817	1	1	1
82	422	train	77	0.058823529411764705	0.5138983423697507	1	1	1
14	409	train	24	0.0	0	0	1	1
109	191	train	14	0.0	0	1	1	1
75	592	train	0	0.0	0	0	0	1
43	478	train	39	0.0	0	1	1	1
43	340	train	117	0.047619047619047616	0.48089834696298783	1	1	1
43	315	train	91	0.25	2.8080538808292195	1	1	1
326	602	train	9	0.0	0	0	1	1
75	593	train	18	0.125	0.48089834696298783	0	1	1
152	265	train	52	0.0625	0.6213349345596119	1	1	1
139	326	train	27	0.0	0	0	0	1
82	423	train	33	0.07692307692307693	0.5138983423697507	1	1	1
262	294	train	28	0.1	1.4426950408889634	1	1	1
34	152	train	143	0.14285714285714285	1.6769643510224754	1	1	1
94	319	train	63	0.06666666666666667	0.9102392266268373	0	1	1
115	165	train	64	0.3333333333333333	2.5705831347006844	1	1	1
116	151	train	63	0.0	0	1	1	1
43	291	train	78	0.0	0	1	1	1
155	460	train	5	0.0	0	0	0	1
34	331	train	121	0.047619047619047616	0.6213349345596119	1	1	1
39	151	train	28	0.0	0	0	1	1
94	319	train	63	0.06666666666666667	0.9102392266268373	0	1	1
210	542	train	12	0.16666666666666666	1.4426950408889634	1	1	1
149	613	train	9	0.0	0	1	1	1
343	383	train	0	0	0	0	0	1
194	544	train	36	0.05263157894736842	0.9102392266268373	1	1	1
448	460	train	1	0.0	0	0	0	1
24	56	train	64	0.05263157894736842	0.9102392266268373	0	1	1
94	461	train	9	0.0	0	0	0	1
34	152	train	143	0.14285714285714285	1.6769643510224754	1	1	1
17	159	train	7	0.0	0	1	1	1
338	375	train	20	0.0	0	1	1	1
107	669	train	48	0.11764705882352941	1.3426824550040934	1	1	1
85	254	train	65	0.058823529411764705	0.45511961331341866	0	1	1
17	104	train	7	0.0	0	0	0	1
75	80	train	6	0.0	0	1	1	1
149	613	train	9	0.0	0	1	1	1
323	534	train	24	0.1	0.9102392266268373	0	1	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
263	558	train	32	0.2	2.0008056674402104	1	1	1
30	193	train	88	0.0	0	1	1	1
101	164	train	34	0.0	0	1	1	1
450	470	train	0	0.0	0	0	0	1
115	165	train	64	0.3333333333333333	2.5705831347006844	1	1	1
143	330	train	55	0.0	0	0	0	1
310	313	train	0	0.0	0	0	0	1
533	555	train	8	0.0	0	1	1	1
155	460	train	5	0.0	0	0	0	1
69	311	train	27	0.09090909090909091	0.4170323914242463	0	0	1
107	326	train	144	0.0	0	1	1	1
155	461	train	5	0.0	0	0	0	1
133	165	train	0	0.0	0	0	0	1
400	547	train	42	0.08333333333333333	0.48089834696298783	1	1	1
30	443	train	40	0.0	0	1	1	1
82	301	train	22	0.0	0	0	1	1
143	319	train	77	0.2	2.352934267515801	0	1	1
424	460	train	2	0.0	0	0	0	1
262	294	train	28	0.1	1.4426950408889634	1	1	1
6	425	train	4	0.0	0	0	0	1
76	206	train	0	0.0	0	0	0	1
206	517	train	0	0.0	0	0	0	1
329	361	train	0	0.0	0	0	0	1
94	329	train	99	0.0	0	1	1	1
107	579	train	80	0.16666666666666666	2.0486191384955657	1	1	1
59	120	train	22	0.08333333333333333	0.7213475204444817	1	1	1
52	241	train	66	0.21428571428571427	1.3990410862060991	1	1	1
323	593	train	9	0.0	0	0	1	1
94	319	train	63	0.06666666666666667	0.9102392266268373	0	1	1
133	165	train	0	0.0	0	0	0	1
94	329	train	99	0.0	0	1	1	1
94	329	train	99	0.0	0	1	1	1
101	277	train	136	0.08695652173913043	2.352934267515801	1	1	1
2	312	train	2	0.5	1.4426950408889634	1	1	1
24	306	train	64	0.0	0	0	1	1
94	305	train	63	0.06666666666666667	0.3898712452512801	1	1	1
43	478	train	39	0.0	0	1	1	1
22	198	train	6	0.0	0	1	1	1
115	348	train	40	0.18181818181818182	1.179445561110859	1	1	1
24	364	train	16	0.0	0	1	1	1
74	197	train	2	0.0	0	0	0	1
165	175	train	72	0.3076923076923077	2.2816788426334584	1	1	1
118	363	train	14	0.0	0	1	1	1
59	429	train	4	0.0	0	1	1	1
171	326	train	27	0.0	0	0	0	1
44	301	train	14	0.0	0	1	1	1
101	364	train	17	0.0	0	0	1	1
247	402	train	20	0.125	0.3459762562611936	0	1	1
115	165	train	64	0.3333333333333333	2.5705831347006844	1	1	1
194	544	train	36	0.05263157894736842	0.9102392266268373	1	1	1
23	236	train	25	0.25	1.1383799118687281	1	1	1
23	307	train	5	0.0	0	1	1	1
116	275	train	27	0.09090909090909091	0.5581106265512472	0	1	1
458	673	train	8	0.0	0	0	1	1
75	323	train	18	0.0	0	1	1	1
143	329	train	121	0.2222222222222222	3.5881801303300334	1	1	1
450	470	train	0	0.0	0	0	0	1
43	85	train	169	0.18181818181818182	2.171263823090639	1	1	1
116	151	train	63	0.0	0	1	1	1
44	125	train	0	0.0	0	0	0	1
118	191	train	14	0.125	0.5138983423697507	1	1	1
34	436	train	11	0.0	0	0	0	1
152	609	train	104	0.05	0.3898712452512801	1	1	1
77	329	train	99	0.05263157894736842	0.5138983423697507	1	1	1
33	174	train	10	0.1	0.7213475204444817	1	1	1
22	208	train	12	0.14285714285714285	0.6213349345596119	1	1	1
14	294	train	84	0.05555555555555555	0.5138983423697507	0	1	1
85	315	train	91	0.1111111111111111	1.1112187656957617	1	1	1
34	470	train	33	0.0	0	1	1	1
82	397	train	44	0.0	0	1	1	1
24	193	train	176	0.22727272727272727	2.227440018798256	1	1	1
30	141	train	8	0.0	0	1	1	1
115	165	train	64	0.3333333333333333	2.5705831347006844	1	1	1
250	325	train	2	0.0	0	0	0	1
23	307	train	5	0.0	0	1	1	1
305	528	train	56	0.0	0	1	1	1
94	118	train	63	0.14285714285714285	1.1112187656957617	1	1	1
149	304	train	126	0.15	1.3650142632267737	1	1	1
120	421	train	66	0.3076923076923077	2.225180368593195	1	0	1
305	315	train	49	0.16666666666666666	1.013230239864666	1	1	1
14	294	train	84	0.05555555555555555	0.5138983423697507	0	1	1
143	330	train	55	0.0	0	0	0	1
7	17	train	7	0.0	0	0	0	1
305	315	train	49	0.16666666666666666	1.013230239864666	1	1	1
315	478	train	21	0.1111111111111111	0.48089834696298783	1	1	1
340	382	train	18	0.0	0	1	1	1
31	349	train	10	0.0	0	1	1	1
107	550	train	64	0.17647058823529413	1.9486065526106955	1	1	1
88	234	train	21	0.0	0	1	1	1
34	43	train	143	0.043478260869565216	0.5138983423697507	1	1	1
36	468	train	7	0.0	0	0	0	1
194	247	train	90	0.21052631578947367	2.8140233310334137	1	1	1
34	43	train	143	0.043478260869565216	0.5138983423697507	1	1	1
30	459	train	48	0.07692307692307693	0.6213349345596119	1	1	1
34	470	train	33	0.0	0	1	1	1
329	330	train	55	0.0	0	0	0	1
155	460	train	5	0.0	0	0	0	1
14	329	train	132	0.0	0	0	1	1
101	402	train	68	0.0	0	1	1	1
24	56	train	64	0.05263157894736842	0.9102392266268373	0	1	1
77	94	train	81	0.0	0	1	1	1
319	329	train	77	0.0	0	0	1	1
152	455	train	65	0.0	0	0	0	1
206	407	train	0	0.0	0	0	0	1
73	107	train	208	0.16	1.7528491696219806	1	1	1
33	43	train	130	0.045454545454545456	0.5138983423697507	1	1	1
63	400	train	63	0.0	0	1	1	1
306	451	train	12	0.16666666666666666	1.4426950408889634	1	1	1
149	309	train	27	0.0	0	1	1	1
101	277	train	136	0.08695652173913043	2.352934267515801	1	1	1
44	227	train	14	0.125	1.4426950408889634	1	1	1
305	315	train	49	0.16666666666666666	1.013230239864666	1	1	1
152	436	train	13	0.0	0	0	0	1
279	423	train	15	0.3333333333333333	1.0277966847395015	1	1	1
152	331	train	143	0.14285714285714285	1.7325537002553735	1	1	1
143	329	train	121	0.2222222222222222	3.5881801303300334	1	1	1
14	294	train	84	0.05555555555555555	0.5138983423697507	0	1	1
116	633	train	9	0.0	0	1	1	1
7	316	train	1	0.0	0	0	0	1
4	61	train	16	0.0	0	0	1	1
6	392	train	4	0.0	0	0	0	1
254	355	train	20	0.0	0	1	1	1
329	449	train	11	0.0	0	1	1	1
173	228	train	10	0.4	1.3001104718781173	1	1	1
107	304	train	224	0.07142857142857142	1.270912986849078	1	1	1
107	579	train	80	0.16666666666666666	2.0486191384955657	1	1	1
329	607	train	11	0.0	0	1	1	1
44	248	train	0	0.0	0	0	0	1
329	340	train	99	0.1111111111111111	1.2352458628142324	1	1	1
291	315	train	42	0.0	0	1	1	1
376	450	train	0	0.0	0	0	0	1
77	94	train	81	0.0	0	1	1	1
511	676	train	8	0.0	0	1	1	1
222	351	train	16	0.3333333333333333	1.1022332815225997	1	1	1
101	277	train	136	0.08695652173913043	2.352934267515801	1	1	1
351	535	train	0	0.0	0	0	0	1
94	109	train	63	0.0	0	1	1	1
80	116	train	9	0.0	0	1	1	1
34	450	train	0	0.0	0	0	0	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
88	366	train	14	0.2857142857142857	1.8204784532536746	1	1	1
9	24	train	256	0.03225806451612903	0.5581106265512472	1	1	1
34	152	train	143	0.14285714285714285	1.6769643510224754	1	1	1
82	386	train	33	0.0	0	1	1	1
291	450	train	0	0.0	0	0	0	1
194	544	train	36	0.05263157894736842	0.9102392266268373	1	1	1
34	85	train	143	0.14285714285714285	1.6491316192991132	1	1	1
56	73	train	52	0.0	0	0	1	1
94	305	train	63	0.06666666666666667	0.3898712452512801	1	1	1
88	184	train	21	0.0	0	1	1	1
34	470	train	33	0.0	0	1	1	1
94	445	train	54	0.0	0	0	1	1
14	406	train	24	0.07692307692307693	0.5581106265512472	0	1	1
329	330	train	55	0.0	0	0	0	1
94	305	train	63	0.06666666666666667	0.3898712452512801	1	1	1
294	372	train	35	0.2	1.1162212531024944	1	1	1
7	17	train	7	0.0	0	0	0	1
264	315	train	7	0.0	0	1	1	1
118	244	train	0	0.0	0	0	0	1
7	17	train	7	0.0	0	0	0	1
4	179	train	4	0.0	0	1	1	1
101	127	train	85	0.047619047619047616	0.3898712452512801	0	1	1
305	315	train	49	0.16666666666666666	1.013230239864666	1	1	1
33	94	train	90	0.1875	2.021457992322599	1	1	1
69	500	train	27	0.0	0	0	0	1
458	601	train	12	0.0	0	0	1	1
14	94	train	108	0.0	0	0	1	1
74	197	train	2	0.0	0	0	0	1
101	601	train	51	0.1111111111111111	1.2022458674074694	1	1	1
115	195	train	8	0.0	0	1	1	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
149	304	train	126	0.15	1.3650142632267737	1	1	1
143	445	train	66	0.0625	0.7213475204444817	0	1	1
86	501	train	18	0.1	0.9102392266268373	1	1	1
85	609	train	104	0.05	0.3898712452512801	1	1	1
291	560	train	18	0.125	0.9102392266268373	1	1	1
301	509	train	2	0.0	0	1	1	1
74	197	train	2	0.0	0	0	0	1
222	241	train	24	0.0	0	0	1	1
24	284	train	0	0.0	0	0	0	1
329	634	train	33	0.16666666666666666	2.8853900817779268	1	1	1
75	593	train	18	0.125	0.48089834696298783	0	1	1
37	173	train	50	0.07142857142857142	0.3898712452512801	0	0	1
357	383	train	0	0	0	0	0	1
6	253	train	0	0.0	0	0	0	1
7	17	train	7	0.0	0	0	0	1
14	262	train	48	0.06666666666666667	0.5581106265512472	0	1	1
59	120	train	22	0.08333333333333333	0.7213475204444817	1	1	1
155	461	train	5	0.0	0	0	0	1
143	319	train	77	0.2	2.352934267515801	0	1	1
305	315	train	49	0.16666666666666666	1.013230239864666	1	1	1
94	330	train	45	0.0	0	0	0	1
152	375	train	52	0.0625	0.6213349345596119	1	1	1
101	442	train	102	0.045454545454545456	0.48089834696298783	0	1	1
220	288	train	6	0.25	1.4426950408889634	1	1	1
118	244	train	0	0.0	0	0	0	1
94	340	train	81	0.058823529411764705	0.3898712452512801	1	1	1
24	567	train	32	0.125	2.164042561333445	0	1	1
7	17	train	7	0.0	0	0	0	1
340	382	train	18	0.0	0	1	1	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
94	305	train	63	0.06666666666666667	0.3898712452512801	1	1	1
197	499	train	2	0.0	0	0	0	1
101	601	train	51	0.1111111111111111	1.2022458674074694	1	1	1
222	535	train	0	0.0	0	0	0	1
41	222	train	8	0.2	0.48089834696298783	1	1	1
77	330	train	45	0.07692307692307693	0.40242960438184466	0	0	1
77	94	train	81	0.0	0	1	1	1
149	309	train	27	0.0	0	1	1	1
120	304	train	154	0.0	0	0	0	1
343	383	train	0	0	0	0	0	1
145	556	train	0	0.0	0	0	0	1
21	343	train	0	0.0	0	0	0	1
115	175	train	72	0.3076923076923077	2.115463521387266	1	1	1
75	323	train	18	0.0	0	1	1	1
43	478	train	39	0.0	0	1	1	1
527	593	train	0	0.0	0	0	0	1
329	330	train	55	0.0	0	0	0	1
34	152	train	143	0.14285714285714285	1.6769643510224754	1	1	1
24	403	train	16	0.0	0	1	1	1
44	177	train	28	0.1	0.4170323914242463	1	1	1
348	395	train	10	0.0	0	1	1	1
23	52	train	55	0.0	0	0	1	1
52	55	train	33	0.07692307692307693	0.9102392266268373	0	1	1
601	612	train	15	0.14285714285714285	0.7213475204444817	0	1	1
374	394	train	36	0.09090909090909091	0.48089834696298783	1	1	1
39	402	train	16	0.0	0	1	1	1
149	419	train	27	0.0	0	1	1	1
86	119	train	99	0.05263157894736842	1.4426950408889634	1	1	1
247	304	train	70	0.05555555555555555	0.3459762562611936	1	1	1
21	383	train	0	0.0	0	0	0	1
82	279	train	55	0.06666666666666667	0.5138983423697507	1	1	1
329	330	train	55	0.0	0	0	0	1
24	642	train	16	0.0	0	0	0	1
165	175	train	72	0.3076923076923077	2.2816788426334584	1	1	1
24	306	train	64	0.0	0	0	1	1
25	84	train	24	0.0	0	0	0	1
222	351	train	16	0.3333333333333333	1.1022332815225997	1	1	1
43	315	train	91	0.25	2.8080538808292195	1	1	1
36	209	train	7	0.0	0	0	0	1
115	195	train	8	0.0	0	1	1	1
101	164	train	34	0.0	0	1	1	1
262	294	train	28	0.1	1.4426950408889634	1	1	1
155	461	train	5	0.0	0	0	0	1
24	193	train	176	0.22727272727272727	2.227440018798256	1	1	1
115	348	train	40	0.18181818181818182	1.179445561110859	1	1	1
34	291	train	66	0.0625	0.5138983423697507	1	1	1
103	109	train	21	0.0	0	1	1	1
329	355	train	44	0.0	0	0	1	1
57	174	train	4	0.0	0	1	1	1
579	669	train	15	0.3333333333333333	1.0820212806667224	1	1	1
75	80	train	6	0.0	0	1	1	1
34	291	train	66	0.0625	0.5138983423697507	1	1	1
14	35	train	48	0.06666666666666667	0.6213349345596119	1	1	1
149	304	train	126	0.15	1.3650142632267737	1	1	1
429	453	train	6	0.0	0	1	1	1
24	284	train	0	0.0	0	0	0	1
448	449	train	1	0.0	0	0	1	1
175	400	train	63	0.45454545454545453	3.269130348848556	1	1	1
115	175	train	72	0.3076923076923077	2.115463521387266	1	1	1
118	363	train	14	0.0	0	1	1	1
193	459	train	66	0.21428571428571427	1.111218765695762	1	1	1
291	376	train	24	0.25	1.072008968920998	1	1	1
30	141	train	8	0.0	0	1	1	1
107	669	train	48	0.11764705882352941	1.3426824550040934	1	1	1
9	441	train	32	0.058823529411764705	0.6213349345596119	0	0	1
149	443	train	45	0.0	0	1	1	1
94	155	train	45	0.0	0	0	1	1
310	313	train	0	0.0	0	0	0	1
143	448	train	11	0.0	0	0	1	1
85	331	train	143	0.043478260869565216	1.4426950408889634	1	1	1
9	30	train	128	0.09090909090909091	2.164042561333445	1	1	1
116	345	train	9	0.0	0	0	1	1
94	340	train	81	0.058823529411764705	0.3898712452512801	1	1	1
34	470	train	33	0.0	0	1	1	1
24	306	train	64	0.0	0	0	1	1
7	17	train	7	0.0	0	0	0	1
76	150	train	8	0.2	0.7213475204444817	1	1	1
343	383	train	0	0	0	0	0	1
25	356	train	8	0.5	2.0008056674402104	1	1	1
30	357	train	0	0.0	0	0	0	1
540	630	train	16	0.3333333333333333	1.4683498531780845	1	1	1
149	533	train	18	0.0	0	1	1	1
115	133	train	0	0.0	0	0	0	1
120	326	train	99	0.1111111111111111	1.391137573589825	0	0	1
152	615	train	39	0.0	0	1	1	1
44	82	train	77	0.125	2.164042561333445	0	1	1
495	609	train	64	0.23076923076923078	1.7810088188411053	1	1	1
44	82	train	77	0.125	2.164042561333445	0	1	1
34	85	train	143	0.14285714285714285	1.6491316192991132	1	1	1
374	394	train	36	0.09090909090909091	0.48089834696298783	1	1	1
43	477	train	65	0.058823529411764705	0.9102392266268373	1	1	1
34	450	train	0	0.0	0	0	0	1
44	125	train	0	0.0	0	0	0	1
115	175	train	72	0.3076923076923077	2.115463521387266	1	1	1
351	535	train	0	0.0	0	0	0	1
208	292	train	10	0.16666666666666666	0.5581106265512472	1	1	1
80	284	train	0	0.0	0	0	0	1
94	103	train	27	0.0	0	1	1	1
152	331	train	143	0.14285714285714285	1.7325537002553735	1	1	1
101	484	train	136	0.0	0	1	1	1
558	575	train	16	0.0	0	0	1	1
43	478	train	39	0.0	0	1	1	1
115	165	train	64	0.3333333333333333	2.5705831347006844	1	1	1
6	132	train	4	0.0	0	1	1	1
9	73	train	208	0.11538461538461539	1.3358167781977344	1	1	1
7	316	train	1	0.0	0	0	0	1
458	601	train	12	0.0	0	0	1	1
94	461	train	9	0.0	0	0	0	1
41	222	train	8	0.2	0.48089834696298783	1	1	1
262	294	train	28	0.1	1.4426950408889634	1	1	1
43	315	train	91	0.25	2.8080538808292195	1	1	1
143	329	train	121	0.2222222222222222	3.5881801303300334	1	1	1
48	149	train	63	0.0	0	0	1	1
30	563	train	16	0.0	0	1	1	1
101	442	train	102	0.045454545454545456	0.48089834696298783	0	1	1
30	149	train	72	0.0625	1.4426950408889634	1	1	1
310	538	train	0	0.0	0	0	0	1
143	329	train	121	0.2222222222222222	3.5881801303300334	1	1	1
101	458	train	68	0.0	0	0	1	1
73	173	train	65	0.0	0	0	0	1
14	497	train	84	0.05555555555555555	0.5581106265512472	0	1	1
470	560	train	9	0.0	0	1	1	1
25	356	train	8	0.5	2.0008056674402104	1	1	1
94	355	train	36	0.08333333333333333	0.6213349345596119	0	1	1
59	453	train	6	0.0	0	1	1	1
101	172	train	17	0.0	0	1	1	1
94	329	train	99	0.0	0	1	1	1
76	407	train	4	0.3333333333333333	0.7213475204444817	1	1	1
152	331	train	143	0.14285714285714285	1.7325537002553735	1	1	1
101	162	train	17	0.0	0	1	1	1
43	305	train	91	0.05263157894736842	0.45511961331341866	1	1	1
193	403	train	11	0.0	0	1	1	1
21	343	train	0	0.0	0	0	0	1
343	383	train	0	0	0	0	0	1
143	155	train	55	0.06666666666666667	0.7213475204444817	0	1	1
193	452	train	44	0.0	0	0	1	1
76	206	train	0	0.0	0	0	0	1
115	277	train	64	0.0	0	0	1	1
94	143	train	99	0.05263157894736842	0.7213475204444817	1	1	1
101	277	train	136	0.08695652173913043	2.352934267515801	1	1	1
206	552	train	0	0.0	0	0	0	1
25	356	train	8	0.5	2.0008056674402104	1	1	1
152	291	train	78	0.1875	2.1454850894410695	1	1	1
101	598	train	68	0.0	0	1	1	1
149	309	train	27	0.0	0	1	1	1
149	160	train	27	0.0	0	1	1	1
43	170	train	65	0.0	0	0	0	1
94	355	train	36	0.08333333333333333	0.6213349345596119	0	1	1
82	507	train	66	0.21428571428571427	1.814008814247868	1	1	1
43	331	train	143	0.043478260869565216	0.5581106265512472	1	1	1
33	118	train	70	0.13333333333333333	1.1383799118687281	1	1	1
150	206	train	0	0.0	0	0	0	1
376	470	train	12	0.16666666666666666	0.5581106265512472	1	1	1
165	348	train	40	0.3	1.800780495670471	1	1	1
77	143	train	99	0.05263157894736842	0.5138983423697507	1	1	1
