mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
139	Barbara Koroušić-Seljak	5	42	4	6	382	48	217	0	3	37	68	4	23	4	2	1
140	Peter Krošelj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
141	Božo Urh	2	48	0	1	415	0	478	0	0	83	28	0	10	0	0	5
142	Dejan Leskovšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
143	Marjan Heričko	36	140	507	123	714	3459	546	3973	18	195	1179	2333	113	653	181	3
144	Heri Špička	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
145	Denis Trček	8	44	26	2	281	303	311	44	0	74	5	12	0	0	0	5
146	Robert Vilhar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	Aleš Šuntar	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5
148	Tomo Rugelj	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
149	Sašo Džeroski	29	193	333	73	1098	3806	1302	2114	103	218	1174	1181	109	287	72	7
150	Jelena Ficzko	9	33	19	17	76	162	76	10	3	15	42	45	27	13	16	1
151	Aleš Jaklič	10	45	34	11	204	226	191	57	0	24	159	42	10	17	4	7
152	Marjan Mernik	28	164	295	83	822	3193	1007	1632	20	285	977	1232	109	310	102	1
153	Branislav Šmitek	3	9	3	0	49	16	8	1	1	8	0	0	0	0	0	5
154	Damijana Keržič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
155	Romana Vajde Horvat	16	143	66	54	680	844	932	114	15	188	1019	225	126	132	89	3
156	Niko Čižek	6	74	7	8	476	104	630	3	0	155	186	6	40	7	4	1
157	Miran Kokol	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
158	Boris Ahlin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
159	Filip Samo Balan	3	16	0	3	91	0	38	0	0	7	18	0	7	0	1	1
160	Viljem Križman	11	164	29	26	848	672	1623	22	21	210	738	74	94	47	22	7
161	Tone Ljubič	4	35	0	6	223	0	274	0	0	48	97	0	4	0	4	5
162	Borut Hribovšek	1	41	0	0	244	0	732	0	0	88	0	0	0	0	0	7
163	Borut Korenjak	3	23	1	2	364	15	64	0	0	43	17	0	7	1	0	3
164	Aleš Dobnikar	5	57	9	1	408	173	747	7	2	94	37	3	7	0	0	5
165	Simon Dobrišek	15	46	62	43	363	352	103	124	2	48	260	166	14	102	63	7
166	Bojan Slemnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
167	Zoran Svetec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
168	Mitja Debeljak	2	58	0	1	308	0	626	0	0	187	36	0	11	0	0	5
169	Igor Benko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	Dejan Dinevski	11	119	34	21	765	673	821	40	7	216	349	85	77	16	24	5
171	Drago Torkar	8	94	20	8	538	454	634	20	8	162	142	26	23	8	2	5
172	Matija Drobnič	4	52	2	4	486	46	677	0	0	95	84	1	13	2	1	7
173	Anton Biasizzo	11	51	41	14	506	312	166	90	2	92	172	28	11	43	4	1
174	Tomaž Kolmanič	2	23	0	1	259	0	106	0	0	71	17	0	3	0	0	7
175	Jerneja Žganec Gros	19	63	116	55	534	876	240	355	2	88	236	367	9	173	74	7
176	Matjaž Ivačič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
177	Natalija Trstenjak	4	69	3	3	264	97	620	0	1	128	84	2	12	2	0	3
178	Danica Dolničar	8	10	22	6	46	62	17	25	1	4	2	27	2	3	1	1
179	Aleš Musar	3	8	0	3	13	0	8	0	0	3	12	0	2	0	1	7
180	Miro Jeraj	5	34	3	7	223	35	273	0	0	48	95	3	3	3	4	5
181	Polde Podlogar	2	12	1	0	34	10	30	0	1	16	0	0	0	0	0	1
182	Mladen Stanojević	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	Bogomir Romih	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
184	Iztok Bitenc	5	37	3	7	231	33	276	0	1	43	99	3	7	3	4	5
185	Borut Werber	1	6	0	0	36	0	8	0	0	7	0	0	0	0	0	5
186	Pavle Popović	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
187	Urban Jan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	Uroš Petric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
189	Rudi Panjtar	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1
190	Tomaž Kern	6	33	8	7	223	68	273	3	0	48	91	10	3	3	4	5
191	Domen Verber	8	70	20	8	583	260	510	22	11	197	150	22	29	10	2	5
192	Boštjan Vovk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
193	Blaž Zupan	25	212	245	55	1201	3780	1572	1301	50	263	974	785	117	162	52	7
194	Dunja Mladenić	24	161	234	42	1184	2701	1011	1281	84	217	650	589	92	127	27	7
195	Karmen Pepelnjak	4	42	0	6	149	0	196	0	0	69	60	0	33	0	4	7
196	Maja Gerkšič	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
197	Irena Nančovska Šerbec	8	79	23	5	626	527	714	32	4	142	18	20	0	2	2	7
198	Matjaž Mencej	1	7	0	0	47	0	17	0	0	4	0	0	0	0	0	3
199	Bojan Stanonik	1	5	0	0	33	0	3	0	0	7	0	0	0	0	0	5
200	Boštjan Slivnik	7	34	10	11	232	87	119	3	1	22	101	15	7	11	6	3
201	Jure Artiček	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
202	Primož Kranjec	1	7	0	0	79	0	16	0	0	5	0	0	0	0	0	0
203	Stanislav Gruden	8	55	7	21	233	55	206	0	0	36	218	21	56	0	35	8
204	Francelj Trdič	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
205	Luka Logar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	Miha Mraz	10	5	18	27	23	15	0	8	0	1	28	38	1	44	30	1
207	Primož Podgornik	3	21	1	2	129	17	61	0	0	21	21	0	2	1	0	7
208	Marko Privošnik	3	10	0	3	44	0	13	0	0	1	18	0	1	0	1	7
209	Igor Rožanc	2	11	0	1	160	0	36	0	0	9	9	0	1	0	0	3
210	Tomaž Klobučar	5	11	7	3	43	30	14	2	1	2	8	7	2	1	0	1
211	Matej Caf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
212	Marjan Štrakl	2	15	0	1	78	0	43	0	0	12	5	0	5	0	0	1
213	Aleksander Kvas	4	53	0	6	343	0	430	0	0	130	133	0	13	0	4	1
214	Andrej Miksić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
215	Vesna Prašnikar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
216	Ivan Lah	4	98	0	6	530	0	1089	0	0	239	142	0	76	0	4	5
217	Darjan Petrič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
218	Gordana Budimir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
219	Alenka Koželj Mernik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
220	Tvrtko Šercar	5	0	8	2	0	0	0	4	0	0	0	6	0	0	0	5
221	Milan Kozole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
222	Mojca Ciglarič	10	39	29	16	311	269	106	33	0	42	70	56	6	21	10	0
223	Mojca Parkelj	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
224	Mina Žele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
225	Uroš Pompe	3	31	1	2	286	9	198	0	0	49	41	0	6	1	0	7
226	Jure Skvarč	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
227	Matjaž Horvat	3	13	1	2	95	1	52	0	0	14	23	0	1	1	0	0
228	Alenka Žužek	5	43	5	5	406	68	198	1	1	70	84	5	9	2	2	1
229	Stanislav Mihelčič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
230	Janez Hafner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
231	Zoran Bistrički	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
232	Brane Brodnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
233	Andrej Kores	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
234	Marko Šinkovc	3	15	1	2	57	5	27	0	1	12	13	0	5	1	0	5
235	Jože Senegačnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
236	Branko Šter	9	56	25	11	381	294	262	34	0	61	124	27	15	19	4	7
237	Hubert Fröhlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
238	Borut Žnidar	2	29	0	1	274	0	211	0	0	41	19	0	5	0	0	1
239	Franc Bračun	4	13	4	2	46	26	15	0	0	5	9	4	2	0	0	1
240	Boris Antolovič	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	1
241	Matjaž Kukar	14	174	72	19	1029	1639	1370	182	25	284	429	143	72	32	7	7
242	Darko Lestan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
243	Matjaž Urank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
244	Roman Gumzej	2	17	0	1	214	0	35	0	0	35	11	0	3	0	0	5
245	Tomaž Poštuvan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
246	Anka Rogina	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	5
247	Darko Zupanič	9	132	25	11	880	586	1096	34	46	184	256	27	61	19	4	7
248	Črtomir Oblonšek	3	39	1	2	101	27	347	0	0	44	37	0	7	1	0	3
249	Istok Colja	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
250	Robert Rozman	3	11	2	1	109	17	7	0	0	12	5	1	0	0	0	1
251	Andrej Orel	2	42	0	1	364	0	373	0	0	111	26	0	8	0	0	0
252	Robert Špendl	2	48	0	1	415	0	478	0	0	83	28	0	10	0	0	7
253	Primož Potočnik	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
254	Boris Benko	6	91	6	9	484	146	865	0	2	264	247	9	29	6	5	5
255	Irena Lipar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
256	Aleš Klemenčič	1	17	0	0	43	0	116	0	0	20	0	0	0	0	0	2
257	Anka Dolinar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
258	Irena Sajovic	2	7	0	1	10	0	11	0	0	4	5	0	1	0	0	0
259	Anton Pozne	4	36	4	2	165	59	142	1	1	75	23	2	12	1	0	7
260	Stanko Koželj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
261	Andrej Duh	2	15	0	1	78	0	43	0	0	12	5	0	5	0	0	1
262	Rok Rupnik	10	70	24	21	616	278	280	26	3	119	254	42	46	30	22	5
263	Marko Robnik Šikonja	6	41	7	8	425	53	207	4	1	40	120	3	15	10	3	7
264	Špela Hleb Babič	5	78	3	7	642	71	506	0	11	218	129	3	45	3	4	0
265	Nikolaj Korbar	6	97	2	13	508	33	736	0	0	164	302	1	75	6	13	3
266	Urban Bergant	2	14	0	1	16	0	16	0	0	30	4	0	5	0	0	0
267	Tomaž Bartol	2	14	0	1	70	0	63	0	0	15	12	0	1	0	0	5
268	Mojca Sabolič Mijovič	1	22	0	0	196	0	195	0	0	36	0	0	0	0	0	3
269	Martin Puhar	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5
270	Robert Verlič	2	27	0	1	175	0	146	0	0	23	19	0	4	0	0	1
271	Andrej Gogala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
272	Mateja Podlogar	4	4	2	4	56	6	0	0	0	2	6	1	0	2	1	5
273	Georg Pollak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
274	Čedo Malič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
275	Bojan Kverh	5	48	5	5	248	71	255	2	0	23	89	2	16	5	1	7
276	Davorka Šel	2	4	1	0	56	4	5	0	0	1	0	0	0	0	0	7
277	Tomaž Šef	13	137	61	17	764	1114	947	144	8	186	392	104	61	31	7	7
278	Jana Grohar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
279	David Podgorelec	8	43	14	14	157	98	241	8	0	25	163	21	20	18	9	1
280	Aleš Časar	3	14	0	3	81	0	34	0	0	8	16	0	6	0	1	1
281	Matija Marolt	5	8	7	3	44	16	12	3	0	1	14	6	1	0	1	3
282	Janez Bostič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
283	Rok Prešeren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	Dorian Šuc	4	44	4	2	327	88	467	0	0	112	32	4	6	0	0	7
285	Primož Skočir	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
286	Tanasko Tasić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
287	Simon Križaj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
288	Bojan Oštir	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	5
289	Igor Zaverski	1	7	0	0	78	0	11	0	0	10	0	0	0	0	0	5
290	Uroš Lotrič	4	21	3	3	124	21	69	0	0	7	24	3	9	0	1	7
291	Janez Brest	17	133	82	54	642	1096	718	171	9	165	790	281	112	155	73	1
292	Alenka Kavčič	6	7	10	5	60	18	7	4	0	0	17	13	0	2	1	3
293	Srečko Fridl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	Marko Bajec	15	78	59	46	617	766	716	93	6	183	272	203	21	82	77	5
295	Samo Uršej	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
296	Valdi Brajković	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	Franc Močilar	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
298	Arijan Šiška	2	5	1	0	59	3	2	0	1	2	0	0	0	0	0	3
299	Franc Škedelj	1	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0
300	Gregor Molan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
301	Simon Kolmanič	5	41	5	5	109	63	313	2	0	42	79	2	11	5	1	3
302	Maja Ferle	1	11	0	0	148	0	44	0	0	11	0	0	0	0	0	1
303	Radovan Sernec	3	1	2	1	0	1	0	0	0	0	1	1	0	0	0	0
304	Ljupčo Todorovski	23	166	211	42	1077	2585	982	1090	81	190	685	513	110	135	33	0
305	Vili Podgorelec	16	192	71	49	741	1461	1414	116	47	302	909	262	208	122	60	0
306	Janez Demšar	13	103	52	26	710	740	735	97	7	159	400	112	41	57	20	7
307	Ivan Gabrijel	2	19	0	1	118	0	74	0	0	13	7	0	6	0	0	1
308	Bor Prihavec	4	45	2	4	346	26	326	0	1	61	95	1	6	2	1	0
309	Damjan Demšar	6	149	3	12	766	104	1695	0	10	240	457	3	82	6	11	7
310	Andreja Pucihar	4	4	2	4	56	6	0	0	0	2	6	1	0	2	1	5
311	Uroš Kač	4	59	2	4	376	47	373	0	2	55	78	1	24	2	1	1
312	Iztok Lapanja	7	17	7	14	25	22	10	2	0	14	44	8	18	13	12	1
313	Gregor Lenart	5	49	6	4	226	145	496	0	0	143	35	9	8	0	1	5
314	Arso Savanović	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
