mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
13	Daniel Andreas Skjeldam	0.38906202	-1.581945	0.6680718	1.4112914	-0.57083404	-0.34601036	1.0910726	-0.33372417	-0.09733154	0.78062284	-0.57938504	-0.74027187	0.5749663	0.9147303	-0.4648349	-0.053176552	-0.22823547	0.8276604	-0.36195245	1.0494807	1.5116013	0.6631774	-1.4731034	-0.12169161	-0.567046	-0.6162039	-0.3677564	-0.9185759	-0.4432206	-0.9533597	-0.39490417	0.73651284	1
14	John Einar Høsteland	0.71993005	-1.3663993	0.6363883	1.7465769	-0.75602597	-0.29160678	1.1396054	-0.36109537	-0.25641996	0.7137143	-0.91566	-0.6155664	0.08322009	0.71578884	0.11531884	-0.30915713	-0.3612272	0.87178636	0.09858254	1.1175033	1.4588884	0.4336885	-0.8906782	-0.008454148	-0.55782354	-0.19713357	-0.24187197	-0.8892272	-0.312085	-0.6175	-0.57312334	0.026730584	1
15	Kristin Farstad	0.38016322	-1.5683744	0.60744613	1.3832994	-0.5313014	-0.3236968	1.061644	-0.41961703	-0.024885815	0.7557122	-0.50886846	-0.65448	0.5606593	0.9010736	-0.40144148	-0.034189958	-0.25906864	0.8938393	-0.48527068	1.102474	1.4764838	0.5721742	-1.4958626	-0.10827805	-0.60848534	-0.69667083	-0.41257897	-0.88698745	-0.46830702	-0.9741944	-0.33911574	0.8343038	2
16	Adine Charlotte Grate Axen	-0.13719511	-1.0531498	-0.63959616	0.6969037	-0.99701107	0.6058636	0.09230284	-0.43168494	-0.64510465	0.24290462	0.21406187	-1.3825434	-1.0562538	-0.1887905	-0.019549659	-0.013553765	-1.1084006	0.3703381	-0.71575844	0.44087526	1.0456922	1.6282436	1.4223952	-1.4835689	-0.0814375	-1.1853361	-1.0123941	-0.73151946	0.50391775	-0.5070852	-0.008216249	0.10188856	2
17	Anders Brandt	-0.065467685	-0.9353704	-0.6483589	0.61551595	-0.97644264	0.5394957	-0.027647275	-0.52359957	-0.609547	0.42534852	0.23058644	-1.5019128	-0.8801491	-0.23741814	-0.08051938	-0.11273227	-1.1548007	0.27835304	-0.64712095	0.28520215	0.98947346	1.6745032	1.4353288	-1.4150261	-0.32650998	-1.1545572	-1.058578	-0.8330837	0.28245065	-0.4001784	-0.03941917	0.15497483	1
18	Anne-Lise Aukner	-0.26184124	-0.5302033	-0.3908907	0.353526	-0.6372765	0.5276094	0.042344652	-0.39806992	-0.58606744	0.0839684	0.45382318	-0.97292	-0.8840119	-0.3928798	0.011481182	-0.056702543	-1.1346074	0.3100669	-0.5998806	0.33011788	1.2279253	1.2847276	1.2279794	-1.3421139	-0.025512839	-1.2023232	-0.92238533	-0.8566256	0.38364962	-0.5701175	-0.38896826	0.04801339	2
19	Arve Johansen	0.12031614	-1.4649426	-0.6182044	0.44404483	-0.72645926	0.41093707	0.120245636	-0.5599553	-0.46047756	0.26121148	0.1386256	-1.2378709	-1.1154114	-0.2967561	-0.045200877	-0.049058046	-0.84697443	0.034560893	-0.24559093	0.12088855	0.8125039	2.036787	1.2162238	-1.3551487	0.170967	-1.0472689	-0.42199567	-0.39506197	0.07924244	-0.3108525	-0.13666661	-0.038078934	1
20	Dag Mejdell	-0.026497683	-0.9732467	-0.6781967	0.77984273	-0.9416078	0.7177929	-0.06156316	-0.4006793	-0.7433184	0.46551144	0.10902773	-1.5016116	-1.0029632	-0.2455004	-0.039099757	-0.039833758	-1.058067	0.22935638	-0.67775315	0.32329515	1.1514117	1.8203127	1.3796002	-1.3931983	-0.20150848	-1.1467707	-1.0196487	-0.7975148	0.35048035	-0.51481867	-0.19668889	0.18873198	1
21	Hilde Lovise Ringereide	-0.08070586	-1.0610976	-0.7197198	0.65172005	-0.8555533	0.6025269	0.124872394	-0.42237806	-0.6122429	0.31649178	0.06082934	-1.5962448	-1.0014803	-0.23705521	-0.13813129	-0.2039717	-1.2108598	0.20221289	-0.75831085	0.2797483	1.0964687	1.7314132	1.394565	-1.3920015	-0.16287392	-1.0498271	-0.976947	-0.655156	0.36310682	-0.38916132	-0.14472888	0.10065066	2
22	Ådne Kverneland	-0.045990568	-0.71695185	0.50734055	0.94216025	-0.74160993	-0.8772481	0.12642848	-0.73358965	-1.0578977	1.2500547	-0.44372052	-0.773233	-1.1577214	-0.05609386	0.6731167	0.30783832	0.017018415	-0.65954113	-1.4784138	0.5005897	0.58194906	1.5008278	-0.6616425	0.038282905	-0.3361229	-1.5875887	-0.90082914	-2.016712	-0.92355764	0.31506893	1.0198652	-0.0020135436	1
23	Jan Einar Greve	-0.026152812	-0.71858704	0.52003026	1.0095911	-0.76081574	-0.9101116	0.13462226	-0.68525994	-1.0445198	1.2753356	-0.40334597	-0.8289872	-1.1726389	-0.07917965	0.69477785	0.37735772	-0.030860601	-0.6421266	-1.4999883	0.547944	0.6281135	1.560545	-0.67315376	0.03597822	-0.37319228	-1.6049066	-0.90035915	-2.00516	-0.93672174	0.3186776	0.96739143	-0.006414208	1
24	Lars Gustaf Ander	-0.09467813	-0.7535325	0.51390344	1.0307647	-0.7609744	-0.8942245	0.1755554	-0.7433038	-1.0179096	1.2075514	-0.3884956	-0.8324489	-1.1406412	-0.13635167	0.660562	0.33462372	0.039999377	-0.6450769	-1.5075747	0.5024077	0.6623184	1.5297353	-0.67569137	0.05228431	-0.35719544	-1.6534228	-0.8177883	-1.9843025	-0.921545	0.31637618	1.0701165	0.028144607	1
25	Lena Kristina Samuelsson	-0.05969282	-0.7446596	0.5066166	0.9620114	-0.7096712	-0.9058718	0.15246311	-0.7607234	-1.0476006	1.2095557	-0.42984918	-0.7819843	-1.1993966	-0.12012367	0.6634646	0.3015407	-0.011262339	-0.6708566	-1.4611461	0.4832025	0.6277902	1.5770236	-0.72238356	0.07658633	-0.30965477	-1.6345856	-0.8693055	-1.9696664	-0.93535334	0.3599579	0.98628604	0.04672005	2
26	Rolv Erik Ryssdal	-0.05854914	-0.73902786	0.56688005	1.0435842	-0.72188115	-0.89785856	0.10628895	-0.7350133	-1.0163975	1.2062713	-0.3835041	-0.8169562	-1.1364994	-0.102218926	0.64831096	0.35869467	0.022030765	-0.63763463	-1.4976108	0.48061156	0.64316195	1.526745	-0.6651225	0.06537344	-0.39705262	-1.6186076	-0.8573331	-2.013719	-0.9098533	0.3454652	0.9821881	-0.035680875	1
27	Ruth Elisabeth Ropstad	-0.033973735	-0.7745605	0.5342239	1.0809902	-0.71189505	-0.92500335	0.1396648	-0.7869604	-1.0031298	1.2040157	-0.38451618	-0.82350534	-1.1705421	-0.08897264	0.60754156	0.3070765	-0.020369455	-0.6295594	-1.4963362	0.50917816	0.66394395	1.5742218	-0.67580545	0.008194198	-0.4194569	-1.613724	-0.86784947	-1.9878508	-0.932531	0.36430463	1.0074251	-0.033548564	2
28	Åge Jan Danielsen	-0.37256688	-1.0644493	0.9437767	1.6664001	-0.0496606	0.3818276	-1.2010672	0.26795685	-0.18183412	1.3020624	-0.67082167	-1.3646809	-0.5568314	-1.7255832	-0.74167	-0.8377221	-0.6796311	-0.5874983	-0.66222364	1.2463664	0.7748997	0.7030078	-0.4610609	0.059920594	0.53117454	-1.0959209	-0.22051644	-0.55398816	0.7579341	-0.12955475	-1.0582174	0.100440614	1
29	Grethe Høiland	-0.6184705	-1.0011687	0.7637593	0.98356104	-0.039694805	0.13210416	-0.9611068	0.13862193	0.06990971	0.72451603	-0.06587092	-1.3578631	-0.47680584	-1.3764172	-0.70256096	-0.98793435	-0.71832204	-0.40045834	-0.52667797	1.1315075	0.89556557	0.5459608	-0.31705037	0.18707804	0.52768505	-0.87991995	-0.022594763	-0.26491955	0.7367509	-0.34896904	-0.8511415	0.3172097	2
30	Ingebrigt Steen Jensen	-0.38012946	-1.1504927	0.8401345	1.6365674	-0.09261922	0.27321753	-1.1324123	0.23485877	-0.10914433	1.3165337	-0.6308598	-1.3903589	-0.5137952	-1.7377307	-0.74012315	-0.88265586	-0.7867595	-0.6274455	-0.5926943	1.2910769	0.8903937	0.58993304	-0.61956435	-0.02271912	0.57619184	-1.083762	-0.16142604	-0.5969235	0.6301758	-0.21294767	-1.0059967	-0.049152344	1
31	Randi Helene Røed	-0.48792145	-1.0318187	0.9187548	1.5961965	-0.05406591	0.28138873	-1.3005863	0.33960846	-0.120937616	1.2350897	-0.71971995	-1.5590166	-0.47873506	-1.5342301	-0.7081836	-0.74503946	-0.7608461	-0.5872684	-0.6296485	1.4121133	0.80163693	0.6967506	-0.46165344	0.012482613	0.631984	-1.0588219	-0.290896	-0.43358633	0.71458685	-0.15973082	-1.1049359	0.051188543	2
32	Åge Thoresen	-0.5505542	-0.53244704	-0.028973872	1.1186998	0.75337315	-1.4232059	-1.0649719	-0.25553122	-1.6543729	0.27751935	0.2710152	-0.022290507	-0.3969572	-0.5469948	0.9822361	-0.29291284	-0.6586889	0.5593547	-0.28220496	0.70136666	0.06132791	1.3141191	0.119633414	-1.3559583	0.77087253	-0.5586275	0.08135463	0.28563836	-0.7898788	-0.19238552	0.8988398	1.5549433	1
33	Alvhild Hedstein	-0.5531468	-0.5088712	0.041707665	1.2274808	0.8296168	-1.4930874	-1.0398824	-0.37196675	-1.7037294	0.24073018	0.20126222	-0.008058313	-0.38717666	-0.4885934	0.81381154	-0.4384396	-0.64331007	0.55536294	-0.25866735	0.6956034	0.080106124	1.3854798	0.16469169	-1.2846305	0.8756291	-0.5985631	0.11848806	0.08319686	-0.8218947	-0.14007886	0.87998503	1.5330079	2
34	Bente Lie Nilsen	-0.46397594	-0.6005557	0.0017081882	1.1284891	0.82608473	-1.5325875	-0.99677753	-0.34309253	-1.6266129	0.3719545	0.2304447	-0.05680226	-0.39253318	-0.48498222	0.97305363	-0.46474254	-0.6104409	0.4874225	-0.11118478	0.7478969	0.03136382	1.4382838	0.04166699	-1.2727174	0.86260134	-0.5681241	0.116232805	0.27820712	-0.7347772	-0.17721927	0.86316395	1.5818753	2
35	Cato Andreas Holmsen	-0.9212353	-0.63830644	0.2153013	1.0842333	0.6544062	-1.1463807	-1.0595105	-0.46604	-1.4677327	0.28889272	0.20488156	-0.015418809	-0.5320679	-0.63718665	0.83943546	-0.35558784	-1.0331395	0.6406324	0.111539766	0.61146367	0.050103836	1.0528456	0.036679994	-0.7657357	1.0372385	-0.7597917	0.13289857	0.3022427	-0.51480085	-0.31477273	0.5249932	1.3602581	1
36	Hilde Vatne	-0.64212954	-0.21395841	0.28726712	1.258339	0.87955785	-1.5230007	-1.1155138	-0.26120552	-1.5777441	0.44652337	0.18659186	-0.28211772	-0.73355204	-0.3650772	0.76140624	0.039237767	-0.5150196	0.68424964	-0.10148765	0.9699854	0.16643532	1.0741537	-0.0074603464	-1.4712362	0.6984115	-0.52010113	0.15633085	0.26071182	-0.7237105	-0.12615792	1.0196679	1.1728209	2
37	Jan Magne Borgen	-0.6055938	-0.488328	-0.0006361881	1.1697046	0.84825623	-1.340918	-1.2489411	-0.23757221	-1.7194929	0.33107135	0.30009833	-0.046345517	-0.34874266	-0.54343355	0.7788588	-0.33247602	-0.66469973	0.597208	-0.31821892	0.75947446	0.07638376	1.3541193	0.14416532	-1.3422889	0.8545494	-0.66334957	-0.021691272	0.21205847	-0.8067199	-0.16892047	0.80989534	1.5647267	1
38	Jon Reidar Gundersen	-0.51041245	-0.58632016	0.02793728	1.136961	0.72426784	-1.4777259	-1.0990738	-0.34756115	-1.7819555	0.3002757	0.14852479	-0.11748949	-0.4262228	-0.50964344	0.86583966	-0.30818832	-0.6554714	0.62519884	-0.24130768	0.68401	0.038601022	1.4175246	0.08256191	-1.472551	0.9104417	-0.5205471	0.071044564	0.20073655	-0.7987961	-0.16252801	0.8782312	1.537175	1
39	Knut Hartvig Johannson	-0.5596829	-0.5174326	-0.050669268	1.1652882	0.7879116	-1.5174277	-1.1694059	-0.2409593	-1.6766745	0.31499875	0.21446382	-0.07011236	-0.37810645	-0.55301565	0.91939753	-0.5216651	-0.54177105	0.56905013	-0.29087275	0.71499056	0.0386287	1.4453248	0.1759149	-1.3948165	0.81736034	-0.57048076	-0.014210843	0.15156566	-0.8769121	-0.16770709	0.8971752	1.6506022	1
40	Sverre Leiro	-0.43968722	-0.6035338	0.024561523	1.2689098	0.74283856	-1.6704111	-1.0131292	-0.2721895	-1.7656236	0.3474111	0.3650434	0.0063623623	-0.38673916	-0.4304036	0.81641775	-0.33044747	-0.70611477	0.4064177	-0.015203889	0.72542727	0.01846302	1.4100231	0.11706033	-1.319099	0.72638345	-0.6165293	0.09163215	0.27002424	-0.8205642	-0.22067761	0.95620215	1.4943153	1
41	Sverre Lorentzen	-0.55656147	-0.656743	-0.021233274	1.1760819	0.7898975	-1.4302539	-1.1071092	-0.3102922	-1.645206	0.28265944	0.21173656	-0.023417642	-0.47074988	-0.54283786	0.94940287	-0.41804978	-0.6118611	0.69499385	-0.2583816	0.6897733	0.05988102	1.3483613	0.06676175	-1.4054062	0.8350521	-0.543208	0.12097464	0.18086815	-0.806794	-0.19198498	0.81208324	1.5313458	1
42	Agnar Gravdal	0.82082427	-0.2735046	0.3109047	1.0491381	-0.26479536	-0.7773538	0.7206863	-1.5691224	-0.6704925	0.15020734	-0.31606084	0.56045246	-0.27541792	-1.8749149	-0.7732356	-0.44005132	-1.0670244	-0.5500836	-0.69647586	0.37309396	0.34696627	1.3108912	-0.35839102	-1.1217585	0.040774047	-0.8367887	0.27846497	0.6276474	-0.5687872	-1.0388236	-0.65206045	0.1715475	1
43	Anette Sofie Olsen	0.76762396	-0.15579526	0.07343754	0.63773906	-0.33670568	-0.9008045	0.6172341	-1.6457567	-0.60422724	0.24635282	-0.2792618	0.58255714	-0.3363455	-1.7188069	-0.9183063	-0.44423527	-1.4243132	-0.37764472	-0.4524798	0.4436456	0.067987606	1.5894489	-0.38067836	-0.6694113	-0.33526468	-0.91301465	0.20049737	0.37337542	-0.5863339	-1.1223379	-0.81654793	0.03582363	2
44	Cecilie Blydt Heuch	0.7212452	-0.40711617	0.21656084	1.1940455	-0.06476295	-0.88237244	0.5562653	-1.672869	-0.7031691	0.25909212	-0.39566836	0.5589634	-0.088478036	-2.0653162	-0.69602835	-0.34410623	-1.3276463	-0.43611872	-0.5958588	0.18786265	0.15271096	1.6388701	-0.44946328	-1.2086713	-0.022675915	-0.66686326	0.34130237	0.8196936	-0.59055775	-1.3453523	-0.48657197	0.11053991	2
45	Jan Peter Valheim	0.91971236	-0.21115986	0.34381515	0.9970838	-0.26741058	-0.6614314	0.6533403	-1.570038	-0.70880055	0.19621035	-0.32269576	0.44062978	-0.31051067	-1.8801634	-0.8156479	-0.41327807	-1.1367147	-0.45060185	-0.71538997	0.3566916	0.37064466	1.3519939	-0.23361117	-1.1657596	0.04546063	-0.83579814	0.36141768	0.49372274	-0.4725138	-1.2334952	-0.6606563	0.20443417	1
46	Øivin Fjeldstad	0.7732623	-0.3522231	0.19955127	1.2283479	-0.15775558	-0.84226614	0.541919	-1.6315372	-0.7410543	0.32385388	-0.39937523	0.6342373	-0.034194116	-2.0664217	-0.6968306	-0.407536	-1.3420988	-0.44181284	-0.4807886	0.18893918	0.2868649	1.5969836	-0.4521606	-1.0847449	-0.07124116	-0.6577701	0.3357259	0.84013027	-0.635285	-1.2046669	-0.44249672	0.11570456	1
47	Per Oscar Lund	0.7055516	-0.3250544	0.30612454	0.83947223	-0.27530685	-0.87897646	0.764477	-1.6075462	-0.6025976	0.100049846	-0.24931781	0.5057364	-0.46685827	-1.8320255	-0.86008906	-0.31388798	-1.0509452	-0.65064436	-0.70729375	0.5072836	0.2569759	1.3941312	-0.26792353	-1.295143	-0.08038281	-0.92690295	0.16585921	0.6015751	-0.53220767	-1.0564067	-0.67497545	0.21734296	1
48	Stephen Knudtzon	0.6987119	-0.42487156	0.20639706	1.191137	-0.26042604	-0.8366863	0.55708766	-1.6477941	-0.7633616	0.35897276	-0.44864884	0.5747859	-0.06038514	-2.0118241	-0.71172726	-0.40758562	-1.3401563	-0.4746928	-0.5661897	0.26656228	0.1977828	1.6612612	-0.41392562	-1.1635664	-0.090295285	-0.7420536	0.32380763	0.7803126	-0.6089661	-1.2065878	-0.52066493	0.10796073	1
49	Agnes Beathe Lindeman Steen Fosse	0.05013629	-0.49491268	1.5421983	0.5190631	0.141224	-1.3755015	-0.273851	0.6826685	0.3506303	0.80854523	-0.9228272	-0.4276691	-0.11106804	-1.1807777	0.57829964	-0.019961322	-1.6971351	-1.0805018	0.17342694	0.55621433	0.37486807	1.9630122	0.6448851	-0.58532244	-0.62761545	0.48828715	-0.35692644	0.35787418	0.0074260877	-0.11687203	-0.2962548	-0.055116076	2
50	Bengt Olof Thuresson	0.036623336	-0.43638805	1.7329634	0.5330462	0.16224997	-1.3948835	-0.19059646	0.65911335	0.31122643	0.816579	-0.8631426	-0.30499825	-0.09654489	-1.20837	0.55196303	0.006836145	-1.565864	-1.0579705	0.277157	0.61386013	0.4492366	1.8045617	0.6552084	-0.45622763	-0.60124	0.46482274	-0.45185393	0.31537092	-0.004232104	-0.16679576	-0.30183688	-0.1397121	1
51	Ingvild Huseby	-0.009553607	-0.296492	1.6582377	0.5596647	0.22663549	-1.4636704	-0.30422598	0.7147492	0.254404	0.8556209	-0.8722858	-0.52156746	-0.12468247	-1.3089274	0.6450529	-0.21103562	-1.6628512	-0.9894376	0.141009	0.62049496	0.28569534	1.9706612	0.5943829	-0.47812435	-0.5259072	0.4687812	-0.44119048	0.33624145	0.12173923	-0.15197079	-0.28728437	-0.14401141	2
52	Nils Kloumann Selte	-0.017599583	-0.34328002	1.4982466	0.59643894	0.007888374	-1.1610014	-0.22618538	0.63825524	0.19674806	0.49917382	-0.7047149	-0.83688134	-0.2665966	-1.0222443	0.55237067	-0.22475429	-1.6993155	-1.1997892	0.48629424	0.71972543	0.31315634	1.7638153	0.44752535	-0.321388	-0.4024357	0.41887337	-0.41824347	0.48502162	-0.101339914	-0.1988421	-0.13699122	-0.27000353	1
53	Pål Hvammen	0.16628556	-0.43403253	1.5967451	0.5266839	0.15779845	-1.441025	-0.381057	0.81366456	0.015670747	0.97939235	-1.1403754	-0.33325192	-0.08539616	-1.3081012	0.4616768	-0.4138687	-1.6907028	-0.90256673	0.11996839	0.38014197	0.11671687	1.7314916	0.68622965	-0.49243963	-0.59194976	0.5056553	-0.33929464	-0.13416561	-0.34648833	-0.03565136	-0.54169255	-0.14294505	1
54	Peter Arne Ruzicka	-0.07799392	-0.21693243	1.8136792	0.6217634	0.24400245	-1.0180651	-0.31588116	0.6802204	0.6854646	0.7458199	-0.75773084	-0.117713444	-0.47458932	-0.90387124	0.48164555	0.13604665	-1.3189754	-0.36113042	0.20851104	0.2602789	0.64773184	1.9583598	0.4481682	-0.20529458	-0.5378552	0.30658713	-0.24233511	0.21893077	0.12402969	-0.28541142	-0.28302732	0.09951476	1
55	Alexander Sunde	0.15272309	0.008802693	0.026762323	1.0621331	0.329803	-1.317167	0.6322646	0.079460554	-1.8932595	-0.7827369	-0.10885294	-0.36715943	-0.24329914	0.00657751	0.13969547	-1.6741433	-0.6196606	0.5360269	0.007824795	2.394477	0.5752706	1.253925	0.39856288	-1.0695206	-1.1188552	-0.25758567	-0.16590837	-0.2874339	-0.16327503	-0.73600096	0.42148784	-0.5669259	1
56	Bjørn Petter Paulsen	0.21403784	0.034032032	0.055602692	1.1062555	0.41383427	-1.365963	0.66522795	0.070067465	-1.8452371	-0.8388562	-0.06587916	-0.39058635	-0.23007014	0.05023781	0.15532146	-1.6860446	-0.63237333	0.53839	0.0059879203	2.4583201	0.54351395	1.2293457	0.48022455	-1.1125823	-1.1211754	-0.28624633	-0.18517876	-0.20615877	-0.19240272	-0.70953816	0.34852085	-0.4792643	1
57	Morten Garmann	0.05202925	0.114005655	-0.13609827	1.1267437	0.34448755	-1.2564532	0.7935567	-0.032554466	-1.910977	-0.5568111	0.28765216	-0.34889987	-0.3035716	0.079896785	-0.10760368	-1.5327156	-0.23859705	0.39410332	-0.12684436	2.1105165	0.18879537	1.398264	0.31475675	-1.0423099	-1.1165544	-0.25807124	-0.46655533	-0.13773684	-0.15820885	-0.92125076	0.26286718	-0.5036351	1
58	Olav Nils Sunde	0.13872136	0.04759713	0.027917711	1.0433887	0.43615654	-1.3958228	0.5975736	0.08101737	-1.835206	-0.8649055	-0.16999234	-0.4140087	-0.29361767	0.009028566	0.20306982	-1.7247105	-0.6847386	0.5654644	0.082269356	2.5754402	0.5426123	1.1849569	0.4662963	-1.1512401	-1.1028274	-0.22582269	-0.11900797	-0.2917214	-0.054561015	-0.7287391	0.3869216	-0.38927764	1
59	Alexander Vicefield	0.66003484	-0.66108286	0.55839366	-0.2095369	-0.32974625	-0.7668888	1.2207038	0.17329973	-0.25094786	-0.083798446	0.01185673	-0.3779444	-0.9526718	-0.71982837	-0.022093441	0.4107763	0.17680879	-0.4499455	-0.59111327	1.6126832	0.7915658	0.7224362	0.61420804	-1.2768106	0.5286973	-0.9472177	-0.6645335	-0.8228835	0.23669682	-0.7329148	-0.46308166	1.0061884	1
