mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#flpa	D#louvain	D#markov	D#sbm	cD#class
24	Veselko Guštin	0.058910	0.002130	0.170475	0.008224	0.238095	23	12	77	25	1
25	Vid Mikulič	0.000000	0.000267	0.000000	0.000000	0.000000	24	43	78	0	5
26	Mitja Lasič	0.010309	0.000978	0.175075	0.000000	1.000000	25	2	26	11	1
27	Dušan Peček	0.017673	0.001193	0.162123	0.001080	0.600000	9	2	12	13	0
28	Viktor Vaupot	0.007364	0.000496	0.163242	0.000947	0.600000	26	1	7	3	7
29	Marko Bohanec	0.346097	0.009360	0.233187	0.020579	0.217391	8	0	27	59	0
30	Marjan Špegel	0.029455	0.002483	0.189190	0.006467	0.222222	25	2	26	11	1
31	Peter Tancig	0.004418	0.000422	0.177613	0.000121	0.000000	27	5	1	2	5
32	Bruno Stiglic	0.147275	0.002828	0.192491	0.006305	0.333333	28	1	7	47	5
33	Viljem Žumer	0.767305	0.012400	0.200906	0.021772	0.206897	29	1	2	60	1
34	Ivan Vezočnik	0.038292	0.001188	0.205523	0.003308	0.469697	28	3	0	19	0
35	Viljan Mahnič	0.060383	0.003069	0.231070	0.015500	0.166667	30	8	32	15	3
36	Igor Mozetič	0.083947	0.002571	0.206679	0.007199	0.248366	8	0	8	48	0
37	Saša Prešern	0.002946	0.000436	0.131672	0.000000	1.000000	9	2	12	0	1
38	Franc Jager	0.039764	0.004186	0.172610	0.013068	0.055556	15	4	35	7	3
39	Peter Reinhardt	0.017673	0.001426	0.182915	0.000352	0.600000	25	2	26	11	1
40	Tone Vidmar	0.094256	0.002618	0.154912	0.000117	0.733333	31	4	28	32	1
41	Senta Šetinc	0.000000	0.000267	0.000000	0.000000	0.000000	32	44	79	0	5
42	Peter Kokol	0.718704	0.011298	0.204381	0.012454	0.243952	26	1	7	61	0
43	Nikola Guid	0.181149	0.007763	0.176194	0.010658	0.161905	7	7	37	49	3
44	Igor Škraba	0.001473	0.000326	0.156673	0.000000	0.000000	33	12	38	0	1
45	Tomaž Mohorič	0.004418	0.000369	0.205396	0.002347	0.333333	13	8	6	0	5
46	Eva Klemenčič	0.002946	0.000337	0.160083	0.000000	0.000000	34	0	5	0	5
47	Jure Dimec	0.022091	0.001369	0.218123	0.006112	0.285714	34	0	5	14	5
48	Bojan Novak	0.029455	0.000665	0.188221	0.000000	1.000000	26	1	7	16	5
49	Alojz Urbajs	0.002946	0.000901	0.004602	0.000000	1.000000	35	17	29	1	5
50	Branko Zebec	0.002946	0.000770	0.004091	0.000000	0.000000	35	17	29	1	0
51	Igor Kononenko	0.243004	0.007888	0.221037	0.029064	0.163333	36	5	11	62	7
52	Slavko Mavrič	0.005891	0.000461	0.169776	0.000159	0.666667	0	2	30	13	7
53	Jana Bradač	0.002946	0.001777	0.002946	0.000000	1.000000	37	20	41	0	5
54	Tatjana Zrimec	0.026510	0.000991	0.205014	0.003038	0.400000	36	5	11	20	0
55	Tanja Urbančič	0.101620	0.003084	0.214170	0.008747	0.295238	8	6	8	39	7
56	Davor Bonačić	0.017673	0.000598	0.174890	0.000358	0.600000	28	1	0	5	5
57	Elizabeta Kmecl	0.002946	0.001777	0.002946	0.000000	1.000000	37	20	41	0	5
58	Borut Robič	0.203240	0.006451	0.181311	0.004845	0.230769	0	2	30	36	3
59	Petar Brajak	0.004418	0.000345	0.177422	0.000000	1.000000	38	9	4	4	0
60	Janez Benkovič	0.010309	0.000995	0.190277	0.007508	0.300000	8	10	27	1	7
61	Bano Diallo	0.000000	0.000267	0.000000	0.000000	0.000000	39	45	80	0	0
62	Tomaž Erjavec	0.083947	0.002471	0.212519	0.016564	0.261438	38	9	4	26	5
63	Bogdan Filipič	0.103093	0.003684	0.238052	0.034757	0.142292	27	6	1	24	7
64	Ankica Babić	0.008837	0.000730	0.161490	0.001097	0.000000	40	9	4	4	5
65	Stanko Blatnik	0.005891	0.000668	0.160083	0.000618	0.000000	25	2	26	0	7
66	Andrej Križnik	0.001473	0.001777	0.001473	0.000000	0.000000	41	24	51	0	7
67	Ljubo Pipan	0.020619	0.000775	0.171358	0.008545	0.380952	29	3	2	8	1
68	Franc Novak	0.231222	0.007242	0.217121	0.026972	0.142857	42	2	20	50	1
69	Konrad Steblovnik	0.000000	0.000267	0.000000	0.000000	0.000000	43	46	81	0	7
70	Marko Ahčan	0.004418	0.000781	0.151508	0.000088	0.666667	3	10	18	1	5
71	Bojan Boštjančič	0.000000	0.000267	0.000000	0.000000	0.000000	44	47	82	0	0
72	Bojan Cestnik	0.129602	0.003494	0.233023	0.013601	0.366013	8	0	5	39	7
73	Jože Rugelj	0.088365	0.004079	0.186313	0.006440	0.178571	45	11	21	27	1
74	Aleš Leonardis	0.232695	0.009126	0.188973	0.015782	0.130719	46	4	9	51	7
75	Nikolaj Zimic	0.265096	0.005126	0.130736	0.002603	0.509091	1	14	10	40	1
76	József Györkös	0.316642	0.004670	0.221481	0.012400	0.339921	28	3	0	52	5
77	Zoran Stančič	0.000000	0.000267	0.000000	0.000000	0.000000	47	48	83	0	5
78	Vojko Artač	0.000000	0.000267	0.000000	0.000000	0.000000	48	49	84	0	5
79	Jasna Maver	0.029455	0.001323	0.172790	0.000420	0.500000	46	5	9	17	7
80	Marko Bonač	0.002946	0.000449	0.169601	0.000000	0.000000	49	2	39	0	1
81	Borut Žalik	0.269514	0.011909	0.199213	0.036225	0.113757	7	7	3	49	1
82	Boris Hreščak	0.000000	0.000267	0.000000	0.000000	0.000000	50	50	85	0	1
83	Mira Trebar	0.033873	0.001624	0.159389	0.000677	0.333333	21	12	17	25	1
84	Milan Ojsteršek	0.201767	0.004587	0.203251	0.017072	0.224615	29	1	42	53	1
85	Roman Trobec	0.098675	0.005089	0.202133	0.016468	0.133333	51	2	22	11	1
86	Niko Schlamberger	0.000000	0.000267	0.000000	0.000000	0.000000	52	51	86	0	5
87	Robert Leskovar	0.113402	0.004499	0.186104	0.006175	0.290909	53	0	52	23	5
88	Alen Varšek	0.004418	0.000382	0.193391	0.000000	1.000000	22	6	13	2	7
89	Miroslav Kolarič	0.007364	0.000380	0.176100	0.000027	0.900000	28	1	0	5	5
90	Branko Namestnik	0.000000	0.000267	0.000000	0.000000	0.000000	54	52	87	0	5
91	Primož Bradač	0.002946	0.001777	0.002946	0.000000	1.000000	37	20	41	0	5
92	Tine Petkovšek	0.002946	0.000624	0.005155	0.000000	1.000000	55	16	23	0	1
93	Ivan Rozman	1.100147	0.015838	0.229150	0.033746	0.205128	28	3	0	63	5
94	Maksimiljan Gerkeš	0.042710	0.000951	0.185895	0.001833	0.527273	28	1	0	19	5
95	Marijan Miletić	0.002946	0.000647	0.148984	0.000000	1.000000	56	2	26	0	5
96	Matjaž Debevc	0.032401	0.001402	0.164378	0.003514	0.190476	6	11	21	28	0
97	Kornelija Zgonc	0.001473	0.000368	0.006284	0.000000	0.000000	5	15	24	0	7
98	Branko Korošec	0.001473	0.001777	0.001473	0.000000	0.000000	57	25	53	0	1
99	Matjaž Cigrovski	0.000000	0.000267	0.000000	0.000000	0.000000	58	53	88	0	5
100	Matjaž Gams	0.413844	0.013722	0.251438	0.054686	0.102207	27	6	1	64	7
101	Kordija Stiglic	0.002946	0.000315	0.150955	0.000000	0.000000	28	1	7	5	5
102	Krista Rizman Žalik	0.054492	0.001098	0.191378	0.005255	0.476190	28	1	0	19	3
103	Bogdan Dugonik	0.058910	0.001859	0.167033	0.004176	0.400000	6	11	19	28	0
104	Jure Ferbežar	0.001473	0.001777	0.001473	0.000000	0.000000	59	26	54	0	3
105	Vido Vouk	0.001473	0.001777	0.001473	0.000000	0.000000	59	26	54	0	3
106	Nada Lavrač	0.365243	0.010575	0.238224	0.028238	0.210753	8	0	8	65	7
107	Damjan Bojadžiev	0.008837	0.000508	0.197077	0.000210	0.500000	38	0	8	2	7
108	Tomaž Dogša	0.036819	0.001017	0.178379	0.002269	0.357143	28	1	0	19	3
109	Miroslav Petrič	0.000000	0.000267	0.000000	0.000000	0.000000	60	54	89	0	3
110	Iztok Tvrdy	0.000000	0.000267	0.000000	0.000000	0.000000	61	55	90	0	1
111	Tatjana Ogrinc	0.000000	0.000267	0.000000	0.000000	0.000000	62	56	91	0	3
112	Janez Renko	0.000000	0.000267	0.000000	0.000000	0.000000	63	57	92	0	3
113	Dušan Kodek	0.041237	0.001961	0.201887	0.005978	0.100000	33	12	38	22	1
114	France Mihelič	0.431517	0.008473	0.195447	0.007542	0.304094	38	9	4	41	7
115	Franc Solina	0.198822	0.007616	0.205779	0.023753	0.108225	64	4	16	51	7
116	Marko Ambrož	0.000000	0.000267	0.000000	0.000000	0.000000	65	58	93	0	1
117	Matjaž Colnarič	0.134021	0.002601	0.179443	0.001852	0.448718	66	1	55	42	1
118	Igor Ozimek	0.044183	0.003224	0.223879	0.023826	0.161905	49	2	39	11	1
119	Jurij Šilc	0.262150	0.007589	0.206550	0.013951	0.210526	0	2	12	36	1
120	Julija Lapuh Bele	0.022091	0.001112	0.158322	0.000750	0.000000	45	11	43	27	5
121	Igor Korelič	0.002946	0.000837	0.184444	0.002055	0.000000	67	0	56	0	5
122	Slavko Kastelic	0.000000	0.000267	0.000000	0.000000	0.000000	68	59	94	0	5
123	Iztok Koren	0.004418	0.000587	0.145961	0.000000	1.000000	15	4	44	0	7
124	Matjaž Likar	0.022091	0.001078	0.160862	0.000000	1.000000	7	7	3	12	7
125	Nenad Međeral	0.000000	0.000267	0.000000	0.000000	0.000000	69	60	95	0	7
126	Aram Karalič	0.023564	0.000903	0.210491	0.000740	0.571429	27	6	1	9	7
127	Vojko Ambrožič	0.002946	0.000901	0.004602	0.000000	1.000000	35	17	29	1	5
128	Matevž Kovačič	0.013255	0.000696	0.194872	0.001308	0.380952	64	0	11	6	7
129	Slavko Može	0.000000	0.000267	0.000000	0.000000	0.000000	70	61	96	0	0
130	Aleš Jelovšek	0.002946	0.000449	0.169601	0.000000	0.000000	49	2	39	0	0
131	Bojana Lunar-Peček	0.002946	0.000469	0.006284	0.000000	0.000000	5	15	24	0	7
132	Ivo Ipšić	0.104566	0.002052	0.164296	0.000001	0.900000	38	9	4	26	7
133	Polonca Blaznik	0.010309	0.000566	0.175261	0.000205	0.600000	0	2	12	13	1
134	Gabrijela Dreo	0.014728	0.000575	0.156155	0.000000	1.000000	29	1	2	8	1
135	Andreja Zaveršek	0.010309	0.000622	0.173515	0.000205	0.666667	28	3	0	5	0
136	Aleksandra Krumpak	0.014728	0.002090	0.151577	0.000821	0.666667	3	10	18	1	7
137	Anto Jurković	0.000000	0.000267	0.000000	0.000000	0.000000	71	62	97	0	0
138	Barbara Koroušić-Seljak	0.032401	0.001162	0.171447	0.000140	0.600000	0	2	12	13	1
139	Peter Krošelj	0.000000	0.000267	0.000000	0.000000	0.000000	72	63	98	0	3
140	Božo Urh	0.019146	0.000730	0.188973	0.000000	1.000000	8	0	34	1	5
141	Dejan Leskovšek	0.000000	0.000267	0.000000	0.000000	0.000000	73	64	99	0	5
142	Marjan Heričko	0.773196	0.011957	0.216694	0.028309	0.195238	28	3	0	54	3
143	Heri Špička	0.000000	0.000267	0.000000	0.000000	0.000000	74	65	100	0	1
144	Denis Trček	0.032401	0.003602	0.192156	0.021373	0.071429	75	13	31	10	5
145	Robert Vilhar	0.000000	0.000267	0.000000	0.000000	0.000000	76	66	101	0	0
146	Aleš Šuntar	0.002946	0.002307	0.003314	0.000009	0.000000	77	19	57	0	5
147	Tomo Rugelj	0.001473	0.001777	0.001473	0.000000	0.000000	78	27	58	0	5
148	Sašo Džeroski	0.444772	0.012316	0.216270	0.018378	0.179803	34	0	5	66	7
149	Jelena Ficzko	0.063328	0.001499	0.153975	0.016771	0.472222	1	14	10	18	1
150	Aleš Jaklič	0.076583	0.003492	0.173333	0.006114	0.244444	64	4	9	17	7
151	Marjan Mernik	0.444772	0.007872	0.225404	0.038930	0.219577	29	1	2	67	1
152	Branislav Šmitek	0.017673	0.001604	0.147129	0.000021	0.000000	79	0	102	1	5
153	Damijana Keržič	0.000000	0.000267	0.000000	0.000000	0.000000	80	67	103	0	5
154	Romana Vajde Horvat	0.296024	0.004335	0.210491	0.005576	0.450000	28	3	0	52	3
155	Niko Čižek	0.030928	0.000935	0.178668	0.000546	0.533333	29	1	2	8	1
156	Miran Kokol	0.005891	0.000671	0.006284	0.000000	0.000000	5	15	24	0	7
157	Boris Ahlin	0.000000	0.000267	0.000000	0.000000	0.000000	81	68	104	0	5
158	Filip Samo Balan	0.020619	0.000785	0.144117	0.000000	1.000000	6	11	19	28	1
159	Viljem Križman	0.054492	0.001841	0.214309	0.001880	0.472727	27	6	1	24	7
160	Tone Ljubič	0.020619	0.001454	0.185166	0.000000	1.000000	82	0	105	1	5
161	Borut Hribovšek	0.005891	0.000433	0.184959	0.000000	0.000000	27	6	1	9	7
162	Borut Korenjak	0.004418	0.000395	0.170827	0.000027	0.666667	27	6	1	2	3
163	Aleš Dobnikar	0.039764	0.001957	0.195102	0.004667	0.100000	27	6	1	9	5
164	Simon Dobrišek	0.263623	0.005173	0.193731	0.004962	0.409524	38	9	4	41	7
165	Bojan Slemnik	0.000000	0.000267	0.000000	0.000000	0.000000	83	69	106	0	3
166	Zoran Svetec	0.000000	0.000267	0.000000	0.000000	0.000000	84	70	107	0	5
167	Mitja Debeljak	0.002946	0.000306	0.164296	0.000000	1.000000	29	1	2	0	5
168	Igor Benko	0.000000	0.000267	0.000000	0.000000	0.000000	85	71	108	0	0
169	Dejan Dinevski	0.053019	0.001375	0.210894	0.021702	0.381818	26	1	7	16	5
170	Drago Torkar	0.030928	0.001498	0.189623	0.005379	0.285714	9	2	12	13	5
171	Matija Drobnič	0.033873	0.001309	0.186839	0.000230	0.666667	27	6	1	9	7
172	Anton Biasizzo	0.156112	0.004844	0.189298	0.002345	0.254545	42	2	20	50	1
173	Tomaž Kolmanič	0.011782	0.000495	0.151161	0.000000	1.000000	28	1	7	5	7
174	Jerneja Žganec Gros	0.319588	0.006564	0.207067	0.011289	0.321637	38	9	4	41	7
175	Matjaž Ivačič	0.000000	0.000267	0.000000	0.000000	0.000000	86	72	109	0	5
176	Natalija Trstenjak	0.014728	0.000761	0.174798	0.000977	0.500000	7	1	3	12	3
177	Danica Dolničar	0.014728	0.002541	0.151231	0.006982	0.214286	3	10	18	1	1
178	Aleš Musar	0.007364	0.001194	0.126343	0.000000	1.000000	3	10	18	1	7
179	Miro Jeraj	0.023564	0.001672	0.185374	0.001014	0.700000	82	0	45	1	5
180	Polde Podlogar	0.010309	0.000998	0.147194	0.000006	0.000000	79	0	59	1	1
181	Mladen Stanojević	0.000000	0.000267	0.000000	0.000000	0.000000	87	73	110	0	0
182	Bogomir Romih	0.001473	0.001777	0.001473	0.000000	0.000000	41	24	51	0	7
183	Iztok Bitenc	0.032401	0.001290	0.185270	0.001005	0.700000	8	0	27	23	5
184	Borut Werber	0.025037	0.001160	0.146672	0.000000	0.000000	11	0	111	23	5
185	Pavle Popović	0.000000	0.000267	0.000000	0.000000	0.000000	88	74	112	0	7
186	Urban Jan	0.000000	0.000267	0.000000	0.000000	0.000000	89	75	113	0	0
187	Uroš Petric	0.000000	0.000267	0.000000	0.000000	0.000000	90	76	114	0	1
188	Rudi Panjtar	0.001473	0.000548	0.002946	0.000000	0.000000	91	18	46	0	1
189	Tomaž Kern	0.020619	0.001625	0.185478	0.003069	0.466667	82	0	45	1	5
190	Domen Verber	0.106038	0.002205	0.177995	0.002946	0.285714	66	1	60	42	5
191	Boštjan Vovk	0.000000	0.000267	0.000000	0.000000	0.000000	92	77	115	0	7
192	Blaž Zupan	0.328424	0.008565	0.241000	0.038915	0.183333	93	5	14	55	7
193	Dunja Mladenić	0.156112	0.005831	0.209957	0.014851	0.152174	94	0	25	48	7
194	Karmen Pepelnjak	0.057437	0.001235	0.164215	0.000000	1.000000	38	9	4	26	7
195	Maja Gerkšič	0.002946	0.001777	0.001473	0.000000	0.000000	95	28	61	1	7
196	Irena Nančovska Šerbec	0.086892	0.003686	0.218844	0.011856	0.178571	45	11	43	27	7
197	Matjaž Mencej	0.001473	0.000376	0.150201	0.000000	0.000000	20	10	15	0	3
198	Bojan Stanonik	0.001473	0.000365	0.146607	0.000000	0.000000	82	0	45	0	5
199	Boštjan Slivnik	0.048601	0.002365	0.180717	0.001128	0.523810	51	2	30	11	3
200	Jure Artiček	0.000000	0.000267	0.000000	0.000000	0.000000	96	78	116	0	7
201	Primož Kranjec	0.008837	0.000585	0.166696	0.000000	0.000000	45	11	21	2	0
202	Stanislav Gruden	0.027982	0.001075	0.177327	0.002055	0.750000	38	9	4	4	8
203	Francelj Trdič	0.004418	0.002619	0.002946	0.000004	0.000000	97	21	47	0	7
204	Luka Logar	0.000000	0.000267	0.000000	0.000000	0.000000	98	79	117	0	0
205	Miha Mraz	0.253314	0.004809	0.130684	0.001569	0.600000	1	14	10	40	1
206	Primož Podgornik	0.011782	0.000687	0.167541	0.000734	0.666667	21	12	17	4	7
207	Marko Privošnik	0.038292	0.003098	0.150611	0.000000	1.000000	20	10	15	7	7
208	Igor Rožanc	0.025037	0.001351	0.173788	0.000000	1.000000	30	8	32	15	3
209	Tomaž Klobučar	0.029455	0.002821	0.151786	0.008169	0.300000	99	13	33	10	1
210	Matej Caf	0.002946	0.001777	0.001473	0.000000	0.000000	100	29	62	0	3
211	Marjan Štrakl	0.007364	0.000447	0.133210	0.000000	1.000000	6	11	19	28	1
212	Aleksander Kvas	0.026510	0.000796	0.164869	0.000000	1.000000	29	3	2	8	1
213	Andrej Miksić	0.000000	0.000267	0.000000	0.000000	0.000000	101	80	118	0	1
214	Vesna Prašnikar	0.000000	0.000267	0.000000	0.000000	0.000000	102	81	119	0	7
215	Ivan Lah	0.036819	0.000733	0.174429	0.000000	1.000000	28	3	0	19	5
216	Darjan Petrič	0.000000	0.000267	0.000000	0.000000	0.000000	103	82	120	0	5
217	Gordana Budimir	0.000000	0.000267	0.000000	0.000000	0.000000	104	83	121	0	5
218	Alenka Koželj Mernik	0.000000	0.000267	0.000000	0.000000	0.000000	105	84	122	0	5
219	Tvrtko Šercar	0.019146	0.003847	0.007364	0.000035	0.200000	35	17	29	1	5
220	Milan Kozole	0.000000	0.000267	0.000000	0.000000	0.000000	106	85	123	0	1
221	Mojca Ciglarič	0.123711	0.003406	0.191157	0.009914	0.355556	31	4	28	32	0
222	Mojca Parkelj	0.002946	0.001777	0.001473	0.000000	0.000000	95	28	61	1	7
223	Mina Žele	0.000000	0.000267	0.000000	0.000000	0.000000	107	86	124	0	1
224	Uroš Pompe	0.013255	0.000660	0.168823	0.000004	0.666667	36	5	11	20	7
225	Jure Skvarč	0.002946	0.001719	0.001964	0.000000	0.000000	97	21	47	0	7
226	Matjaž Horvat	0.017673	0.001082	0.140865	0.000002	0.666667	7	7	3	12	0
227	Alenka Žužek	0.066274	0.002103	0.186313	0.000957	0.500000	42	2	20	29	1
228	Stanislav Mihelčič	0.000000	0.000267	0.000000	0.000000	0.000000	108	87	125	0	5
229	Janez Hafner	0.000000	0.000267	0.000000	0.000000	0.000000	109	88	126	0	1
230	Zoran Bistrički	0.001473	0.001777	0.001473	0.000000	0.000000	110	30	63	0	3
231	Brane Brodnik	0.000000	0.000267	0.000000	0.000000	0.000000	111	89	127	0	1
232	Andrej Kores	0.001473	0.001777	0.001473	0.000000	0.000000	110	30	63	0	1
233	Marko Šinkovc	0.007364	0.000520	0.147260	0.000004	0.666667	53	0	52	1	5
234	Jože Senegačnik	0.000000	0.000267	0.000000	0.000000	0.000000	112	90	128	0	1
235	Branko Šter	0.045655	0.001970	0.187900	0.004936	0.305556	21	12	17	25	7
236	Hubert Fröhlich	0.000000	0.000267	0.000000	0.000000	0.000000	113	91	129	0	5
237	Borut Žnidar	0.002946	0.000363	0.166780	0.000000	1.000000	8	0	25	2	1
238	Franc Bračun	0.014728	0.001424	0.154985	0.002366	0.333333	75	13	31	10	1
239	Boris Antolovič	0.002946	0.000469	0.006284	0.000000	0.000000	5	15	24	0	1
240	Matjaž Kukar	0.078056	0.002607	0.227418	0.024295	0.208791	36	5	11	20	7
241	Darko Lestan	0.000000	0.000267	0.000000	0.000000	0.000000	114	92	130	0	5
242	Matjaž Urank	0.000000	0.000267	0.000000	0.000000	0.000000	115	93	131	0	5
243	Roman Gumzej	0.042710	0.000983	0.145511	0.000000	1.000000	66	1	60	42	5
244	Tomaž Poštuvan	0.000000	0.000267	0.000000	0.000000	0.000000	116	94	132	0	3
245	Anka Rogina	0.008837	0.001733	0.004602	0.000000	1.000000	35	17	29	1	5
246	Darko Zupanič	0.035346	0.001404	0.201395	0.002314	0.305556	8	0	5	21	7
247	Črtomir Oblonšek	0.020619	0.001113	0.160940	0.000484	0.666667	7	7	3	12	3
248	Istok Colja	0.000000	0.000267	0.000000	0.000000	0.000000	117	95	133	0	3
249	Robert Rozman	0.050074	0.002196	0.166949	0.000232	0.333333	33	12	38	22	1
250	Andrej Orel	0.008837	0.000489	0.182612	0.000000	1.000000	8	6	8	2	0
251	Robert Špendl	0.005891	0.000418	0.188973	0.000000	1.000000	8	0	27	1	7
252	Primož Potočnik	0.047128	0.003501	0.006284	0.000000	0.000000	5	15	24	22	7
253	Boris Benko	0.022091	0.000688	0.182410	0.000772	0.600000	29	3	2	8	5
254	Irena Lipar	0.000000	0.000267	0.000000	0.000000	0.000000	118	96	134	0	7
255	Aleš Klemenčič	0.001473	0.000316	0.148783	0.000000	0.000000	46	4	9	0	2
256	Anka Dolinar	0.000000	0.000267	0.000000	0.000000	0.000000	119	97	135	0	5
257	Irena Sajovic	0.002946	0.000816	0.124396	0.000000	1.000000	3	10	18	1	0
258	Anton Pozne	0.016200	0.000836	0.166865	0.001386	0.333333	38	9	4	4	7
259	Stanko Koželj	0.000000	0.000267	0.000000	0.000000	0.000000	120	98	136	0	5
260	Andrej Duh	0.002946	0.000339	0.133210	0.000000	1.000000	6	11	19	0	1
261	Rok Rupnik	0.135493	0.003193	0.200784	0.002156	0.466667	13	8	6	30	5
262	Marko Robnik Šikonja	0.055965	0.001933	0.180520	0.000206	0.533333	36	5	11	20	7
263	Špela Hleb Babič	0.054492	0.001004	0.174062	0.000035	0.700000	26	1	7	16	0
264	Nikolaj Korbar	0.030928	0.000733	0.177327	0.000008	0.866667	29	1	2	8	3
265	Urban Bergant	0.002946	0.000319	0.110187	0.000000	1.000000	1	14	10	0	0
266	Tomaž Bartol	0.002946	0.000397	0.140805	0.000000	1.000000	7	7	37	3	5
267	Mojca Sabolič Mijovič	0.001473	0.000311	0.177613	0.000000	0.000000	27	6	1	0	3
268	Martin Puhar	0.002946	0.002307	0.003314	0.000009	0.000000	77	19	64	0	5
269	Robert Verlič	0.008837	0.000788	0.178764	0.000000	1.000000	49	2	22	11	1
270	Andrej Gogala	0.000000	0.000267	0.000000	0.000000	0.000000	121	99	137	0	5
271	Mateja Podlogar	0.029455	0.001492	0.145001	0.000582	0.666667	122	13	40	10	5
272	Georg Pollak	0.000000	0.000267	0.000000	0.000000	0.000000	123	100	138	0	1
273	Čedo Malič	0.000000	0.000267	0.000000	0.000000	0.000000	124	101	139	0	7
274	Bojan Kverh	0.025037	0.001141	0.173515	0.000236	0.500000	64	4	16	17	7
275	Davorka Šel	0.004418	0.000812	0.152696	0.002055	0.000000	27	6	1	0	7
276	Tomaž Šef	0.089838	0.003219	0.218411	0.013697	0.217949	27	6	1	24	7
277	Jana Grohar	0.000000	0.000267	0.000000	0.000000	0.000000	125	102	140	0	7
278	David Podgorelec	0.057437	0.002527	0.161332	0.000338	0.500000	7	7	3	12	1
279	Aleš Časar	0.029455	0.000993	0.133263	0.000000	1.000000	6	11	19	28	1
280	Matija Marolt	0.042710	0.003733	0.150748	0.004105	0.300000	20	10	15	7	3
281	Janez Bostič	0.000000	0.000267	0.000000	0.000000	0.000000	126	103	141	0	1
282	Rok Prešeren	0.000000	0.000267	0.000000	0.000000	0.000000	127	104	142	0	0
283	Dorian Šuc	0.048601	0.001446	0.184753	0.001433	0.333333	22	5	13	31	7
284	Primož Skočir	0.025037	0.002499	0.002946	0.000000	0.000000	128	18	143	7	0
285	Tanasko Tasić	0.000000	0.000267	0.000000	0.000000	0.000000	129	105	144	0	5
286	Simon Križaj	0.000000	0.000267	0.000000	0.000000	0.000000	130	106	145	0	3
287	Bojan Oštir	0.013255	0.002512	0.004602	0.000000	1.000000	35	17	29	1	5
288	Igor Zaverski	0.001473	0.000301	0.142136	0.000000	0.000000	28	1	0	0	5
289	Uroš Lotrič	0.036819	0.001880	0.152767	0.002055	0.500000	21	12	17	25	7
290	Janez Brest	0.356406	0.005337	0.186523	0.004437	0.397059	29	1	2	68	1
291	Alenka Kavčič	0.036819	0.003143	0.154262	0.000915	0.333333	20	10	15	7	3
292	Srečko Fridl	0.000000	0.000267	0.000000	0.000000	0.000000	131	107	146	0	0
293	Marko Bajec	0.247423	0.005942	0.207456	0.004628	0.438095	13	8	6	46	5
294	Samo Uršej	0.000000	0.000267	0.000000	0.000000	0.000000	132	108	147	0	1
295	Valdi Brajković	0.000000	0.000267	0.000000	0.000000	0.000000	133	109	148	0	0
296	Franc Močilar	0.014728	0.001777	0.001473	0.000000	0.000000	134	31	149	1	1
297	Arijan Šiška	0.007364	0.000706	0.139794	0.000047	0.000000	40	9	4	4	3
298	Franc Škedelj	0.001473	0.000623	0.145961	0.000000	0.000000	67	0	56	0	0
