mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
15	Helen	-0.3201611	-0.09027415	0.48638895	0.15291214	0.03789391	-0.43005437	0.20903619	0.08705287	0.06000952	-0.15344405	0.11462041	-0.19846292	0.1340369	-0.10926916	-0.1197308	-0.18658975	-0.22318292	-0.074887015	0.23060597	0.22530569	-0.036392774	0.32620326	0.46533433	-0.10950116	0.102525815	0.12397689	-0.29789913	0.17852713	-0.07749596	-0.25732812	-0.002541758	-0.14606027	2
16	Dorothy	-0.2782626	0.026371364	0.54489446	0.14169471	0.023778891	-0.19433644	0.1156524	-0.043911632	0.16048478	-0.036210522	0.072002225	-0.03590512	0.039361954	-0.11778364	-0.07876526	-0.22901313	-0.19419128	-0.058150254	0.11332479	0.09275361	0.2132734	0.21282184	0.5271872	0.010011075	0.23770398	-0.018886842	-0.3796036	0.03601451	-0.013666537	-0.32178378	-0.17029208	-0.021230925	2
17	Olivia	-0.27242872	0.15166497	0.80778	0.07642948	0.15739384	-0.32599965	0.16633235	-0.016080447	0.14770897	-0.17439951	-0.02999252	-0.16210805	-0.05659876	-0.0030201892	-0.064586766	0.08433769	-0.57157224	-0.16593409	0.39268252	0.23086436	0.2155939	0.095476784	0.650695	0.004161555	0.4004659	-0.032447856	-0.28458235	-0.15409961	-0.23498029	-0.34492657	0.23547673	-0.36377183	2
18	Flora	-0.33192062	0.096093714	0.8466434	0.112681866	0.14377119	-0.33110648	0.10826143	0.006707404	0.121724844	-0.19336331	-0.026181651	-0.1120942	0.024239462	-0.01157069	-0.07422419	0.020906022	-0.5767409	-0.13244642	0.40423387	0.27421272	0.1804905	0.18642758	0.601624	0.03238284	0.34185317	0.039041344	-0.2731786	-0.15568283	-0.26768965	-0.31608906	0.2610454	-0.37793288	2
19	Event 1	-0.29264793	-0.1635919	0.14749852	0.18061739	0.2971879	0.16962148	0.37230867	-0.08612595	0.1916835	0.3950139	0.33334795	0.038644295	0.16048224	-0.07655573	-0.18514629	-0.19491863	-0.19612506	0.05074558	0.12755205	-0.0064876126	0.5446812	0.23941809	0.65510744	-0.2261246	0.11387095	0.014626599	-0.22328408	-0.1936249	0.29642278	-0.33267292	-0.14001986	0.113533385	3
20	Event 2	-0.29044983	-0.21309721	0.22898838	0.11259596	0.32065222	0.06063487	0.27995655	-0.11107204	0.23925398	0.29932776	0.32250166	0.02154548	0.10078439	-0.12136007	-0.25010675	-0.14456496	-0.19355592	0.06408962	0.23249382	0.08882907	0.5289737	0.1773896	0.6310695	-0.2002671	0.07136238	0.050176486	-0.20973358	-0.15540521	0.26876202	-0.27920723	-0.106203385	0.03725884	3
21	Event 3	-0.31132233	-0.26189548	0.10967694	0.13485241	0.1729245	0.13843887	0.3287075	-0.008441115	0.17753434	0.40501478	0.3728639	0.06333381	0.15822083	-0.114693254	-0.24785793	-0.18525903	-0.16791941	0.045443315	0.15391082	-0.048978206	0.5003664	0.27412224	0.5998378	-0.27034986	0.06359209	0.111559875	-0.29015663	-0.08368126	0.24729313	-0.28110376	-0.15005805	0.14461704	3
22	Event 4	-0.34207392	-0.3025205	0.111111596	0.11507285	0.20069762	0.08787411	0.3882051	-0.13869399	0.13249752	0.43359444	0.36882505	0.096882366	0.11032624	-0.13173233	-0.24325228	-0.23889425	-0.18050808	0.08096967	0.27589333	-0.07054299	0.49142435	0.22994722	0.6180646	-0.1668423	0.11585439	0.021817641	-0.19359471	-0.13852683	0.35792035	-0.30476967	-0.1811645	0.10127004	3
23	Event 5	-0.25941882	-0.19475803	0.18959533	0.09822426	0.1998865	0.06223132	0.29172593	0.02556385	0.22315255	0.3458365	0.36713716	0.08234186	0.18149006	-0.11545599	-0.29304102	-0.20949666	-0.17949624	0.1635128	0.1623224	-0.019885466	0.44999918	0.20621695	0.6203219	-0.25536478	0.09460177	0.096337	-0.20988409	-0.04784773	0.29572558	-0.2313933	-0.14217807	0.13284549	3
24	Event 6	-0.26345116	-0.18511602	0.1827333	0.094495595	0.16332753	-0.07037114	0.15983509	0.09238919	0.11684572	0.25340858	0.21892644	0.025516737	0.17818752	-0.055477608	-0.23682213	-0.14852615	-0.22594544	0.117260806	0.07868917	-0.02599876	0.36840507	0.2178144	0.59168804	-0.309966	0.13649042	0.16791092	-0.33859405	-0.019845922	0.15052742	-0.26530415	-0.12179229	0.03607112	3
25	Event 7	-0.26522332	-0.18893704	0.24744402	0.20791219	0.033793252	-0.15819423	0.24482706	0.14217715	0.10560557	0.050680365	0.28530523	-0.0018588138	0.17348817	-0.112894684	-0.23409621	-0.24296153	-0.16583478	0.10664225	0.119931184	0.12448974	0.23529036	0.23296887	0.5379942	-0.20348462	0.07767133	0.14254342	-0.2312708	0.09783645	0.092272654	-0.23917365	-0.09257829	0.054613713	3
26	Event 8	-0.17221816	-0.14825219	0.3166286	0.16954714	-0.011305446	-0.27743873	0.15759748	0.15289222	0.035350397	0.08749463	0.2558378	-0.11716464	0.09887618	-0.07107003	-0.29252547	-0.22653075	-0.096827	0.14322406	-0.041593846	-0.017691173	0.25004125	0.2196898	0.58883	-0.18474741	0.1134858	0.0963027	-0.27452135	0.15134782	0.026177377	-0.25837797	-0.25779435	-0.005813066	3
27	Event 9	-0.17909802	-0.0660577	0.46964383	0.12061103	0.1288557	-0.33174288	0.13041198	-0.022847386	0.052894212	0.018289195	0.048852902	-0.14582817	0.024705376	-0.06606266	-0.2105908	-0.06211546	-0.24766186	0.07947938	0.09886455	0.11100842	0.18067348	0.14904517	0.662653	-0.102197774	0.2707153	-0.020452732	-0.3078984	0.08401949	-0.05456095	-0.29977056	-0.09353191	-0.18435532	3
28	Event 10	-0.37532988	-0.15191764	0.48725507	0.17311104	-0.16217624	-0.58607644	0.16942951	0.19626231	-0.058923163	-0.24877255	0.13953966	-0.21177584	0.11712648	-0.16845287	-0.120114766	-0.29216647	-0.116194986	-0.02810785	0.0870026	0.24721627	-0.09139967	0.3138614	0.4399714	-0.23939691	-0.013921662	0.15875147	-0.32794455	0.28177145	-0.1699107	-0.32423946	-0.13127789	-0.090061426	3
29	Event 11	-0.36791125	0.10872267	0.70445126	0.11391734	0.22831726	-0.6106758	0.1362985	-0.013759961	0.029937016	-0.33889368	-0.17641132	-0.13771994	0.011371912	-0.00017631231	-0.02920569	0.15099369	-0.5680102	-0.14643934	0.3690959	0.39489666	-0.0070029614	0.063515574	0.68601185	-0.2244986	0.41701412	0.029255219	-0.39070153	0.056202576	-0.2566679	-0.3364929	0.2591679	-0.3519168	3
30	Event 12	-0.33825254	-0.11243688	0.43169102	0.20442115	-0.22546127	-0.58161694	0.07098152	0.26735428	0.011042606	-0.28393087	0.13921602	-0.22093229	0.12948051	-0.1760373	-0.15458217	-0.41195554	-0.06842814	-0.06669751	-0.055734895	0.20624322	-0.14496407	0.36677364	0.41215914	-0.220898	-0.03435167	0.22239482	-0.4420999	0.40113512	-0.14462833	-0.32371953	-0.21988913	0.046402052	3
31	Event 13	-0.33530566	-0.023497785	0.4432627	0.13516721	-0.21613978	-0.5687705	0.043460038	0.33649218	0.0042856904	-0.23214011	0.050046436	-0.2046905	0.068210855	-0.1414224	-0.13138881	-0.30733317	-0.119455755	-0.10872433	-0.02155427	0.21238878	-0.1015399	0.2831496	0.46194044	-0.3211548	0.04191295	0.2254192	-0.48132128	0.32640514	-0.0857221	-0.33852115	-0.15563187	0.07625622	3
32	Event 14	-0.37901843	0.014898148	0.42538393	0.13699473	-0.21759817	-0.5380243	0.015254139	0.3180653	0.050973643	-0.21749358	-0.036239415	-0.24666788	0.022944922	-0.14296031	-0.13359116	-0.30448812	-0.13744578	-0.1723328	-0.00676634	0.2046272	-0.1492625	0.29026464	0.4538785	-0.35456315	0.07099408	0.196508	-0.5061371	0.33648252	-0.088612564	-0.35625136	-0.06893754	0.10819565	3
