mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
60	Louisiana Monroe	8	58	22	6	377	303	116	25	12	76	67	27	6	3	1	11
61	Minnesota	11	66	34	21	413	400	122	46	23	57	150	69	32	30	20	3
62	Miami Ohio	11	70	37	18	399	477	143	55	30	81	125	78	19	12	20	7
63	Vanderbilt	11	67	35	20	358	418	115	43	25	78	128	79	37	28	15	10
64	Middle Tennessee State	9	68	31	5	426	454	142	53	14	100	52	28	5	2	1	11
65	Illinois	11	68	34	21	423	428	129	46	21	69	150	69	30	30	20	3
66	Mississippi State	11	66	35	20	365	397	133	47	37	62	133	71	28	32	15	10
67	Memphis	11	66	36	19	398	419	126	50	28	61	143	75	21	24	16	5
68	Nevada	12	58	34	32	403	395	89	23	6	61	193	131	19	9	57	12
69	Oregon	11	58	29	26	341	352	98	31	15	70	138	67	30	34	33	9
70	New Mexico State	11	76	42	13	456	602	139	72	13	122	104	79	14	4	10	11
71	South Carolina	11	66	35	20	357	419	120	48	26	72	127	69	31	33	15	10
72	Ohio	10	57	25	20	342	299	102	24	22	64	144	55	13	18	23	7
73	Iowa State	11	66	34	21	380	402	114	44	30	83	146	70	26	34	17	4
74	San Jose State	11	56	26	29	384	330	96	16	11	63	184	93	12	0	56	12
75	Nebraska	11	68	34	21	380	402	130	45	37	78	148	68	28	35	17	4
76	Southern Mississippi	10	59	26	19	372	312	105	24	15	57	143	56	23	24	16	5
77	Tennessee	11	56	32	23	321	281	80	27	30	43	151	84	34	39	15	10
78	Stanford	11	58	29	26	358	350	98	32	13	61	144	64	30	37	32	9
79	Washington State	11	48	26	29	292	228	58	19	17	38	152	64	33	49	33	9
80	Temple	11	56	29	26	350	341	91	26	13	62	167	80	13	23	36	2
81	Navy	11	85	45	10	428	698	127	90	6	167	82	62	29	11	2	6
82	Texas A&M	11	70	35	20	395	434	140	48	32	77	136	69	33	33	15	4
83	Notre Dame	11	93	47	8	488	773	189	101	18	167	59	58	31	4	2	6
84	Texas ElPaso	11	51	24	31	373	280	82	13	8	46	198	81	8	15	56	12
85	Oklahoma	11	66	34	21	352	372	111	40	37	73	144	78	35	30	17	4
86	Toledo	9	61	23	13	381	301	137	23	24	63	107	41	16	10	10	7
87	Tulane	11	66	35	20	429	445	132	51	18	66	147	68	16	26	20	5
88	Mississippi	11	68	36	19	397	446	137	52	28	72	122	70	28	28	15	10
89	Tulsa	12	60	36	30	421	461	101	46	5	70	183	104	3	14	56	12
90	North Carolina	11	52	27	28	340	352	84	25	7	73	148	84	3	0	56	1
91	Utah State	9	62	24	12	370	323	129	24	24	85	103	46	11	4	10	6
92	Army	11	67	35	20	420	438	124	43	15	68	158	80	22	26	16	5
93	Cincinnati	11	72	37	18	451	507	152	53	17	81	129	78	25	18	16	5
94	Air Force	10	55	22	23	445	281	114	7	3	33	186	77	11	1	35	8
95	Rutgers	10	45	18	27	348	199	75	8	5	28	182	46	7	28	38	2
96	Georgia	10	58	25	20	324	281	100	23	23	59	137	49	29	33	15	10
97	Louisiana State	10	59	26	19	324	270	115	26	37	48	125	51	31	28	15	10
98	Louisiana Lafayette	8	61	22	6	388	317	140	25	14	74	64	27	9	3	1	11
99	Texas	11	64	35	20	384	400	113	48	26	66	126	69	31	33	15	4
100	Marshall	10	57	26	19	332	302	89	26	23	73	135	57	15	16	21	7
101	Michigan State	11	67	33	22	432	401	135	42	24	56	159	68	31	35	20	3
102	Miami Florida	10	57	24	21	375	335	109	22	8	66	138	63	12	0	35	2
103	Missouri	10	59	26	19	353	298	98	26	24	67	127	52	29	26	16	4
104	Clemson	10	42	17	28	315	209	64	8	4	40	155	56	3	0	56	1
105	Nevada Las Vegas	12	71	42	24	434	569	120	64	12	105	166	108	11	12	36	8
106	Wake Forest	10	39	15	30	309	174	62	6	4	29	167	44	1	14	56	1
107	Indiana	11	68	33	22	420	430	124	42	14	75	160	68	31	35	20	3
108	Oklahoma State	10	61	26	19	354	313	112	26	25	70	132	53	27	24	17	4
109	Oregon State	10	49	19	26	297	181	80	7	20	33	140	50	40	31	32	9
110	Maryland	11	48	26	29	333	288	78	16	10	43	154	93	9	0	56	1
111	Texas Christian	11	56	27	28	426	355	111	25	8	48	179	84	5	0	56	5
112	California	11	58	29	26	304	322	83	31	27	77	144	66	30	36	32	9
113	Alabama Birmingham	10	65	32	13	395	372	130	44	32	58	95	56	27	12	8	5
114	Arkansas	10	53	25	20	325	233	89	22	25	31	132	51	31	32	15	10
115	Hawaii	11	54	25	30	401	333	102	21	4	53	189	74	5	14	56	12
