mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
19	John Shawe-Taylor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
20	Rafael Črv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
21	Mirko Vintar	5	40	3	7	357	64	289	1	8	91	80	0	0	6	3	1855	505	139	2603	4312	405	24	1140	0	1947	0	0	395	107	714	0	737	578	0	5	74	80	153	8	308	0	0	0	182	0	188	0	0	128	10	0	39	0	0	0	2	95	40	0	0	0	0	18	0	16	0	0	0	0	0	0	3	0	5
22	Saša Divjak	8	47	24	4	234	319	370	36	0	59	10	17	0	2	1	1379	1625	643	1622	4641	2588	763	2227	29	1052	4	42	321	410	3	172	981	2	28	5	37	0	0	0	116	0	4	8	3	0	101	0	0	2	0	0	0	0	0	0	0	43	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
23	Andrej Dobnikar	14	69	75	16	481	766	299	214	2	95	103	112	12	34	4	2698	5285	1531	3617	4546	3320	3317	1027	374	1250	165	766	696	1066	666	599	730	406	323	20	63	29	26	20	146	105	25	179	111	24	227	80	121	297	0	0	15	3	3	15	33	46	42	20	23	12	26	0	0	1	10	11	20	0	0	0	2	0	7
24	Ivan Bratko	36	232	521	109	815	6031	1428	4133	69	164	1707	2431	122	453	123	3911	20771	13996	3247	9338	35113	65965	6452	20604	1085	6418	34585	953	4189	5622	11250	1914	10863	22589	120	24	362	1498	1456	179	2088	4360	8199	1129	2115	110	373	2561	6418	29	13	138	53	567	180	596	37	2879	2307	178	1020	1157	8	40	151	45	334	952	53	54	29	264	68	7
25	Veselko Guštin	7	28	16	5	148	125	56	14	2	26	29	17	5	4	0	933	625	211	748	566	219	153	111	4	250	6	95	253	118	224	72	47	58	15	0	2	6	16	7	17	25	11	10	25	3	42	8	19	22	0	0	6	0	1	9	0	14	0	0	5	5	3	0	1	0	1	0	0	0	0	0	0	0	1
26	Vid Mikulič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
27	Mitja Lasič	3	20	0	3	180	0	64	0	0	18	36	0	2	0	1	1067	0	0	1635	1018	0	0	112	0	354	93	0	246	0	303	0	112	121	0	0	2	0	0	0	8	7	0	0	33	0	40	25	0	0	0	0	0	3	0	0	0	8	16	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1
28	Dušan Peček	5	31	4	6	236	44	136	1	1	39	62	2	8	5	2	1446	319	34	1441	1873	169	13	322	0	424	81	31	310	48	428	0	286	256	0	2	35	13	10	1	68	91	9	1	63	0	51	65	8	51	0	0	3	0	0	9	1	14	31	0	34	6	0	0	0	1	4	8	2	1	0	0	1	0	0
29	Viktor Vaupot	5	53	4	6	409	56	353	0	0	136	78	6	39	0	4	2214	433	52	1787	4240	353	0	1584	0	1969	0	78	609	136	593	6	1488	513	0	0	58	0	0	0	454	390	0	0	156	0	287	242	39	0	0	0	0	0	0	78	0	134	60	4	126	0	0	0	0	0	63	18	0	0	0	20	0	1	7
30	Marko Bohanec	23	219	198	55	1013	3143	1787	917	61	244	1301	617	126	173	64	4333	14148	9163	4405	14773	24710	19292	10556	2662	1971	7096	13335	996	3506	4876	3055	3593	10040	2956	127	92	492	1206	614	459	2984	2358	1599	1272	207	253	660	1322	3225	19	37	170	113	229	168	181	139	2202	562	308	648	210	3	100	75	53	307	296	52	14	55	125	43	0
31	Marjan Špegel	9	56	28	8	348	333	317	38	3	66	85	38	12	6	2	2277	2029	617	2427	3680	1832	668	1023	22	885	180	378	506	404	565	178	597	417	59	16	29	14	66	12	125	163	19	22	84	9	79	48	59	100	0	0	13	2	5	29	0	27	21	7	17	14	2	0	1	1	5	8	5	1	0	0	0	0	1
32	Peter Tancig	2	39	1	0	285	37	491	0	1	110	0	0	0	0	0	1158	214	99	2125	5860	469	0	3649	0	1729	0	0	243	95	0	0	2324	0	0	3	69	25	22	0	453	0	0	0	0	0	129	0	0	0	0	0	15	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
33	Bruno Stiglic	21	196	140	70	688	2137	1346	417	26	258	1279	597	226	215	101	2920	7019	6628	2092	8026	14037	8040	6011	624	1703	4393	9503	701	2690	3878	3375	3164	7869	1836	100	53	161	393	154	474	3659	2325	1181	1423	392	163	803	1801	3015	3	2	125	72	192	478	157	122	2153	624	466	1153	365	5	32	20	223	721	542	58	8	157	186	70	5
34	Viljem Žumer	30	157	345	90	619	3198	776	2110	21	264	1085	1487	114	356	107	2653	12372	5487	2732	5089	15126	26659	2882	7823	2312	2607	16341	708	5251	3933	5661	2281	5270	10414	62	42	92	275	299	747	1561	2712	4337	1649	1062	210	374	1767	3410	0	1	73	51	209	136	513	245	1708	1336	415	812	756	2	14	20	132	364	879	29	9	59	215	61	1
35	Ivan Vezočnik	12	146	35	31	688	623	1169	34	3	213	687	105	145	38	43	3170	2856	1531	3073	9827	4270	736	6525	8	2247	3157	1993	983	860	3365	487	2979	4869	93	10	100	16	79	6	469	2847	479	82	878	36	353	460	501	526	0	0	9	32	16	397	6	117	1200	110	302	235	24	0	1	0	147	371	73	6	0	110	24	39	0
36	Viljan Mahnič	12	148	55	11	890	1213	1497	127	13	298	309	79	40	11	3	4202	6861	4704	5556	16225	11958	3861	10606	161	3383	2397	2080	1265	2451	1855	625	4527	2920	216	29	139	196	402	82	710	1061	148	64	535	20	465	203	266	278	2	0	75	19	29	61	3	322	136	18	105	75	6	7	4	7	49	23	5	4	0	8	2	0	3
37	Igor Mozetič	18	152	115	38	1057	1668	971	384	46	201	644	281	90	126	25	4667	10252	4896	7660	10805	10343	7505	4539	763	2765	2082	4253	1048	2088	3903	1728	2347	3710	955	94	156	714	657	369	402	1517	1235	600	735	100	255	850	561	1402	12	18	174	48	173	128	198	146	578	94	228	534	121	22	29	34	74	124	181	48	2	32	42	4	0
38	Saša Prešern	2	6	0	1	62	0	2	0	0	4	0	0	3	0	0	472	0	0	272	26	0	0	0	0	62	0	0	78	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	16	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
39	Franc Jager	9	20	34	2	171	152	43	70	0	16	8	14	0	0	0	1115	1326	129	1532	554	326	472	44	85	218	0	56	241	118	38	32	33	18	40	2	30	0	0	0	19	0	0	0	10	1	22	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
40	Peter Reinhardt	5	42	4	6	274	74	217	0	1	36	74	4	9	4	2	1832	478	278	1980	2658	402	0	711	0	614	129	42	440	64	487	36	335	301	0	5	10	8	22	0	37	93	14	0	61	1	58	44	16	72	0	0	6	2	2	25	0	13	28	0	7	2	0	0	0	1	3	9	4	0	0	0	0	0	1
41	Tone Vidmar	6	11	4	11	75	10	5	1	0	12	41	2	2	9	8	510	48	0	243	59	4	5	0	0	124	30	5	57	16	295	0	4	19	0	0	0	0	0	0	4	2	24	1	40	0	16	15	0	25	0	0	0	0	0	0	2	6	35	0	2	0	0	0	0	0	1	8	4	0	0	0	6	2	1
42	Senta Šetinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
43	Peter Kokol	32	187	375	121	601	3943	997	2239	32	214	1394	1983	198	567	171	2583	12801	7985	2244	4745	20170	31332	4502	7924	1406	3393	21869	628	4409	3824	9213	2295	7043	12836	69	29	176	396	547	415	2646	3188	6902	1445	1669	86	508	3433	5709	1	1	85	29	276	325	661	127	2477	2142	357	1386	1679	3	30	30	166	595	1571	44	62	136	405	109	0
44	Nikola Guid	15	69	88	17	311	697	473	271	1	146	223	149	22	33	2	1570	3333	1047	1494	3673	4580	2698	2074	499	1663	85	1762	466	1526	825	621	1486	1615	502	5	23	2	41	4	420	318	413	220	382	57	195	54	219	161	0	0	3	4	8	34	32	135	32	15	63	46	31	0	0	1	35	15	9	0	0	2	0	0	3
45	Igor Škraba	1	4	0	0	47	0	5	0	0	1	0	0	0	0	0	360	0	0	421	136	0	0	2	0	3	0	0	91	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
46	Tomaž Mohorič	3	59	2	1	426	79	489	0	0	134	29	1	5	0	0	2232	527	771	2730	7775	649	0	2507	0	1716	137	29	572	164	275	20	1665	210	0	9	40	0	0	0	260	119	0	0	58	0	209	2	5	0	0	0	0	1	0	0	0	149	0	0	26	0	0	0	0	0	10	0	0	0	0	0	0	0	5
47	Eva Klemenčič	1	22	0	0	166	0	189	0	0	42	0	0	0	0	0	1077	0	0	982	2419	0	0	901	0	685	0	0	190	0	0	0	471	0	0	0	81	0	0	0	135	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
48	Jure Dimec	8	146	20	8	825	581	1639	20	17	242	333	28	37	4	4	3989	2963	2841	4425	16762	5950	724	11505	7	3141	3301	1059	955	871	1510	219	4535	3444	32	51	227	203	636	34	526	1197	93	8	483	3	431	254	131	137	6	0	84	38	39	117	0	199	246	13	126	35	3	25	8	4	40	21	3	9	0	3	0	1	5
49	Bojan Novak	5	125	0	10	533	0	1255	0	0	330	364	0	68	0	10	2171	0	0	2135	9632	0	0	7060	0	2730	3316	0	605	0	1205	0	4908	2914	0	0	61	0	0	0	1231	1818	0	0	683	0	254	229	0	0	0	0	0	38	0	144	0	341	414	0	393	0	0	0	0	0	122	132	0	0	0	24	0	5	5
50	Alojz Urbajs	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
51	Branko Zebec	1	4	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	Igor Kononenko	25	194	251	49	1029	3632	1615	1348	37	247	736	800	107	129	23	4131	18435	8872	5350	14937	29628	27482	10651	4350	2585	3133	11429	1012	4460	3358	5096	3866	5286	5229	113	141	356	927	533	525	2501	849	1691	785	529	230	685	1735	1827	12	10	151	68	191	197	107	107	531	336	308	397	265	8	25	23	104	139	106	24	9	39	24	4	7
53	Slavko Mavrič	4	34	2	4	209	30	168	0	1	45	58	1	6	2	1	1329	125	37	1071	1917	146	0	474	0	470	165	3	208	24	368	13	344	270	0	4	25	6	10	0	86	76	25	0	71	0	47	32	0	24	0	0	4	7	1	1	0	20	12	0	32	6	0	0	0	0	2	4	1	1	0	0	0	0	7
54	Jana Bradač	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
55	Tatjana Zrimec	6	71	9	6	602	216	523	5	4	137	109	8	11	5	2	2990	1742	1108	4424	8836	1789	162	2651	1	2262	298	121	759	446	858	165	1878	536	2	32	55	63	107	2	265	167	71	6	169	0	313	66	13	29	2	0	29	12	13	6	1	123	51	2	35	17	0	1	0	0	2	6	2	1	0	2	1	0	0
56	Tanja Urbančič	15	169	74	31	1053	1290	1197	177	58	201	752	183	104	65	30	4367	7284	4237	7490	13095	7919	3846	5476	235	2731	3776	4068	1019	1323	3447	917	2410	5048	430	71	110	663	1098	295	417	2247	859	297	790	27	219	954	527	1049	41	12	205	60	194	182	27	72	950	137	310	289	67	17	62	65	76	214	89	40	4	60	37	15	7
57	Davor Bonačić	6	80	6	9	604	91	658	1	3	207	195	7	54	7	5	2290	694	70	3637	7924	661	8	3786	0	2854	434	143	894	208	1167	7	2648	1333	0	5	78	8	24	2	735	982	99	3	412	0	365	438	36	66	1	0	11	18	2	144	0	236	102	2	210	47	2	0	1	0	97	60	5	6	0	20	2	1	5
58	Elizabeta Kmecl	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
59	Borut Robič	13	58	60	18	406	468	224	132	6	35	148	116	34	32	6	2581	3230	625	2392	3269	1683	1386	599	153	559	171	816	516	271	1098	363	269	539	277	12	49	19	78	41	22	300	165	133	85	38	91	207	207	211	0	0	10	16	14	44	21	6	52	32	26	113	35	0	2	1	14	19	22	6	1	7	3	0	3
60	Petar Brajak	3	37	0	3	226	0	114	0	0	106	52	0	11	0	1	1322	0	0	1440	871	0	0	200	0	1194	270	0	264	0	394	0	319	131	0	0	8	0	0	0	175	43	0	0	144	0	153	23	0	0	0	0	0	0	0	27	0	151	15	0	12	0	0	0	0	0	28	11	0	0	0	0	0	0	0
61	Janez Benkovič	5	53	7	3	422	155	478	2	1	85	29	7	13	1	0	2131	1247	237	3247	7043	1434	50	2773	0	1831	184	86	535	253	140	101	1229	167	1	3	91	4	0	2	177	251	0	2	24	2	196	125	36	0	0	0	1	3	0	30	0	76	0	0	30	1	0	0	0	0	16	0	0	1	0	0	0	0	7
62	Bano Diallo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Tomaž Erjavec	18	156	113	40	871	1936	1141	313	36	202	472	422	86	25	56	4769	10446	6320	5744	11893	14418	7460	5744	443	2954	1022	5038	1021	2456	2227	3983	2781	2399	1326	73	164	391	944	380	480	1264	261	262	378	357	190	382	886	276	26	9	180	30	107	160	9	120	522	564	202	137	10	30	15	4	79	210	14	28	0	24	19	56	5
64	Bogdan Filipič	23	196	217	36	1282	3257	1468	1140	79	295	727	526	85	85	20	5003	20175	10958	7099	16006	22481	22876	8371	3799	3857	1528	9894	1414	4790	4034	3443	3936	6146	3253	157	144	962	1548	938	680	1785	1167	1036	875	218	482	544	1108	1029	22	56	336	46	351	146	62	231	501	245	241	393	114	51	73	26	73	106	107	30	1	15	16	4	7
65	Ankica Babić	3	27	3	0	108	52	118	1	1	63	0	0	0	0	0	752	209	150	496	881	220	25	310	0	321	0	0	114	125	0	0	303	0	0	2	5	1	16	1	182	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
66	Stanko Blatnik	2	12	1	0	107	12	20	0	0	14	0	0	0	0	0	745	107	32	670	270	20	0	18	0	163	0	0	202	14	0	0	30	0	0	0	3	0	0	0	6	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
67	Andrej Križnik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
68	Ljubo Pipan	7	57	13	8	374	181	435	4	0	129	131	26	15	1	4	1596	1175	352	2148	4685	1312	62	1977	0	1599	207	400	693	388	680	142	1635	960	6	0	55	0	0	0	401	272	2	4	273	12	231	153	47	1	0	0	0	7	0	33	0	131	101	12	69	2	0	0	0	0	22	23	0	0	0	1	0	1	1
69	Franc Novak	21	121	180	30	719	1994	556	856	10	164	336	387	35	78	9	3990	11700	4759	4473	4743	8850	13447	1898	2606	2430	819	4518	888	2642	1821	2179	1000	1677	2030	73	107	104	135	123	337	392	359	815	417	193	240	139	520	681	0	0	75	30	59	33	109	110	123	103	92	90	74	3	3	1	24	35	47	1	2	5	6	0	1
70	Konrad Steblovnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
71	Marko Ahčan	3	11	1	2	56	7	14	0	1	5	7	0	3	1	0	447	53	9	495	85	8	0	9	0	28	2	0	87	3	55	0	11	4	0	1	0	0	6	0	1	10	0	0	3	0	10	0	0	6	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	5
72	Bojan Boštjančič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	Bojan Cestnik	18	249	97	56	829	2330	2017	227	61	215	1501	355	140	161	73	3909	7531	12683	3162	12836	17628	7463	11256	267	1417	9799	8591	886	1947	4336	3410	3233	11345	742	104	52	282	1550	367	364	3238	2156	708	1266	228	116	451	789	3634	31	12	127	99	308	233	145	76	2715	299	227	689	159	8	37	119	36	407	298	72	12	58	155	47	7
74	Jože Rugelj	8	22	23	5	290	134	68	32	1	32	18	20	0	2	2	1897	1669	98	2305	1291	444	288	121	23	783	12	69	415	216	317	72	153	22	30	4	60	15	10	3	65	0	4	8	2	0	108	0	0	6	0	0	6	0	3	0	0	30	11	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
75	Aleš Leonardis	18	43	133	20	284	562	104	549	2	35	155	224	5	33	10	1712	3689	505	1349	1499	1141	3158	337	1433	337	149	1618	486	476	1012	349	114	549	1093	4	15	25	27	20	14	49	198	303	100	38	69	24	55	181	0	0	7	2	12	1	14	19	120	103	10	17	43	1	0	0	0	8	21	0	0	0	11	1	7
76	Nikolaj Zimic	11	3	27	28	23	14	0	22	0	1	16	64	0	49	30	93	104	0	75	0	0	17	0	6	7	0	39	16	4	122	10	0	0	38	0	0	0	0	0	0	0	11	60	6	19	5	0	0	33	0	0	0	2	0	0	16	0	25	36	0	0	28	0	0	0	0	0	76	0	1	0	36	14	1
