mS#id1	mS#id2	mD#data	C#e2v-0	C#e2v-1	C#e2v-2	C#e2v-3	C#e2v-4	C#e2v-5	C#e2v-6	C#e2v-7	C#e2v-8	C#e2v-9	C#e2v-10	C#e2v-11	C#e2v-12	C#e2v-13	C#e2v-14	C#e2v-15	C#e2v-16	C#e2v-17	C#e2v-18	C#e2v-19	C#e2v-20	C#e2v-21	C#e2v-22	C#e2v-23	C#e2v-24	C#e2v-25	C#e2v-26	C#e2v-27	C#e2v-28	C#e2v-29	C#e2v-30	C#e2v-31	cD#class
1046	1048	train	0.023683181	0.01783262	0.12866071	0.98026556	0.5599255	0.034059547	0.48143902	1.0182602	0.012406426	2.0063336	0.033919025	0.08446429	1.7200776	2.7044675	0.1396163	0.08426491	1.1790864	0.24141549	0.39903605	4.89402	0.3522488	1.6244518	1.3385594	0.007330232	0.0084771905	0.63369054	2.2602465	0.13798946	1.4070423	1.209406	0.0036817305	0.0015569808	1
66	550	train	-0.02733279	0.23121181	0.06254482	0.24890165	1.6495773	0.039823346	-0.24375626	0.0023997042	0.33786157	-0.0037597916	0.20559303	0.050188396	-0.026735185	0.55662614	0.0800354	-0.01791599	0.1141688	-0.07439095	0.100530595	2.5148008	1.2253938	0.054330047	-0.0054564066	2.118064	0.30712327	0.004325758	0.007741838	0.14300923	0.48598817	0.11437796	0.007048997	0.2473497	1
1134	1136	train	0.14687635	0.13626723	2.2065735	0.15494622	1.6136996	-0.0077067195	0.0071589616	-4.7808302e-05	0.66083246	0.2347768	0.18895659	0.83227885	-0.0012466883	0.55903053	-0.0010273949	0.69978046	1.9544342	0.2548824	0.8985189	2.5846055	0.4265034	0.24997373	0.097992204	1.4283563	0.08894784	0.0046511427	0.52731615	0.28855735	1.2435606	0.09587215	1.152489	0.38745663	1
279	284	train	-0.00015544584	0.5399057	-0.14981008	0.40290976	-0.007959297	0.00041925238	0.2885981	0.13721775	0.18808354	0.33379573	-0.014332672	0.07033411	0.00027018975	0.09016216	0.0007406634	-0.056773625	0.2351051	0.025490655	-0.027052753	2.819152	-0.0014457309	0.002605111	0.67365044	0.6976222	1.3988125	0.822041	0.029190132	-0.06829258	0.014798162	3.3139102	0.0035838552	0.12065764	1
563	567	train	0.017166303	0.15590428	0.016759645	0.19617823	0.32324022	0.008549126	1.4733955	0.23239234	3.2744117	0.31398368	4.0295477	0.006873137	1.2149341	0.12746432	0.21042043	0.03372481	2.0207994	1.3065279	0.19205752	0.8660978	0.07523448	0.4545475	0.9599277	1.3446702	0.81999576	0.23282693	0.0014414621	0.5250596	0.77120024	0.33352917	2.22325	0.46585765	1
564	568	train	0.012507051	0.14888918	0.01172928	0.18182048	0.3238017	0.013550173	1.541721	0.19943082	3.2895546	0.3643708	4.2702756	0.012627849	1.1741931	0.12837447	0.23888996	0.039743233	2.098961	1.5044938	0.22440131	0.90525514	0.079657085	0.44185284	0.8729576	1.3614718	0.83663434	0.21755874	-0.000468856	0.620752	0.7795412	0.37142545	2.2371902	0.46533436	1
619	670	train	0.02297142	0.18895549	-0.0053795385	-0.007079261	1.7267051	0.20378707	0.033481363	0.66620135	0.02541071	0.7795268	0.35128456	0.42928752	0.0313786	0.33499727	0.052675854	0.01012929	0.461136	0.11337746	-0.0024328053	4.4004235	0.4317283	0.014120647	-0.0044509717	1.0327322	0.07053833	0.39627358	0.21062286	0.78584975	-0.0069431486	-0.025044143	2.6432014	0.2879014	1
1024	1025	train	1.8241662	0.0009704255	0.02611501	0.16515529	0.13478452	0.45892468	0.5118212	0.9589101	5.2004414	0.2462036	0.07227621	1.4428493	0.028727727	4.2504215	0.49038482	0.032087673	0.631354	0.66684735	0.47090948	3.7113082	1.3625553	0.0006525415	0.08692419	0.6122235	0.14514206	0.49010563	0.51810896	0.110929176	1.0292151	0.52257013	1.1912748	0.53604704	1
1165	1167	train	0.0008170077	0.64874935	0.107460916	0.06781513	0.48383784	0.035502158	0.009414774	0.0038296857	0.13153456	0.16675998	0.19290015	0.2851508	0.00056582224	0.89477754	0.7915045	0.069350585	0.13407625	0.14081775	0.52266246	2.929725	0.11284803	0.037794553	1.2241141	1.8816768	0.1419987	0.73694056	0.084098294	0.51504034	0.06470869	1.3873247	0.90783954	0.32928172	1
54	550	train	-0.008375958	0.20064932	0.4449468	0.28866825	0.21277107	0.04990717	0.13385023	0.35438102	0.43209818	0.06777182	0.2031308	0.16786902	0.07559725	1.0119157	0.48336625	0.05492169	0.27840412	-0.02688522	0.105668284	2.870339	0.9025098	0.33773792	0.3249319	2.1267743	0.30243185	0.022514097	-0.054144014	0.12341001	0.28127483	0.13154037	-0.016571427	0.3374765	1
1374	1376	train	0.03880385	1.498228	0.1498674	1.7267448	0.18560049	0.9633855	0.39011565	0.4754435	1.7395799	2.258484	0.8160544	0.5938987	0.087896876	2.3433146	0.86446434	0.017874632	0.010523922	0.43484753	0.2502646	0.87396497	0.55214906	0.012999615	0.5222689	2.1023698	0.92146975	0.6199324	2.6504912	0.035161946	0.34465235	1.7843239	0.83570015	0.049825218	1
1092	1097	train	0.018890204	0.20801452	0.09883496	1.0492737	1.682893	0.081971966	0.94378436	0.12227448	0.6397126	0.22831471	3.0745335	0.5378035	0.0014412774	0.93854296	0.0057305675	0.39965287	-0.00019607213	0.38871598	0.3634346	2.5713809	0.59748185	0.4272354	0.19253032	0.9805088	0.027038973	0.24372773	0.21619718	2.7947514	0.39722216	0.5160363	-1.1536579e-05	0.13338478	1
158	161	train	0.534624	0.41144982	1.1366465	0.5068044	0.5062574	3.1171215	0.7535	-0.0016051377	4.597053	2.420929	1.2053605	0.5467186	0.00044921163	2.6288338	0.14533693	0.8681192	0.21364948	0.002482566	0.63413084	0.29804167	0.47258273	-0.00055849744	0.20331818	2.2279477	0.036706213	0.4169209	0.0054548066	0.0029597622	0.29965633	2.942427	0.0044426136	4.0416387e-05	1
243	607	train	0.022037989	-0.0022321343	0.11046303	0.0087912455	0.10889846	0.00204905	0.17518444	0.05709701	0.004199642	1.2505184	0.06527521	0.1831638	0.33061075	0.20474094	0.1180833	0.22161861	0.11812007	0.027020372	0.24488746	4.24961	0.011416511	0.0140836295	-0.031666886	0.74021393	1.434666	1.6817443	0.10127044	0.13594848	0.035071902	1.0934756	1.9152229	0.11948851	1
1000	1001	train	0.0009069315	1.1544808	0.046890274	0.02491128	0.7051555	0.026131937	5.225147	0.296247	0.20581163	0.07789803	0.5206857	0.28417307	0.4099876	0.945539	0.46630475	0.29428312	1.1761763	0.6431678	0.7041462	11.7420225	0.6185377	0.2695898	0.22633415	0.16747308	0.7578964	1.1173047	0.060733978	0.52009743	0.49032113	0.06227024	0.0027484861	0.060498666	1
116	584	train	0.22325361	0.60602325	0.84272385	0.20356642	0.047858834	0.006947793	-0.13639624	0.15984336	2.3593857	1.179737	-0.05812736	-0.0008112402	0.009322435	0.17536937	0.24854748	0.30350646	0.48616603	0.17747743	0.03776437	0.30673817	0.17452146	-0.020062368	1.349789	0.4848828	1.9793351	0.61032635	0.059422836	0.06659427	0.010019008	1.8387065	-0.012632812	0.5615507	1
1142	1143	train	0.42680016	0.7297145	0.0013725341	0.012931198	0.06282873	0.0035366388	0.04255435	0.061498497	1.0211521	2.1302626	1.8375709	1.4617442	0.012128892	2.4399261	2.1411996	1.6486545	0.35741863	0.42036888	0.5290677	0.9844604	0.40823174	0.036196057	2.5898893	0.097007476	1.5608809	0.08859852	0.809554	-0.0069140526	0.11863786	0.5528803	0.009587908	1.4477912	1
912	915	train	0.07348361	0.028722525	0.008034282	0.0017877427	0.045969866	0.2629756	0.1608165	1.2367033	1.0839796	1.474173	0.24748772	1.7547679	1.2671851	0.4349458	0.4051802	0.31605682	0.16087818	0.01545471	1.7917707	3.7015336	0.4301792	0.95980406	0.41512078	0.29376835	0.055452462	0.19936171	4.410994	0.5833739	0.18216662	0.005075168	0.40885898	0.29790136	1
511	528	train	0.09775392	0.04726817	0.25196567	0.35650128	0.50284624	0.013354708	-0.032513972	1.9710232	2.1517067	0.22186537	0.27349666	1.9917626	0.11467814	1.3313247	0.029716466	0.058459964	0.19135754	0.052672487	0.035073146	3.0397124	0.3453909	0.028539656	0.33858544	0.4381518	-0.007820193	0.14086959	1.0177424	0.32788798	0.1823985	0.011331515	0.29328287	0.039587572	1
312	692	train	0.6150744	0.54047555	0.2907402	0.0012520653	0.0010243015	0.017509773	0.28881127	0.01846815	0.096724615	0.3556143	0.064503126	2.062697	0.14144643	1.7264935	0.073524445	0.6651257	0.28478113	0.12344294	0.23113014	3.2966297	0.048508413	2.0028021	0.73976773	0.23663996	0.5922914	0.42794392	0.17198388	0.8517688	-0.008517936	2.2994525	0.92843455	1.4620816	1
1419	1421	train	0.2730985	0.02147596	0.44497985	0.026088582	1.8106896	0.013262511	1.8096604	0.4896909	2.9537024	1.6047813	1.5016322	0.0016360543	0.07393203	4.4450865	0.31120685	-7.963856e-05	2.209587	0.0013321035	1.2346668	0.94363	1.4404285	3.5935032	0.7560365	0.33526123	0.1796501	0.36591187	0.9033531	0.4190896	0.028144341	1.1223409	0.18967779	0.02683493	1
802	806	train	0.054035213	0.01626868	0.013543939	0.04332492	1.198653	0.038175303	0.09660974	0.6861555	3.07446	0.03144186	0.014547436	1.2892467	0.48118538	1.9477152	0.4571739	0.94380677	0.739995	0.017815275	0.1373494	1.2386324	0.5002277	-0.00042175138	-0.0005197368	0.10462119	0.06349327	0.10066757	2.7317307	0.064333744	1.196793	0.59984785	0.0715663	1.3946587	1
368	372	train	1.7809557	0.041319158	3.5117555	0.4366511	0.2183122	0.343099	0.17958353	0.866911	0.24339077	0.23003557	0.34662935	1.0382875	0.36800626	0.2293504	0.3650968	-0.00020436385	0.93653995	0.08073581	0.012279688	1.3286927	-0.00021033241	2.5982845	0.3912253	-7.652926e-06	0.9168568	0.17086866	0.5579984	1.2371893	0.8966322	0.18771595	0.96658635	0.3092157	1
257	267	train	0.1630779	0.29869756	0.43393373	0.013224634	-0.0035223954	0.6577235	0.11569227	1.0772793	2.7586963	0.010933037	0.11398379	0.0019999729	0.3374107	0.4828416	0.03496342	3.4160037	0.032416187	1.0235568	0.33149973	0.89216053	-2.9123774e-05	0.19554363	0.39782476	1.5213333	0.77224725	0.06707726	1.1647547	0.25696054	0.615649	0.21880765	2.392266	0.11936308	1
583	584	train	0.17956112	0.42646992	0.95064026	0.2885517	0.060815815	0.17216156	-0.02257283	0.3361541	2.207097	0.57830775	0.42555127	0.0016722514	0.007355351	0.30202937	0.25701395	0.10188046	0.17513134	0.17659141	0.000113633214	1.1368358	0.0581198	0.00060618686	1.780612	1.00801	2.0239022	0.89681673	0.004619743	-0.03192345	0.037103035	1.6767986	0.0027057636	0.5304624	1
1079	1080	train	0.10231254	0.7724869	0.44225612	0.82123756	0.34517965	0.025957491	0.5113537	1.2217113	1.0138313	0.57688475	2.4118273	1.159275	0.23698285	3.4722075	0.027673697	0.06552581	0.21655674	0.10214526	2.160589	3.3424337	0.15881546	0.021742303	0.069390096	2.0499089	0.37262082	0.9527101	4.1871896	0.09683878	0.021794934	2.0144937e-05	1.2130419	0.8391507	1
43	45	train	0.14704278	0.17807026	1.227551	0.010223017	0.36707875	0.3344363	-0.011138177	0.82859224	2.305446	1.0378089	-0.028837476	0.11056592	0.5938486	0.91009104	1.1303324	0.15677764	0.058601495	0.4147079	0.18304363	3.458633	0.40243483	0.35799846	1.1192486	-0.02923523	1.2483485	0.54909706	1.3757567	-0.00042587935	0.59771395	0.321351	0.15235291	0.08118354	1
74	1175	train	0.00056656427	0.121520944	0.3518127	0.03286374	1.0791572	0.56088805	0.6584543	0.58717936	2.2044404	0.10269664	0.15088625	0.18929347	0.06240405	2.6235101	0.11003064	0.071825586	0.8857096	1.0092958	0.016812194	1.8307182	2.127183	2.9387121	-0.004857478	1.1440794	0.45824358	0.022678465	0.13465428	1.5372618	0.055077758	-0.0075909058	0.047629077	0.3456892	1
442	964	train	0.20605771	-0.008794106	0.01275846	0.4555286	-0.00818956	0.12839699	0.27230093	-0.018104387	0.029539255	1.304952	1.1559266	0.17739093	0.03792016	0.8794451	0.016235074	0.31316167	-0.00067284587	1.7697177	0.6470302	1.4101017	1.2308716	1.9452878	-0.03674624	2.4661138	0.41568106	0.56638813	-0.0023372588	1.6831673	0.07790509	1.9342425	0.3524181	0.33676657	1
838	841	train	1.8929579	0.21936846	1.2619448	0.18345413	1.7288806	0.18107308	-0.066114046	0.034245826	2.327836	0.032518838	0.46050215	0.12936084	1.0762426	0.037474852	0.012355161	0.31560287	0.21796072	0.05206725	0.037972786	0.3191736	1.440054	-0.0045637363	0.6656967	0.3375136	0.08181546	0.2712889	1.8724034	-0.0037284652	0.03161767	1.6601423	0.5182966	0.2177076	1
593	596	train	2.9008458	0.030948391	0.6163167	0.45854038	0.19762336	0.47645447	0.13093859	0.49358994	1.141575	0.8098724	3.861643	0.19239569	0.0005242299	0.8920367	0.40120906	0.0006973917	0.7406837	0.2558795	0.6375338	6.817721	1.2992264	0.9245011	0.1355741	0.31198546	0.95362884	0.9984577	0.1542844	0.15728539	0.21543927	0.13142353	0.019491797	0.3406416	1
443	445	train	0.42783824	0.11156184	0.014452744	0.020674454	0.005458105	0.17688107	0.5601505	0.44244707	0.2839177	2.2169058	3.0996692	0.30173096	0.04166184	0.23935165	0.24961255	0.35762247	0.011226004	2.6671262	0.18752827	2.3461213	0.8448579	2.5102017	0.98600054	1.4559189	0.03181629	0.99821734	-0.0009358744	1.1201038	0.0006231795	1.496768	0.12476431	0.13359125	1
1139	1140	train	1.9121605	0.4320613	0.055091914	1.5097827	0.027396698	0.13070278	0.48493758	1.1082504	1.2285241	0.017743291	0.7106233	2.056534	0.5695798	2.2434933	0.4254489	0.39765465	1.9059602	0.046299458	2.0582256	2.3352752	0.00028565025	4.804368	0.7888947	1.9568442	0.05369303	0.03541969	0.022728456	0.1585664	0.004778325	0.063354895	0.10809321	0.5313419	1
585	588	train	0.11747203	0.99283993	0.011512167	0.36577877	-0.011849942	0.10061898	0.3828425	0.87475157	3.063016	0.21850863	3.5743043	0.22648117	0.09555868	1.4034357	0.24393897	1.2013149	0.835514	0.23651096	0.056084484	2.9739053	0.05225086	0.0940147	0.0019706506	0.002347849	0.004393262	2.210173	0.14844924	-0.002884506	0.37436336	0.00068543205	0.38667938	0.5491214	1
851	854	train	0.35072815	0.34042528	0.5771475	0.37879202	0.12008181	0.10114192	-0.001079502	0.70445454	1.5209675	0.69754386	1.329369	0.44363803	1.2962233	0.9096961	-0.0010331495	0.64523315	0.005882222	1.1257004	0.07300062	2.2186186	0.0067733675	0.085449554	0.12061954	0.035128966	3.1483564	0.0007690738	1.8949883	0.23800494	0.06819784	1.5975822	0.35998833	0.21912476	1
489	490	train	0.2076755	1.1851172	0.54191285	0.22368148	0.043787315	0.4451784	0.07480131	0.025225531	1.1790689	-0.0077374545	0.86786413	1.980933	0.7672163	0.03232054	0.54223055	1.1819696	0.017258288	0.31476042	0.10212745	3.051102	0.8214408	0.9271605	0.22963695	1.088829	2.1859767	0.2036467	0.80145824	-1.1714788e-05	0.020110123	0.05879816	-0.00091751997	0.20053387	1
726	728	train	1.0613757	0.13102134	0.56113213	0.11246885	0.521113	1.1187155	0.0031074607	0.110565744	1.3620882	0.23997386	0.12013311	0.7476319	1.3007056	0.086717926	0.13672736	3.2083664	0.0388411	-0.0035223989	0.25966373	2.2420027	0.019810643	0.7614364	0.403854	0.0041830684	0.033026464	0.42321452	0.7014654	0.04903356	0.34854326	1.3591444	0.10964624	1.0797157	1
637	760	train	0.362152	-0.003946229	1.0450176	0.002245778	0.19947392	0.16546658	0.15036498	-0.031467374	0.45906702	0.03159078	1.5423001	1.2346816	0.7505637	0.22889602	1.912941	1.4348961	0.1377487	0.074061126	0.03250667	0.73021466	0.031092832	0.070594974	0.868973	0.6639252	2.1516132	0.043300252	0.4699161	0.18378764	0.08059315	0.5879219	0.10843009	0.27478343	1
66	551	train	0.07735608	0.18415351	0.081649	0.44451976	2.0141966	0.043096513	-0.09105273	0.0011397898	0.74719447	-0.0023381202	0.36496672	0.09743171	-0.03886617	0.7653378	0.059333514	0.037574578	0.10477931	0.05806126	0.29347575	2.5114763	1.1844306	0.05988398	-0.0066578076	2.7082531	0.3056381	0.0050766803	-0.0041821767	0.08325951	0.7744621	0.30389434	0.0134174535	0.1310084	1
781	784	train	3.576615	1.1955825	0.32131684	0.025260113	0.6643837	0.056090623	0.0922583	0.058547553	0.5398685	-0.016212588	0.44501132	0.94980466	0.16968505	0.88472503	0.46464908	-0.0030048452	0.31950918	0.80597013	0.31646708	1.7019156	0.9244499	1.4238164	0.6783394	0.4535104	0.27639583	0.07678302	0.22778048	0.19556388	0.23223689	0.5204143	0.57837427	1.4799947	1
874	877	train	0.05755402	0.18444258	0.49310282	3.2254422	0.53426296	2.2692702	0.12589568	0.73121524	0.00634263	1.9302977	0.86573976	0.047241412	0.9123632	0.369736	1.337725	0.7453432	1.9260161	0.09611588	0.033532552	5.094481	0.23356144	2.203543	0.15467438	0.7076527	0.010972985	0.014709063	1.5828568	0.043952085	0.009969995	0.05028599	0.054981343	0.5000423	1
407	410	train	-0.00016116908	0.05694287	0.01393788	0.0059778057	0.13585894	0.39422122	0.66194457	0.07744895	1.8815577	0.2789707	0.5607482	0.15313217	0.0064449143	0.75344396	0.008945716	0.008134522	0.10813803	1.6248386	0.7745176	0.46023574	0.46136335	2.8222723	0.037548073	0.26265258	0.008422139	0.7967014	4.2115636	-0.000854597	0.01086733	0.2667472	0.5647882	2.3663456	1
379	462	train	0.37318826	0.002753132	1.288346	1.5761639	0.43092024	0.051469326	0.3579537	-0.017969491	1.3482785	0.49834567	3.1353216	0.80582374	0.038123436	0.6074686	0.23435347	0.30622697	0.029361766	0.7725632	0.28195408	0.57767737	0.50905526	0.88693774	0.64788043	0.2173946	0.6102097	0.37067425	0.1269026	-0.007160159	-0.006886526	1.1640949	0.3743178	0.07162578	1
588	592	train	0.13082568	1.0498679	0.0029673786	0.34998068	-0.01455617	0.11634742	0.34278315	0.80039763	3.1304636	0.25828487	3.593604	0.19485976	0.113278255	1.3798059	0.28282702	1.1212379	0.7576448	0.20847811	0.06089613	3.0455484	0.07276564	0.083459735	0.0024403185	-0.0027776107	0.0034057356	2.2406218	0.18327118	-0.019910894	0.3807698	-0.0035479118	0.34887376	0.5829074	1
