mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
14	14	-0.14851929	-0.27938527	0.35924345	0.3687891	0.11201464	-0.12615938	0.10965747	0.11241236	0.14819025	0.01677809	0.08243615	-0.24289483	0.20321622	-0.21416056	-0.32520035	-0.047960233	-0.18369325	0.09776858	0.07696628	0.37340385	0.19941254	0.3179776	0.46436584	-0.0847684	0.05479703	0.23057559	-0.15582532	0.16913189	-0.10949682	-0.111518964	-0.0751725	-0.025341416	1
15	15	-0.27289435	0.23957194	0.4016513	0.3721934	-0.32160765	-0.0038081268	0.4399568	0.23693949	0.13520265	-0.08527523	0.22343208	-0.26843894	0.0055013695	-0.16527587	-0.18692869	-0.19668587	-0.16277434	-0.26711667	-0.23564264	0.3044445	0.105929635	0.21531662	0.4919029	-0.2293998	0.06240696	-0.05781528	-0.3162942	0.03414698	-0.3836826	-0.4144768	-0.11090186	0.12818122	2
16	16	-0.3069219	0.2161726	0.3517977	0.4559605	-0.3102052	-0.07825641	0.46992546	0.3031457	0.13993327	-0.14513256	0.26121047	-0.23994958	0.054047875	-0.13559888	-0.193849	-0.16906087	-0.097058505	-0.29801038	-0.23247798	0.29537246	0.12150408	0.30066803	0.46254075	-0.1368798	0.12007542	-0.043715898	-0.33094326	0.07383258	-0.345525	-0.33903417	-0.16046332	0.12528448	2
17	17	-0.45613557	-1.1308562	0.38056073	0.19952534	-0.27143314	0.15557875	0.12992886	-0.60639566	-0.169281	0.30071896	-0.023682717	-0.18042389	-0.07196451	-0.7401381	-0.15099178	-0.043162957	0.37810597	-0.13341045	0.31192142	0.16306756	-0.0046145828	0.45471483	0.42777628	0.17710707	0.12459326	0.24664922	-0.12785596	0.21933411	0.099783376	-0.019397601	-0.37444735	0.1792536	1
18	18	-0.28209785	-0.64755684	0.45465985	0.29623953	0.19376257	0.010708989	-0.045813587	-0.109903276	0.0688573	0.108887	0.019430881	-0.11400201	0.22462305	-0.2980086	-0.32293388	0.046857208	-0.15217923	0.16686288	0.19214332	0.38204014	0.18186036	0.41031718	0.47369683	-0.03655752	0.08642383	0.41374382	-0.1135611	0.15036361	-0.08103476	0.010344501	-0.0076027517	-0.07342038	1
19	19	-0.3060158	0.18655112	0.38357362	0.45040032	-0.25110528	-0.12848744	0.44113323	0.27496204	0.09556531	-0.075999476	0.29078206	-0.15737626	0.09259368	-0.15073831	-0.20884275	-0.10298388	-0.12896164	-0.21647473	-0.18879145	0.2934825	0.16222876	0.26694235	0.4606036	-0.15848868	0.09272604	0.0062602805	-0.31856576	0.09560381	-0.33821073	-0.27635527	-0.12506147	0.08465965	2
20	20	-0.32147336	-0.35314178	0.42666006	0.2845376	0.11708083	-0.060657255	0.13202193	-0.029387297	0.06575182	0.012956787	0.073440276	-0.10535293	0.16049476	-0.2302198	-0.22388743	0.028788282	-0.19412133	0.04064425	0.10303088	0.3196338	0.1325055	0.32355276	0.46941626	-0.13178723	0.13152406	0.23227017	-0.19907913	0.14790533	-0.13124368	-0.08230145	-0.014247961	-0.03381214	1
21	21	-0.2767848	0.18203682	0.38522092	0.43341735	-0.324749	-0.10314081	0.39984298	0.26446143	0.07052936	-0.1384084	0.24964263	-0.17644702	0.055694573	-0.15312669	-0.17750314	-0.15087691	-0.107584044	-0.23693036	-0.22818479	0.28597543	0.16574824	0.2457431	0.48090383	-0.17127773	0.1010909	0.022143027	-0.3123109	0.071340285	-0.32448047	-0.31833708	-0.16899005	0.13707964	2
22	22	-0.32809958	-0.65019697	0.44371346	0.18869081	0.1367869	0.0732215	-0.03896564	-0.16375315	0.1324334	0.07332222	-0.031347807	-0.20117564	0.15489137	-0.29298347	-0.28198934	-0.038571768	-0.11435443	0.09534775	0.19673297	0.31711847	0.12267061	0.3569897	0.4424522	-0.032715578	0.04651546	0.3832808	-0.13394545	0.12178804	-0.10234519	-0.0732442	-0.04310442	-0.031931095	1
23	23	-0.2837421	0.20354868	0.40394667	0.42785415	-0.28104487	-0.04430244	0.4858108	0.28853926	0.11368554	-0.12922408	0.29219148	-0.25077727	0.026072562	-0.15135233	-0.16378468	-0.15579556	-0.16051936	-0.24786095	-0.18215716	0.2325766	0.17128271	0.31146404	0.4873201	-0.1646645	0.11211728	-0.05443638	-0.29120517	0.014704215	-0.30359873	-0.35253802	-0.07472343	0.05353489	2
24	24	-0.38782045	0.10042909	0.5032836	0.075256765	-0.10046019	0.15345068	0.3978843	0.17456046	0.04331721	-0.12432128	0.14474732	-0.37290287	-0.10169071	-0.09130493	0.06213744	-0.4163751	-0.22474362	-0.236158	-0.3195172	0.08983252	-0.02014219	0.3000445	0.49649447	-0.24365783	0.12524313	-0.143658	-0.4183715	0.007760685	-0.2433716	-0.617412	-0.064146645	0.14121324	2
25	25	-0.3459232	-0.051723577	0.6066949	-0.19858235	-0.02849405	0.4065207	0.18995792	0.037348066	0.12440054	-0.13509542	-0.06739791	-0.58657074	-0.16708837	-0.12347467	0.08774478	-0.663064	-0.2982012	-0.1784798	-0.35035914	-0.016376777	-0.20091806	0.21942478	0.5162866	-0.27436936	0.043410715	-0.12721051	-0.41093028	-0.037419572	-0.24025233	-0.7613765	-0.050547987	0.20347375	2
26	26	-0.4401485	-0.024420954	0.5488711	-0.15083894	-0.10545221	0.3924567	0.29479614	0.06764686	0.116779745	-0.120093204	-0.06003717	-0.5269459	-0.16103406	-0.20726736	0.21614902	-0.5642128	-0.23758575	-0.20894554	-0.34645337	0.036064677	-0.20686807	0.25025773	0.48500183	-0.29360282	0.11181526	-0.20652872	-0.3539737	-0.020463776	-0.1799177	-0.7532075	-0.04651434	0.21247433	2
27	27	-0.529276	0.20004961	0.38567722	0.40587968	-0.08509655	-0.046540353	0.61179376	0.15209585	-0.16428563	-0.09833926	0.35187647	-0.21167077	0.051729143	-0.14160527	0.18442784	-0.14273565	-0.16444333	-0.3708346	-0.22197466	0.027878588	0.09119601	0.43883964	0.49241754	-0.19662526	0.21542259	-0.06368445	-0.35575798	-0.019218456	-0.1837087	-0.4601117	-7.3782103e-06	0.038196627	2
28	28	-0.32538128	-0.08619663	0.47771028	0.03678172	-0.09171618	0.08629686	0.24580437	0.12985551	0.051975533	-0.08781259	0.008584512	-0.432166	-0.010341609	-0.19474024	0.011970944	-0.41134006	-0.21959834	-0.063480966	-0.15647104	0.14019331	-0.10069247	0.26625854	0.4051767	-0.2474534	0.00630425	-0.039227687	-0.2686482	0.08660289	-0.21590917	-0.5410057	-0.066874035	0.066060156	2
29	29	-0.24154148	-0.08621424	0.3934174	0.19125248	-0.07336023	0.17291841	0.19951427	0.073819	0.14684902	-0.003483445	0.01611911	-0.40125415	0.032909602	-0.15951984	-0.067785405	-0.24439095	-0.16510545	-0.06834869	-0.18811627	0.17060468	0.024855219	0.23870191	0.49179426	-0.14882395	0.08138883	0.013858974	-0.2586403	0.031874493	-0.21927324	-0.4214423	-0.10774279	0.03373377	2
30	30	-0.468034	0.22431767	0.5014789	0.30547476	-0.17704391	-0.16404694	0.5775462	0.30231583	-0.036117304	-0.09487814	0.30259627	-0.1767318	-0.07441526	-0.1394837	0.054713998	-0.15158553	-0.16365726	-0.37526688	-0.09500995	0.055675767	0.087263	0.3977199	0.4608587	-0.14343184	0.21911392	-0.12455176	-0.43889266	0.15082318	-0.1836404	-0.44188422	-0.04011998	0.08607351	2
31	31	-0.24498445	-0.07808499	0.34823987	0.44550294	-0.10859598	-0.06121169	0.29597604	0.17615484	0.105967864	-0.07056468	0.22707103	-0.16999401	0.121090874	-0.16083582	-0.21935202	-0.054064542	-0.14878476	-0.090106085	-0.12545185	0.32734963	0.171449	0.34803537	0.4647876	-0.14258686	0.11710963	0.08814927	-0.205535	0.06961225	-0.24235384	-0.16887037	-0.077410765	-0.006928944	2
32	32	-0.40113458	-0.23446071	0.4086438	-0.06306177	-0.09301423	0.30893973	0.2208338	-0.048808336	0.17917399	-0.018764481	-0.0510563	-0.45036316	-0.062140465	-0.1777372	-0.018816432	-0.42979386	-0.163911	-0.111211814	-0.10958199	0.1056454	-0.17896405	0.25220335	0.41414976	-0.18262713	0.050625548	-0.044183414	-0.21937384	-0.059332583	-0.17291635	-0.49194047	-0.09213881	0.1037037	2
33	33	-0.21586913	0.09679466	0.33107582	0.51780903	-0.3642778	0.036551595	0.42206436	0.25486973	0.032237884	-0.2213941	0.24488975	-0.25486687	0.08369268	-0.113177694	-0.15342577	-0.27277252	-0.045885827	-0.18861535	-0.289885	0.2284514	0.0944257	0.3052296	0.49617115	-0.12971088	0.11113558	0.03171741	-0.22061259	0.041383035	-0.29974476	-0.31267664	-0.13202134	0.15757273	2
34	34	-0.27752358	0.04478161	0.43589112	0.39224565	-0.1686759	0.009508775	0.36789584	0.28897285	0.05037952	-0.21669911	0.18925318	-0.28093	0.072109126	-0.01947131	-0.1013838	-0.3390744	-0.17358726	-0.09392744	-0.23001468	0.07275458	0.07436533	0.38641304	0.5136684	-0.15359291	0.169253	0.009738867	-0.24706878	0.06372022	-0.22478941	-0.3733189	-0.061937112	0.07502459	2
