mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
24	java.awt.Choice	46	5737	807	228	13003	104974	2435018	8784	14041	11040	103039	3333	11035	2490	573	2
25	java.awt.Color	56	5158	1160	380	24843	101081	2328711	14914	11455	11233	141353	6175	9173	5548	1083	2
26	java.awt.ColorPaintContext	6	3938	3	12	6838	3794	2424183	0	30	12644	7914	3	3961	6	11	2
27	java.awt.Component	115	4798	5047	1508	7903	221124	2218381	128211	1617	9303	309464	72772	6575	40134	5788	2
28	java.awt.ComponentOrientation	25	4829	162	138	29245	6227	2379376	770	5135	12178	84443	253	7478	910	367	2
29	java.awt.Composite	5	151	6	4	17273	354	3712	2	32	764	158	4	14	4	0	2
30	java.awt.CompositeContext	4	60	4	2	12159	100	433	0	10	239	10	4	25	0	0	2
31	java.awt.Container	77	5032	1884	1042	10622	127385	2297571	27484	2587	10239	234845	17398	7514	24052	4216	2
32	java.awt.ContainerOrderFocusTraversalPolicy	9	4203	6	30	10985	1820	2426351	1	180	13882	22088	9	4678	21	53	2
33	java.awt.Cursor	28	4843	228	150	29161	13054	2371623	1263	5309	12208	91813	509	7638	1121	383	2
34	java.awt.DefaultFocusTraversalPolicy	7	4055	0	21	9726	0	2421418	0	0	14145	15652	0	4339	0	35	2
35	java.awt.DefaultKeyboardFocusManager	15	4206	51	54	12142	19478	2411980	82	287	14029	29480	149	4676	119	105	2
36	java.awt.Desktop	5	3853	0	10	6483	0	2421041	0	0	12456	7892	0	3760	0	10	2
37	java.awt.Dialog	62	5627	1383	508	10424	149626	2391402	19288	12511	10320	147783	8452	10408	8212	1868	2
38	java.awt.Dimension	57	5025	1253	343	26035	96949	2322396	17195	11716	11362	143189	6140	8915	5050	875	2
39	java.awt.DisplayMode	4	3830	0	6	5521	0	2424555	0	0	12513	4086	0	3702	0	4	2
40	java.awt.Event	32	4796	283	213	28674	17881	2357690	1655	5034	12025	106117	923	7305	1679	703	2
41	java.awt.EventDispatchThread	8	4155	7	21	6344	3186	2444100	2	99	12495	16547	9	4577	18	27	2
42	java.awt.EventFilter	2	70	0	1	8702	0	1843	0	0	371	64	0	3	0	0	2
43	java.awt.EventQueue	6	3968	6	9	7515	4015	2424440	1	77	13041	7775	9	3948	3	7	2
44	java.awt.EventQueueItem	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	2
45	java.awt.FileDialog	59	5698	1282	429	10446	140429	2397003	18193	12975	10460	142847	5755	10629	6985	1576	2
46	java.awt.FlowLayout	8	4200	5	23	10175	3972	2432203	1	183	13844	15762	4	4650	19	32	2
47	java.awt.FocusManager	4	3977	1	5	6801	1138	2437464	0	150	12350	2519	0	3987	2	2	2
48	java.awt.FocusTraversalPolicy	15	4311	34	71	19533	1062	2396912	53	624	13414	46814	51	5615	181	170	2
49	java.awt.Font	74	5210	2201	500	27144	156950	2289510	39411	11733	10611	181184	16373	9365	7493	1547	2
50	java.awt.FontFormatException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	2
51	java.awt.FontMetrics	50	5087	888	337	26863	86777	2344952	10154	11267	11263	121978	3744	8987	4674	1028	2
52	java.awt.Frame	60	5693	1329	441	10456	143273	2394281	19017	12981	10432	145406	6435	10623	7161	1607	2
53	java.awt.GradientPaint	12	4154	22	44	9852	8508	2411025	8	203	12715	27398	57	4691	82	73	2
54	java.awt.GradientPaintContext	9	4044	11	25	8747	4283	2414899	1	73	12707	19323	21	4300	32	30	2
55	java.awt.Graphics	59	4831	1179	532	24803	97231	2307877	14697	8528	11113	149647	7208	8132	8696	1908	2
56	java.awt.Graphics2D	34	4428	406	155	15624	43178	2354393	2649	1266	13253	89390	2002	5512	1041	292	2
57	java.awt.GraphicsCallback	7	4086	4	17	8643	3895	2426459	0	60	13968	11809	6	4346	8	21	2
58	java.awt.GraphicsConfigTemplate	6	4024	3	12	7981	1487	2430716	0	153	12595	10137	3	4095	6	11	2
59	java.awt.GraphicsConfiguration	53	4889	902	476	23942	76724	2317797	9614	9242	10981	141878	5049	8571	7062	1701	2
60	java.awt.GraphicsDevice	10	3927	19	26	8994	539	2404210	26	15	12953	26920	8	3927	58	28	2
61	java.awt.GraphicsEnvironment	10	4141	15	30	11758	1083	2411454	12	140	12984	26864	17	4521	50	41	2
62	java.awt.GridBagConstraints	7	4058	7	14	7928	5043	2431844	1	361	12385	10535	10	4024	12	12	2
63	java.awt.GridBagLayout	10	4242	11	34	10884	3072	2424421	2	205	13817	25110	18	4793	46	54	2
64	java.awt.GridBagLayoutInfo	4	3977	1	5	6801	1138	2437464	0	150	12350	2519	0	3987	2	2	2
65	java.awt.GridLayout	8	4200	5	23	10175	3972	2432203	1	183	13844	15762	4	4650	19	32	2
66	java.awt.HeadlessException	7	4606	1	20	7877	11	2518077	0	266	11111	14061	0	6516	5	30	2
67	java.awt.IllegalComponentStateException	7	4620	1	20	7877	11	2518280	0	266	11027	13977	0	6600	5	30	2
68	java.awt.Image	66	4785	1612	533	26878	112749	2289532	24112	9257	10980	163642	11101	8060	8630	1917	2
69	java.awt.ImageCapabilities	28	4785	189	189	28376	9133	2360704	904	4897	12391	95620	485	7324	1232	655	2
70	java.awt.ImageMediaEntry	7	4075	9	12	8827	5572	2432084	3	238	12822	10112	12	4145	12	8	2
71	java.awt.Insets	23	4603	171	82	23646	39012	2409245	641	2476	13432	45486	689	5908	290	151	2
72	java.awt.ItemSelectable	6	154	10	5	24896	270	2269	10	167	730	162	0	2	10	0	2
73	java.awt.JobAttributes	5	3956	4	6	6791	3778	2428363	0	191	12984	4044	6	3810	0	4	2
74	java.awt.KeyEventDispatcher	3	35	0	3	12399	0	92	0	0	95	26	0	22	0	1	2
75	java.awt.KeyEventPostProcessor	3	35	0	3	12399	0	92	0	0	95	26	0	22	0	1	2
76	java.awt.KeyboardFocusManager	15	4206	51	54	12142	19478	2411980	82	287	14029	29480	149	4676	119	105	2
77	java.awt.Label	44	5726	719	227	13240	93498	2434996	7346	13811	11035	103036	2835	11031	2490	573	2
78	java.awt.LayoutManager	14	1870	38	53	47266	1234	853257	72	642	9079	18770	44	1511	152	96	2
79	java.awt.LayoutManager2	9	2826	7	29	14973	1311	1668057	4	15	12963	17763	3	1752	31	46	2
80	java.awt.LightweightDispatcher	6	4041	6	9	8018	5319	2435581	1	160	12430	6314	7	4126	7	5	2
81	java.awt.LinearGradientPaint	11	4113	18	37	8820	4639	2410267	8	205	12749	27057	44	4512	50	63	2
82	java.awt.LinearGradientPaintContext	6	3926	0	15	6795	0	2420316	0	0	12639	11740	0	3945	0	20	2
83	java.awt.List	47	5746	852	229	12876	110790	2435040	9555	14197	11041	103052	3588	11040	2499	573	2
84	java.awt.MediaEntry	4	3827	0	6	5652	0	2424531	0	0	12525	4103	0	3689	0	4	2
85	java.awt.MediaTracker	6	4140	2	13	8622	1343	2436208	0	152	13530	10267	1	4393	6	13	2
86	java.awt.Menu	15	4010	42	63	11100	15946	2402173	46	132	12577	31334	134	4298	140	135	2
87	java.awt.MenuBar	15	4105	45	60	12546	14133	2401755	54	256	12884	34079	142	4373	139	120	2
88	java.awt.MenuComponent	32	4811	258	238	28139	18220	2359032	1405	4767	11960	106747	820	7320	1885	850	2
89	java.awt.MenuContainer	10	332	13	32	44485	712	7894	4	82	2384	1326	20	393	52	44	2
90	java.awt.MenuItem	17	3998	59	77	11087	17307	2395538	80	106	12573	37917	203	4266	239	158	2
91	java.awt.MenuShortcut	9	4023	10	26	8411	1980	2418840	5	189	12373	21556	13	4135	29	37	2
92	java.awt.ModalEventFilter	5	3888	3	7	6538	3824	2426457	0	0	12612	4078	3	3825	3	4	2
93	java.awt.MouseInfo	4	3826	0	6	5466	0	2424531	0	0	12523	4098	0	3690	0	4	2
94	java.awt.MultipleGradientPaint	12	4081	20	46	8792	8272	2409442	7	169	12821	27505	40	4388	99	74	2
95	java.awt.MultipleGradientPaintContext	8	3928	6	22	6836	3810	2416354	1	30	12634	15744	9	3941	15	31	2
96	java.awt.MutableBoolean	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	2
97	java.awt.PageAttributes	5	3956	4	6	6791	3778	2428363	0	191	12984	4044	6	3810	0	4	2
98	java.awt.Paint	12	364	32	34	42369	1328	8068	30	188	1812	1712	67	294	96	27	2
99	java.awt.PaintContext	14	223	65	26	53242	782	3384	165	299	1004	1187	100	166	85	14	2
100	java.awt.Panel	49	5715	886	290	12172	106696	2420585	10293	14101	10888	117608	3473	10907	3817	841	2
101	java.awt.PeerFixer	6	3984	6	9	7045	5265	2433669	1	163	12344	6337	7	3996	7	5	2
102	java.awt.Point	64	5153	1659	357	26161	117574	2302053	26980	12183	11177	163985	8111	9357	5696	877	2
103	java.awt.PointerInfo	6	3884	3	12	6910	128	2418589	1	2	12610	11648	0	3820	9	10	2
104	java.awt.Polygon	13	4300	28	50	10717	10640	2418317	18	342	12543	30258	73	5009	108	87	2
105	java.awt.PopupMenu	33	4674	292	236	28010	18616	2346705	1618	4550	12180	107750	1175	7051	1848	815	2
106	java.awt.PrintGraphics	1	6	0	0	3988	0	2	0	0	13	0	0	0	0	0	2
107	java.awt.PrintJob	7	3988	8	13	8528	4051	2420879	2	81	13299	11617	14	4049	6	13	2
108	java.awt.Queue	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	2
109	java.awt.RadialGradientPaint	11	4113	18	37	8820	4639	2410267	8	205	12749	27057	44	4512	50	63	2
110	java.awt.RadialGradientPaintContext	6	3926	0	15	6795	0	2420316	0	0	12639	11740	0	3945	0	20	2
111	java.awt.Rectangle	92	4961	3468	718	25041	160823	2210844	78972	10808	10508	251658	30701	8677	13802	2105	2
112	java.awt.RenderingHints	32	4215	395	101	11881	42357	2361238	2843	1142	12616	77220	1302	4402	717	98	2
113	java.awt.Robot	7	3985	4	17	8562	242	2418003	1	9	12892	15446	2	4102	13	19	2
114	java.awt.ScrollPane	49	5762	934	242	12302	112557	2426234	11179	15055	10943	111633	3715	11138	2931	599	2
115	java.awt.ScrollPaneAdjustable	6	3987	9	6	7013	9082	2437479	2	175	12356	2525	14	3989	2	2	2
116	java.awt.Scrollbar	46	5736	807	228	13120	105168	2435011	8784	13922	11041	103042	3333	11033	2490	573	2
117	java.awt.SentEvent	5	3891	4	6	6532	3881	2426521	0	8	12613	4017	6	3825	0	4	2
118	java.awt.SequencedEvent	5	3891	4	6	6532	3881	2426521	0	8	12613	4017	6	3825	0	4	2
119	java.awt.Shape	25	326	216	84	90801	3081	4035	1061	619	1418	2671	655	417	475	109	2
120	java.awt.SplashScreen	7	4018	4	17	8932	346	2418781	1	5	12835	15392	2	4180	13	19	2
121	java.awt.Stroke	3	57	1	2	8536	29	511	0	3	219	59	0	10	1	0	2
122	java.awt.SystemColor	12	4279	24	42	10510	6550	2419297	19	333	12612	30111	53	4871	77	71	2
123	java.awt.SystemTray	6	3914	5	10	7680	3820	2422463	0	119	12735	7932	10	3790	0	10	2
124	java.awt.TextArea	46	5688	763	272	13137	99236	2429407	8065	13174	10952	108678	3062	10849	3253	800	2
125	java.awt.TextComponent	47	5643	764	317	13102	99237	2423766	8065	12411	10951	114363	3062	10578	4061	1027	2
126	java.awt.TextField	47	5697	808	273	13014	105009	2429430	8793	13328	10953	108689	3359	10854	3263	800	2
127	java.awt.TexturePaint	11	4118	22	33	9079	8460	2413962	11	217	12810	23294	50	4496	65	39	2
128	java.awt.TexturePaintContext	11	4110	19	36	8986	4616	2409784	11	182	12772	27172	44	4474	50	60	2
129	java.awt.Toolkit	68	4793	1606	672	24938	115761	2283445	22451	6928	10883	175948	13369	7783	11905	2391	2
130	java.awt.Transparency	4	171	3	3	14057	137	3989	0	46	1076	220	2	32	2	0	2
131	java.awt.TrayIcon	10	4019	28	17	10182	11945	2416753	34	408	13111	15446	52	3982	18	16	2
132	java.awt.VKCollection	4	3827	0	6	5440	0	2424535	0	0	12521	4097	0	3692	0	4	2
133	java.awt.Window	67	5665	1736	475	10532	162324	2373845	28585	12964	10400	164536	9444	10551	8197	1679	2
134	java.awt.color.CMMException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	3
135	java.awt.color.ColorSpace	13	4102	35	43	9658	2784	2406840	59	178	12471	37354	44	4365	120	63	3
136	java.awt.color.ICC_ColorSpace	5	3835	1	9	5969	12	2420777	0	1	12501	7884	0	3721	3	7	3
137	java.awt.color.ICC_Profile	9	4081	12	24	7941	2202	2422153	8	175	12124	21508	13	4294	34	29	3
138	java.awt.color.ICC_ProfileGray	6	3941	1	14	6696	76	2420771	0	22	12307	11559	0	4013	4	16	3
139	java.awt.color.ICC_ProfileRGB	6	3941	1	14	6696	76	2420771	0	22	12307	11559	0	4013	4	16	3
140	java.awt.color.ProfileDataException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	3
141	java.awt.datatransfer.Clipboard	10	3897	23	22	6631	10608	2413501	16	12	12903	16773	52	3834	32	20	4
142	java.awt.datatransfer.ClipboardOwner	3	19	0	3	9074	0	25	0	0	30	22	0	8	0	1	4
143	java.awt.datatransfer.DataFlavor	17	3965	95	41	7666	16951	2393188	295	230	12418	38273	191	3878	158	36	4
144	java.awt.datatransfer.FlavorEvent	6	3836	5	10	5765	3848	2420783	0	0	12495	7898	7	3717	6	7	4
145	java.awt.datatransfer.FlavorListener	3	46	2	1	8103	80	528	0	0	67	6	1	3	0	0	4
146	java.awt.datatransfer.FlavorMap	5	113	7	3	16166	290	1826	3	16	384	122	6	4	0	1	4
147	java.awt.datatransfer.FlavorTable	6	1434	8	7	10455	4137	855673	4	103	7113	2793	6	17	8	2	4
148	java.awt.datatransfer.MimeType	8	3905	15	13	6026	10158	2421575	8	207	12548	9345	24	3709	18	6	4
149	java.awt.datatransfer.MimeTypeParameterList	6	3944	7	8	5933	6263	2426705	2	287	12553	5409	8	3737	6	4	4
150	java.awt.datatransfer.MimeTypeParseException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	4
151	java.awt.datatransfer.StringSelection	7	3840	6	15	5638	6360	2419529	0	10	12493	9226	9	3717	12	14	4
152	java.awt.datatransfer.SystemFlavorMap	8	3937	14	14	6465	11542	2423233	6	183	12585	8041	22	3805	22	6	4
153	java.awt.datatransfer.Transferable	11	1359	37	18	23655	2982	812074	54	63	6885	10290	71	96	29	11	4
154	java.awt.datatransfer.UnsupportedFlavorException	8	4673	5	23	8100	911	2516398	1	266	10766	17538	5	6865	17	33	4
155	java.awt.dnd.Autoscroll	2	85	1	0	9714	45	1745	0	20	439	0	0	0	0	0	5
156	java.awt.dnd.DnDConstants	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	5
157	java.awt.dnd.DnDEventMulticaster	40	4079	649	131	13933	82276	2365603	6312	1874	12754	65379	2307	3839	1112	149	5
158	java.awt.dnd.DragGestureEvent	18	4246	87	66	11607	19020	2399049	207	362	13825	43010	288	4714	195	126	5
159	java.awt.dnd.DragGestureListener	6	139	7	8	21539	337	1993	2	16	796	232	9	47	4	5	5
160	java.awt.dnd.DragGestureRecognizer	11	4146	15	40	9090	6007	2420364	5	159	13562	26257	29	4439	62	69	5
161	java.awt.dnd.DragSource	18	4270	84	69	11457	22451	2410077	184	290	13548	39853	300	4853	192	140	5
162	java.awt.dnd.DragSourceAdapter	8	3837	10	18	5837	7629	2416946	3	32	12496	11722	16	3722	19	18	5
163	java.awt.dnd.DragSourceContext	17	4212	70	66	10770	18109	2408922	117	267	13401	39453	247	4648	205	111	5
164	java.awt.dnd.DragSourceDragEvent	10	3921	15	30	7416	7960	2411400	6	25	12612	19511	23	3884	56	35	5
165	java.awt.dnd.DragSourceDropEvent	9	3922	9	27	7389	4086	2411437	2	22	12617	19482	10	3882	37	35	5
166	java.awt.dnd.DragSourceEvent	11	3919	17	38	7622	4241	2403783	9	18	12588	27157	27	3878	72	57	5
167	java.awt.dnd.DragSourceListener	9	127	21	15	32393	531	1161	15	62	259	183	40	89	22	7	5
168	java.awt.dnd.DragSourceMotionListener	6	112	10	5	20514	313	1180	5	36	255	83	10	46	5	0	5
169	java.awt.dnd.DropTarget	32	4821	347	149	29429	32769	2371332	2277	5266	12233	90856	1209	7647	1161	313	5
170	java.awt.dnd.DropTargetAdapter	7	3835	4	17	5772	3818	2416963	0	9	12485	11730	3	3722	14	18	5
171	java.awt.dnd.DropTargetContext	10	4107	16	29	8678	6018	2423323	10	162	13260	21973	30	4324	38	42	5
172	java.awt.dnd.DropTargetDragEvent	12	3968	35	31	8634	9826	2406078	45	162	12596	25582	75	3958	65	35	5
173	java.awt.dnd.DropTargetDropEvent	12	3968	35	31	8634	9826	2406078	45	162	12596	25582	75	3958	65	35	5
174	java.awt.dnd.DropTargetEvent	10	3854	13	32	7204	3929	2405851	4	6	12454	23189	22	3778	48	46	5
175	java.awt.dnd.DropTargetListener	6	86	7	8	20675	247	791	2	11	217	103	8	29	6	4	5
176	java.awt.dnd.InvalidDnDOperationException	7	4620	1	20	7877	11	2518280	0	266	11027	13977	0	6600	5	30	5
177	java.awt.dnd.MouseDragGestureRecognizer	11	3990	24	31	8885	11682	2414343	17	171	13512	19848	60	4014	45	43	5
178	java.awt.dnd.SerializationTester	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	5
179	java.awt.dnd.peer.DragSourceContextPeer	5	226	4	6	23307	179	4683	1	98	1494	257	0	136	9	0	6
180	java.awt.dnd.peer.DropTargetContextPeer	3	48	2	1	10249	46	330	0	6	178	22	1	8	0	0	6
181	java.awt.dnd.peer.DropTargetPeer	1	31	0	0	4821	0	316	0	0	149	0	0	0	0	0	6
182	java.awt.event.AWTEventListener	5	174	7	3	17726	413	3808	3	53	1088	163	5	7	2	0	7
183	java.awt.event.AWTEventListenerProxy	7	3921	9	12	6937	7874	2423105	0	18	12641	7954	17	3831	11	7	7
184	java.awt.event.ActionEvent	7	3955	6	15	7143	4026	2419886	0	43	12611	11756	9	3931	12	14	7
185	java.awt.event.ActionListener	12	306	53	13	49045	1888	3895	114	417	1137	360	85	142	18	3	7
186	java.awt.event.AdjustmentEvent	9	3951	16	20	7275	8126	2416057	7	31	12598	15556	31	3932	29	17	7
187	java.awt.event.AdjustmentListener	8	157	19	9	25947	634	2174	16	63	382	191	28	74	10	2	7
188	java.awt.event.ComponentAdapter	5	3855	3	7	6573	3764	2424758	0	63	12562	4102	3	3714	3	4	7
189	java.awt.event.ComponentEvent	14	4076	41	50	9084	5162	2397811	64	137	13508	39062	74	4245	152	74	7
190	java.awt.event.ComponentListener	24	1057	225	51	108531	6395	22372	1264	6120	3762	1604	439	2036	280	41	7
191	java.awt.event.ContainerAdapter	5	3840	3	7	6122	3797	2424582	0	30	12536	4099	3	3702	3	4	7
192	java.awt.event.ContainerEvent	10	4065	15	30	8557	4609	2413222	5	82	14082	23274	26	4269	53	36	7
193	java.awt.event.ContainerListener	13	548	57	21	58729	2561	11288	109	1014	2439	447	136	770	28	13	7
194	java.awt.event.FocusAdapter	5	3850	3	7	6490	3764	2424722	0	63	12568	4112	3	3699	3	4	7
195	java.awt.event.FocusEvent	9	4008	10	26	7740	4183	2415245	2	84	13526	19605	12	4054	40	30	7
196	java.awt.event.FocusListener	24	1052	225	51	108500	6340	22348	1264	6100	3756	1602	439	2027	280	41	7
197	java.awt.event.HierarchyBoundsAdapter	5	3852	3	7	6627	3764	2424730	0	63	12569	4112	3	3703	3	4	7
198	java.awt.event.HierarchyBoundsListener	24	1052	224	52	108505	6232	22302	1263	6130	3749	1640	420	2032	299	42	7
199	java.awt.event.HierarchyEvent	11	4145	21	34	10332	8475	2415154	11	214	14006	23537	38	4505	80	36	7
200	java.awt.event.HierarchyListener	23	1050	202	51	104829	5266	22303	1079	6067	3750	1642	355	2029	295	42	7
201	java.awt.event.InputEvent	10	3957	12	33	7473	176	2406345	10	9	13465	27405	8	4007	50	52	7
202	java.awt.event.InputMethodEvent	10	4091	21	24	8916	7342	2416232	17	158	13549	20685	37	4238	43	23	7
203	java.awt.event.InputMethodListener	23	1051	203	50	104864	5357	22351	1080	6055	3759	1611	373	2022	277	41	7
204	java.awt.event.InvocationEvent	8	4212	15	13	7380	8869	2451595	10	47	12511	10927	27	4797	6	13	7
205	java.awt.event.ItemEvent	8	3955	12	16	7228	7978	2419874	2	44	12603	11749	26	3935	14	14	7
206	java.awt.event.ItemListener	9	248	26	10	32953	1000	3719	32	281	859	280	36	71	14	2	7
207	java.awt.event.KeyAdapter	5	3855	3	7	6498	3764	2424756	0	63	12564	4114	3	3708	3	4	7
208	java.awt.event.KeyEvent	14	4013	51	40	8336	12685	2403730	81	95	13501	31122	130	4086	109	44	7
209	java.awt.event.KeyListener	24	1057	225	51	108482	6427	22364	1264	6104	3770	1622	439	2027	280	41	7
210	java.awt.event.MouseAdapter	8	3903	15	13	8446	11342	2421426	11	281	12640	7957	22	3730	13	10	7
211	java.awt.event.MouseEvent	14	4071	40	51	9587	8780	2401393	45	210	13525	35297	91	4213	163	65	7
212	java.awt.event.MouseListener	26	1075	272	53	115749	8241	22318	1713	6430	3790	1682	544	2046	301	42	7
213	java.awt.event.MouseMotionAdapter	5	3858	3	7	6565	3755	2424821	0	72	12568	4107	3	3713	3	4	7
214	java.awt.event.MouseMotionListener	27	1077	297	54	119404	9219	22315	1965	6502	3789	1681	612	2049	306	42	7
215	java.awt.event.MouseWheelEvent	10	4062	13	32	8958	4434	2412948	4	111	13549	23504	19	4199	54	43	7
216	java.awt.event.MouseWheelListener	24	1056	225	51	108474	6295	22356	1264	6165	3764	1605	439	2029	280	41	7
217	java.awt.event.NativeLibLoader	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	7
218	java.awt.event.PaintEvent	25	4298	205	95	16588	58418	2410206	1068	2812	13959	28728	417	5191	677	138	7
219	java.awt.event.TextEvent	7	3950	6	15	7121	4044	2419862	0	24	12605	11746	9	3931	12	14	7
220	java.awt.event.TextListener	7	236	14	7	29027	644	3652	7	161	827	132	23	159	3	2	7
221	java.awt.event.WindowAdapter	7	3850	12	9	6454	11427	2424580	10	75	12546	4107	9	3708	12	4	7
222	java.awt.event.WindowEvent	12	4053	28	38	9224	12403	2412771	21	102	13633	23558	56	4209	105	38	7
223	java.awt.event.WindowFocusListener	9	342	23	13	38380	1235	6871	15	224	1320	229	53	412	10	6	7
224	java.awt.event.WindowListener	9	342	23	13	38380	1235	6871	15	224	1320	229	53	412	10	6	7
225	java.awt.event.WindowStateListener	9	342	23	13	38380	1235	6871	15	224	1320	229	53	412	10	6	7
226	java.awt.font.CharArrayIterator	4	3836	2	4	5592	2529	2427109	0	16	12528	1555	1	3696	2	1	8
227	java.awt.font.FontRenderContext	12	3993	20	46	9746	615	2397754	18	25	12722	34974	31	4142	84	87	8
228	java.awt.font.GlyphJustificationInfo	7	3838	4	17	6133	20	2413168	1	16	12498	15502	2	3737	13	19	8
229	java.awt.font.GlyphMetrics	5	3871	0	10	6055	0	2421543	0	0	12545	7856	0	3814	0	10	8
230	java.awt.font.GlyphVector	14	4161	39	52	9249	9127	2403481	44	345	12716	35186	108	4545	120	92	8
231	java.awt.font.GraphicAttribute	10	3929	9	36	6984	3923	2407289	1	65	12483	23302	11	4003	47	61	8
232	java.awt.font.ImageGraphicAttribute	10	3994	13	32	7851	4316	2408935	4	75	12760	23192	23	4144	46	47	8
233	java.awt.font.LayoutPath	5	3864	0	10	6090	0	2421210	0	0	12535	7870	0	3793	0	10	8
234	java.awt.font.LineBreakMeasurer	7	3863	6	15	6359	2587	2415950	1	38	12494	12983	7	3766	13	14	8
235	java.awt.font.LineMetrics	5	3935	0	10	8127	0	2423756	0	0	12812	7850	0	3945	0	10	8
236	java.awt.font.MultipleMaster	1	73	0	0	5210	0	2128	0	0	500	0	0	0	0	0	8
237	java.awt.font.NumericShaper	4	3977	1	5	6801	1138	2437464	0	150	12350	2519	0	3987	2	2	8
238	java.awt.font.OpenType	1	1314	0	0	1719	0	855807	0	0	6834	0	0	0	0	0	8
239	java.awt.font.ShapeGraphicAttribute	9	3937	8	28	6928	3922	2411213	1	73	12487	19374	11	4027	31	41	8
240	java.awt.font.StyledParagraph	5	3852	2	8	5983	2515	2423484	0	33	12523	5379	1	3724	4	5	8
241	java.awt.font.TextAttribute	6	3825	3	12	5644	6	2416913	1	4	12506	11721	0	3695	9	10	8
242	java.awt.font.TextHitInfo	7	3868	10	11	7169	6371	2419724	2	78	12587	9219	18	3731	8	7	8
243	java.awt.font.TextJustifier	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	8
244	java.awt.font.TextLayout	18	4221	84	69	9571	16022	2394793	172	484	12731	45561	296	4603	236	112	8
245	java.awt.font.TextLine	13	4147	32	46	9346	10142	2407690	23	258	12866	30144	94	4481	95	74	8
