mS#id1	mS#id2	mD#data	C#e2v-0	C#e2v-1	C#e2v-2	C#e2v-3	C#e2v-4	C#e2v-5	C#e2v-6	C#e2v-7	C#e2v-8	C#e2v-9	C#e2v-10	C#e2v-11	C#e2v-12	C#e2v-13	C#e2v-14	C#e2v-15	C#e2v-16	C#e2v-17	C#e2v-18	C#e2v-19	C#e2v-20	C#e2v-21	C#e2v-22	C#e2v-23	C#e2v-24	C#e2v-25	C#e2v-26	C#e2v-27	C#e2v-28	C#e2v-29	C#e2v-30	C#e2v-31	cD#class
1	13	train	0.09006747	-0.00042279868	0.20554507	0.099433966	0.046491742	0.05606127	0.08942582	0.11672757	0.044785094	-0.0011784062	0.069820516	0.0035443376	0.08513635	0.0061113248	0.03921115	0.07727632	0.027640492	0.061462924	0.0063562603	0.021249516	0.14359137	0.16352125	0.19271904	0.096603304	-9.452869e-05	0.01446096	0.06934293	-0.00018771754	-0.0014522409	0.10177011	0.10163295	-0.009394822	1
3	29	train	0.03083227	0.0074834055	0.12121475	0.106958434	0.013405618	0.00019388023	0.0063835196	0.014798783	0.040984947	0.082673304	-0.0004956542	-0.0035978092	0.02250688	0.041823924	0.066374935	0.085245326	0.07656281	-0.0038351342	0.06847286	0.21599768	0.032672487	0.12935872	0.16295709	0.0057543963	0.04731847	0.01419945	0.0037305888	0.0039410647	0.002449856	0.010271181	0.0149425855	0.0226845	1
1	8	train	0.07816406	0.0015906385	0.1880585	0.0724366	0.010449566	0.034083452	0.08151548	0.10565962	0.04261254	-0.003392357	0.058968652	-0.0011496347	0.057257924	0.003735558	0.05088505	0.077046126	0.018412448	0.0374444	0.00064523483	0.02218146	0.049494825	0.13436761	0.19732732	0.078829296	-3.7137925e-05	0.018597763	0.026513739	-0.005643294	-0.0025546418	0.09072181	0.04392197	-0.010743191	1
3	8	train	0.09008616	0.010300386	0.10219923	0.06045328	-0.0033639031	0.002503888	0.056418724	0.12959859	0.05455782	0.047736593	0.0028510015	-0.0005114483	0.023152864	0.017309828	0.056963786	0.08819863	0.031153169	0.0052227867	-0.0016529451	0.14754556	0.018387372	0.12827058	0.13607524	0.064136714	-0.011348134	0.013399169	0.0019527856	0.004143469	0.0065043196	0.022654822	-0.015972506	0.041065346	1
6	7	train	0.0018809723	0.15192503	0.26559937	0.21309762	0.019501468	0.052955974	0.076845415	0.015364935	0.0031060595	0.08591746	0.054171614	-0.0011079481	0.025156215	-0.0012585187	0.013931153	0.1280795	0.0003984074	0.040286303	0.01590572	0.045152355	0.38830015	0.12543343	0.4654577	0.0009943396	0.0342404	-0.00015839754	0.31159487	0.021394202	0.05507365	0.5115531	0.3719465	0.09198957	1
1	2	train	0.088876836	-0.0011148552	0.23112185	0.051464718	0.026641617	0.05521836	0.09126825	0.15057327	0.061972078	-0.00067647727	0.10229144	0.0033936962	0.050080903	0.0036038922	0.07161918	0.062896624	0.016159566	0.049065206	0.0031051058	0.010482745	0.081005625	0.123495236	0.22138146	0.09696019	-1.8315397e-05	0.018053187	0.027949085	0.0055281604	-0.009920962	0.06991045	0.040137388	-0.0157729	1
2	8	train	0.11523416	-0.0033069605	0.15778708	0.028118165	0.007261373	0.026847292	0.09441108	0.13224587	0.074779585	0.0059492546	0.082372256	-0.002283132	0.04175333	0.01208429	0.076634586	0.0733751	0.014555264	0.023587693	0.0003643089	0.05062421	0.022434594	0.09049627	0.1776268	0.13298917	0.0014016046	0.033171795	0.010530961	-0.002006495	0.0034645565	0.053926118	0.023561329	0.04076182	1
1	14	train	0.09160286	0.0045181615	0.09813693	0.07391136	0.0006297603	-0.003904149	0.08829097	0.11001944	0.03935801	-0.0023322215	0.059164375	-0.0029698545	0.017456353	0.0018379537	0.043955717	0.068894185	0.011698317	-0.015018691	0.0010934738	0.022441974	0.05263603	0.15092875	0.20626457	0.06663936	2.1049838e-05	0.012233329	0.027141437	-0.0045611504	-0.0064073754	0.09165477	0.05695422	-0.019851906	1
7	17	train	0.008633942	0.16554548	0.25490105	0.23593494	0.053252712	0.045242213	0.12725073	0.026975963	0.00045512628	0.11462995	0.06570084	0.0002301368	0.017062603	0.0018103155	0.016123816	0.14898513	-0.003668176	0.03071678	0.03330248	0.01165822	0.38361147	0.12162352	0.5123661	0.00052878866	0.047389496	-0.0016925476	0.27447194	0.020563815	0.059705175	0.59856755	0.45078382	0.06279255	1
5	11	train	0.0047870646	0.18087064	0.35985205	0.22067977	0.015790278	0.059933115	0.0151754925	0.01197038	0.000828685	0.061578535	0.06444646	-0.003211525	0.040638763	0.0026629905	0.008325726	0.15928712	0.0054885335	0.054011106	0.023744255	0.034461968	0.36920324	0.13586725	0.47449052	0.014028019	0.03330405	0.014815428	0.36764616	0.0257977	0.08918584	0.49680018	0.39451915	0.12620994	1
25	26	train	-0.00019535459	0.009312727	0.35115504	0.17041406	0.18367483	0.005585038	0.028401602	0.0018895956	0.036156826	0.24473158	0.041775584	0.03591001	0.09645024	0.17321362	0.065466724	0.13630657	0.23922299	0.00619398	0.35518444	0.43648863	0.0791738	0.19729918	0.22055739	0.008813289	0.08448928	0.054092493	0.0915246	0.0064357715	0.011909801	0.00063748704	0.12316529	0.00017179083	1
1	12	train	0.09343399	-0.00016315264	0.2622294	0.08933873	0.021521948	0.058478393	0.06965481	0.078897476	0.05221782	0.00016308347	0.07781168	0.0030710427	0.10905525	0.0068194615	0.055119317	0.093724735	0.034336817	0.0740511	0.0019029347	0.016089873	0.11279029	0.17651527	0.19717549	0.07018284	-0.000119060314	0.02051891	0.0895461	0.003401572	0.005239402	0.10231934	0.07826883	-0.00015110511	1
1	5	train	0.0183487	0.009220078	0.30657855	0.1637369	0.023825867	0.08239186	0.029821793	0.043031447	-0.012630147	0.004449884	0.07452719	0.0011670841	0.051753048	0.0020726721	0.02930024	0.099478945	0.01173599	0.062307555	0.012344674	0.013316144	0.25312924	0.15885742	0.32027444	-0.02146769	-0.0001234771	0.01234798	0.15926547	0.022421043	0.022883981	0.2182005	0.16256633	0.019763948	1
3	9	train	0.021764698	0.013017031	0.06259382	0.06319124	0.0033962755	0.000831823	0.049952872	0.18382365	0.05682035	0.069405004	0.0023823765	-0.0030073842	-0.02336095	-0.0030891306	0.07026039	0.04199728	0.003900937	-0.008022476	0.01888728	0.19352295	0.024845712	0.022030033	0.2039059	0.046357874	0.038785852	0.007176055	0.00027616872	0.0021374088	0.04075341	0.019451873	0.009045053	0.098846	1
24	30	train	0.02915224	0.22216764	0.01075131	0.0013806722	0.10053458	-3.2218515e-05	0.0073660943	0.34986696	-0.001880726	0.026611904	0.0099281	-0.00072169746	0.31070167	0.047757413	0.20243673	0.06518564	0.016122136	0.1250145	0.05839293	0.21344808	0.004730564	-0.0018010398	0.5596756	0.0017184212	0.16291532	0.043410428	0.0032429285	0.0031022935	0.13243744	0.24687687	0.05532835	0.16831544	1
31	33	train	-0.0063101198	0.007356382	0.07496769	0.039993472	-0.006622202	-0.0015425753	0.059877865	0.20509267	0.028355487	0.07945535	0.019062486	0.03878248	0.087119326	-0.0008654302	0.11400962	0.019262591	-0.003281779	0.06935764	0.022281945	0.18062541	0.013506458	-0.000609259	0.4095686	0.023981195	0.037089508	0.02261711	-0.00026021898	0.0060370225	0.022601776	0.071799815	0.08401699	0.09985656	1
4	13	train	0.17070018	-0.00092084287	0.1142156	0.07053459	0.021120233	0.004289493	0.14222209	0.09046167	0.082911484	0.0068264445	0.06772635	-0.0144743575	0.08315113	0.012090799	0.03290954	0.0988298	0.036039263	0.011324787	0.0017008495	0.09444938	0.033170383	0.17131914	0.15049404	0.15260467	0.0059071053	0.017773306	0.0191627	0.000196355	-0.00032762147	0.07997777	0.080294184	0.023893058	1
1	7	train	0.018485105	0.008604902	0.26581976	0.16431628	0.037987944	0.046110027	0.087923914	0.048617143	-0.006285873	0.005290457	0.057543233	-0.0014287654	0.03754101	-0.0014623574	0.021613786	0.08962937	0.003918093	0.051366296	0.012003986	0.012543601	0.23762654	0.1549838	0.33102846	-0.0024966341	-0.00012677275	0.002109669	0.13216503	0.013802595	0.021395553	0.24823597	0.16701396	0.017503778	1
24	33	train	-0.008324663	0.04391473	0.044695783	0.015650276	0.021706242	0.0018054723	0.016241724	0.26464248	0.0017984468	0.05379273	0.005348594	0.003406324	0.15642537	-0.014260946	0.16663721	0.034347117	-0.008307223	0.1403276	0.08072237	0.21514091	-0.005712846	-0.0016370203	0.4873857	-0.0010384504	0.086016774	0.030593827	0.015625786	0.0034794598	0.046994593	0.11221847	0.13604857	0.12541442	1
21	33	train	-0.0066580963	0.022878708	0.05199218	0.04429175	0.008342827	0.00056414254	0.039292526	0.20223583	0.019360844	0.10819747	0.009978143	0.039021414	0.11603704	-0.0036951627	0.13369782	0.02075246	0.0014285137	0.122229226	0.080084346	0.2047059	0.015845256	0.0021609662	0.47023433	0.015175848	0.07982916	0.02246968	0.0049682097	0.003012147	0.032105267	0.066959254	0.11789006	0.13052888	1
2	18	train	0.11493137	-0.0024670376	0.17326848	0.017480157	0.020208418	0.046253696	0.09939892	0.15825135	0.08384648	0.0008306256	0.1375889	0.0031083704	0.021557163	0.0009634672	0.094447985	0.058545403	0.00574232	0.031596415	0.0047074067	0.029691724	0.03741077	0.062054053	0.21660557	0.14672972	0.003797866	0.043343283	0.020915484	-9.79828e-05	0.0013258179	0.081601955	0.03625228	0.02522275	1
3	14	train	0.10557474	0.029257942	0.053331908	0.06168407	-0.00020273116	-0.00028681222	0.06110819	0.1349462	0.050390966	0.03281857	0.0028604642	-0.0013212259	0.007058665	0.00851671	0.049206674	0.07886669	0.019793112	-0.0020948239	-0.002801231	0.14927843	0.019554332	0.14408024	0.14223829	0.05421879	0.006432141	0.008813771	0.0019990166	0.0033489277	0.016313683	0.022887798	-0.020711767	0.075882986	1
9	34	train	0.010519052	0.027237728	0.0339688	0.030324107	0.010354591	0.0014006849	0.06507386	0.26845837	0.005763891	0.034513835	0.01688526	-0.001892052	0.08028878	0.0021701131	0.1290528	0.020935511	-0.0007782879	0.035127047	0.019347876	0.21439268	-0.0062985555	0.0016516525	0.39790624	0.025863018	0.067485295	0.008816731	-0.00015827903	0.0016570017	0.065407336	0.0758043	0.027853688	0.12489377	1
32	33	train	0.0020699464	0.019767359	0.11709583	0.081588194	0.020446835	-0.0028446934	-0.037788507	0.09493084	0.024037486	0.10148091	-0.017551847	0.029039076	-0.054861736	0.014011619	0.11648273	0.043106023	0.036409035	0.0118257	0.12410862	0.18426023	0.056683313	-0.024136798	0.35375187	0.0018538432	0.07140887	0.042357814	0.04166512	0.0011466289	0.008903682	0.011882428	0.12714264	0.015275679	1
16	34	train	0.0072465693	0.06405431	0.034517754	0.023880197	0.016365554	-0.002289201	0.048227474	0.25946596	0.0036599443	0.039318442	0.0127690155	-0.0029239454	0.1647248	0.005719662	0.17546932	0.024827037	0.00048218668	0.07367709	0.033435144	0.19542632	-0.0054835333	-0.0013390138	0.47621086	0.013969361	0.1056601	0.012067848	-0.0010582993	0.0048841853	0.05250721	0.10427806	0.06801611	0.13941702	1
16	33	train	-0.0030497091	0.024958154	0.05999635	0.03800958	0.0059662736	0.004811882	0.032771945	0.17912357	0.019167883	0.09705448	0.011314602	0.063450806	0.13167526	-0.0033451163	0.14820898	0.029596103	-0.0008540381	0.14331184	0.059032675	0.17763445	0.021448592	0.0034313144	0.49025238	0.011213126	0.068523794	0.02349203	0.011387579	0.0050251437	0.02201566	0.07839881	0.09366636	0.13206005	1
9	33	train	-0.0044269296	0.010612922	0.059042193	0.048266206	0.0037748995	-0.0029442285	0.044219546	0.18533151	0.030186689	0.085194685	0.014962	0.041058302	0.064180054	-0.0012691801	0.10900359	0.02495705	0.0013784859	0.06832682	0.034160372	0.1948741	0.024636514	-0.0042324723	0.40963888	0.020760097	0.04376627	0.017163202	0.0017031241	0.0017048232	0.027424531	0.056991536	0.03835788	0.11830319	1
3	10	train	0.051677503	0.04088638	0.042582624	0.07628685	0.012346462	-0.0006576438	0.044512182	0.1452441	0.033060428	0.07074859	0.0006716047	-0.0029702736	-0.012200317	-0.0025193947	0.06364344	0.06811075	0.0005217726	-0.0081388615	0.026107196	0.21788639	0.007596852	0.094343066	0.17588547	0.015509994	0.054792643	0.0052524186	0.0002966824	0.00029804558	0.037154842	0.02071547	0.0030920985	0.08034846	1
23	33	train	0.0029163237	0.0047023	0.093573354	0.05949322	0.00091166364	0.005185487	0.0361662	0.19275258	0.031127345	0.116068386	0.006379464	0.08743401	0.11140582	0.0052843476	0.13876565	0.012062889	0.013440862	0.15860477	0.14058547	0.18471234	0.048451178	0.004188341	0.45422804	0.00792377	0.07289247	0.016519943	0.016395532	0.007928682	0.012635802	0.05101668	0.20917584	0.07954774	1
27	30	train	0.031989567	0.31362554	0.008294363	0.0009879223	0.10953672	-8.692077e-05	0.001958479	0.37756374	0.006643319	0.005139057	0.012737052	0.004914476	0.33516756	0.07364098	0.21869464	0.07220798	0.029392658	0.1030692	0.02313951	0.21407501	0.007817915	-0.0024223442	0.5940309	0.01131603	0.16328791	0.05381271	0.0026388497	0.0057331487	0.1329509	0.2954475	0.04303861	0.16546687	1
2	31	train	0.039683573	-0.0028967883	0.12270633	0.02435398	0.012861015	0.0046729525	0.11319108	0.20757931	0.07315628	0.00806701	0.087696806	-0.012680979	-0.05718622	-0.0014705285	0.09886378	0.026966803	-0.004339041	-0.036778554	-0.0027152593	0.061544508	0.016619282	0.0022373123	0.2661244	0.111038744	-0.004059626	0.023410771	-0.00022755195	-0.0036652617	0.017890112	0.05833281	-0.029224722	0.0828166	1
15	34	train	0.011564311	0.054773964	0.0282985	0.029360011	0.022574453	-0.0022651798	0.036565073	0.28596672	0.004276169	0.044257615	0.005157116	-0.002963576	0.16119455	-0.0011368233	0.18294364	0.021098528	-0.0021774694	0.07995995	0.06225431	0.25278303	-0.004984683	-0.0010526979	0.45198205	0.015102701	0.11937038	0.01366496	-0.0010861561	0.0056950976	0.07676439	0.08577779	0.11670962	0.14138293	1
2	20	train	0.12907246	-0.0025026784	0.20089307	0.025920121	0.020339115	0.04853048	0.09183115	0.13546668	0.079197355	0.0022351793	0.111861706	0.00548238	0.05197795	0.0092256935	0.08718474	0.08180865	0.015902065	0.044190876	0.0035345575	0.028277094	0.03199608	0.10575179	0.18944235	0.1269431	0.0035642644	0.045185268	0.025021398	0.00063855376	-0.0012278593	0.07277054	0.04076951	0.017777435	1
14	34	train	0.051025115	0.06122132	0.028942484	0.029600846	-0.0006180883	-0.0004829556	0.07960595	0.19707713	0.00511169	0.016320072	0.020273741	-0.00083123	-0.024259785	-0.005982986	0.09038179	0.0393148	-0.0039489847	0.009172352	-0.0028695436	0.16537678	-0.004957155	0.010802093	0.2775668	0.030248616	0.0111915795	0.010828881	-0.0011456852	0.002596218	0.026182706	0.08919416	-0.06378062	0.09587957	1
25	28	train	-0.0008482122	0.014049781	0.29745513	0.16485593	0.18729146	-0.0013556697	0.0056818877	0.006740902	0.05098397	0.27169853	0.032571	0.056144625	0.11199376	0.16362737	0.038108744	0.14099397	0.22056226	0.003027667	0.2853944	0.46357226	0.051216632	0.24088232	0.19510694	-0.0017760916	0.08369314	0.035549104	0.04369436	0.008168235	0.0173056	0.0005604953	0.11415295	0.00033442833	1
1	6	train	0.0061344407	0.009467696	0.27523413	0.1719407	0.019681655	0.08050933	0.06887281	0.038020354	-0.017449968	0.0062644137	0.06893775	0.0013251357	0.046020992	0.00095876516	0.030651446	0.0943754	0.0020786135	0.06108776	0.0072870585	0.01653351	0.2920313	0.14840247	0.3458078	-0.022889938	-0.00013107546	-0.00075994077	0.16589922	0.02409964	0.018830268	0.242371	0.16663218	0.021847313	1
9	31	train	0.00843187	0.005223099	0.061150886	0.03583071	-0.005092985	0.00095822493	0.08950964	0.20660761	0.05238898	0.058816653	0.042245325	0.025259621	0.06596912	0.00027201988	0.08663827	0.015729403	-0.00061907363	0.043113574	0.0064470894	0.17080899	0.013721092	0.00041807976	0.3554523	0.06525076	0.028134307	0.012916073	-3.0528387e-05	0.0019301034	0.028863657	0.0649955	0.018110113	0.13577594	1
24	34	train	0.019780656	0.11270576	0.025714865	0.009832565	0.05954046	-0.00085893396	0.023901459	0.3833427	0.00034339807	0.021792362	0.006036118	-0.00015697049	0.19568701	0.024384143	0.1972871	0.028812481	0.0046902266	0.072142884	0.045719832	0.23668942	0.0014605426	0.0006388202	0.47342625	-0.001293706	0.13263336	0.015716039	-0.001452175	0.0033818583	0.1120818	0.1492615	0.09879207	0.13240117	1
27	34	train	0.021705864	0.15910241	0.019838367	0.007035566	0.06487188	-0.0023172763	0.0063548605	0.41368958	-0.0012129906	0.0042083496	0.0077439137	0.0010689074	0.21109618	0.03759986	0.21313144	0.031916402	0.008550866	0.05947878	0.01811751	0.23738463	0.0024137495	0.00085919385	0.50248724	-0.008519225	0.1329367	0.019482015	-0.00118167	0.0062497947	0.11251634	0.17862725	0.07684801	0.1301604	1
29	32	train	-0.0039183046	0.008068633	0.1849669	0.12372337	0.062069744	0.00041186908	-0.0072187656	0.0076988903	0.032034088	0.08948206	0.008092642	0.022626804	0.040023997	0.059627336	0.083622545	0.07144715	0.13480037	0.0035141374	0.1301852	0.19448231	0.075723924	0.097256236	0.2453561	0.00062612933	0.06608374	0.047864404	0.06602987	0.0006759376	0.000683526	0.0056796833	0.045275148	0.004766688	1
1	4	train	0.11425639	0.0011679193	0.15306677	0.094047666	0.017416583	0.0053637633	0.12532595	0.093232214	0.065377995	-0.0022345588	0.071032025	-0.006978564	0.06707641	0.002204072	0.03991232	0.08446387	0.026653318	0.01435132	0.0014715962	0.020415358	0.04128373	0.19210818	0.19205011	0.090790555	-3.0326308e-05	0.012439894	0.019445768	-0.016263438	0.0016503264	0.09242803	0.05911269	-0.01057242	1
2	22	train	0.14258975	0.00037305453	0.18286607	0.024021458	0.01840725	0.048276395	0.11549262	0.15531322	0.07265977	-0.0013018566	0.13318554	0.009253023	0.04947572	0.007742732	0.08569567	0.068142004	0.013852667	0.040510353	0.004941893	0.027559137	0.038449343	0.09117688	0.20458694	0.15551418	0.0036426005	0.03825503	0.024679119	-0.0013973366	0.004665973	0.07854967	0.037043374	0.020065904	1
6	17	train	0.0028652481	0.18214436	0.2639287	0.24688254	0.027590374	0.0789941	0.0996784	0.021096172	0.0012634584	0.13573296	0.0787107	-0.00021344476	0.020916803	-0.0011868969	0.022865882	0.15687416	-0.0019460282	0.036530167	0.020216377	0.015366505	0.47143954	0.11645882	0.5352416	0.004848103	0.048997913	0.0006096862	0.34452897	0.03590488	0.052546646	0.5844254	0.4497533	0.07837442	1
4	14	train	0.17361014	0.009840421	0.054531924	0.05242984	0.00028608704	-0.0002987235	0.14041723	0.08526299	0.07286422	0.013510436	0.057389826	0.012128285	0.017049303	0.0036362542	0.03689161	0.08810977	0.015252939	-0.0027672532	0.0002925988	0.09974959	0.012159208	0.15812616	0.16107172	0.10527049	-0.001315406	0.015035425	0.00750045	0.004771023	-0.0014454859	0.07202846	0.04499616	0.050487682	1
6	11	train	0.0016004385	0.18572818	0.323061	0.23173662	0.013043757	0.05856373	0.035047483	0.010576407	0.0011449215	0.08668842	0.05961306	-0.0036464438	0.0361377	0.0012318313	0.008709674	0.15111525	0.00097209873	0.052953735	0.014016229	0.042788465	0.42594406	0.12692536	0.5123185	0.014957386	0.035353467	-0.00091179664	0.38295937	0.027729098	0.07338729	0.55183166	0.4043862	0.13951404	1
15	33	train	-0.004866825	0.021342155	0.04918648	0.046731677	0.008229808	0.00476139	0.024847012	0.19741848	0.02239518	0.10924643	0.0045697116	0.06431081	0.12885329	0.0006648655	0.15452212	0.02515138	0.0038566845	0.15553285	0.10991544	0.22976933	0.01949736	0.0026976103	0.46530914	0.012122852	0.077415325	0.026601069	0.011687326	0.0058594598	0.03218641	0.06448985	0.1607232	0.13392222	1
10	34	train	0.02497615	0.08555346	0.023108996	0.036608405	0.037641987	-0.0011073891	0.057986245	0.21211633	0.0033536695	0.035181973	0.0047600456	-0.0018687043	0.041931026	0.0017698741	0.11689893	0.033952996	-0.00010410046	0.03563665	0.02674386	0.24138351	-0.0019258532	0.0070731607	0.3432266	0.008653011	0.09533625	0.006453289	-0.00017003593	0.00023105643	0.059631795	0.08072855	0.009521929	0.10152178	1
2	4	train	0.16844364	-0.0024281212	0.12842791	0.036507066	0.012102734	0.004224998	0.14515227	0.116691455	0.11473007	0.0039187972	0.09922336	-0.013859169	0.048913114	0.007130032	0.060109288	0.0804394	0.021069773	0.009040458	0.00083088444	0.046593472	0.018712739	0.12938441	0.17287646	0.15316844	0.0011445306	0.022188345	0.0077236416	-0.0057825283	-0.0022381411	0.054940317	0.031710178	0.04011389	1
21	34	train	0.015820641	0.05871748	0.029912708	0.027827082	0.022884466	-0.00026838473	0.05782321	0.2929448	0.003696788	0.04383266	0.011260763	-0.001798188	0.14516151	0.0063181906	0.1582891	0.017408442	-0.0008065334	0.06283845	0.045358468	0.22520924	-0.0040509882	-0.00084328133	0.45676616	0.018906139	0.12309238	0.011542668	-0.00046171818	0.0029276542	0.07657086	0.08906233	0.08560622	0.13780056	1
31	34	train	0.014993796	0.018879922	0.04313123	0.025126612	-0.018164774	0.00073386356	0.08811677	0.297083	0.0054142387	0.032188732	0.021512834	-0.0017871775	0.108985655	0.0014797598	0.1349796	0.01615865	0.0018528798	0.035656992	0.012620131	0.19871685	-0.0034530526	0.00023775327	0.397838	0.029875876	0.057190083	0.011618402	2.4183326e-05	0.0058676796	0.053905096	0.09550075	0.06100919	0.1054195	1
5	7	train	0.0056261686	0.14795157	0.29584652	0.2029301	0.023607738	0.05419423	0.033273917	0.017390037	0.002248141	0.061030887	0.05856382	-0.0009758009	0.028289499	-0.0027206836	0.013317027	0.13500567	0.0022494346	0.041090734	0.026945153	0.036365855	0.33657396	0.13427022	0.4310898	0.000932557	0.032255508	0.0025737397	0.29913527	0.019904045	0.066929705	0.46053836	0.362871	0.08321742	1
1	18	train	0.07795867	0.001186638	0.20650999	0.045031503	0.029081166	0.058720473	0.08582203	0.12643705	0.047779236	-0.00047363556	0.09849715	0.0015651705	0.029562157	0.00029783192	0.06271308	0.061474487	0.0072640493	0.05015789	0.008337383	0.013009701	0.082535006	0.092137	0.2406292	0.08697401	-0.00010063099	0.024300406	0.052658796	-0.00027557794	-0.0009776114	0.13728184	0.067579865	-0.006647711	1
25	9	train	-0.0006315071	0.013196246	0.12662321	0.099764794	0.025104146	0.0032984996	-0.02983855	0.018562319	0.042518932	0.13308942	-0.03613	0.0456536	-0.07957924	-0.008279576	0.06501338	0.052010067	0.008029088	0.013951611	0.060963653	0.31369942	0.043134242	0.027798133	0.26984626	-0.02049	0.048869476	0.02240317	0.0033557026	-0.0023178302	0.01618436	-0.010185606	0.03362967	0.0006336903	0
