mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	C#distance	D#flpa	D#louvain	D#markov	D#sbm	cD#class
2	32	test	70	0.0625	0.7213475204444817	2	1	0	1	1	1
22	33	test	0	0.0	0	34	0	0	0	0	1
0	8	test	52	0.0625	0.5138983423697507	2	0	0	0	0	1
26	33	test	13	0.07692307692307693	0.7213475204444817	2	1	1	1	0	1
2	3	test	35	0.3333333333333333	1.4921045267738797	2	0	0	0	0	1
13	27	test	20	0.2857142857142857	0.9037695876210308	2	0	0	0	0	0
3	17	test	10	0.4	0.870769592214268	2	1	1	1	1	0
6	24	test	6	0.0	0	4	0	0	0	0	0
11	25	test	2	0.0	0	5	0	0	0	0	0
11	20	test	2	0.0	0	4	0	0	0	0	0
12	14	test	4	0.0	0	4	0	0	0	0	0
13	18	test	10	0.16666666666666666	0.3898712452512801	2	0	0	0	0	0
14	21	test	4	0.0	0	4	0	0	0	0	0
21	31	test	8	0.0	0	4	0	0	0	0	0
12	30	test	8	0.0	0	3	0	0	0	0	0
5	17	test	4	0.3333333333333333	0.3898712452512801	2	1	1	1	1	0
1	6	test	24	0.1	0.3898712452512801	2	1	1	1	0	0
10	32	test	0	0.0	0	34	0	0	0	0	0
11	33	test	13	0.0	0	3	0	0	0	0	0
19	21	test	4	0.3333333333333333	0.3898712452512801	2	1	0	1	1	0
3	31	test	20	0.0	0	4	0	0	0	0	0
