mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	C#distance	D#flpa	D#louvain	D#markov	D#sbm	cD#class
20	189	train	903	0.03225806451612903	0.4663831280446533	2	1	1	1	0	1
36	132	train	2695	0.5294117647058824	10.602516354885035	2	1	1	1	1	1
659	1050	train	6324	0.003787878787878788	1.2713318713866406	2	1	0	1	0	1
495	659	train	3162	0.0018957345971563982	0.38951505909710493	2	1	0	1	0	1
659	892	train	6324	0.004739336492890996	1.3369192016418379	2	1	0	1	0	1
701	1031	train	84	0.25	0.724200835787137	2	1	1	1	0	1
423	659	train	6324	0.002838221381267739	0.5388656912339997	2	1	0	1	0	1
593	1282	train	10736	0.0061162079510703364	2.3506019300878713	2	1	0	1	0	1
209	211	train	115	0.0	0	3	0	1	1	0	1
386	593	train	9760	0.004073319755600814	1.0425946517869664	2	1	0	1	0	1
554	968	train	1314	0.013513513513513514	0.4771800279910175	2	1	1	1	0	1
1134	1136	train	42	0.4444444444444444	1.2697271319278947	2	1	1	1	1	1
555	595	train	1356	0.017543859649122806	0.8561032096809686	2	1	1	1	0	1
593	1330	train	6832	0.0020387359836901123	0.5779654648656383	2	1	0	1	0	1
593	1329	train	3904	0.0010214504596527069	0.14367098296238656	2	1	0	1	0	1
438	1292	train	504	0.04411764705882353	0.7177522547465368	2	1	0	0	0	1
659	1279	train	5270	0.0037914691943127963	1.3638361927335139	2	1	1	1	0	1
659	1386	train	6324	0.004739336492890996	0.9116939007909554	2	1	1	1	0	1
572	1229	train	170	0.0	0	3	1	0	1	0	1
263	593	train	8784	0.003054989816700611	0.7318518635557191	2	1	0	1	0	1
554	631	train	1314	0.01809954751131222	0.857331477918446	2	1	1	1	0	1
132	211	train	1265	0.05405405405405406	0.995645901495522	2	1	1	1	0	1
879	886	train	120	0.23809523809523808	0.9224795580529772	2	1	1	1	0	1
99	211	train	920	0.03278688524590164	0.4663831280446533	2	1	1	1	0	1
593	1069	train	5856	0.00408997955010225	1.2636955359582314	2	1	0	1	0	1
554	1049	train	1533	0.018018018018018018	1.0368953940010108	2	1	1	1	0	1
659	1081	train	10540	0.005671077504725898	2.2315219583719497	2	1	0	1	0	1
659	1117	train	3162	0.0	0	3	1	0	1	0	1
639	1334	train	8280	0.004816955684007707	1.8168453600509713	2	1	0	1	0	1
851	852	train	1920	0.13580246913580246	4.59600621228873	2	1	1	1	1	1
1305	1350	train	235	0.0196078431372549	0.31066746727980593	2	1	1	1	0	1
756	757	train	40	0.4444444444444444	0.9192794448914199	2	1	1	1	1	1
1327	1355	train	354	0.06557377049180328	1.1412165171984119	2	1	1	1	0	1
30	82	train	2146	0.3194444444444444	6.182036095080168	2	1	1	1	1	1
554	1348	train	3942	0.025974025974025976	1.697470858596632	2	1	0	1	0	1
110	350	train	1156	0.0759493670886076	1.6665783835743406	2	1	1	1	0	1
576	659	train	3162	0.0018957345971563982	0.28932317660478796	2	1	1	1	0	1
554	825	train	876	0.00904977375565611	0.33313257380736216	2	1	1	1	0	1
554	571	train	1752	0.02252252252252252	0.8708812488106192	2	1	1	1	0	1
593	630	train	6832	0.0040858018386108275	0.8206430087097121	2	1	1	1	0	1
593	1034	train	4880	0.003067484662576687	1.1360760914168855	2	1	0	1	0	1
525	584	train	130	0.06896551724137931	0.6764715770134336	2	1	1	1	0	1
48	55	train	1769	0.08433734939759036	2.0409981199708627	2	0	0	1	0	1
659	1269	train	3162	0.0018957345971563982	0.28932317660478796	2	1	1	1	0	1
240	659	train	3162	0.0018957345971563982	1.3426824550040934	2	1	1	1	0	1
1202	1220	train	143	0.09090909090909091	0.7585326888556978	2	1	1	1	1	1
94	109	train	28	0.2222222222222222	0.2877184371460419	2	1	1	1	1	1
639	784	train	9315	0.006750241080038573	3.3272527892361725	2	1	0	1	0	1
396	431	train	35	0.09090909090909091	0.25562221863533147	2	1	1	1	1	1
639	1055	train	6210	0.0019249278152069298	0.9924051084544989	2	1	0	1	0	1
50	370	train	1008	0.11290322580645161	1.9626179615670603	2	1	1	1	0	1
639	1119	train	8280	0.0057859209257473485	2.4763983923496498	2	1	0	1	0	1
1387	1409	train	42	0.08333333333333333	0.14404745418365533	2	1	1	1	1	1
1121	1122	train	36	0.09090909090909091	0.14404745418365533	2	1	1	1	1	1
44	47	train	663	0.10344827586206896	1.3811796379788412	2	1	1	1	0	1
464	593	train	4880	0.003067484662576687	0.7452694578589116	2	1	0	1	0	1
18	67	train	2365	0.13953488372093023	2.926769830046943	2	1	1	1	0	1
1284	1352	train	50	0.15384615384615385	0.7591444041795812	2	1	1	1	1	1
20	275	train	817	0.03333333333333333	0.4663831280446533	2	1	1	1	0	1
554	630	train	1533	0.02262443438914027	0.9293834268422849	2	1	1	1	0	1
1283	1374	train	110	0.10526315789473684	0.2889467053835192	2	1	1	1	1	1
659	1133	train	7378	0.002835538752362949	1.0749781879776523	2	1	0	1	0	1
361	659	train	4216	0.002843601895734597	1.424425094208671	2	0	0	1	0	1
743	1142	train	192	0.08571428571428572	0.6913763097653638	2	1	1	1	1	1
639	1000	train	6210	0.002890173410404624	1.9393221477161111	2	1	0	1	0	1
345	363	train	560	0.4117647058823529	3.711361122386581	2	1	1	1	0	1
470	593	train	2928	0.0010224948875255625	0.3459762562611936	2	1	0	1	0	1
1382	1408	train	56	0.07142857142857142	0.3898712452512801	2	1	1	1	1	1
51	104	train	1144	0.1111111111111111	1.6195914326421494	2	1	1	1	0	1
164	639	train	6210	0.0	0	3	1	0	1	0	1
485	639	train	4140	0.0019286403085824494	0.5952454905304401	2	1	1	1	0	1
18	197	train	731	0.0	0	3	1	1	1	0	1
432	441	train	210	0.2916666666666667	2.3957671681185033	2	1	1	0	1	1
639	684	train	4140	0.0019286403085824494	0.5225941646523378	2	1	1	1	0	1
1011	1014	train	72	0.3076923076923077	1.3377058136347841	2	1	1	1	1	1
227	238	train	49	0.16666666666666666	0.28932317660478796	2	1	1	1	1	1
593	876	train	5856	0.0030643513789581204	0.997192597227246	2	1	0	1	0	1
44	199	train	816	0.03076923076923077	0.4770537534150343	2	1	1	1	0	1
555	1339	train	1356	0.017543859649122806	0.8022635326360296	2	1	1	1	0	1
103	639	train	10350	0.005774783445620789	1.5220501525050152	2	1	0	1	0	1
26	208	train	2162	0.14705882352941177	4.134714656431975	2	1	1	1	0	1
659	1262	train	6324	0.004739336492890996	1.857771566106549	2	1	0	1	0	1
851	865	train	420	0.06349206349206349	1.1622905397380334	2	1	1	1	0	1
626	1292	train	252	0.015151515151515152	0.2452460618098304	2	1	1	1	0	1
628	639	train	4140	0.0019286403085824494	0.47212972171543766	2	1	0	1	0	1
943	944	train	108	0.3125	1.342868102304579	2	1	1	1	1	1
639	1463	train	8280	0.004816955684007707	2.0130397748871167	2	1	0	1	0	1
853	879	train	240	0.28	1.8256317749419073	2	1	1	1	0	1
672	781	train	980	0.02030456852791878	0.7957175252374371	2	1	1	1	0	1
780	1338	train	615	0.037037037037037035	0.5339186994349354	2	1	0	1	0	1
561	1435	train	402	0.007352941176470588	0.14527572242113262	2	1	1	1	0	1
0	275	train	798	0.03389830508474576	0.4663831280446533	2	1	1	1	0	1
139	639	train	4140	0.0028957528957528956	0.5176162087500848	2	1	0	1	0	1
603	659	train	2108	0.0009478672985781991	0.14404745418365533	2	1	0	1	0	1
639	1283	train	10350	0.005774783445620789	2.3886454095370526	2	1	0	1	0	1
1216	1327	train	472	0.03076923076923077	0.7405478445729188	2	1	1	1	0	1
37	124	train	1862	0.0875	1.6663003152934146	2	1	1	1	0	1
659	1331	train	8432	0.0018867924528301887	0.28932317660478796	2	1	0	1	0	1
48	76	train	1891	0.06976744186046512	1.3401209406558294	2	1	1	1	0	1
478	659	train	6324	0.003787878787878788	0.884568667135228	2	1	0	1	0	1
528	659	train	23188	0.017975402081362345	7.609209401747994	2	1	1	1	0	1
593	980	train	3904	0.0010214504596527069	0.20417164318237246	2	1	0	1	0	1
191	659	train	7378	0.004734848484848485	1.6331079994106807	2	0	0	1	0	1
58	364	train	748	0.10909090909090909	1.4907227985180143	2	1	1	1	0	1
206	207	train	65	0.2857142857142857	0.7519231484709755	2	1	1	0	1	1
554	1228	train	2628	0.013157894736842105	0.7898569265795269	2	1	0	1	0	1
6	197	train	476	0.046511627906976744	0.7668980144656622	2	1	1	1	0	1
562	1064	train	248	0.11428571428571428	0.8119173412571257	2	1	0	1	0	1
554	791	train	1095	0.013574660633484163	0.4771800279910175	2	1	1	1	0	1
1199	1305	train	423	0.037037037037037035	0.49002371044484894	2	1	1	1	0	1
929	939	train	55	0.3333333333333333	0.8672886414704263	2	1	1	1	1	1
639	922	train	5175	0.0028929604628736743	0.5186932881818302	2	1	0	1	0	1
555	957	train	1582	0.021929824561403508	0.9831295106343909	2	1	1	1	0	1
609	1500	train	392	0.08620689655172414	0.8080164647866181	2	1	1	1	0	1
943	1363	train	84	0.05555555555555555	0.2473379469500514	2	1	0	1	0	1
277	279	train	18	0.125	0.24954251462921184	2	1	1	1	1	1
83	659	train	4216	0.002843601895734597	0.9106581111643999	2	1	1	1	0	1
555	951	train	1356	0.017543859649122806	0.9322996413044362	2	1	1	1	0	1
81	593	train	4880	0.003067484662576687	0.9609824008744164	2	1	0	1	0	1
291	659	train	8432	0.005681818181818182	1.7273277661676683	2	1	0	1	0	1
1251	1336	train	660	0.08064516129032258	2.0233516591648883	2	1	0	1	0	1
48	344	train	2379	0.28205128205128205	6.530644255978192	2	1	1	1	0	1
356	357	train	28	0.1	0.24325728130826463	2	0	1	1	1	1
376	672	train	1176	0.01507537688442211	0.514091803500846	2	1	1	1	0	1
469	593	train	4880	0.003067484662576687	0.7452694578589116	2	1	0	1	0	1
1228	1231	train	84	0.26666666666666666	1.1406762883383672	2	1	1	1	0	1
1501	1503	train	20	0.2857142857142857	0.28932317660478796	2	1	1	1	1	1
0	168	train	966	0.06557377049180328	0.808183671607411	2	1	1	1	0	1
597	1076	train	136	0.08695652173913043	0.7653823887432671	2	1	1	1	0	1
554	1130	train	1095	0.01818181818181818	0.9339043807631822	2	1	1	1	0	1
529	1030	train	600	0.029411764705882353	0.28932317660478796	2	1	0	1	0	1
1292	1333	train	2394	0.12222222222222222	4.666735085810704	2	1	1	1	0	1
639	1249	train	3105	0.0009643201542912247	0.14367098296238656	2	1	0	1	0	1
593	1271	train	3904	0.002044989775051125	0.7650059175219984	2	1	1	1	0	1
406	639	train	2070	0.0	0	3	1	0	1	0	1
7	593	train	4880	0.003067484662576687	0.5137153322795773	2	1	1	1	0	1
659	872	train	6324	0.004739336492890996	1.382275781479703	2	1	0	1	0	1
882	900	train	209	0.15384615384615385	0.6782402213770049	2	1	1	1	0	1
593	1307	train	5856	0.0030643513789581204	1.2156799518833845	2	1	0	1	0	1
533	639	train	6210	0.004826254826254826	1.1582965364379716	2	1	0	1	0	1
128	290	train	3584	0.22448979591836735	6.604856712516092	2	0	0	1	0	1
132	1336	train	3025	0.0784313725490196	1.9124478302751406	2	0	1	1	0	1
22	639	train	10350	0.0038424591738712775	1.0046231357379753	2	0	0	1	0	1
966	1017	train	80	0.16666666666666666	0.5176162087500848	2	1	1	1	0	1
510	515	train	140	0.038461538461538464	0.14404745418365533	2	1	1	1	0	1
639	1167	train	3105	0.0	0	3	1	0	1	0	1
555	963	train	1130	0.013157894736842105	0.4771800279910175	2	1	1	1	0	1
593	848	train	5856	0.0030643513789581204	1.104629189417107	2	1	0	1	0	1
672	917	train	1372	0.025252525252525252	0.9862215252162837	2	1	1	1	0	1
639	864	train	6210	0.003857280617164899	1.14705472381794	2	1	0	1	0	1
51	128	train	2464	0.14942528735632185	3.528624732346586	2	1	1	1	0	1
639	1051	train	2070	0.0009652509652509653	0.14367098296238656	2	1	1	1	0	1
659	1242	train	2108	0.0009478672985781991	0.14527572242113262	2	1	1	1	0	1
17	211	train	828	0.03508771929824561	0.4663831280446533	2	1	1	1	0	1
1029	1305	train	235	0.04	0.45471492146346126	2	1	1	1	0	1
37	78	train	343	0.12	1.9818781422933227	2	1	1	1	0	1
659	1046	train	6324	0.003787878787878788	0.6593675259219787	2	1	1	1	0	1
639	732	train	16560	0.009606147934678195	5.2527742817344345	2	1	1	1	0	1
237	659	train	1054	0.0	0	1516	1	1	1	0	1
601	810	train	336	0.05714285714285714	0.4778556548789894	2	1	0	1	0	1
608	627	train	154	0.19047619047619047	0.6632684023924862	2	1	1	1	1	1
1467	1468	train	12	0.16666666666666666	0.14367098296238656	2	1	1	1	1	1
659	1172	train	5270	0.002840909090909091	0.5778621847825807	2	1	0	1	0	1
717	719	train	12	0.14285714285714285	0.14367098296238656	2	1	1	1	1	1
280	290	train	640	0.05714285714285714	1.217238123483478	2	1	1	1	0	1
599	609	train	392	0.08620689655172414	1.1436390893284734	2	1	1	1	0	1
575	584	train	572	0.5	7.181826333890071	2	1	1	1	1	1
5	20	train	2408	0.07608695652173914	1.647541179197986	2	1	1	1	0	1
593	1323	train	6832	0.0040858018386108275	0.8829847053484323	2	1	1	1	0	1
593	889	train	5856	0.0020408163265306124	0.388917044772217	2	1	0	1	0	1
474	479	train	21	0.25	0.39929320159771803	2	1	1	1	1	1
626	1327	train	236	0.05	1.2862261119024292	2	1	1	1	0	1
639	1112	train	3105	0.0009643201542912247	0.14367098296238656	2	1	0	1	0	1
764	812	train	210	0.07894736842105263	0.9018086620081096	2	1	1	1	0	1
1215	1233	train	108	0.05	0.14404745418365533	2	1	1	1	1	1
449	1292	train	1008	0.025974025974025976	0.4725061929367064	2	1	0	1	0	1
840	895	train	105	0.13043478260869565	0.9090533717056537	2	1	1	1	0	1
45	561	train	670	0.014598540145985401	0.36538030465129157	2	1	0	1	0	1
58	370	train	924	0.14035087719298245	2.1465986620620545	2	1	1	1	0	1
639	1120	train	6210	0.003857280617164899	0.8829847053484323	2	1	0	1	0	1
609	956	train	392	0.08620689655172414	0.8080164647866181	2	1	1	1	0	1
982	986	train	9	0.0	0	3	1	1	1	0	1
545	639	train	9315	0.006750241080038573	2.7626880134890146	2	1	0	1	0	1
203	639	train	5175	0.0009624639076034649	0.14367098296238656	2	1	1	1	0	1
88	104	train	260	0.16129032258064516	1.613021829390744	2	1	1	1	0	1
1053	1054	train	36	0.09090909090909091	0.5581106265512472	2	1	1	1	1	1
529	1033	train	240	0.015873015873015872	0.14367098296238656	2	1	0	1	0	1
182	1307	train	36	0.3333333333333333	0.595874381813654	2	1	0	1	1	1
24	639	train	47610	0.021739130434782608	6.913302658034603	2	0	0	1	0	1
130	211	train	230	0.0	0	3	1	1	1	0	1
681	732	train	224	0.1111111111111111	0.8032215189745386	2	1	1	1	1	1
552	852	train	128	0.09090909090909091	0.5927362521470672	2	1	1	1	0	1
847	851	train	240	0.03225806451612903	0.7021580807349026	2	1	1	1	0	1
40	670	train	49	0.16666666666666666	0.33350904502863093	2	1	1	1	1	1
48	269	train	1891	0.045454545454545456	0.8500265509914209	2	0	0	1	0	1
36	224	train	441	0.05454545454545454	0.7681346627096995	2	1	1	1	0	1
593	1362	train	4880	0.0040941658137154556	1.1510234326435227	2	1	0	1	0	1
659	1177	train	4216	0.001893939393939394	0.28932317660478796	2	1	0	1	0	1
639	1337	train	3105	0.0009643201542912247	0.14367098296238656	2	1	0	1	0	1
1140	1145	train	65	0.2	0.6499969368270289	2	1	1	1	1	1
559	564	train	108	0.03333333333333333	0.14367098296238656	2	1	0	1	0	1
614	952	train	96	0.2222222222222222	0.6639690106029628	2	1	1	1	0	1
390	459	train	76	0.15	0.4329941595671745	2	1	1	1	0	1
596	659	train	9486	0.007582938388625593	2.5072104454526345	2	1	1	1	0	1
981	982	train	81	0.2	0.658592549673643	2	1	1	1	1	1
639	674	train	7245	0.0048216007714561235	1.1582965364379716	2	1	0	1	0	1
593	1267	train	2928	0.0	0	3	1	0	1	0	1
555	584	train	5876	0.008	0.6764715770134336	2	1	0	1	0	1
153	639	train	7245	0.0048216007714561235	0.951602421523022	2	1	0	1	0	1
17	413	train	1008	0.03225806451612903	0.49470404421296355	2	1	1	1	0	1
758	766	train	18	0.0	0	3	1	1	1	1	1
30	189	train	1218	0.19696969696969696	3.5040019470244355	2	1	1	1	0	1
393	410	train	90	0.21052631578947367	0.688616378202506	2	1	1	1	0	1
102	593	train	4880	0.0040941658137154556	1.7866792053039113	2	1	1	1	0	1
593	669	train	6832	0.0040858018386108275	0.9307477237038235	2	1	1	1	0	1
1043	1044	train	30	0.375	0.4329941595671745	2	1	0	1	0	1
44	639	train	52785	0.025495750708215296	7.89375563611334	2	0	0	1	0	1
506	659	train	2108	0.0009478672985781991	0.14404745418365533	2	1	0	1	0	1
319	639	train	27945	0.019193857965451054	8.654255557711275	2	1	0	1	0	1
600	1116	train	285	0.0	0	3	1	0	1	0	1
555	791	train	1130	0.013157894736842105	0.4771800279910175	2	1	1	1	0	1
593	913	train	11712	0.006109979633401222	2.7133488519978815	2	1	0	1	0	1
548	649	train	215	0.043478260869565216	0.6579457965534061	2	1	1	1	0	1
513	639	train	7245	0.0028873917228103944	1.1993824719309183	2	1	0	1	0	1
90	593	train	6832	0.005112474437627812	1.5538360854987106	2	0	0	1	0	1
743	1141	train	384	0.07317073170731707	0.8474338031560351	2	1	1	1	1	1
228	639	train	4140	0.0019286403085824494	0.434877659182349	2	1	0	1	0	1
128	306	train	1960	0.3787878787878788	7.509894332296946	2	1	1	1	0	1
1072	1153	train	24	0.1111111111111111	0.14367098296238656	2	1	1	1	1	1
151	659	train	7378	0.0009433962264150943	0.14404745418365533	2	1	0	1	0	1
593	689	train	3904	0.0030706243602865915	1.432833391279175	2	1	1	1	0	1
593	961	train	6832	0.0040858018386108275	0.8743890925018181	2	1	1	1	0	1
555	1490	train	1356	0.013100436681222707	0.4784082962284948	2	1	1	1	0	1
639	694	train	5175	0.0019267822736030828	0.5461005873442313	2	1	0	1	0	1
539	659	train	10540	0.007575757575757576	2.7601198502414177	2	1	0	1	0	1
54	659	train	52700	0.026022304832713755	8.480819728766267	2	0	0	1	0	1
17	1336	train	1980	0.08333333333333333	1.409298396801372	2	0	1	1	0	1
1293	1333	train	418	0.0425531914893617	0.6964827516226937	2	1	1	1	0	1
55	329	train	1305	0.1044776119402985	1.534083287338571	2	0	0	1	0	1
241	659	train	6324	0.004739336492890996	1.650997658128142	2	1	0	1	0	1
639	1307	train	6210	0.0019249278152069298	0.6575693253321373	2	1	0	1	0	1
659	1433	train	2108	0.0009478672985781991	0.14527572242113262	2	1	1	1	0	1
639	1044	train	6210	0.0019249278152069298	0.4034012851346581	2	1	0	1	0	1
227	229	train	56	0.25	0.4329941595671745	2	1	1	1	1	1
616	910	train	147	0.21739130434782608	0.8484526455456856	2	1	1	1	0	1
6	188	train	280	0.11764705882352941	1.0970755228620808	2	1	1	1	0	1
593	1018	train	6832	0.0040858018386108275	1.0915555381050746	2	1	1	1	0	1
555	1013	train	1582	0.017467248908296942	0.6224557504121502	2	1	1	1	0	1
639	1330	train	7245	0.0048216007714561235	1.3359490581893558	2	1	0	1	0	1
101	339	train	848	0.06153846153846154	0.885159484000412	2	1	1	1	0	1
554	1223	train	1752	0.017937219730941704	0.8954406876527411	2	1	0	1	0	1
392	481	train	150	0.0392156862745098	0.48367072607876394	2	1	1	1	0	1
593	1251	train	11712	0.007135575942915392	2.402098619071139	2	1	0	1	0	1
593	1437	train	2928	0.0010224948875255625	0.14367098296238656	2	1	1	1	0	1
794	810	train	80	0.05	0.14367098296238656	2	1	1	1	1	1
317	659	train	5270	0.0037914691943127963	1.4798642323813898	2	1	0	1	0	1
60	101	train	424	0.05172413793103448	0.4329941595671745	2	0	0	1	0	1
161	167	train	30	0.1	0.48089834696298783	2	1	1	1	1	1
593	1486	train	1952	0.0	0	3	1	1	1	0	1
810	812	train	560	0.0851063829787234	0.8269265492612257	2	1	0	1	0	1
115	195	train	558	0.020833333333333332	0.2201045822301589	2	1	1	1	0	1
609	972	train	336	0.05084745762711865	0.5202980276405762	2	1	1	1	0	1
44	215	train	918	0.078125	1.237132183795186	2	1	1	1	0	1
659	1265	train	4216	0.002843601895734597	0.5831628116645774	2	1	1	1	0	1
593	1270	train	6832	0.0040858018386108275	1.362231453274768	2	1	0	1	0	1
482	593	train	4880	0.003067484662576687	0.7389164734928266	2	1	0	1	0	1
604	681	train	56	0.125	0.28932317660478796	2	1	1	1	0	1
659	1258	train	3162	0.0018957345971563982	0.28932317660478796	2	1	1	1	0	1
965	1008	train	120	0.09523809523809523	0.8243889863822738	2	1	1	1	1	1
1475	1482	train	24	0.1111111111111111	0.5581106265512472	2	1	1	0	1	1
593	1432	train	1952	0.0010235414534288639	0.14367098296238656	2	1	1	1	0	1
111	338	train	52	0.0	0	3	1	1	1	0	1
26	124	train	3572	0.2222222222222222	6.906126687616458	2	1	1	1	0	1
659	1038	train	6324	0.003787878787878788	1.2583411322879574	2	1	0	1	0	1
320	650	train	182	0.13793103448275862	0.6185548739416425	2	1	1	1	0	1
672	1109	train	784	0.015228426395939087	0.514091803500846	2	1	1	1	0	1
559	1215	train	324	0.08333333333333333	0.9953743275111534	2	1	0	1	0	1
446	659	train	15810	0.006591337099811676	1.923558404260985	2	1	0	0	0	1
593	633	train	4880	0.0020429009193054137	0.39209648136085573	2	1	1	1	0	1
555	950	train	1582	0.021929824561403508	1.0775753637255687	2	1	1	1	0	1
672	1511	train	980	0.010050251256281407	0.2877184371460419	2	1	1	1	0	1
463	639	train	4140	0.0019286403085824494	0.39929320159771803	2	1	1	1	0	1
66	659	train	5270	0.0037914691943127963	0.8437788104913744	2	1	1	1	0	1
1057	1077	train	231	0.18518518518518517	1.058788929906615	2	1	1	1	0	1
76	593	train	30256	0.01717171717171717	4.446095016766672	2	0	0	1	0	1
688	689	train	12	0.16666666666666666	0.14527572242113262	2	1	1	1	1	1
390	481	train	57	0.1	0.3996696728189868	2	1	1	1	0	1
554	917	train	1533	0.02262443438914027	0.9509144891652013	2	1	1	1	0	1
639	826	train	25875	0.01727447216890595	6.696832010604	2	1	0	1	0	1
37	360	train	833	0.06451612903225806	1.005626180965955	2	1	1	1	0	1
409	639	train	5175	0.0028929604628736743	0.9172996275044089	2	1	1	1	0	1
511	593	train	11712	0.010224948875255624	5.250948578652859	2	1	0	1	0	1
639	1253	train	11385	0.007707129094412331	3.1580709422041133	2	1	1	1	0	1
428	561	train	402	0.0	0	3	1	0	1	0	1
6	222	train	252	0.05714285714285714	0.7668980144656622	2	1	1	1	0	1
851	863	train	420	0.06349206349206349	1.1622905397380334	2	1	1	1	0	1
115	1336	train	1705	0.04878048780487805	0.9358680564751299	2	0	1	1	0	1
31	561	train	1072	0.0070921985815602835	0.2201045822301589	2	1	0	1	0	1
1137	1333	train	418	0.0425531914893617	0.6579457965534061	2	1	0	1	0	1
639	1385	train	11385	0.008678881388621022	3.6838049857359176	2	1	0	1	0	1
140	141	train	24	0.2222222222222222	0.9690179556831694	2	1	1	1	1	1
559	1351	train	216	0.06060606060606061	0.2877184371460419	2	1	0	1	0	1
1252	1273	train	40	0.16666666666666666	0.28932317660478796	2	1	1	1	1	1
1107	1134	train	60	0.06666666666666667	0.14367098296238656	2	1	1	1	1	1
600	1243	train	513	0.015384615384615385	0.24954251462921184	2	1	0	1	0	1
659	1513	train	8432	0.003780718336483932	0.988682126594179	2	1	0	1	0	1
303	593	train	4880	0.0	0	3	1	0	1	0	1
593	1210	train	7808	0.002036659877800407	0.3292316973368546	2	1	0	1	0	1
639	1070	train	2070	0.0	0	3	1	0	1	0	1
659	859	train	6324	0.004739336492890996	1.382275781479703	2	1	0	1	0	1
851	895	train	1260	0.208955223880597	6.4917545483814445	2	1	1	1	1	1
371	372	train	48	0.4	1.1543416800116562	2	1	1	0	1	1
930	932	train	49	0.2727272727272727	1.0126364179901588	2	1	1	1	1	1
125	639	train	40365	0.019943019943019943	5.379695738090876	2	0	0	1	0	1
132	197	train	935	0.02857142857142857	0.5212065411213208	2	1	1	1	0	1
528	545	train	198	0.10714285714285714	0.4722020720887646	2	1	1	1	1	1
552	593	train	3904	0.0010214504596527069	0.28853900817779266	2	1	0	1	0	1
473	639	train	4140	0.0019286403085824494	0.8137328451865786	2	1	1	1	0	1
672	946	train	1372	0.025252525252525252	1.074795177887479	2	1	1	1	0	1
26	168	train	2162	0.17	4.6582565894566486	2	1	1	1	0	1
529	1192	train	540	0.078125	1.5156099421612488	2	1	1	1	0	1
561	1123	train	1742	0.00684931506849315	0.14527572242113262	2	1	0	1	0	1
