mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
14	java.awt.AttributeValue	0.092213124	-0.022914995	0.012108138	0.25623587	-0.04372155	-0.4973897	0.23156269	0.12050001	-0.19414328	0.20124482	0.016276987	-0.3763503	0.06859698	-0.08528225	0.028687287	0.032071467	0.15949282	0.07330857	0.12613131	0.02874747	0.1069081	0.18874219	0.023108484	-0.23287724	0.23536733	0.065053515	-0.44475165	-0.011689598	-0.13337047	-0.4348906	0.00941257	0.052948948	2
15	java.awt.BasicStroke	0.05359247	-0.47818387	-0.40474656	0.3507932	0.38686433	-0.13968594	0.2506008	0.15362856	-0.19278425	0.14246967	0.2661158	-0.23136841	0.03522134	-0.3131431	-0.10339549	0.54012394	0.9372903	0.4473886	0.049497236	0.229325	0.29220048	-0.40418935	0.26444665	0.19140328	0.44153398	-0.40344712	-0.9854401	-0.5037438	-0.1272769	-0.42604733	-0.38422275	-0.039363164	2
16	java.awt.BorderLayout	-0.24223702	-0.5893612	-0.319929	0.22980234	0.23696639	0.08089155	0.29200864	0.61236084	0.26833045	0.18341866	0.1515183	-0.50587255	0.14318468	0.3597993	0.15639606	0.2873036	0.1420323	0.2660637	-0.14546798	0.2325664	-0.23603743	0.6271414	0.542866	0.34236446	0.24266596	0.75484663	-0.42243406	0.24432334	0.20764013	-0.09110301	0.4168449	-0.14428037	2
17	java.awt.BufferCapabilities	-0.4974332	-0.1564421	0.8592119	-0.010880082	0.75086933	0.47803727	0.7780801	0.07292943	-0.07027737	-0.04649701	0.13954374	-0.48431462	-0.34739083	-0.2267044	0.2767218	-0.026413936	0.31088457	0.25150278	-0.6584659	0.47744682	-0.11270869	0.63060945	0.19308041	0.5889752	0.02752189	0.16332379	-0.1253345	-0.53798896	-0.40722296	-0.69484216	0.3044103	0.14237063	2
18	java.awt.Button	-0.1912802	-0.29706818	0.6635627	0.14669411	-0.06514444	0.20489877	0.47394717	-0.2517354	0.45706117	0.051051952	0.046866793	-0.5333535	0.32928365	0.11141982	0.20014723	0.10242491	0.101429194	0.3220192	-0.79663736	-0.21997195	0.1250149	0.985533	0.41191074	0.3701477	0.049804036	0.22263248	-0.462866	-0.13721466	0.050021615	-0.42693537	-0.10737334	0.43677983	2
19	java.awt.Canvas	-0.15770335	-0.2742864	0.7180275	0.22962007	0.086973295	0.39590707	0.62863415	-0.21242492	0.43172154	-0.19820964	0.2028541	-0.4660986	0.27589405	-0.033563722	0.09842755	0.030083153	0.09998833	0.31823644	-0.7733847	-0.06324285	0.22226815	0.8966402	0.35696313	0.3962405	0.044223122	0.12189037	-0.49134168	-0.13582103	0.1250891	-0.327178	-0.07955628	0.41378838	2
20	java.awt.CardLayout	-0.12026302	-0.42426994	-0.38284928	0.28672856	0.3457652	0.27270675	0.4382246	0.51964444	0.04828668	0.22776693	0.16692704	-0.42251045	0.4103962	0.2514211	0.07319307	0.18710217	0.1580241	0.28952152	-0.23129208	0.23255196	-0.23401737	0.6077367	0.42899796	0.46963024	0.2429	0.7892433	-0.3309073	0.059989743	0.2747221	-0.13329169	0.35997555	-0.12491684	2
21	java.awt.Checkbox	-0.28137267	-0.23457769	0.48691916	0.17476034	-0.25611636	0.25035602	0.5674975	-0.34730402	0.31796587	-0.15999658	0.13421115	-0.64343894	0.07831968	0.11062863	0.12217606	0.19644657	-0.03166414	0.3187318	-0.92737764	-0.095127426	0.17413679	1.0977893	0.32326365	0.42487016	0.11564299	0.090744294	-0.46956238	0.003352777	0.26042	-0.46792588	-0.14552322	0.43014172	2
22	java.awt.CheckboxGroup	-0.13622595	-0.38793507	0.012801462	0.16877747	0.041518655	0.328657	0.5611635	-0.05029625	-0.16795978	-0.03924659	0.046523422	-0.42450798	-0.16098738	0.048641305	0.13694453	0.50034326	-0.06945073	0.22682573	-0.21146482	0.23206961	-0.4431751	0.6172695	0.25573182	-0.08876097	0.35740235	0.319728	-0.15403959	0.22741424	-0.2535035	-0.5536342	-0.014880705	-0.29993865	2
23	java.awt.CheckboxMenuItem	-0.35761467	-0.44844425	-0.14906147	0.40771055	-0.38967612	-0.5083233	0.3745485	-0.21695171	-0.33970395	-0.72371113	0.02567375	-0.31386486	-0.088002816	0.2337177	-0.018377438	0.40790585	-0.35298353	0.5388795	-0.9263017	-0.17015335	0.009269237	0.997124	-0.12606111	0.5019481	0.1678579	0.30186749	-0.20717008	0.24457058	-0.9838361	-0.52314764	-0.27306694	0.5600276	2
24	java.awt.Choice	-0.22790328	-0.21804419	0.59600663	0.2234588	-0.17638484	0.23545119	0.53964484	-0.33055675	0.27038905	-0.21243894	0.16674452	-0.55376166	0.06548816	0.12911128	0.121347025	0.1284748	-0.075761564	0.28959224	-0.97966766	-0.045405753	0.28763068	0.9828431	0.3839231	0.42026186	0.12550376	0.16867264	-0.39215642	0.056406327	0.17837162	-0.39591667	-0.06696238	0.45234793	2
25	java.awt.Color	0.15406409	0.030643312	0.5259061	-0.058863916	0.23821951	0.6849395	0.60061747	-0.03933783	-0.30985326	-0.0032399832	0.23802538	-0.6100324	-0.03711303	-0.05175847	0.40795368	0.75380296	0.746205	0.45295963	-0.787433	0.5277237	-0.10285406	0.76889247	0.6736697	0.22313035	-0.16296421	0.23156251	-0.08472656	-0.13102365	-0.28921136	-0.3875156	-0.07814252	0.18966152	2
26	java.awt.ColorPaintContext	0.45833227	0.02793131	0.5299338	0.27943385	-0.16880642	-0.20469603	0.47583422	0.3374828	-0.4062532	-0.050355114	-0.34163445	-0.10697619	-0.057156973	-0.58935255	-0.18329708	0.44186583	0.7557352	-0.27027392	-0.42293882	0.33078018	0.079058416	0.6376184	0.5983392	-0.30392435	-0.294792	0.08949799	0.016716123	-0.15358214	-0.46272856	-0.05646541	0.57802063	0.2996527	2
27	java.awt.Component	-0.44796336	0.12728089	0.24171846	0.29851207	0.18343005	0.6603803	0.5799319	-0.11955089	0.45371562	0.22483443	0.24093793	-0.93237513	0.26803902	0.14948143	0.15567261	0.0843822	0.18339229	0.51567274	-0.37536347	0.43136674	0.20884544	0.89021665	0.20054904	0.49369597	-0.0060654404	0.4548154	-0.51324385	0.06325627	-0.051910568	-0.31189382	-0.0018394291	-0.003630523	2
28	java.awt.ComponentOrientation	-0.0925828	-0.26663	0.459298	0.016974306	0.010750584	0.40339574	0.6240141	0.2480842	0.16471358	-0.037336763	0.3117412	-0.5978783	0.16921878	-0.35788122	0.09834473	-0.048097376	0.12721722	0.43225285	-0.4361879	-0.4131789	-0.08924581	0.7944092	0.7889762	0.44501138	-0.13305102	0.43931508	-0.3195685	0.2821423	-0.37632585	-0.04615022	-0.5559773	-0.11531446	2
29	java.awt.Composite	0.90604293	-0.06573174	0.27426976	-0.034852058	-0.08843631	0.33101258	0.83116585	-0.8605228	-0.46842405	0.29592988	-0.028072469	0.16147514	-0.40208045	-0.91103125	-0.23191205	1.3425114	0.89978343	-0.09003888	-1.1013763	0.37225068	0.6282453	0.3665945	0.8461442	-0.088316604	-0.28942737	0.68154365	-0.37802866	-0.4428338	-0.20084426	-0.774041	0.4004718	0.3937774	2
30	java.awt.CompositeContext	0.7882715	0.6667537	0.066293955	0.193667	-0.12822302	-0.11616253	0.7491889	-0.675521	-0.16639723	0.56836873	-0.25560623	0.3524392	0.10960034	-1.4343154	-0.16789487	1.0830787	0.91704476	-0.6229789	-0.79493034	0.8166246	0.46278772	0.76489073	0.7296918	-0.104760565	-0.57509017	0.48941773	-0.50446755	-0.52179307	-0.4650619	-0.58254373	0.2542015	0.37980023	2
31	java.awt.Container	-0.14434992	-0.33245236	0.45863953	0.32633215	0.21125424	0.4295894	0.66456133	0.07766611	0.5386472	0.17154878	0.19555435	-0.5355946	0.34132755	0.23819706	-0.13244742	-0.039839413	0.18461464	0.5669902	-0.67600906	0.12161189	0.24314488	0.8943318	0.5537521	0.4301806	-0.29272437	0.56797075	-0.49336094	0.30010623	0.047297042	-0.189284	0.10003673	-0.011680223	2
32	java.awt.ContainerOrderFocusTraversalPolicy	-0.23983671	-0.15406749	-0.20788196	0.0100955395	0.52466387	0.4038545	0.32876393	0.701348	0.31000423	0.23965505	0.38372007	-0.30266088	0.19652826	0.113190435	-0.36905167	-0.21045633	0.14713767	0.26336783	-0.293028	0.04850148	0.15408237	0.81760997	0.6857988	-0.15032779	-0.24863704	0.53479916	-0.35848677	0.28867778	-0.21326543	-0.16860187	0.114510104	-0.110676534	2
33	java.awt.Cursor	-0.26098287	-0.046957243	0.3259127	0.021191439	0.30963674	0.4580169	0.3719751	0.13609344	0.42767498	-0.03578762	0.34464005	-0.3728028	0.2691874	-0.5693156	0.11090548	0.6025718	-0.26153865	0.35711908	-0.28467426	-0.043161035	-0.012038908	0.9887621	0.5150318	0.6335016	-0.036845416	0.66899616	-0.4805084	0.0189519	-0.016408958	-0.34417543	-0.71286964	-0.06194051	2
34	java.awt.DefaultFocusTraversalPolicy	-0.3293448	-0.17352478	-0.22211103	0.028198654	0.4029871	0.48843104	0.500594	0.5557797	0.23188134	0.2918229	0.36913168	-0.24249431	0.23906167	-0.011396085	-0.2919786	-0.15915622	0.21219751	0.19338991	-0.28211963	0.20720515	0.17787793	0.64059174	0.66290677	0.04288922	-0.14376965	0.37409368	-0.39680886	0.33502585	-0.15873033	0.05574414	0.14436366	0.07828457	2
35	java.awt.DefaultKeyboardFocusManager	-0.17773779	0.26872417	-0.23580706	-0.4364749	0.7805751	-0.07689376	0.39579383	-0.04253455	0.3331011	0.14086731	0.07270679	-1.1632245	0.032846913	-0.004501795	-0.6541448	-0.46916366	0.42195433	0.29853505	-0.48410544	-0.14611322	0.09196125	0.85773313	0.2613362	0.19043925	-0.24188958	0.7255557	-0.66159743	0.41441947	-0.073614925	0.12747754	0.31539014	0.51720536	2
36	java.awt.Desktop	0.113709815	-0.2728781	0.073326215	-0.15600911	0.31825814	-0.3861789	0.37203586	0.87625474	-0.2590321	0.41441974	0.20309316	-0.02243355	0.31686327	0.16376477	-0.28023094	0.0056657935	-0.14673725	-0.10339184	-0.13101748	0.6133167	0.76892716	0.28702584	-0.2197284	-0.18964751	0.4819511	0.26751757	-0.32781956	-0.67650306	-0.043110806	-0.37775528	-0.17740537	-0.28350154	2
37	java.awt.Dialog	-0.42474842	-0.19973715	0.9680923	0.15616494	0.30742642	0.451239	0.29304856	0.24030758	0.06035238	-0.0050291303	0.25037235	-0.5229136	0.20470177	0.07150748	-0.047012195	-0.18319014	-0.011091726	0.322267	-0.6248607	0.09132686	0.36513036	1.0413704	0.39637873	0.48721114	-0.04796691	0.1465448	-0.26803458	-0.24682884	-0.05247261	-0.18371843	0.07264263	0.47760338	2
38	java.awt.Dimension	-0.23051357	-0.46528408	0.48224565	0.38068616	0.47330755	0.43176487	0.78627425	0.34144256	0.24771658	0.34204757	-0.10326304	-0.4613578	0.08792293	0.23356369	0.4755585	0.41739067	0.35023168	0.33709577	-0.33463004	0.45188794	-0.25719	0.7167159	0.46217814	0.8784992	0.010823086	0.6856042	-0.18413669	0.13572061	-0.063351214	-0.4690696	0.34143627	-0.021648096	2
39	java.awt.DisplayMode	-0.32400855	0.15397243	-0.21512893	0.4290641	0.79339135	-0.041862674	0.1239793	-0.045245625	0.105951	0.022509478	0.30320904	0.2185572	-0.063671745	-0.18776444	-0.01847639	-0.19729945	0.2419658	0.08607294	-0.3798622	0.32215238	0.093919046	0.31086472	0.49958894	-0.55135113	0.35748097	-0.10520916	-0.61489034	0.21407603	-0.67296	-0.25707892	-0.08451874	0.119915925	2
40	java.awt.Event	-0.15404671	-0.54027724	0.13082789	0.118882865	-0.157935	0.16001904	0.47558695	0.2723652	0.05183693	-0.4119585	0.09559556	-0.5117137	0.24161787	-0.12600164	0.008469705	0.38466412	-0.18548174	0.7671436	-0.80171436	-0.2686938	0.02456939	1.0038645	0.47504872	0.701934	-0.179847	0.4399446	-0.23167817	0.08472029	-0.77307165	-0.26999038	-0.24106704	0.1981101	2
41	java.awt.EventDispatchThread	0.61193603	0.19218849	0.5362881	-0.035165206	-0.071780354	-0.28615588	0.16663532	-0.32362908	-0.109933674	0.9493346	0.04840036	-0.21107729	0.29039222	0.3089943	-0.030323971	0.22448741	-0.13889554	-0.10878786	0.30277705	-0.18188414	0.116495915	-0.13063192	0.87522787	-0.50868964	0.6311319	0.48622057	-0.75120604	-0.3191703	-0.28688398	-0.24756879	-0.55098695	0.512752	2
42	java.awt.EventFilter	-0.33841333	0.7747231	0.33702183	-0.16972272	0.39513305	-0.16152033	0.43907884	0.3323478	-0.7272789	-0.43604898	-0.36386332	-0.71238476	0.3795435	-0.0046828645	-0.32928872	0.21623309	0.091553055	0.69941247	-0.86092365	-0.5623532	-0.67993987	0.9051267	-0.25587064	0.25386548	-0.2608454	0.40716538	-0.55872077	0.21964104	-0.6222411	-1.2386647	0.8911664	0.15988822	2
43	java.awt.EventQueue	-0.07822447	0.507742	0.41626903	0.16388702	0.2229256	-0.004020787	0.6389374	-0.25248027	-0.73905784	0.23865464	-0.17349419	-0.12655528	0.0550661	0.2601123	-0.6359742	0.3744095	-0.21353884	0.13746962	-0.4172127	-0.13941048	-0.55385536	0.29138893	-0.19086607	0.57154787	0.055043433	0.5366292	-0.74205524	-0.022254031	0.18285549	-0.7183493	0.3283303	0.43664068	2
44	java.awt.EventQueueItem	-0.05529725	-0.050894253	-0.005242864	0.25162968	-0.029573029	-0.36284748	0.2961062	0.10340401	-0.30499843	0.028682053	-0.044340804	-0.14033055	0.26306194	-0.3398727	-0.17404747	-0.1383843	-0.09627195	-0.09001308	-0.16531472	0.22106539	-0.035130534	0.18293577	0.2368432	-0.17800622	0.18042654	-0.016735394	-0.35287634	-0.12385801	-0.2976819	-0.44557533	-0.1229042	-0.14048003	2
45	java.awt.FileDialog	-0.39427072	-0.30866516	0.9510093	0.22407708	0.33160886	0.44681698	0.2602819	0.3764021	0.07768737	-0.012665942	0.30631295	-0.6596223	0.22416633	0.13840437	-0.07871451	-0.14239652	0.1049947	0.34288785	-0.74238825	-0.007897007	0.40856734	0.9606906	0.36833093	0.45483747	-0.07746304	0.15946926	-0.31366718	-0.25859642	0.009553557	-0.11753046	-0.14517294	0.58264697	2
46	java.awt.FlowLayout	-0.1685939	-0.4992884	-0.3166281	0.20242794	0.20612448	0.28593862	0.42007434	0.56159693	0.19772181	0.31078315	0.2793542	-0.5603874	0.4621838	0.23573628	0.08889583	0.17142956	0.15493317	0.31232458	-0.10607532	0.20313223	-0.21042822	0.7528338	0.37979555	0.29426125	-0.12925489	0.47436753	-0.29648235	0.073734455	0.08485835	-0.26349443	0.35128233	-0.20177568	2
47	java.awt.FocusManager	0.26549026	-0.29505292	-0.18286557	0.099238105	0.2767917	-0.24769226	0.14944474	0.22649334	-0.3210425	0.098923214	-0.17205152	-0.1917018	0.25867236	-0.03449292	-0.17093453	0.30451658	0.027341442	0.14836656	0.15043558	0.10369204	-0.013449808	0.60595167	0.35658282	-0.23773247	0.24415119	0.28189307	-0.28275147	-0.12661447	0.0098329205	-0.5482275	0.020079486	-0.5130284	2
48	java.awt.FocusTraversalPolicy	-0.25207704	-0.041888215	-0.016164206	-0.34736922	0.5863098	0.376113	0.39893118	0.49294424	0.21653663	0.22921929	0.13940874	-0.7350778	0.3159122	-0.12575199	-0.31175548	-0.31288144	0.33368844	0.5087158	-0.39795005	-0.028610254	0.21922715	0.76465	0.69585586	0.3757147	-0.6023541	0.4652954	-0.41877824	0.19508956	-0.28588808	-0.07646783	0.12801984	0.15765223	2
49	java.awt.Font	-0.09028493	-0.522989	0.39235893	-0.1470601	0.1738212	0.018708538	0.7784623	-0.1036389	-0.035018	-0.15561777	0.12211347	-0.25427896	-0.23022373	0.56116015	0.3325594	0.524676	0.2689079	0.37751326	-0.7412461	0.11072042	0.3163913	0.6032858	0.25898126	0.86921996	0.21347104	0.35680413	-0.12531349	-0.44957024	-0.7755473	-0.76279837	-0.553717	0.117908046	2
50	java.awt.FontFormatException	-0.4350073	-0.1273719	0.22163588	0.24410751	0.04118554	-0.38190302	0.4915811	-0.031630285	-0.079496756	0.034971364	-0.25124925	-0.31223944	0.018399572	-0.29089993	-0.20563415	-0.12091817	-0.21645726	0.6803817	0.17220262	0.27932394	0.091474645	-0.15560222	0.48473206	-0.326777	0.47576237	0.039894562	-0.35440767	-0.18506955	0.112383395	-0.36764634	-0.04348009	0.47339466	2
51	java.awt.FontMetrics	-0.08691939	-0.31128109	0.576139	-0.17802878	0.28612387	0.57250595	0.85039926	-0.100357145	-0.08509799	0.14359352	0.050172772	-0.2596698	-0.3283982	0.112193555	0.4348374	0.4759365	0.28524092	0.6674666	-0.4816321	0.22515507	0.057848316	0.8058716	0.2603673	0.7164351	0.11149106	0.3269425	-0.41345122	-0.21563148	-0.25902775	-0.71973777	-0.12370183	-0.041425116	2
52	java.awt.Frame	-0.46235934	-0.363058	0.8045631	0.22580558	0.2817474	0.3822105	0.29030374	0.24001013	0.10956139	-0.12356446	0.37638372	-0.48302826	0.24485016	0.14732817	-0.1513007	-0.13632473	0.00031482842	0.3270594	-0.7133488	-0.034284044	0.29232597	1.0676866	0.3563142	0.46487248	-0.15461753	0.110888205	-0.36354598	-0.31144637	-0.20024844	-0.14322007	-0.10212055	0.50191396	2
53	java.awt.GradientPaint	0.58501655	0.05508937	0.32788184	0.48480755	-0.16620645	-0.06971958	0.26082593	-0.15324014	-0.4510686	-0.124411404	0.005818269	-0.44827816	-0.12334995	-0.16457243	0.18954812	0.42994282	1.3222167	0.19632919	-0.6450368	0.4234035	-0.03942327	0.4876427	0.62668556	-0.13977648	0.23081468	0.13544859	-0.07281792	-0.39576742	-0.07186043	-0.2893573	0.3976491	0.31196386	2
54	java.awt.GradientPaintContext	0.53893524	-0.09112376	0.5724868	0.3740716	0.056318823	-0.11016835	0.053132255	0.12943386	-0.36317405	0.08455092	-0.2419439	-0.1292601	0.1158431	-0.40494922	0.23695292	0.65228814	1.0443527	0.05865888	-0.5847139	0.58647686	-0.076801114	0.66384834	0.3974068	-0.31558993	0.18030593	0.15352392	-0.04793836	-0.34142455	-0.19442187	-0.14594492	0.27991313	0.40736297	2
55	java.awt.Graphics	-0.062898524	-0.14911555	0.581807	-0.06461531	0.11971684	0.9313707	0.94114786	0.08536974	0.08268678	0.18801326	-0.025101602	-0.70890623	-0.1462007	-0.21077885	0.19641075	0.36622587	0.7194825	0.38636982	-0.29484835	0.25580105	0.22150913	0.62494266	0.0515548	0.7777501	-0.11104871	0.08949633	-0.518496	-0.49038807	-0.17171831	-0.7422886	-0.23616625	0.15131827	2
56	java.awt.Graphics2D	0.6177166	-0.3945831	0.056395918	0.16256748	0.43437067	0.3714989	0.44508612	-0.5628637	0.071275055	0.02612339	0.33501524	-0.0680716	-0.44261238	-0.11518006	0.08568324	0.91754603	0.9594847	0.26910165	-0.517402	0.030797102	0.7697303	0.21614407	0.35994747	0.12039552	0.12784114	0.0050038556	-0.8088867	-0.57141244	-0.28247556	-0.8190061	-0.0788862	0.09864729	2
57	java.awt.GraphicsCallback	0.0051030936	-0.08334506	-0.19822568	0.21924162	0.04727117	0.47371796	0.30768883	-0.048558805	0.06299527	0.055428043	0.2576963	-0.52424794	0.16063498	-0.23799045	0.007150769	0.22154348	0.92136157	0.44149372	0.06695561	0.392895	0.21880801	0.43985972	0.10675908	0.6025904	0.23472776	-0.30617297	-0.58334327	-0.40517974	-0.0449681	-0.5884209	-0.027470248	-0.0013566287	2
58	java.awt.GraphicsConfigTemplate	-0.1629473	-0.24456704	-0.017341027	0.35242888	0.97026616	0.1052739	0.34118956	0.113852784	0.25183418	0.08304783	0.2199988	-0.22984745	-0.031428248	0.03848941	0.194179	0.29954565	0.16831316	0.08553859	-0.40568456	0.26252782	0.12235591	0.32028362	0.41327906	-0.6189006	0.13778509	-0.004273846	-0.55947644	0.25522366	-0.6208557	-0.17962587	-0.14024523	-0.4520616	2
59	java.awt.GraphicsConfiguration	-0.40053087	-0.014370459	0.5887553	0.09709996	0.60789984	0.5727455	0.7751205	-0.063677736	0.19979472	-0.06710514	0.11362463	-0.3039792	-0.25455683	-0.23699167	0.46401536	0.48640358	0.37532085	0.38869318	-0.70947534	0.2704858	0.104923524	0.7056415	0.63310856	0.40138128	-0.050636925	-0.025008634	-0.40555602	-0.12614466	-0.42086452	-0.4903937	0.036002956	0.15543261	2
60	java.awt.GraphicsDevice	-0.5429573	0.06542427	0.029997196	0.42212662	1.2423208	0.21326607	0.35167852	-0.11318278	0.34830388	0.24291556	0.3968041	0.07660589	-0.16918725	-0.13639699	0.19270922	0.1110245	0.3581893	0.11530612	-0.66207665	0.280845	0.4611283	0.30316034	0.8076392	-0.4964917	0.309478	-0.20597088	-0.5068117	0.3511321	-0.8023555	-0.14090197	-0.29325998	-0.23005377	2
