mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
97	Harald Sigurd Pedersen	10	24	24	21	48	104	47	0	2	41	106	96	1	0	24	1
98	Ole Peter Ludvig Lorentzen	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	1
99	Pia Magnhild Helena Gideon	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	2
100	Stein Aukner	14	39	62	29	76	323	84	87	2	70	164	237	8	9	31	1
101	Allan Åkerstedt	7	9	12	9	35	27	10	0	1	12	25	30	0	0	5	1
102	Davide De Picciotto	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	2
103	Gudrid Eide	3	6	0	3	35	0	0	0	0	7	12	0	0	0	1	2
104	Hanna-Kaisa Nikkanen	11	12	38	17	46	55	26	44	1	13	63	99	0	12	10	2
105	Hroar Nilsen	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	1
106	Kristina Jacobsen	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	2
107	Thor Lien	5	32	6	4	61	90	148	0	1	40	36	9	0	0	1	1
108	Tonje Vegarud	3	6	0	3	35	0	0	0	0	7	12	0	0	0	1	2
109	Amund Skarholt	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
110	Anne Breiby	18	29	119	34	62	423	105	342	0	45	70	439	0	0	35	2
111	Frode Teigen	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
112	Thore Michalsen	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
113	Torhild Widvey	16	41	93	27	83	466	128	232	0	69	137	297	6	12	19	2
114	Amy Elizabeth Humphreys	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	2
115	Audun Stensvold	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
116	Elin Karfjell	11	25	37	18	71	163	44	36	0	50	81	110	3	5	14	2
117	James Harry Miller	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
118	Manuel Nicholas Stamatakis	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
119	Anders-Preben Tengs	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
120	Johannes Buhagen	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
121	Kjell Dahl	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
122	Laimonis Richards Alexanders Jaucis	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
123	Siv Lippert	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	2
124	Svein Dahl	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
125	Anders Almestad	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
126	Arne Guttorm Tande	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
127	Britt Stene	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
128	Lars Per Eikeland	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
129	Linda Litlekalsøy Aase	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
130	Anders Berggren	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
131	John Olof Solberg	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
132	Jorunn Ygre Storjohann	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
133	Anders Eckhoff	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	1
134	Arne Magnus Rise	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	1
135	Gro Gauthun Kielland	6	21	9	6	70	63	68	0	0	38	38	18	2	0	2	2
136	Liv Marit Lundby	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	2
137	Anders Gunnestad Pedersen	4	21	0	6	23	0	47	0	0	29	57	0	3	0	4	1
138	Inger Beate Svenneby Herland	7	25	9	12	21	48	32	0	0	35	96	18	3	9	8	2
139	Jørgen Aaby	6	19	8	7	23	38	47	0	0	28	51	16	3	0	4	1
140	Naja Dannow	8	17	16	12	23	68	47	0	0	23	45	48	3	0	8	2
141	Anders Hedeboe Jakobsen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
142	Jon Sigurd Svenningsen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
143	Kåre Wessel	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
144	Linne Fromm-Christiansen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
145	Marie-Christine Jansby	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
146	Mette Stendahl Plomgaard	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
147	Thomas Nørgaard	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
148	Anders Hvide	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	1
149	Anne Jorun Aas	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
150	Birgitte Feginn Angelil	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
151	Dia Stompanato Weil	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
152	Erik Thorsen	10	8	24	21	5	32	0	0	0	28	40	96	0	0	24	1
153	Hugo Lund Maurstad	14	9	48	43	29	62	0	0	0	16	55	288	0	0	76	1
154	William Herman Crown	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	1
155	Anders Kvarberg	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
156	Geir Thomassen	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
157	Nanna Gjerde	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
158	Anders Meland	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
159	Anne Sauro Hellsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
160	Karianne Weyergang Marcussen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
161	Terje Johan Wulff	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
162	Anders Paul Wiklund	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
163	Annette Clancy	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	2
164	Carl Christian Gilhuus-Moe	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
165	Edward Karol Sikora	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
166	Geir Stormorken	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
167	Hilde Hermansen Steineger	13	14	42	36	22	89	20	0	0	26	79	231	0	0	55	2
168	Karin Cecilie Kullmann Five	11	7	30	25	9	35	0	0	0	21	35	135	0	0	30	2
169	Anders Skjævestad	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
170	Anne Sofie Bjørkholt	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
171	Jon Henrik Bruvoll	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
172	Anders Talleraas	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
173	Hege Sævik Rabben	10	0	24	21	0	0	0	0	0	0	0	96	0	0	24	2
174	Helge Aarseth	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
175	Janicke Westlie Driveklepp	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	2
176	Jill Annette Aasen	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	2
177	Per Rolf Sævik	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
178	Roger Granheim	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
179	Anders Thuve	2	5	0	1	10	0	0	0	0	4	5	0	0	0	0	1
180	Ola Krohn-Fagervoll	5	7	6	4	16	16	0	0	0	11	12	9	0	0	1	1
181	Susanne Lene Rangnes Schneider	4	8	4	2	5	16	0	0	0	13	8	4	0	0	0	2
182	Andrew Seth Weinberg	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
183	Egil Bodd	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
184	Lance Lloyd Hirt	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
185	Stig Terje Sunde	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
186	Anna Synnøve Bye	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	2
187	Carsten Andreas Mellbye	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
188	Håvar Poulsson	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
189	Pauline Mary Walsh	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	2
190	Thomas Fredrik Olsen	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
191	Anette Solstad	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	2
192	Harald Magne Eikesdal	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
193	Ketil Lenning	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
194	Per Gunnar Solstad	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
195	Terje Vareberg	11	17	30	25	53	89	0	0	0	28	81	135	0	0	30	1
196	Aniela Gabriela Gjøs	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	2
197	Bernd Hubert Joachim Bothe	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	1
198	Hege Marie Norheim	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	2
199	Per Arthur Sørlie	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	1
200	Svein Rennemo	15	14	44	61	48	56	48	0	0	43	140	286	0	0	169	1
201	Anita Karin Patrick	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
202	Mogens Jessen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
203	Morten Wilfred Rødsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
204	Niels Jørgen Krogsgård	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
205	Ann-Kristin Hageløkken	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
206	Carl Erik Mathias Uhlen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
207	Greta Bentzen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
208	Hans Johan Hekland	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
209	Robert Verner Ahlgren	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
210	Ann-Tove Kongsnes	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	2
211	Benedicte Heidenreich Fossum	14	36	62	29	135	352	109	84	1	74	106	243	4	6	31	2
212	John Ole Skeide	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
213	Karl Johan Jakola	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
214	Lill Beate Pedersen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	2
215	Steinar Fossen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
216	Viktor Helmer Sørensen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
217	Ann Elizabeth Seabrook	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	2
218	Artur Rastrogin	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
219	Einar Olof Lyche	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
220	Frederick Matthew Thomas Ponsonby	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
221	Katherine Hatlen Støvring	10	16	24	21	67	96	51	0	0	21	48	96	0	0	24	2
222	Linda Dowding	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	2
223	Mikhail Alyautdinov	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
224	Anna-Stina Nordmark Nilsson	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	2
225	Anne Margrethe Sødahl Wessel	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	2
226	Karl-Erik Staubo	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
227	Selma Kveim	11	23	28	27	86	152	30	0	0	64	78	126	0	0	39	2
228	Stig Göran Martin	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
229	Stig Grimsgaard Andersen	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
230	Tine Gottlob Kirstan Wollebekk	10	8	21	24	28	40	0	0	0	12	32	84	0	0	36	2
231	Veroslav Sedlak	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
232	Anna Cecilie Holst	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
233	Morten Ågnes	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
234	Per Arne Johnsen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
235	Rolf Tore Spjelkavik	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
236	Anna Yvonne Monica Malm Bernsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
237	Arne Aarnes	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
238	Kirsten English	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
239	Tom Roland Nyman	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
240	Erik Must	22	66	170	61	180	1062	216	567	1	145	312	809	5	81	83	1
241	Finn Marum Jebsen	10	44	24	21	86	236	98	0	0	112	160	96	0	0	24	1
242	Irene Waage Basili	4	36	0	6	84	0	98	0	0	101	108	0	0	0	4	2
243	John Giverholt	11	47	28	27	112	273	98	0	1	129	195	126	0	0	39	1
244	Anne Berit Sandnes	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
245	Annette Nora Thorvik Pettersen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
246	Erik Glende Johnsen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
247	Eva Helene Sydskjør	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
248	Ivar Sigmund Williksen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
249	Kjell Hetland	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
250	Kolbjørn Opsahl Selmer	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
251	Roald Dolmen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
252	Siv Bakke Rivenes	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
253	Willy Anker Hansen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
254	Dag-Erik Rasmussen	16	50	99	21	71	639	151	300	1	81	109	237	0	12	11	1
255	Gunnar Domstein	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
256	Gunvor Ulstein	3	32	0	3	47	0	134	0	0	55	64	0	0	0	1	2
257	Idar Lars Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
258	Inge Leif Sleipnes	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
259	Inger Adele Myklebust	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	2
260	Ingerid Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	2
261	Kjell Arvid Storeide	7	32	12	9	62	124	134	0	0	55	68	30	0	0	5	1
262	Knut Magne Domstein	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
263	Morten Frogner	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
264	Nils Fredrik Drabløs	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
265	Rolv Bakke	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
266	Sveinung Andreas Flem	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
267	Tore Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
268	Anne Breive	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
269	Bjarne Egill Skeie	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
270	Jan Magne Galåen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
271	Kjerstin Fyllingen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
272	Trym Skeie	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
273	Anne Brit Liseth	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	2
274	Else Bugge Fougner	10	16	24	21	57	78	9	0	0	28	66	96	0	0	24	2
275	Gabriel Smith	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	1
276	Johan Solbu Braaten	11	27	37	18	26	189	47	36	0	52	75	108	3	9	12	1
277	Knut Haraldson	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	1
278	Anne Britt Bekken	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	2
279	Bente Sollid	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	2
280	Erik Hagen	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
281	Frode Nordseth	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
282	Kaare Moursund Gisvold	16	89	70	50	182	800	263	48	0	235	525	409	5	18	85	1
283	Liselott Kilaas	15	55	56	49	168	397	156	0	1	155	371	364	0	0	91	2
284	Marit Arnstad	25	52	202	98	179	904	143	528	1	108	340	1531	1	0	241	2
285	Stig Eide Sivertsen	24	96	212	64	265	1682	241	816	2	234	506	1108	8	0	100	1
286	Terje Roll Danielsen	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
287	Anne Carine Tanum	9	4	20	16	27	20	0	0	0	6	12	70	0	0	14	2
288	Bent Pedersen	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
289	Bente Gudveig Brevik	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	2
290	Berit Svendsen	8	32	16	12	103	128	132	0	0	77	96	48	0	0	8	2
291	Bjørn Sund	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
292	Gunilla Kristina Åstrand Berg	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	2
293	Jarle Bergo	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	1
294	Kai Nyland	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	1
295	Tore Olaf Rimmereid	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
296	Torill Rambjør	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	2
297	Anne Cathrine Fodstad	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	2
298	Finn Olav Berglie	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	1
299	Gudleik Njå	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	2
300	Oddvar Fodstad	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	1
