mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
11	Marjan Pivka	0.39055842	-0.024108576	-0.32327282	0.2871044	0.5907956	-1.3976322	-0.32188696	-0.43684748	-1.0837113	-0.2108742	0.2673213	-1.2105669	-1.0345165	-0.6227465	0.09534506	0.71899694	0.73315233	-0.3801658	0.6966687	0.55758864	0.6719884	1.1784008	0.6998746	-1.4355068	-0.07707232	0.762396	-0.726565	0.586197	0.32929277	0.17983986	0.72073644	0.056303676	5
12	Jože Zupančič	-0.18585248	0.48415992	-0.85679424	0.46817926	-0.19628185	-1.2488403	-0.12432086	0.24258775	0.0347624	-0.6122869	0.76799	-0.8197816	-0.63422394	-0.5282024	-0.1863491	1.02354	0.6378619	0.14532828	-0.6126075	0.82722175	0.36282238	0.49158874	0.19886328	-0.9113169	-0.20130329	-0.6163189	0.29039443	0.87372804	0.22869164	0.72202057	0.7494152	-0.5573615	5
13	Zvonimir Jamšek	-0.02555918	0.007850155	-0.025139727	-0.01888702	0.0032405779	0.023081593	0.02758202	-0.010134585	-0.030098617	-0.007969022	0.02070693	-0.013681039	0.016589314	0.013366833	-0.0039207637	0.0029272586	0.02194918	0.014572181	-0.012008868	0.006404899	-0.027659193	-0.025975056	0.030379541	0.008404687	-0.028106116	-0.021273166	-0.022698507	-0.019250296	0.022474177	0.0036114082	0.02133149	0.0014350191	3
14	Marjan Krisper	0.55119294	-0.1033959	0.030997492	0.27534533	0.27872735	-0.10161304	-0.5758756	0.8286003	-0.5405386	-0.033701792	0.28393215	-0.7731999	-0.7392532	-0.060883548	0.6720294	0.20652866	0.4045405	0.0019999633	0.19202855	0.23543543	-0.04000127	1.2106893	0.08480963	-0.09148022	0.19810693	-0.64732265	-0.10703445	0.017275479	0.26991048	0.25563088	0.029952187	0.029257296	5
15	Boris Sobočan	-0.019835472	0.016136885	0.029839285	-0.00093500316	0.015435517	-0.02339682	-0.0063722283	-0.0010617524	0.02143474	-0.0077851787	-0.000693433	0.023373373	-0.006698124	0.010808378	-0.00078368187	-0.017213576	0.019184127	0.025978811	-0.015878849	0.022861004	0.0042795613	0.002705671	-0.0014062673	-0.026496716	0.009125225	0.01020126	-0.015418768	-0.004809797	0.025738865	0.00793618	-0.013975799	-0.025111742	1
16	Boris Glavič	-0.053407237	0.39095277	-1.0945619	0.10446928	0.83944386	-0.6712903	0.026103666	-0.60781497	-0.81722915	-0.3573353	-0.45999318	-1.3203841	-0.3956414	-0.10805445	-0.86222	1.8897195	0.21558863	-1.1136681	0.31715828	-0.39264533	0.38375124	1.3739783	1.840814	-0.29282477	-0.91909087	0.47071493	-0.33376166	-0.24545439	-0.11568545	0.6367326	0.008470462	0.11160667	5
17	Zmago Brezočnik	-0.20467345	0.14644292	0.21418409	0.736948	-0.046897687	-1.2494551	0.23356137	0.30561754	-0.65485394	0.29145348	-0.74783224	-0.8990874	-1.0180192	-0.635252	-0.3527411	0.2971371	-0.021947535	-0.10842385	-0.04766346	-0.19890422	-0.057333235	0.52240086	0.91889626	-0.64005727	0.26547274	0.1673545	-0.88475096	1.452684	0.026558124	-1.0185125	0.7818285	-0.36516395	1
18	Zoran Radalj	-0.02857747	0.000594303	0.021637917	0.013290353	-0.020195834	-0.018245041	-0.024361432	-0.00942786	-0.027692951	0.0069734454	0.010019772	0.026061676	-0.013003424	-0.01146815	0.005458154	-0.025699332	-0.026529461	-0.013675496	0.021100588	-0.025567219	0.022994883	0.012040138	0.00461258	-0.0274302	-0.02704122	0.0027856082	0.00035333633	-0.0018134192	0.027470604	0.017311752	-0.017026432	-0.012882322	7
19	John Shawe-Taylor	-0.02731277	0.008596785	0.030951798	0.010531791	0.010233201	-0.009012632	0.018775411	0.020863235	0.0092105195	0.020265423	0.0070385784	0.03079895	-0.027677536	0.027909204	-0.030121416	0.0074107572	0.025099725	0.011458784	-0.0036286637	-0.02589348	-0.029937953	-0.017784558	0.025522076	0.023513459	-0.00038333982	0.018878348	0.020671703	0.018097818	-0.012356341	-0.025158092	-0.024651065	0.0018220693	5
20	Rafael Črv	-0.010141276	-0.017036214	0.016278595	-0.026218422	0.031247348	0.028249137	-0.017305978	-0.0060154423	0.011935547	-0.004317276	-0.015410364	0.0129247755	0.025727697	0.006959945	0.031025581	0.0048674196	0.008156657	0.003733717	0.0007278025	-0.012774304	0.01029028	0.009958655	-0.018355899	-0.008295871	-0.017651029	0.019631207	0.024371557	-0.0118410215	0.007632576	0.00022429228	-0.020887583	-0.028388545	5
21	Mirko Vintar	0.037777003	-0.694464	0.20417733	0.07082558	0.928939	-1.4663535	-0.5354204	0.15813604	0.4012793	-0.4504882	-0.1422007	-1.1428905	0.24146116	-0.4161269	-0.36686257	-0.1578794	0.7947462	0.46392742	-0.06409737	0.49285382	0.2544026	1.1280606	0.67527145	-0.5756949	-0.52793586	-0.2031924	-0.26779452	-0.004490959	0.6631707	0.56981176	-0.08774442	0.2637092	5
22	Saša Divjak	0.13566808	0.22739957	-1.240084	0.41852254	0.5453998	-0.55212635	0.49815652	-0.2823605	-0.62673426	-0.85679954	-0.058509875	-1.0137719	-0.013635569	-0.27318686	-0.6197727	1.728977	0.59937954	-0.32242736	0.32254252	-0.5066465	-0.0034272005	0.68815976	0.63590986	-0.82649815	0.067787364	0.27633363	0.312174	0.13775255	0.05542402	1.2201865	0.4432528	-0.15808205	3
23	Andrej Dobnikar	0.9508643	0.5882832	-0.036494646	-0.050673947	-0.4048756	-1.2096059	-0.05498481	-0.647399	-0.6249464	0.03476231	0.833695	-0.3176702	-0.4000909	-0.7581993	0.88408315	-0.40851212	0.20607507	-0.11780134	0.055041924	-0.71880925	0.25569844	0.945038	0.7985576	-0.62512213	0.10616772	0.17282341	-0.85211986	0.23688176	-0.53083885	0.31721443	-0.23598237	0.68021965	7
24	Ivan Bratko	0.8138613	-0.4308533	-0.03625893	0.053007428	0.8101038	-1.2858747	-0.40831873	-0.26829007	-0.42243433	-0.13164958	0.21621029	-0.4146709	-0.31045476	-0.21594633	0.4808346	0.64205164	0.28647238	0.2591129	-0.45628318	0.10003959	-0.3618984	0.056591343	0.36456513	-0.80687577	-0.48576003	0.14427797	-0.20108363	0.24933815	0.12655668	0.57681155	-0.53323525	-0.14134988	7
25	Veselko Guštin	0.823465	0.63564676	-0.05084508	0.33898187	-0.8527765	-0.91897726	-0.46472734	-0.3694551	-0.56536716	0.42114922	0.7245223	-0.65089726	-0.118543014	-0.3307999	1.0358595	-0.32529238	0.4962659	-0.090247676	-0.63393956	-0.5323797	0.746942	1.0945735	0.4620551	-1.1264393	0.8863494	0.695519	-0.9285945	0.2018253	0.23411332	-0.6615752	0.36756155	0.02603155	1
26	Vid Mikulič	0.012334727	-0.028936833	0.010389216	-0.0039303377	-0.023762725	0.0038730279	-0.02949731	-0.00712274	0.0050531104	0.021631464	0.018800586	-0.0066328496	0.0046092495	-0.0130053535	-0.006316237	0.024954975	-0.011086538	-0.0033938587	-0.029843464	0.027457483	-0.024016596	0.01097022	-0.028902896	0.0052469224	-0.026616335	-0.011132427	0.022614323	-0.0013610497	-0.012568057	-0.029314324	-0.02400975	0.030957483	5
27	Mitja Lasič	0.33082405	-0.54300845	-0.9100307	0.35363886	-0.37669972	-0.79259944	-0.74643564	-0.6239372	-0.3931364	0.50703293	-0.54380256	-0.41287616	-0.7655806	0.45650682	0.6661941	0.953547	1.0736881	0.32424366	0.60702676	1.2173296	-0.011637791	0.8482436	0.052824046	-0.8793363	0.12846866	-0.4027246	0.11874553	-0.17106627	0.55621976	0.05100223	0.07183587	0.18087302	1
28	Dušan Peček	0.9813812	-0.7430051	-0.6387418	0.10376107	0.01042763	-0.9940741	-0.64956754	-0.96791387	0.25054985	-0.1941104	-0.30614206	-0.7988803	-0.31333706	-0.4899362	-0.37930927	0.10400479	0.698945	0.09526073	0.45228675	1.1411048	0.72887707	0.5175181	-0.054025605	-0.5352162	0.6494727	0.5936531	-1.0284468	-0.60464764	0.32510728	-0.26531288	-0.07144961	0.26230308	0
29	Viktor Vaupot	-0.13253346	-0.20045806	-0.023559948	0.6226169	-0.25456327	-0.2856562	0.22164181	-0.42303133	-0.34440544	1.2947631	0.04442438	-0.2270648	-1.2433598	0.03471758	0.13780001	0.7029487	0.9852839	-0.073583476	1.0151143	0.9854384	0.3575937	0.33294734	0.93047345	-0.7883121	0.7441754	-0.3595908	-0.025228411	0.78463995	0.41834077	-0.27863377	0.53129953	-0.3008526	7
30	Marko Bohanec	0.33410648	-0.27121183	-0.35654145	0.43807855	0.79989713	-1.265834	-0.3649134	0.23136339	-0.22288175	-0.38117	0.3272359	-0.6868232	0.19635059	-0.31587082	-0.36350057	0.04483181	0.4687536	0.7703865	0.14875376	0.3624358	-0.04428259	0.72763354	0.50441086	-0.42572734	-0.25693303	-0.30997488	-0.116104916	0.039417613	0.0033685353	0.42950138	-0.30670005	-0.20445742	0
31	Marjan Špegel	0.39277637	-0.798603	-0.6270774	0.56937164	-0.5206204	-0.4419378	-0.36086652	-0.8767888	-0.37662214	0.54721415	-0.53811955	-0.052289907	-0.63509685	0.27645212	0.22415929	0.90536505	1.0961845	0.31874594	0.61249954	1.2441211	0.2854172	0.83999527	0.27818733	-0.86120313	0.15620653	-0.117591	-0.10671017	0.1580004	0.6969051	0.0466753	-0.22558486	-0.078615986	1
32	Peter Tancig	0.67149746	-0.45361534	0.07581573	0.0019673184	0.39964113	-1.3155684	-0.23977421	-0.4452074	-0.3111775	0.54273343	0.104602836	0.05271299	-0.2939561	-0.32622775	0.2922314	0.8535432	-0.18742035	-0.23938994	-0.1437931	0.1952658	-0.1989183	0.9253019	-0.0064322385	-1.077033	-0.8361335	0.19493549	-0.5586542	0.082787156	0.045429073	1.2035192	-0.4222002	-0.5608908	5
33	Bruno Stiglic	-0.030138552	0.10057837	-0.06371344	0.58402604	0.18252276	-0.10705383	0.37341693	0.89415455	-0.30660242	0.8254006	0.03336161	-0.38127112	-0.92492527	-0.41988945	0.16311608	0.19145228	0.36808187	-0.6696645	0.86005485	0.53891796	-0.13612129	0.63437206	1.1076677	-0.8595465	0.41646472	0.43886155	-0.60082364	0.29671216	0.39944673	-0.21048905	0.82416844	-0.21904536	5
34	Viljem Žumer	0.53197473	0.19700056	0.6865554	0.23024376	-0.34708408	-0.79945916	0.051437818	-0.0077817077	-0.36280096	0.06026719	0.1099448	-0.49605376	-1.2270706	0.09049439	0.15271147	0.20220797	0.0036692182	-0.48334977	0.56410676	0.17697948	-0.3955757	0.4564644	1.0529764	-0.47195667	0.40513286	0.2908131	-0.9287982	0.6662332	0.2685848	-1.0521563	0.8546088	0.2178038	1
35	Ivan Vezočnik	-0.22252606	-0.32589293	0.5128795	0.46131688	0.55411756	-0.20946896	-0.36953616	0.8131647	-1.0057068	-0.075861394	0.40430093	-0.5793878	-0.975128	-0.4315868	1.1059707	0.07203894	0.35082126	-0.21419033	0.58199996	-0.054237984	0.07497908	0.9182765	0.034842826	-0.84393877	-0.0072785798	-0.3121439	0.03901596	0.23271354	0.24970028	-0.3104452	0.50876546	-0.07984381	0
36	Viljan Mahnič	0.54561704	0.19840156	-0.58537257	-0.113879085	0.020516003	-0.58339405	-0.31606105	0.38054627	-0.045373663	-0.52954555	1.0617099	-0.49526504	-0.42404708	-0.005520648	0.71150374	0.5813277	0.14559653	-0.2733437	0.7639255	0.030495523	-0.7777623	0.28336176	0.706296	-0.74663687	0.18266456	-0.25631413	-0.035159223	0.65469366	0.61470324	-0.013149869	-0.2681951	-0.058875248	3
37	Igor Mozetič	0.40501517	-0.055046305	-0.19722906	0.1133244	0.37099418	-1.0785412	-0.31486025	-0.99960446	-0.9078585	-0.2984862	-0.1632007	0.0012052783	-0.25504023	-0.27897906	0.1945974	0.050802894	0.31228614	0.44615084	0.390344	0.90115136	0.024453996	0.5351726	0.6634631	-0.44792736	-0.27410117	0.36108646	0.58352417	0.13974996	0.45341927	0.9441115	-0.46548995	-0.28598326	0
38	Saša Prešern	1.1453384	-0.86066943	-0.7580901	0.19037384	0.20952296	-1.422534	-0.3479988	-1.1086247	0.516183	0.005760896	-0.5223521	-1.1501255	-0.274818	-0.56050295	-0.537239	0.02912382	0.99893284	0.12951161	0.4026856	1.1073395	0.78136516	0.46506375	-0.058251496	-0.73720115	0.8413163	0.85820013	-1.1642644	-0.79741377	0.42955473	-0.08433691	0.31628555	0.4035318	1
39	Franc Jager	0.4851353	0.3067974	-1.1766108	0.13453442	0.67747265	-0.536095	-0.03090061	-0.6827342	-0.75693786	-0.35977212	-0.52848816	-0.9655048	-0.13228181	-0.50696373	-0.7125005	1.6518009	0.34506068	-0.99878687	0.35581416	-0.45491993	-0.17193753	0.9186265	1.5372981	-0.07277695	-0.9091376	0.5392875	-0.43503976	-0.07238133	-0.19815738	0.75993186	-0.16477218	-0.004951084	3
40	Peter Reinhardt	0.5240977	-0.4646946	-0.6722917	0.31672835	-0.48512608	-0.4906425	-0.61547637	-0.66139424	-0.36302862	0.21692999	-0.6887862	-0.2056483	-0.717738	0.46635732	0.47768813	0.9976773	0.7941338	0.4528084	0.7506055	1.0056584	-0.041026328	1.0959678	0.11338595	-0.8359855	-0.17120792	-0.12573905	0.07014635	-0.08462687	0.32949027	0.13860776	-0.001357148	0.08411647	1
41	Tone Vidmar	0.64953065	-0.1957259	-0.37775287	-1.1022505	-0.34714174	-1.1053357	-0.4322491	-0.5838997	-1.2846988	-0.018778475	0.36089182	-0.6629773	0.08722466	-0.4159184	0.5349304	-0.0917538	0.7944295	-1.1955664	0.27953735	-0.6276887	0.76252556	0.15008867	1.4151212	-0.791616	0.42249054	0.017817503	-0.87149566	1.0889525	0.10546153	0.4008553	0.20457809	0.5689041	1
42	Senta Šetinc	0.015628703	-0.012900382	0.004538603	0.0062445775	0.019678906	0.02796042	-0.0061325133	-0.018515095	4.156679e-05	-0.014788695	0.005688004	0.0041615516	-0.00780008	-0.025274836	-0.019881025	-0.025293633	-0.010887809	-0.02397921	-0.015123799	0.027595684	-0.00475432	0.02642683	-0.019369297	0.029202111	0.029946074	-0.005561888	0.021444857	-0.02259139	-0.025677808	0.010573022	0.014414094	-0.007854961	5
43	Peter Kokol	-0.044052508	-0.08858332	0.21273133	0.6315348	-0.007057932	-0.57034993	0.6690228	0.43376416	-0.4836909	0.45840433	0.20879284	-0.5698768	-1.0400558	-0.36868188	0.07856828	0.3785363	0.4926577	-0.27065262	0.8830552	0.4730853	0.08397533	0.67666125	0.6448101	-0.11253834	0.4071961	-0.16321854	-0.66803694	0.6993976	0.46880078	-0.76688725	0.5638851	-0.166339	0
44	Nikola Guid	0.5121687	-0.15753329	0.59766304	-0.79291683	-0.35509393	-0.8300048	0.1432118	-0.19396995	-0.43273476	-0.13744578	-0.21404558	-0.005040339	-0.88553363	-0.27302048	-0.39973727	0.40475267	0.4891698	0.12163748	0.3079741	0.5760722	-0.12553272	0.66690576	0.65737087	-1.4330595	-0.50208217	0.6105895	-1.0329852	0.5280146	0.5013595	-1.3279117	0.9432478	-0.52667767	3
45	Igor Škraba	0.78551996	0.33129588	-0.21008487	0.5585128	-0.14596286	0.087416545	-1.439885	-0.094122626	-0.69675314	0.4597267	0.8415279	-1.6748126	0.18691637	0.035447575	0.91749096	0.128643	0.5441321	0.5116247	-0.01063825	0.5351403	0.46809623	1.1807431	-0.297512	-0.54242325	0.11487525	-0.20776369	-1.0800366	0.45492423	0.45052576	-0.15031815	0.6216063	0.5370491	1
46	Tomaž Mohorič	0.7008526	-0.53335756	-0.22700003	-0.060787603	0.41073263	0.45919815	-1.0202926	-0.1930269	-0.41529205	-0.14315419	0.081219606	-0.25343043	-0.92021614	0.059013676	0.39336237	0.01792508	0.31965685	0.5034847	0.9892328	0.57773584	-0.18467972	1.4844329	0.039825298	-0.5165481	-0.026405303	-0.29571095	-0.2458796	-0.085382916	0.4140275	0.19096783	0.069273345	-0.38064605	5
47	Eva Klemenčič	0.43947688	-0.9434647	0.08214526	-0.24774893	0.8792068	-1.3539914	-0.4637343	-0.21614648	0.23260222	-0.12819146	-0.3460034	-0.7839867	0.21447787	-0.80599594	0.13664307	0.62942284	0.21878387	0.19212231	0.13938016	0.6005234	0.4771173	0.79215294	0.3821427	-0.30326372	-0.4005304	-0.08388654	0.011140212	-0.08652073	1.0055898	0.18348345	-0.14180532	0.34696135	5
48	Jure Dimec	0.08785375	-0.3893563	-0.70403373	0.28474078	0.3211611	-0.81745845	-0.60591185	0.31289235	-0.016130922	0.091144145	0.025183199	-0.8940484	-0.33770636	-0.5200417	0.5361055	1.2188147	0.36824137	0.13896196	0.050314438	0.59611017	0.013157138	0.8525135	-0.052591022	-0.3869214	0.009325941	-0.59292334	0.28538582	-0.37487274	0.45993865	0.05110669	-0.34393194	0.35984564	5
49	Bojan Novak	-0.060232036	0.030496707	0.5591794	0.2618229	0.15257491	-0.33476084	0.023229798	0.42549908	-0.26087222	0.4965046	0.482283	-0.813252	-0.8155265	-0.06307218	0.085043855	0.06550141	0.26584953	-0.49339053	1.05943	0.51920694	-0.50623256	0.17104776	1.0078557	-1.0115881	0.08092514	0.1412402	-0.38796934	0.6131048	0.38087383	-0.7196267	0.5109822	0.12858851	5
50	Alojz Urbajs	-0.5862209	0.21306938	0.32814878	0.003693205	1.6056973	-1.814243	0.3989811	-1.4525672	-0.9042595	-0.77519757	-0.011149114	-0.77128494	-0.3543563	-0.9800682	0.8320101	0.6391129	1.6693722	-0.9119316	0.5318036	-0.22325745	1.030526	0.4018407	-1.2608185	-1.025286	0.39306468	0.87997425	-0.81219167	0.50869095	1.3618823	-0.24686772	1.4342369	0.39890444	5
51	Branko Zebec	-0.56875914	0.15001982	0.3922766	-0.21107969	1.700033	-1.5383087	0.23006737	-1.6216112	-0.7002981	-0.8961524	-0.020206487	-0.7466468	-0.17742182	-0.9932513	0.6768317	0.63358253	1.593777	-0.8611906	0.69409895	-0.27503583	0.73821586	0.45834106	-1.0342591	-0.99989283	0.20743993	0.6993553	-0.858573	0.72472656	1.1616648	-0.13236436	1.4946858	0.29350355	0
52	Igor Kononenko	0.67312264	0.03148391	-0.58126515	-0.2745929	0.61873484	-0.96991867	-0.537778	-0.7176786	-0.97212064	-0.009196409	0.12437721	-0.61624336	-0.33230144	-0.15395625	0.90862525	-0.31418794	0.010235677	0.16629677	0.011031932	-0.33300284	-0.1698544	0.69704145	0.45175782	0.08411239	0.015959192	0.53259575	-0.1398148	0.31831548	0.4893996	0.9642911	-0.08499667	0.24602786	7
53	Slavko Mavrič	0.88367164	-0.48967823	-0.2934573	-0.04782118	0.15818442	-0.4166179	-1.241655	-0.6345397	-0.37501737	0.3544203	-0.22336146	-0.88229376	0.41616783	0.11488328	-0.30585632	0.76662225	1.0890024	0.16172905	0.05826616	1.3147731	0.9317765	0.43456617	0.31159383	-0.73874193	-0.22653739	0.5699826	-0.55192447	0.017565642	0.53382385	-0.27349788	-0.04308347	0.6993824	7
54	Jana Bradač	-0.17528296	0.79279643	-1.5635686	0.9972853	0.6402034	-1.1718807	-1.2860612	-1.1881444	-0.5690788	-0.26936966	0.15854931	0.15256003	-1.6494175	-1.7941396	0.4410226	0.3351644	1.3643575	0.060242016	0.11001139	-0.21625774	0.23704782	0.15818831	0.76662827	-1.5303488	-0.9951731	1.5436172	-1.0481423	0.6700842	1.6090991	-0.8076011	1.2102451	-1.0063058	5
55	Tatjana Zrimec	0.40539324	-0.5284486	-0.6164332	-0.3355005	1.0452834	-0.27243194	-0.43809152	-0.32210067	-1.1073489	0.4848096	0.48721018	-1.2961369	-0.47022673	-0.07035351	1.0157704	-0.2749092	0.42747343	-0.08824126	0.03324556	-0.15093873	-0.2968118	0.8386008	0.66455364	-0.22561955	0.09548624	0.09092474	0.27639887	-0.06554238	-0.4150907	0.12520696	-0.39435247	-0.069483966	0
56	Tanja Urbančič	0.93701226	-0.10010641	0.2386564	0.108084455	0.4254336	-1.188184	0.26649606	-0.23368852	-0.11689734	-0.33600685	-0.0040033325	-0.69793487	-0.0049064183	-0.28860268	-0.181521	0.8034406	-0.25851476	0.50276196	0.013097125	0.77710617	0.20516102	0.88567734	0.4600419	0.052906476	-0.2796547	0.095404886	-0.37191525	0.3123514	0.25321922	0.4173539	-0.41832134	0.3613337	7
57	Davor Bonačić	-0.5315371	0.2755092	0.18764287	0.48273844	-0.022465117	-0.14918986	-0.05617663	0.8102894	-0.7114686	0.3491377	-0.2179421	-1.0722375	-1.3726673	-0.39254966	0.6208404	0.43628886	0.25525397	-0.33404905	0.57818955	0.7654168	-0.5170675	0.2909094	0.32297382	-1.0750685	0.6865398	0.67926687	-0.40667865	0.3148412	-0.043009035	-0.29066533	0.70780534	-0.2719393	5
58	Elizabeta Kmecl	-0.24933155	0.7365332	-1.6385529	1.0249383	0.5604156	-1.1922507	-1.354056	-1.2354294	-0.6001785	-0.23343669	0.25001603	0.18357897	-1.7079008	-1.7669736	0.3958677	0.31955525	1.3219656	0.12911423	0.114393316	-0.2806724	0.27892104	0.15042332	0.7821281	-1.5972157	-0.92909795	1.5553769	-1.0121168	0.67992866	1.6338819	-0.86045694	1.1100487	-1.0789526	5
59	Borut Robič	1.2952794	-0.33710495	-0.91510063	0.16958155	-0.24995072	-0.52543014	-0.777663	-0.9565003	0.0043799146	-0.1073136	-0.1837025	-1.1437217	0.08698237	-0.1442455	-0.13649608	0.334853	0.5806351	0.3778935	0.13234596	0.93656206	0.43765798	0.31317055	0.45477173	-0.75412333	0.108057916	0.3539115	-0.8209387	-0.37809178	0.22614415	-0.3902764	0.32238686	1.1021882	3
60	Petar Brajak	0.58044523	-0.22889058	0.8348663	0.72754794	0.4527341	-0.23642464	-0.58784455	0.16499282	-0.44761717	-0.0667609	0.25069824	-0.50698775	-0.82106304	-1.087955	0.15773527	0.27395386	0.3517912	-0.7825152	1.0081518	0.45558232	0.009801767	0.63584423	0.51741356	-0.27625567	0.5802139	0.74104416	0.33945617	-0.28293452	-0.5045226	0.54949975	0.081251696	-0.12714773	0
