mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
123	Iztok Koren	2	15	0	1	50	0	38	0	0	11	15	0	0	0	0	7
124	Matjaž Likar	2	39	0	1	102	0	357	0	0	46	27	0	6	0	0	7
125	Nenad Međeral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
126	Aram Karalič	8	147	12	16	855	321	1518	5	25	228	520	18	69	21	12	7
127	Vojko Ambrožič	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	5
128	Matevž Kovačič	7	96	13	8	658	292	769	7	5	153	214	17	30	10	1	7
129	Slavko Može	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	Aleš Jelovšek	1	14	0	0	118	0	74	0	0	17	0	0	0	0	0	0
131	Bojana Lunar-Peček	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
132	Ivo Ipšić	5	45	1	9	158	7	189	0	0	59	79	0	47	3	7	7
133	Polonca Blaznik	5	47	4	6	309	63	228	1	2	51	85	2	18	5	2	1
134	Gabrijela Dreo	2	32	0	1	207	0	296	0	0	88	24	0	4	0	0	1
135	Andreja Zaveršek	4	57	2	4	400	49	552	0	0	184	78	1	22	2	1	0
136	Aleksandra Krumpak	4	9	2	4	55	9	10	0	1	3	12	1	2	2	1	7
137	Anto Jurković	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	Barbara Koroušić-Seljak	5	42	4	6	382	48	217	0	3	37	68	4	23	4	2	1
139	Peter Krošelj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
140	Božo Urh	2	48	0	1	415	0	478	0	0	83	28	0	10	0	0	5
141	Dejan Leskovšek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
142	Marjan Heričko	36	140	507	123	714	3459	546	3973	18	195	1179	2333	113	653	181	3
143	Heri Špička	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
144	Denis Trček	8	44	26	2	281	303	311	44	0	74	5	12	0	0	0	5
145	Robert Vilhar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	Aleš Šuntar	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5
147	Tomo Rugelj	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
148	Sašo Džeroski	29	193	333	73	1098	3806	1302	2114	103	218	1174	1181	109	287	72	7
149	Jelena Ficzko	9	33	19	17	76	162	76	10	3	15	42	45	27	13	16	1
150	Aleš Jaklič	10	45	34	11	204	226	191	57	0	24	159	42	10	17	4	7
151	Marjan Mernik	28	164	295	83	822	3193	1007	1632	20	285	977	1232	109	310	102	1
152	Branislav Šmitek	3	9	3	0	49	16	8	1	1	8	0	0	0	0	0	5
153	Damijana Keržič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
154	Romana Vajde Horvat	16	143	66	54	680	844	932	114	15	188	1019	225	126	132	89	3
155	Niko Čižek	6	74	7	8	476	104	630	3	0	155	186	6	40	7	4	1
156	Miran Kokol	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
157	Boris Ahlin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
158	Filip Samo Balan	3	16	0	3	91	0	38	0	0	7	18	0	7	0	1	1
159	Viljem Križman	11	164	29	26	848	672	1623	22	21	210	738	74	94	47	22	7
160	Tone Ljubič	4	35	0	6	223	0	274	0	0	48	97	0	4	0	4	5
161	Borut Hribovšek	1	41	0	0	244	0	732	0	0	88	0	0	0	0	0	7
162	Borut Korenjak	3	23	1	2	364	15	64	0	0	43	17	0	7	1	0	3
163	Aleš Dobnikar	5	57	9	1	408	173	747	7	2	94	37	3	7	0	0	5
164	Simon Dobrišek	15	46	62	43	363	352	103	124	2	48	260	166	14	102	63	7
165	Bojan Slemnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
166	Zoran Svetec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
167	Mitja Debeljak	2	58	0	1	308	0	626	0	0	187	36	0	11	0	0	5
168	Igor Benko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	Dejan Dinevski	11	119	34	21	765	673	821	40	7	216	349	85	77	16	24	5
170	Drago Torkar	8	94	20	8	538	454	634	20	8	162	142	26	23	8	2	5
171	Matija Drobnič	4	52	2	4	486	46	677	0	0	95	84	1	13	2	1	7
172	Anton Biasizzo	11	51	41	14	506	312	166	90	2	92	172	28	11	43	4	1
173	Tomaž Kolmanič	2	23	0	1	259	0	106	0	0	71	17	0	3	0	0	7
174	Jerneja Žganec Gros	19	63	116	55	534	876	240	355	2	88	236	367	9	173	74	7
175	Matjaž Ivačič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
176	Natalija Trstenjak	4	69	3	3	264	97	620	0	1	128	84	2	12	2	0	3
177	Danica Dolničar	8	10	22	6	46	62	17	25	1	4	2	27	2	3	1	1
178	Aleš Musar	3	8	0	3	13	0	8	0	0	3	12	0	2	0	1	7
179	Miro Jeraj	5	34	3	7	223	35	273	0	0	48	95	3	3	3	4	5
180	Polde Podlogar	2	12	1	0	34	10	30	0	1	16	0	0	0	0	0	1
181	Mladen Stanojević	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	Bogomir Romih	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
183	Iztok Bitenc	5	37	3	7	231	33	276	0	1	43	99	3	7	3	4	5
184	Borut Werber	1	6	0	0	36	0	8	0	0	7	0	0	0	0	0	5
185	Pavle Popović	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
186	Urban Jan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	Uroš Petric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
188	Rudi Panjtar	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1
189	Tomaž Kern	6	33	8	7	223	68	273	3	0	48	91	10	3	3	4	5
190	Domen Verber	8	70	20	8	583	260	510	22	11	197	150	22	29	10	2	5
191	Boštjan Vovk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
192	Blaž Zupan	25	212	245	55	1201	3780	1572	1301	50	263	974	785	117	162	52	7
193	Dunja Mladenić	24	161	234	42	1184	2701	1011	1281	84	217	650	589	92	127	27	7
194	Karmen Pepelnjak	4	42	0	6	149	0	196	0	0	69	60	0	33	0	4	7
195	Maja Gerkšič	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
196	Irena Nančovska Šerbec	8	79	23	5	626	527	714	32	4	142	18	20	0	2	2	7
197	Matjaž Mencej	1	7	0	0	47	0	17	0	0	4	0	0	0	0	0	3
198	Bojan Stanonik	1	5	0	0	33	0	3	0	0	7	0	0	0	0	0	5
199	Boštjan Slivnik	7	34	10	11	232	87	119	3	1	22	101	15	7	11	6	3
200	Jure Artiček	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
201	Primož Kranjec	1	7	0	0	79	0	16	0	0	5	0	0	0	0	0	0
202	Stanislav Gruden	8	55	7	21	233	55	206	0	0	36	218	21	56	0	35	8
203	Francelj Trdič	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
204	Luka Logar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	Miha Mraz	10	5	18	27	23	15	0	8	0	1	28	38	1	44	30	1
206	Primož Podgornik	3	21	1	2	129	17	61	0	0	21	21	0	2	1	0	7
207	Marko Privošnik	3	10	0	3	44	0	13	0	0	1	18	0	1	0	1	7
208	Igor Rožanc	2	11	0	1	160	0	36	0	0	9	9	0	1	0	0	3
209	Tomaž Klobučar	5	11	7	3	43	30	14	2	1	2	8	7	2	1	0	1
210	Matej Caf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
211	Marjan Štrakl	2	15	0	1	78	0	43	0	0	12	5	0	5	0	0	1
212	Aleksander Kvas	4	53	0	6	343	0	430	0	0	130	133	0	13	0	4	1
213	Andrej Miksić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
214	Vesna Prašnikar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
215	Ivan Lah	4	98	0	6	530	0	1089	0	0	239	142	0	76	0	4	5
216	Darjan Petrič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
217	Gordana Budimir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
218	Alenka Koželj Mernik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
219	Tvrtko Šercar	5	0	8	2	0	0	0	4	0	0	0	6	0	0	0	5
220	Milan Kozole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
221	Mojca Ciglarič	10	39	29	16	311	269	106	33	0	42	70	56	6	21	10	0
222	Mojca Parkelj	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
223	Mina Žele	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
224	Uroš Pompe	3	31	1	2	286	9	198	0	0	49	41	0	6	1	0	7
225	Jure Skvarč	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
226	Matjaž Horvat	3	13	1	2	95	1	52	0	0	14	23	0	1	1	0	0
227	Alenka Žužek	5	43	5	5	406	68	198	1	1	70	84	5	9	2	2	1
228	Stanislav Mihelčič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
229	Janez Hafner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
230	Zoran Bistrički	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
231	Brane Brodnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
232	Andrej Kores	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
233	Marko Šinkovc	3	15	1	2	57	5	27	0	1	12	13	0	5	1	0	5
234	Jože Senegačnik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
235	Branko Šter	9	56	25	11	381	294	262	34	0	61	124	27	15	19	4	7
236	Hubert Fröhlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
237	Borut Žnidar	2	29	0	1	274	0	211	0	0	41	19	0	5	0	0	1
238	Franc Bračun	4	13	4	2	46	26	15	0	0	5	9	4	2	0	0	1
239	Boris Antolovič	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	1
240	Matjaž Kukar	14	174	72	19	1029	1639	1370	182	25	284	429	143	72	32	7	7
241	Darko Lestan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
242	Matjaž Urank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
243	Roman Gumzej	2	17	0	1	214	0	35	0	0	35	11	0	3	0	0	5
244	Tomaž Poštuvan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
245	Anka Rogina	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	5
246	Darko Zupanič	9	132	25	11	880	586	1096	34	46	184	256	27	61	19	4	7
247	Črtomir Oblonšek	3	39	1	2	101	27	347	0	0	44	37	0	7	1	0	3
248	Istok Colja	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
249	Robert Rozman	3	11	2	1	109	17	7	0	0	12	5	1	0	0	0	1
250	Andrej Orel	2	42	0	1	364	0	373	0	0	111	26	0	8	0	0	0
251	Robert Špendl	2	48	0	1	415	0	478	0	0	83	28	0	10	0	0	7
252	Primož Potočnik	1	7	0	0	0	0	20	0	0	1	0	0	0	0	0	7
253	Boris Benko	6	91	6	9	484	146	865	0	2	264	247	9	29	6	5	5
254	Irena Lipar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
255	Aleš Klemenčič	1	17	0	0	43	0	116	0	0	20	0	0	0	0	0	2
256	Anka Dolinar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
257	Irena Sajovic	2	7	0	1	10	0	11	0	0	4	5	0	1	0	0	0
258	Anton Pozne	4	36	4	2	165	59	142	1	1	75	23	2	12	1	0	7
259	Stanko Koželj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
260	Andrej Duh	2	15	0	1	78	0	43	0	0	12	5	0	5	0	0	1
261	Rok Rupnik	10	70	24	21	616	278	280	26	3	119	254	42	46	30	22	5
262	Marko Robnik Šikonja	6	41	7	8	425	53	207	4	1	40	120	3	15	10	3	7
263	Špela Hleb Babič	5	78	3	7	642	71	506	0	11	218	129	3	45	3	4	0
264	Nikolaj Korbar	6	97	2	13	508	33	736	0	0	164	302	1	75	6	13	3
265	Urban Bergant	2	14	0	1	16	0	16	0	0	30	4	0	5	0	0	0
266	Tomaž Bartol	2	14	0	1	70	0	63	0	0	15	12	0	1	0	0	5
267	Mojca Sabolič Mijovič	1	22	0	0	196	0	195	0	0	36	0	0	0	0	0	3
268	Martin Puhar	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5
269	Robert Verlič	2	27	0	1	175	0	146	0	0	23	19	0	4	0	0	1
270	Andrej Gogala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
271	Mateja Podlogar	4	4	2	4	56	6	0	0	0	2	6	1	0	2	1	5
272	Georg Pollak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
273	Čedo Malič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
274	Bojan Kverh	5	48	5	5	248	71	255	2	0	23	89	2	16	5	1	7
275	Davorka Šel	2	4	1	0	56	4	5	0	0	1	0	0	0	0	0	7
276	Tomaž Šef	13	137	61	17	764	1114	947	144	8	186	392	104	61	31	7	7
277	Jana Grohar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
278	David Podgorelec	8	43	14	14	157	98	241	8	0	25	163	21	20	18	9	1
279	Aleš Časar	3	14	0	3	81	0	34	0	0	8	16	0	6	0	1	1
280	Matija Marolt	5	8	7	3	44	16	12	3	0	1	14	6	1	0	1	3
281	Janez Bostič	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
282	Rok Prešeren	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	Dorian Šuc	4	44	4	2	327	88	467	0	0	112	32	4	6	0	0	7
284	Primož Skočir	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
285	Tanasko Tasić	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
286	Simon Križaj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
287	Bojan Oštir	2	3	0	1	0	0	2	0	0	1	3	0	0	0	0	5
288	Igor Zaverski	1	7	0	0	78	0	11	0	0	10	0	0	0	0	0	5
289	Uroš Lotrič	4	21	3	3	124	21	69	0	0	7	24	3	9	0	1	7
290	Janez Brest	17	133	82	54	642	1096	718	171	9	165	790	281	112	155	73	1
291	Alenka Kavčič	6	7	10	5	60	18	7	4	0	0	17	13	0	2	1	3
292	Srečko Fridl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	Marko Bajec	15	78	59	46	617	766	716	93	6	183	272	203	21	82	77	5
294	Samo Uršej	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
295	Valdi Brajković	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	Franc Močilar	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
297	Arijan Šiška	2	5	1	0	59	3	2	0	1	2	0	0	0	0	0	3
298	Franc Škedelj	1	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0
299	Gregor Molan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
300	Simon Kolmanič	5	41	5	5	109	63	313	2	0	42	79	2	11	5	1	3
301	Maja Ferle	1	11	0	0	148	0	44	0	0	11	0	0	0	0	0	1
302	Radovan Sernec	3	1	2	1	0	1	0	0	0	0	1	1	0	0	0	0
303	Ljupčo Todorovski	23	166	211	42	1077	2585	982	1090	81	190	685	513	110	135	33	0
304	Vili Podgorelec	16	192	71	49	741	1461	1414	116	47	302	909	262	208	122	60	0
305	Janez Demšar	13	103	52	26	710	740	735	97	7	159	400	112	41	57	20	7
306	Ivan Gabrijel	2	19	0	1	118	0	74	0	0	13	7	0	6	0	0	1
307	Bor Prihavec	4	45	2	4	346	26	326	0	1	61	95	1	6	2	1	0
308	Damjan Demšar	6	149	3	12	766	104	1695	0	10	240	457	3	82	6	11	7
309	Andreja Pucihar	4	4	2	4	56	6	0	0	0	2	6	1	0	2	1	5
310	Uroš Kač	4	59	2	4	376	47	373	0	2	55	78	1	24	2	1	1
311	Iztok Lapanja	7	17	7	14	25	22	10	2	0	14	44	8	18	13	12	1
312	Gregor Lenart	5	49	6	4	226	145	496	0	0	143	35	9	8	0	1	5
313	Arso Savanović	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
