mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	cD#class
60	Geir Tore Hjelle	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	1
61	Marianne Lie	19	57	129	42	113	727	146	376	0	87	245	520	27	25	48	2
62	Philippa Dale Wright	6	28	0	15	133	0	112	0	0	45	130	0	5	0	20	2
63	Riulf Karsten Rustad	8	26	12	16	133	52	112	0	0	44	120	36	5	0	20	1
64	Alexandra Bech Gjørv	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	2
65	Åse Aulie Michelet	23	52	191	62	87	913	78	685	0	118	231	978	0	0	108	2
66	Eivind Kristofer Reiten	13	35	40	38	51	262	131	0	0	92	158	220	0	0	66	1
67	Finn Johnsson	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	1
68	Helge Evju	5	37	0	10	53	0	131	0	0	105	148	0	0	0	10	1
69	Liv Gisele Marchand	16	40	85	35	51	434	101	150	0	108	166	370	0	0	40	2
70	Alf Boy Asheim	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	1
71	Anne-Marie Erdal	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	2
72	Erik Gjellestad	3	3	0	3	5	0	0	0	0	3	6	0	0	0	1	1
73	Eva Christina Eriksson	6	5	9	6	16	15	0	0	0	10	10	18	0	0	2	2
74	Alf Christian Thorkildsen	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	1
75	John-Steinar Kvitvang	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	1
76	Merete Alnes Mostue	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	2
77	Merete Haugli	16	29	83	37	102	270	68	140	0	47	147	366	9	10	44	2
78	Sturla Sand	4	12	0	6	29	0	35	0	0	31	36	0	0	0	4	1
79	Alf Georg Aarthun	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
80	Idar Jan Ekeland	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
81	Jiangang Xu	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
82	Siv Grete Lea	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
83	Zhong Bei	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
84	Alf Gerald Engstrøm	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
85	Antti Mikael Auno	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
86	Benedicte Tostrup	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
87	Dorthe Lie	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
88	Olav Madsen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
89	Alfons Louis Jozef Brusselmans	4	25	0	6	30	0	71	0	0	85	57	0	9	0	4	1
90	Arne Møgster	4	25	0	6	30	0	71	0	0	85	57	0	9	0	4	1
91	Britt Kathrine Drivenes	13	11	27	51	34	12	8	0	0	19	120	135	0	27	124	2
92	Hege Charlotte Bakken	4	25	0	6	30	0	71	0	0	85	57	0	9	0	4	2
93	Helge Singelstad	20	26	126	64	21	378	0	293	0	60	102	675	7	39	133	1
94	Alfred Ydstebø	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	1
95	Ellen Susanne Math Henrichsen	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	2
96	Harald Sigurd Pedersen	10	24	24	21	48	104	47	0	2	41	106	96	1	0	24	1
97	Ole Peter Ludvig Lorentzen	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	1
98	Pia Magnhild Helena Gideon	6	22	0	15	50	0	39	0	0	40	108	0	1	0	20	2
99	Stein Aukner	14	39	62	29	76	323	84	87	2	70	164	237	8	9	31	1
100	Allan Åkerstedt	7	9	12	9	35	27	10	0	1	12	25	30	0	0	5	1
101	Davide De Picciotto	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	2
102	Gudrid Eide	3	6	0	3	35	0	0	0	0	7	12	0	0	0	1	2
103	Hanna-Kaisa Nikkanen	11	12	38	17	46	55	26	44	1	13	63	99	0	12	10	2
104	Hroar Nilsen	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	1
105	Kristina Jacobsen	4	10	0	6	11	0	10	0	0	14	30	0	0	0	4	2
106	Thor Lien	5	32	6	4	61	90	148	0	1	40	36	9	0	0	1	1
107	Tonje Vegarud	3	6	0	3	35	0	0	0	0	7	12	0	0	0	1	2
108	Amund Skarholt	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
109	Anne Breiby	18	29	119	34	62	423	105	342	0	45	70	439	0	0	35	2
110	Frode Teigen	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
111	Thore Michalsen	4	26	0	6	44	0	108	0	0	49	78	0	0	0	4	1
112	Torhild Widvey	16	41	93	27	83	466	128	232	0	69	137	297	6	12	19	2
113	Amy Elizabeth Humphreys	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	2
114	Audun Stensvold	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
115	Elin Karfjell	11	25	37	18	71	163	44	36	0	50	81	110	3	5	14	2
116	James Harry Miller	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
117	Manuel Nicholas Stamatakis	5	17	0	10	51	0	47	0	0	23	66	0	1	0	10	1
118	Anders-Preben Tengs	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
119	Johannes Buhagen	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
120	Kjell Dahl	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
121	Laimonis Richards Alexanders Jaucis	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
122	Siv Lippert	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	2
123	Svein Dahl	5	0	0	10	0	0	0	0	0	0	0	0	0	0	10	1
124	Anders Almestad	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
125	Arne Guttorm Tande	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
126	Britt Stene	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
127	Lars Per Eikeland	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
128	Linda Litlekalsøy Aase	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
129	Anders Berggren	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
130	John Olof Solberg	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
131	Jorunn Ygre Storjohann	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
132	Anders Eckhoff	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	1
133	Arne Magnus Rise	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	1
134	Gro Gauthun Kielland	6	21	9	6	70	63	68	0	0	38	38	18	2	0	2	2
135	Liv Marit Lundby	3	3	0	3	21	0	0	0	0	3	6	0	0	0	1	2
136	Anders Gunnestad Pedersen	4	21	0	6	23	0	47	0	0	29	57	0	3	0	4	1
137	Inger Beate Svenneby Herland	7	25	9	12	21	48	32	0	0	35	96	18	3	9	8	2
138	Jørgen Aaby	6	19	8	7	23	38	47	0	0	28	51	16	3	0	4	1
139	Naja Dannow	8	17	16	12	23	68	47	0	0	23	45	48	3	0	8	2
140	Anders Hedeboe Jakobsen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
141	Jon Sigurd Svenningsen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
142	Kåre Wessel	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
143	Linne Fromm-Christiansen	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
144	Marie-Christine Jansby	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
145	Mette Stendahl Plomgaard	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	2
146	Thomas Nørgaard	6	0	0	15	0	0	0	0	0	0	0	0	0	0	20	1
147	Anders Hvide	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	1
148	Anne Jorun Aas	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
149	Birgitte Feginn Angelil	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
150	Dia Stompanato Weil	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	2
151	Erik Thorsen	10	8	24	21	5	32	0	0	0	28	40	96	0	0	24	1
152	Hugo Lund Maurstad	14	9	48	43	29	62	0	0	0	16	55	288	0	0	76	1
153	William Herman Crown	6	12	0	15	5	0	0	0	0	34	60	0	0	0	20	1
154	Anders Kvarberg	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
155	Geir Thomassen	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
156	Nanna Gjerde	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
157	Anders Meland	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
158	Anne Sauro Hellsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
159	Karianne Weyergang Marcussen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
160	Terje Johan Wulff	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
161	Anders Paul Wiklund	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
162	Annette Clancy	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	2
163	Carl Christian Gilhuus-Moe	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
164	Edward Karol Sikora	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
165	Geir Stormorken	6	12	0	15	9	0	0	0	0	31	60	0	0	0	20	1
166	Hilde Hermansen Steineger	13	14	42	36	22	89	20	0	0	26	79	231	0	0	55	2
167	Karin Cecilie Kullmann Five	11	7	30	25	9	35	0	0	0	21	35	135	0	0	30	2
168	Anders Skjævestad	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
169	Anne Sofie Bjørkholt	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
170	Jon Henrik Bruvoll	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
171	Anders Talleraas	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
172	Hege Sævik Rabben	10	0	24	21	0	0	0	0	0	0	0	96	0	0	24	2
173	Helge Aarseth	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
174	Janicke Westlie Driveklepp	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	2
175	Jill Annette Aasen	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	2
176	Per Rolf Sævik	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
177	Roger Granheim	6	4	0	15	0	0	0	0	0	6	20	0	0	0	20	1
178	Anders Thuve	2	5	0	1	10	0	0	0	0	4	5	0	0	0	0	1
179	Ola Krohn-Fagervoll	5	7	6	4	16	16	0	0	0	11	12	9	0	0	1	1
180	Susanne Lene Rangnes Schneider	4	8	4	2	5	16	0	0	0	13	8	4	0	0	0	2
181	Andrew Seth Weinberg	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
182	Egil Bodd	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
183	Lance Lloyd Hirt	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
184	Stig Terje Sunde	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
185	Anna Synnøve Bye	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	2
186	Carsten Andreas Mellbye	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
187	Håvar Poulsson	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
188	Pauline Mary Walsh	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	2
189	Thomas Fredrik Olsen	5	7	0	10	4	0	6	0	0	15	28	0	0	0	10	1
190	Anette Solstad	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	2
191	Harald Magne Eikesdal	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
192	Ketil Lenning	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
193	Per Gunnar Solstad	5	10	0	10	24	0	0	0	0	21	40	0	0	0	10	1
194	Terje Vareberg	11	17	30	25	53	89	0	0	0	28	81	135	0	0	30	1
195	Aniela Gabriela Gjøs	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	2
196	Bernd Hubert Joachim Bothe	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	1
197	Hege Marie Norheim	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	2
198	Per Arthur Sørlie	4	11	0	6	14	0	0	0	0	55	33	0	0	0	4	1
199	Svein Rennemo	15	14	44	61	48	56	48	0	0	43	140	286	0	0	169	1
200	Anita Karin Patrick	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
201	Mogens Jessen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
202	Morten Wilfred Rødsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
203	Niels Jørgen Krogsgård	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
204	Ann-Kristin Hageløkken	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
205	Carl Erik Mathias Uhlen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
206	Greta Bentzen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
207	Hans Johan Hekland	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
208	Robert Verner Ahlgren	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
209	Ann-Tove Kongsnes	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	2
210	Benedicte Heidenreich Fossum	14	36	62	29	135	352	109	84	1	74	106	243	4	6	31	2
211	John Ole Skeide	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
212	Karl Johan Jakola	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
213	Lill Beate Pedersen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	2
214	Steinar Fossen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
215	Viktor Helmer Sørensen	6	8	0	15	36	0	14	0	0	14	40	0	0	0	20	1
216	Ann Elizabeth Seabrook	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	2
217	Artur Rastrogin	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
218	Einar Olof Lyche	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
219	Frederick Matthew Thomas Ponsonby	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
220	Katherine Hatlen Støvring	10	16	24	21	67	96	51	0	0	21	48	96	0	0	24	2
221	Linda Dowding	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	2
222	Mikhail Alyautdinov	6	4	0	15	16	0	0	0	0	6	20	0	0	0	20	1
223	Anna-Stina Nordmark Nilsson	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	2
224	Anne Margrethe Sødahl Wessel	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	2
225	Karl-Erik Staubo	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
226	Selma Kveim	11	23	28	27	86	152	30	0	0	64	78	126	0	0	39	2
227	Stig Göran Martin	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
228	Stig Grimsgaard Andersen	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
229	Tine Gottlob Kirstan Wollebekk	10	8	21	24	28	40	0	0	0	12	32	84	0	0	36	2
230	Veroslav Sedlak	7	7	0	21	24	0	0	0	0	9	42	0	0	0	35	1
231	Anna Cecilie Holst	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
232	Morten Ågnes	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
233	Per Arne Johnsen	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
234	Rolf Tore Spjelkavik	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
235	Anna Yvonne Monica Malm Bernsten	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
236	Arne Aarnes	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
237	Kirsten English	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2
238	Tom Roland Nyman	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1
239	Erik Must	22	66	170	61	180	1062	216	567	1	145	312	809	5	81	83	1
240	Finn Marum Jebsen	10	44	24	21	86	236	98	0	0	112	160	96	0	0	24	1
241	Irene Waage Basili	4	36	0	6	84	0	98	0	0	101	108	0	0	0	4	2
242	John Giverholt	11	47	28	27	112	273	98	0	1	129	195	126	0	0	39	1
243	Anne Berit Sandnes	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
244	Annette Nora Thorvik Pettersen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
245	Erik Glende Johnsen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
246	Eva Helene Sydskjør	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
247	Ivar Sigmund Williksen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
248	Kjell Hetland	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
249	Kolbjørn Opsahl Selmer	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
250	Roald Dolmen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
251	Siv Bakke Rivenes	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	2
252	Willy Anker Hansen	9	0	0	36	0	0	0	0	0	0	0	0	0	0	84	1
253	Dag-Erik Rasmussen	16	50	99	21	71	639	151	300	1	81	109	237	0	12	11	1
254	Gunnar Domstein	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
255	Gunvor Ulstein	3	32	0	3	47	0	134	0	0	55	64	0	0	0	1	2
256	Idar Lars Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
257	Inge Leif Sleipnes	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
258	Inger Adele Myklebust	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	2
259	Ingerid Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	2
260	Kjell Arvid Storeide	7	32	12	9	62	124	134	0	0	55	68	30	0	0	5	1
261	Knut Magne Domstein	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
262	Morten Frogner	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
263	Nils Fredrik Drabløs	5	13	0	10	29	0	54	0	0	24	52	0	0	0	10	1
264	Rolv Bakke	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
265	Sveinung Andreas Flem	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
266	Tore Ulstein	6	12	0	15	29	0	47	0	0	19	60	0	0	0	20	1
267	Anne Breive	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
268	Bjarne Egill Skeie	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
269	Jan Magne Galåen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
270	Kjerstin Fyllingen	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	2
271	Trym Skeie	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1
272	Anne Brit Liseth	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	2
273	Else Bugge Fougner	10	16	24	21	57	78	9	0	0	28	66	96	0	0	24	2
274	Gabriel Smith	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	1
275	Johan Solbu Braaten	11	27	37	18	26	189	47	36	0	52	75	108	3	9	12	1
276	Knut Haraldson	4	13	0	6	30	0	9	0	0	27	39	0	0	0	4	1
277	Anne Britt Bekken	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	2
278	Bente Sollid	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	2
279	Erik Hagen	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
280	Frode Nordseth	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
281	Kaare Moursund Gisvold	16	89	70	50	182	800	263	48	0	235	525	409	5	18	85	1
282	Liselott Kilaas	15	55	56	49	168	397	156	0	1	155	371	364	0	0	91	2
283	Marit Arnstad	25	52	202	98	179	904	143	528	1	108	340	1531	1	0	241	2
284	Stig Eide Sivertsen	24	96	212	64	265	1682	241	816	2	234	506	1108	8	0	100	1
285	Terje Roll Danielsen	8	48	0	28	148	0	156	0	0	149	336	0	0	0	56	1
286	Anne Carine Tanum	9	4	20	16	27	20	0	0	0	6	12	70	0	0	14	2
287	Bent Pedersen	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
288	Bente Gudveig Brevik	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	2
289	Berit Svendsen	8	32	16	12	103	128	132	0	0	77	96	48	0	0	8	2
290	Bjørn Sund	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
291	Gunilla Kristina Åstrand Berg	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	2
292	Jarle Bergo	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	1
293	Kai Nyland	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	1
294	Tore Olaf Rimmereid	5	4	0	10	4	0	0	0	0	6	16	0	0	0	10	1
295	Torill Rambjør	4	9	0	6	27	0	0	0	0	16	27	0	0	0	4	2
296	Anne Cathrine Fodstad	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	2
297	Finn Olav Berglie	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	1
298	Gudleik Njå	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	2
299	Oddvar Fodstad	4	4	0	6	17	0	0	0	0	6	12	0	0	0	4	1
