mS#id	mS#node	C#n2v-0	C#n2v-1	C#n2v-2	C#n2v-3	C#n2v-4	C#n2v-5	C#n2v-6	C#n2v-7	C#n2v-8	C#n2v-9	C#n2v-10	C#n2v-11	C#n2v-12	C#n2v-13	C#n2v-14	C#n2v-15	C#n2v-16	C#n2v-17	C#n2v-18	C#n2v-19	C#n2v-20	C#n2v-21	C#n2v-22	C#n2v-23	C#n2v-24	C#n2v-25	C#n2v-26	C#n2v-27	C#n2v-28	C#n2v-29	C#n2v-30	C#n2v-31	cD#class
11	Baylor	-0.0015225922	-0.6644184	-0.2485424	-0.16810714	-0.22681907	-0.47721076	0.5563994	0.2709352	0.103796355	-0.0672512	-0.039977416	0.24259336	-0.27534735	0.31241214	-0.04114044	-0.027196685	0.32665855	0.3481217	0.1427308	0.27006394	0.37332863	0.49010512	0.66598094	-0.4723792	0.3058584	-0.038605236	-0.43275493	-0.4211099	0.35652083	-0.29454446	-0.65879893	0.16313292	4
12	North Texas	0.22343796	-0.6709115	-0.08428546	-0.16857353	-0.36553952	-0.4076432	0.6772067	0.22748251	0.08311337	0.23294185	0.07791746	-0.30081505	0.07524124	-0.4331011	0.43669847	-0.32919213	0.124593064	0.004300632	0.38256547	-0.4823407	0.29184014	0.46222064	0.6042797	-0.15837479	0.5891674	0.31040022	-0.44189176	0.027191294	0.04830939	-0.07256267	-0.40763733	0.3323029	11
13	Northern Illinois	0.0062477984	-0.26332727	0.35428652	-0.26736236	-0.015121355	-0.09507693	0.13419916	0.16877513	-1.0100099	0.06064911	0.26705775	-0.20285627	-0.26742014	-0.049955193	0.2290396	0.14594722	0.2520171	-0.1796942	0.19594498	0.6876531	0.5534271	0.65177625	-0.14156806	0.40754366	-0.21250446	-0.32763967	-0.13696623	0.09104884	0.001469954	-0.568393	0.3233766	0.5201579	7
14	Northwestern	-0.13704537	-0.4736803	0.43775415	0.5053614	-0.27174208	-0.23451824	0.35099557	0.72967964	-0.60168225	-0.23293374	-0.3824306	-0.2339369	-0.2873251	-0.0035472214	0.039261043	0.18818386	0.3488619	0.5628177	-0.5010019	0.57671887	0.12730442	0.38302916	0.020580478	-0.22474194	0.08047893	0.12540014	0.1980763	0.45371228	0.1253319	-0.16521315	-0.0021919417	0.43353644	3
15	Western Michigan	0.31379405	-0.27460745	0.060492907	-0.066205256	-0.37504363	-0.32356116	0.38742486	0.35286924	-1.0456789	0.05361995	0.05128286	-0.21809258	-0.21980931	0.32825172	0.56703544	0.18388736	0.65922934	0.014152016	-0.023453563	0.74428976	0.01618091	0.50488997	0.1337498	0.3074352	-0.05011332	-0.2956326	-0.117345706	-0.033217438	0.09933692	-0.25083664	0.3278407	0.6077426	7
16	Wisconsin	0.06967329	-0.38077927	0.12614167	0.027439637	0.24703346	-0.03795027	0.25287753	0.13549529	-0.86997956	-0.14538226	-0.47517732	0.06167971	-0.010598141	-0.06669593	-0.161824	0.20261617	0.24515615	0.611311	-0.5513254	0.7393965	0.35764125	0.48212343	0.6408978	-0.11544565	0.14012393	0.12930669	-0.059906147	0.4069029	0.37346858	0.020717474	-0.023589686	0.26544896	3
17	Wyoming	-0.2270086	-0.28598902	-0.13750911	-0.4488335	-0.17671578	-0.47843134	0.43232	-0.32079098	-0.2667504	0.23838688	0.6955731	-0.4333072	0.19935916	0.36126748	0.13211983	0.12618157	0.14826247	0.1927801	0.5848886	0.08466205	-0.38420781	0.5052568	0.29470485	0.21372037	-0.16043325	0.33103383	-0.16826415	0.58137023	0.56866443	-0.5679638	-0.3328423	0.006654908	8
18	Auburn	-0.3258338	-0.3800664	0.8121715	0.026166525	0.20061244	-0.3598607	0.38462898	-0.23061122	-0.0023078718	0.3434607	-0.06927736	-0.16607395	-0.17977025	0.1056945	0.18504356	-0.18351449	0.5920994	-0.336597	0.62588423	0.15633515	0.47414201	-0.04178285	0.12484559	0.097805314	-0.359954	0.47097403	-0.36137992	0.4502201	0.27728397	-0.5375408	0.075711146	0.45541415	10
19	Akron	0.045696583	0.091389745	0.3432525	-0.39177945	-0.04265359	-0.34581086	0.25995556	0.10919238	-0.5561833	0.31965098	0.12571381	-0.14346759	-0.18402743	-0.059841875	0.48193383	0.1601124	0.80001116	-0.08215261	-0.23438379	0.575871	0.13558955	0.626319	0.050194405	0.52698237	-0.14998604	-0.04446806	-0.032000586	-0.2660014	-0.42789966	-0.51257056	0.15390533	0.66326416	7
20	Virginia Tech	-0.22379723	0.16953933	0.4895272	-0.38554388	0.0062780604	-0.1621213	0.36431998	0.46658903	-0.30173832	0.108516864	0.4953769	-0.17813714	-0.14771505	-0.42041788	0.07232953	0.3978391	0.3561137	-0.291541	-0.59501386	0.13150771	0.20780975	0.23713642	0.16439289	0.64728814	0.18830512	0.51260436	0.022461861	-0.5594847	0.0020027754	-0.27635834	0.4048636	0.58893245	2
21	Alabama	-0.5731617	-0.23854844	0.8845896	0.26253486	0.08473119	0.15755814	0.16885976	-0.022933407	-0.10243047	0.48672876	0.07004062	-0.32732752	0.19414169	0.14123169	0.27374732	0.04401599	0.20447375	-0.4593007	0.1577309	0.065725744	0.6651267	-0.054545317	0.109789096	0.3797757	-0.194747	0.43295595	-0.9545471	0.33241352	0.15041469	-0.57723844	-0.11728823	0.21586053	10
22	UCLA	-0.44422078	-0.51583177	-0.13370842	0.36712348	0.4520066	-0.0386605	0.504439	-0.15615308	-0.006202126	-0.39957255	-0.10341686	-0.69830495	0.76474637	0.005792108	0.25408882	0.3732172	0.17662616	-0.1997213	-0.3167955	0.37378946	0.41033417	0.13213344	0.46665403	0.16436787	-0.5034277	0.4381843	0.07390738	0.21818134	0.09888505	-0.37735224	-0.6790681	0.14772557	9
23	Arizona	-0.51200694	-0.3785002	0.008447297	0.105619505	0.24329393	-0.19997999	0.49949923	0.13629778	-0.40344077	-0.37844682	0.12686674	-0.7508569	1.0182807	-0.0999797	0.35209808	0.1697423	-0.026429877	0.47012076	-0.17739324	0.27173224	-0.022183225	0.21462682	0.84179765	-0.19292106	-0.38661903	0.30277094	-0.32719493	0.05121669	0.28488883	-0.30623084	-0.45323983	0.02855606	9
24	Utah	-0.5200722	-0.44563556	-0.011577259	-0.37182063	-0.02982806	-0.5031213	0.33683747	0.1316505	0.097345546	-0.036738966	0.6384346	-0.3788575	0.9090431	-0.04192193	0.0611014	0.17919838	-0.22378518	0.2978173	0.33583987	0.13124873	-0.03255038	0.47327384	0.6650361	0.2313642	-0.15801322	0.43360567	-0.20476055	0.3289801	0.4769211	0.022658916	-0.04866943	0.16554557	8
25	Arkansas State	0.20465125	-0.7883087	0.21045431	-0.024787275	0.1635553	-0.28547576	0.22976193	0.60350657	0.04501981	-0.08241721	0.47382644	0.1757466	-0.25642088	-0.28271553	0.43719807	-0.08109501	-0.043277383	-0.43703067	0.15263647	-0.54859406	0.3237441	0.23407298	0.96674854	0.13593833	0.033851128	0.067867376	-0.28626728	0.3382317	0.15856664	0.046779975	-0.41451067	0.2504791	11
26	North Carolina State	-0.5067864	-0.12377175	0.049918164	0.105736226	-0.3396356	-0.3270451	0.5661948	0.6353441	0.3079755	0.015482677	0.2982753	-0.08029129	-0.39664167	-0.14486228	-0.17837183	0.17990147	-0.008580177	0.15505318	-0.56912005	-0.39143613	0.6689872	0.68670934	0.056933418	0.3482351	-0.22661187	-0.30894327	-0.021340767	0.45095536	0.43247315	0.08049541	0.1705188	0.6407561	1
27	Ball State	0.41526848	-0.0916836	0.3527162	-0.33752328	-0.25720713	-0.28005555	0.8468572	-0.058737725	-0.6080825	0.25051478	-0.18952243	0.023066387	-0.37130684	-0.14240782	0.46664482	-0.021422464	0.58730185	0.15862359	0.45968285	0.651536	0.34786543	0.41344205	0.047036413	0.60420847	-0.2632992	-0.14704067	0.20243122	-0.028890647	-0.15009151	-0.3530642	0.1135138	0.5301335	7
28	Florida	-0.07575851	-0.50016636	1.0048828	0.07033999	-0.4582842	0.094948985	0.28522184	-0.22611272	0.06553776	0.35584608	0.21364544	-0.4227491	-0.21874836	0.09399178	0.15709755	-0.36876202	0.27160382	-0.1855023	0.24498935	0.23474896	0.5064682	0.14411423	0.05221329	0.4371855	-0.31324035	-0.31173208	-0.5994427	0.33695444	0.56727767	-0.13165063	0.120426364	0.524874	10
29	Boise State	0.18112099	-0.46612707	0.036984134	-0.40112853	0.16600211	-0.65582705	0.54185396	0.3152018	-0.25058904	0.4005623	0.23429772	-0.654994	0.21866451	-0.22671452	0.73811156	-0.23765673	-0.32713634	-0.21657325	0.23085791	-0.37277043	0.18974942	0.216096	0.596376	-0.14852741	-0.16692372	-0.068469554	-0.26966017	0.4800285	0.37384626	-0.41516858	-0.021871014	0.26121917	12
30	Boston College	0.44120815	0.19451046	0.61174107	-0.3644467	0.15483373	-0.16826782	0.5321724	0.43243796	-0.09862373	-0.21201202	0.4237575	-0.35822952	-0.11590261	-0.21539138	-0.06408237	0.20994061	0.32978988	0.0601919	-0.43412918	0.20336455	0.08305934	0.27862495	0.3014842	0.70394987	-0.017039206	0.4520213	0.3215092	-0.7298446	0.17620578	-0.24148597	0.13480097	0.27541497	2
31	West Virginia	0.24849927	-0.06177428	0.45188951	-0.17831524	-0.116516665	-0.26719347	0.52054876	0.5093999	-0.08461298	-0.18202864	0.43053705	-0.25149608	0.0063960776	-0.20293134	0.10964261	0.303023	0.12502569	-0.35562277	-0.57007605	-0.18081835	0.1749421	-0.005497173	0.5417743	0.6099826	0.22172068	0.5399743	0.17326133	-0.5766142	0.17128542	-0.3614595	0.3792392	0.37721926	2
32	Bowling Green State	0.06657772	0.065765895	0.06926451	-0.24430296	0.0072368905	-0.1300252	0.62407476	0.3639864	-0.4883018	0.26054642	0.08655411	-0.083827786	-0.027407413	0.15440828	0.19396558	0.098656826	0.64624006	-0.124121316	-0.4329354	0.8825732	-0.012271386	0.36661476	0.28765488	0.8543818	-0.16750512	-0.071933515	0.110051	-0.16219921	-0.100852616	-0.28059343	0.3851712	0.5728235	7
33	Michigan	0.025714487	-0.15743749	0.23690645	0.037269	0.15954679	0.24971667	0.31408238	0.5111685	-0.37326375	-0.45240194	-0.2003317	-0.09540524	0.5842255	0.2620633	0.18110749	-0.16288735	0.046461254	0.3429319	-0.5975508	0.903736	0.22581217	0.42663607	0.100562185	0.056146834	0.029276943	-0.16521268	-0.15269922	0.3731859	0.43042535	-0.3910464	0.12809819	0.527587	3
34	Virginia	-0.5044164	-0.35285413	0.47302768	-0.08818689	-0.5889888	-0.45964232	0.2212968	0.3442199	0.09529946	0.14377087	0.81448185	0.043699697	-0.35867673	-0.15254597	-0.34064612	0.11873663	0.26283547	0.088996686	-0.3511173	-0.4325449	0.47613347	0.3815245	0.18897636	0.5431479	-0.36364037	0.015540464	0.20194457	0.08326158	0.126114	-0.21485427	0.047191236	0.60438955	1
35	Buffalo	0.09147503	0.15276428	0.20755179	-0.31452903	-0.07137325	-0.43021485	0.6096796	0.05548898	-0.56027836	0.11105023	0.35499957	0.1479621	-0.24114013	0.071822576	0.47478327	0.09143694	0.65510005	0.059474457	-0.2983498	0.8284486	-0.006487055	0.22402744	0.16963914	0.76558065	0.056285158	-0.009779775	-0.16655639	-0.37551242	-0.20913124	-0.30740306	0.32649577	0.7497934	7
36	Syracuse	0.037427906	0.2862445	0.263614	-0.5608228	-0.0770387	-0.30553392	0.3549564	0.45250216	-0.19362131	0.06898209	0.6460237	-0.013157294	0.0025859128	-0.43191588	-0.01635881	0.043943375	0.29893896	-0.06150181	-0.5587391	0.20116268	-0.013266397	-0.1502569	0.5894764	0.7473425	-0.21035664	0.612347	0.044488534	-0.3475071	0.12439581	-0.46790567	0.2109662	0.39074838	2
37	Central Florida	-0.0835735	-0.050683483	0.35092428	-0.16136304	0.13195501	-0.3187165	-0.08222593	0.06536284	-0.44098642	0.50239736	0.2182922	-0.5770428	-0.24989903	-0.0047001387	-0.32751885	-0.1555827	0.71324795	-0.5677923	-0.24673136	0.28781274	0.73564714	0.5861479	-0.1830345	0.1566667	-0.3244104	0.17857222	0.19240822	-0.13004449	0.049900874	-0.8247054	0.027410831	0.46738246	6
38	Georgia Tech	-0.36792344	-0.50483114	0.65777254	-0.017353991	-0.20934561	-0.05553024	0.38461027	0.2667465	-0.06886901	0.07157584	0.4232647	-0.4028183	-0.68778676	-0.23039319	-0.19690664	0.5026022	0.5434043	-0.004791329	-0.41707778	-0.50191206	0.5722495	0.41153502	-0.2591376	0.5323509	-0.19315776	0.0179816	-0.026467727	0.13711396	0.29022458	0.004758144	0.09521013	0.57611567	1
39	Central Michigan	0.3064411	-0.4175929	0.041933157	0.09289338	0.114548884	-0.5806214	0.2990638	0.01815661	-0.98430336	0.389525	0.29690683	-0.12669398	0.04167079	-0.17134768	0.3047198	0.21589372	0.516257	0.15235038	0.28870937	0.6735756	0.23893031	0.37467346	0.35673758	0.4206336	0.040282663	0.019855926	-0.3407137	0.11324228	-0.27721906	-0.08935977	0.5521823	0.49960434	7
40	Purdue	0.021882633	-0.3206844	-0.0029741798	-0.33621842	-0.26000842	-0.053617254	0.311084	0.5447241	-0.77817	-0.7732751	-0.30957347	-0.31127664	0.013851456	0.23938778	0.16864783	0.18845755	0.4927637	0.3056384	-0.2864226	0.7968434	-0.07147738	0.34255633	0.20675758	-0.080132425	-0.22710937	-0.21983577	-0.1323591	0.061449245	0.29220387	-0.31262666	-0.007342345	0.5017368	3
41	Colorado	-0.2168152	-0.58769935	-0.15482658	-0.00020568141	-0.22946319	0.023944583	0.69853216	0.12354533	0.010508585	-0.052519433	0.30801404	0.21514545	0.5923848	0.29132223	0.22952305	0.28192618	0.23718172	0.5858634	0.3114761	0.13004732	0.35506684	0.3405073	0.30033085	0.10103502	0.3148934	0.06774624	-0.43684232	-0.56213343	0.17367047	-0.6085341	-0.91098565	0.0047101937	4
42	Colorado State	-0.65950596	-0.5383099	-0.181275	-0.27801713	-0.07227273	-0.49946204	0.6778779	0.02499323	-0.0842525	0.028820494	0.70218873	-0.25593784	0.52531695	0.16015606	0.079631805	0.19454929	0.09675023	0.15729208	0.35646504	0.2219612	-0.22239248	0.24530186	0.49156246	-0.07930327	0.01751985	0.69401515	-0.07548524	0.3961652	0.6511342	-0.20863286	-0.2375103	-0.102225445	8
43	Connecticut	0.42108077	0.028551722	0.3425485	-0.43583888	-0.22574228	-0.23169295	0.420055	-0.19245255	-0.46885592	0.29609546	0.31324154	-0.27012953	-0.35501826	-0.04193611	-0.05842289	-0.5113501	0.30835757	-0.033441275	-0.1574409	0.74429095	0.46969372	0.033344552	0.37169725	0.7924044	-0.009897089	0.14456335	-0.0934754	-0.2348838	0.08790582	-0.19010326	0.24255595	0.5392479	6
44	Eastern Michigan	0.40303886	-0.23668212	0.6832667	-0.10838107	-0.015280695	-0.07169645	0.49534953	0.02965106	-0.6031331	0.15643252	0.18727587	-0.3125223	-0.18943624	-0.014985944	0.71628195	0.17684913	0.7222487	-0.034756117	0.0025338777	0.5136129	0.18004444	0.22523502	-0.032026518	0.54306024	-0.056062944	-0.048141714	0.17163062	0.015483596	-0.09160131	-0.3514806	0.34925032	0.6311349	7
45	East Carolina	-0.050766934	0.3704234	0.85252964	-0.09925889	0.12499425	-0.35165098	0.15422754	0.33302057	0.24419431	-0.28150517	0.53802866	0.064361714	-0.41523567	-0.28888702	-0.1120658	-0.14145109	-0.10818936	-0.010192467	-0.5553231	0.14602529	0.56096494	0.158138	0.4757064	0.42451134	-0.011589123	0.44797885	-0.18429898	-0.30533606	0.0073760627	-0.30175447	-0.42336804	0.47165206	5
46	Duke	-0.55956066	-0.51764905	0.23475999	-0.10239091	-0.43221474	0.10777916	0.25448486	0.48648494	0.22175498	-0.12695013	0.2826146	-0.11209746	-0.39910817	-0.17615685	-0.24735017	0.4513444	0.24891773	-0.21163161	-0.6111302	-0.086809024	0.61211604	0.45392147	0.14133152	0.40967587	-0.36159334	0.08986683	-0.20165148	0.08010708	0.08185739	0.054673288	0.36603516	0.6533189	1
47	Fresno State	-0.17189336	-0.32295632	0.057500027	0.11684177	0.4933106	0.28780302	0.4842985	0.5144297	-0.33760127	-0.101135716	0.22977518	0.15748799	0.43691567	0.2719344	0.3269163	-0.33655137	0.09973933	0.31144968	-0.5714333	-0.010208419	-0.07892339	0.9305659	0.027520468	-0.11706817	-0.3948799	0.55892646	-0.27024317	0.5779055	0.31889784	-0.01635078	-0.6363959	0.10133726	12
48	Ohio State	0.032504987	-0.5817395	-0.00795739	0.072119504	-0.10441346	-0.13157618	0.263876	0.020934468	-0.29356083	-0.53280187	-0.51374537	-0.20394741	0.5092226	0.3681287	0.017549915	0.27470794	0.34459442	0.08401118	-0.635363	0.9146373	-0.08139432	0.5486283	0.424025	0.15904795	0.33816138	0.0547972	0.0007392925	0.35402134	0.20219786	-0.43148613	-0.0038767778	0.41393772	3
49	Houston	-0.030203203	0.19869134	0.31381676	-0.064230606	0.07686375	0.32755837	0.40705034	0.5176525	0.5821014	-0.06913564	0.22627074	-0.2052689	-0.67824095	0.09053567	-0.07797302	-0.18064831	0.13739617	-0.15201804	-0.2652292	0.64815265	0.28844753	0.23372391	0.37543717	0.36329076	0.0012367015	0.74515814	-0.4330865	0.083760835	0.37449718	-0.14797528	-0.7430386	-0.019571505	5
50	Rice	0.06355173	-0.43467295	-0.20102084	0.25043535	0.48207703	0.31434897	0.6843148	-0.012357595	-0.19674104	-0.34876877	0.11329022	0.2943869	-0.094257325	0.2067194	0.050585665	-0.19137423	0.286733	0.08490509	-0.536033	0.10181072	0.09519073	0.6765721	0.19904214	0.13263433	-0.0813217	0.70662683	-0.42445925	0.34506726	0.42622063	0.16394296	-0.49368522	0.22084439	12
51	Idaho	-0.20226736	-0.11722114	0.009007724	-0.2308343	0.43333304	-0.57521427	0.53388566	0.40543172	-0.1698823	-0.053771585	0.17177235	-0.31383464	0.63391393	-0.5899645	0.6053371	-0.049347185	-0.07146502	-0.18633169	-0.0938962	-0.72092324	0.48024192	0.062787436	0.79877263	-0.040380336	-0.092917874	-0.01152562	-0.2833861	-0.124618255	0.5247833	-0.1512427	-0.52126795	0.3764964	11
52	Washington	-0.41920763	-0.31410316	-0.13816619	0.19300184	-0.18258426	-0.27208522	0.5581361	0.42610028	-0.23715414	-0.044805925	0.2793844	-0.5669167	1.1266396	-0.09336155	0.23984651	0.2793553	-0.025549443	-0.44026446	-0.4012707	0.20860495	0.36672476	0.20969148	0.69497484	0.116693236	0.0023505518	0.5380916	0.08276633	-0.09735263	0.2533176	-0.26748678	-0.37349018	-0.18853343	9
53	Kansas	0.09433846	-0.58294713	-0.23918374	0.011156833	-0.39480346	-0.04494891	0.94040674	0.0064910264	0.019848034	-0.16278014	0.23649171	0.3855608	-0.049438816	0.009983174	-0.004378342	-0.30167896	-0.1283556	0.16470471	0.07173875	0.4396014	0.6585983	0.60872996	0.4650241	-0.02299484	0.032682646	0.17592436	-0.31766826	-0.40855625	0.12678567	-0.25499743	-0.59362125	-0.2820126	4
54	Southern Methodist	0.061465	-0.7563662	0.22241531	0.10484337	0.4002975	0.1763488	0.45150417	0.26857	0.14718425	-0.3322644	0.20513548	0.36238158	-0.16943415	0.39472353	0.06635972	-0.09708099	0.1943726	0.21088597	-0.559696	-0.28862268	0.07769633	0.67801887	0.21883863	0.24939567	-0.074114196	0.8007129	-0.31239763	0.4473974	0.13846262	0.060645636	-0.6870734	0.06529478	12
55	Kent	0.29656643	-0.09822924	0.24834113	-0.42475852	-0.047544822	-0.34032395	0.37470454	0.2639951	-0.6700155	0.20703313	0.10404387	0.06956499	-0.09582542	-0.10824706	0.22315994	0.30144134	0.7772845	0.0431218	-0.43609655	0.7629554	0.005694967	0.5540803	0.2821727	0.35795832	0.11163971	-0.2635993	-0.1917674	0.0674014	-0.023196597	-0.5026962	0.46005708	0.45717016	7
56	Pittsburgh	0.12513146	0.16263963	0.25743002	-0.23519042	-0.17450112	-0.2953717	0.34590924	0.19354701	-0.5535041	-0.36695343	0.43148267	0.038847826	0.18662724	-0.13996927	0.15528992	0.14665882	0.53775686	-0.1712643	-0.77591676	0.16745049	0.26160988	0.08707802	0.052570004	0.7246409	0.06902588	0.28702202	0.19816338	-0.5591268	0.28724587	-0.14626986	0.18220088	0.8450998	2
57	Kentucky	-0.3656978	-0.069844685	0.84689766	0.02950186	-0.18238065	-0.1313265	0.3555822	-0.054342527	0.33816594	-0.010546188	-0.13531725	-0.28921765	-0.3718144	0.09179971	-0.02620789	-0.21871044	0.25931314	0.02385088	0.30476683	0.3075131	0.8067338	-0.14380689	0.41802227	0.3876168	-0.23585159	-0.0021861386	-0.76223814	0.57012564	0.32947624	-0.1396181	0.00665508	0.6123743	10
58	Louisville	0.34819165	0.031907305	0.82792205	-0.030624676	-0.21529515	-0.026355824	0.3053418	-0.06779059	0.50647885	0.0443447	0.250881	-0.0488303	-0.660796	-0.3133001	-0.113767155	0.08250367	-0.046301868	0.09550448	-0.4944538	0.47132185	0.24462612	0.56020814	0.4899794	0.40737385	-0.3113701	0.39405015	-0.60726273	-0.20199232	0.17372996	-0.10830965	-0.2076386	0.13815698	5
59	Louisiana Tech	-0.17047784	0.062258445	0.24950771	-0.102343164	-0.35242644	0.47864413	0.16223922	-0.14601643	-0.46887574	0.0671246	-0.26074356	-0.04138257	-0.07333025	-0.34001127	0.24902408	-0.58523595	0.447688	-0.22295699	-0.12850447	-0.114720784	0.22670329	0.8303351	-0.13013925	0.38597474	0.24658078	0.6455491	0.14372727	-0.15005802	0.5904815	-0.45458052	-0.5474512	0.36523664	12
60	Louisiana Monroe	-0.48308766	-0.2926184	0.7400413	-0.11731844	0.0088067865	0.12792331	0.081815794	-0.10510576	-0.45351142	0.29201496	-0.47297943	-0.42928714	-0.5845589	0.03248246	0.004039218	-0.6890792	0.38443187	-0.30108643	-0.13550791	0.028811019	0.21843033	0.42229378	0.38394997	0.09746989	0.19210733	0.11362658	-0.3305505	-0.0818005	0.04161731	-0.51117814	-0.49120438	0.5296036	11
61	Minnesota	-0.11196832	-0.2717826	-0.088157386	-0.020611158	-0.23580532	0.24586359	-0.1344735	0.3481771	-0.34247178	-0.3739784	-0.47290188	-0.22596376	0.056118414	0.049806602	0.3494376	-0.05168971	0.45590967	0.3466141	-0.2248529	0.65125227	0.27833953	0.8312401	0.35991752	-0.056462064	0.2322055	-0.072781056	-0.42453435	-0.058885384	0.26318914	-0.42040488	0.14233935	0.49569148	3
62	Miami Ohio	0.26007587	0.012564999	0.33612105	-0.37760544	-0.12045141	-0.11360329	0.26127574	0.10342141	-0.65208346	0.45053068	0.08155902	0.17885917	-0.038419858	0.39944053	0.40713364	-0.03862848	0.63895774	0.11116064	-0.50591874	0.77400994	0.18480942	0.19260265	0.32563382	0.59602404	-0.47068784	-0.10996205	-0.5633904	-0.01863389	-0.09544269	-0.14339148	0.2809734	0.57306296	7
