mS#id1	mS#id2	mD#data	C#preferential	C#jaccard	C#adamic_adar	C#distance	D#flpa	D#louvain	D#markov	D#sbm	cD#class
53	536	train	66	0.21428571428571427	1.4290911712359904	2	1	1	1	1	1
814	815	train	2	0.0	0	1421	1	1	1	1	1
109	257	train	60	0.21428571428571427	2.0640299754485754	2	1	1	1	1	1
576	577	train	20	0.2857142857142857	1.2426698691192237	2	1	1	1	1	1
959	961	train	12	0.4	0.8069036366755264	2	1	1	1	1	1
284	1165	train	144	0.13043478260869565	1.9007930815553409	2	0	0	0	0	1
1407	1408	train	8	0.2	0.6213349345596119	2	1	1	1	1	1
896	898	train	24	0.42857142857142855	1.6161316238923504	2	1	1	1	1	1
912	915	train	20	0.2857142857142857	1.3426824550040934	2	1	1	1	1	1
1078	1079	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
163	164	train	16	0.3333333333333333	1.2022458674074694	2	1	1	1	1	1
358	913	train	44	0.15384615384615385	1.3426824550040934	2	0	1	1	1	1
713	714	train	40	0.4444444444444444	2.370479139743595	2	1	1	1	1	1
928	929	train	9	0.5	1.4426950408889634	2	1	1	1	1	1
100	103	train	45	0.16666666666666666	1.4426950408889634	2	0	1	1	1	1
485	486	train	12	0.4	1.4426950408889634	2	1	1	1	1	1
141	142	train	30	0.5714285714285714	2.558916293991458	2	1	1	1	1	1
711	715	train	28	0.2222222222222222	1.1022332815225997	2	1	1	1	1	1
842	843	train	1	0.0	0	1421	1	1	1	1	1
22	25	train	20	0.5	2.0640299754485754	2	1	1	1	1	1
386	387	train	6	0.25	0.9102392266268373	2	1	1	1	1	1
956	1162	train	42	0.13333333333333333	0.8598745986309444	2	1	1	1	1	1
696	697	train	8	0.2	0.9102392266268373	2	1	1	1	1	1
4	60	train	85	0.15789473684210525	1.5971196000654824	2	1	1	1	1	1
1254	1259	train	49	0.4	2.033805662846974	2	1	1	1	1	1
839	1239	train	36	0.18181818181818182	1.0764545478730305	2	0	1	0	0	1
210	215	train	66	0.4166666666666667	2.9170017487729654	2	1	1	1	1	1
61	1161	train	119	0.14285714285714285	1.4553777295629817	2	1	1	0	1	1
1253	1254	train	42	0.625	2.5147040098099613	2	1	1	1	1	1
677	972	train	66	0.3076923076923077	2.2484761026788984	2	1	1	1	1	1
633	634	train	36	0.7142857142857143	2.9981073441819377	2	1	1	1	1	1
899	900	train	24	0.2222222222222222	1.2022458674074694	2	1	1	1	1	1
49	53	train	55	0.3333333333333333	2.3374791443368323	2	0	1	0	1	1
1000	1001	train	12	0.4	1.4426950408889634	2	1	1	1	1	1
284	310	train	288	0.030303030303030304	0.45511961331341866	2	0	0	0	0	1
391	392	train	56	0.25	2.252921681630931	2	1	1	1	1	1
171	172	train	24	0.25	1.3426824550040934	2	1	1	1	1	1
1257	1259	train	56	0.5	2.8955897708880793	2	1	1	1	1	1
109	259	train	48	0.14285714285714285	1.2426698691192237	2	1	1	1	1	1
531	532	train	16	0.6	1.9822481955478353	2	1	1	1	1	1
209	210	train	55	0.3333333333333333	2.232442506204989	2	1	1	1	1	1
415	418	train	24	0.42857142857142855	1.800780495670471	2	1	1	1	1	1
722	725	train	24	0.42857142857142855	1.5859073112907487	2	1	1	1	1	1
702	703	train	21	0.1111111111111111	0.5581106265512472	2	0	1	0	1	1
581	1110	train	104	0.4	2.810804518361711	2	1	1	1	1	1
69	1281	train	55	0.23076923076923078	2.1454850894410695	2	0	1	1	1	1
1028	1029	train	2	0.0	0	1421	1	1	1	1	1
1023	1024	train	4	0.3333333333333333	0.9102392266268373	2	1	1	1	1	1
132	133	train	6	0.25	0.6213349345596119	2	1	1	1	1	1
552	553	train	25	0.6666666666666666	2.9742692020754125	2	1	1	1	1	1
1118	1119	train	24	0.42857142857142855	1.9640173895637054	2	1	1	1	1	1
340	341	train	72	0.4166666666666667	2.4559252807536294	2	1	1	1	1	1
323	324	train	12	0.14285714285714285	0.5581106265512472	2	1	1	1	1	1
1245	1247	train	9	0.2	0.9102392266268373	2	1	1	1	1	1
1224	1226	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
622	626	train	40	0.3	1.5505157350057461	2	1	1	1	1	1
781	783	train	16	0.6	1.9235933878519513	2	1	1	1	1	1
907	910	train	6	0.25	0.7213475204444817	2	1	1	1	1	1
0	3	train	77	0.125	1.224897207070962	2	0	0	0	0	1
450	909	train	152	0.125	2.541825973698156	2	1	1	1	1	1
972	974	train	24	0.25	0.930930733793997	2	1	1	1	1	1
1056	1058	train	12	0.4	1.1556420023477334	2	1	1	1	1	1
53	543	train	77	0.38461538461538464	2.5895247085199813	2	1	1	1	1	1
390	392	train	21	0.25	1.1022332815225997	2	1	1	1	1	1
456	457	train	35	0.5	2.1882302220234924	2	1	1	1	1	1
305	312	train	40	0.18181818181818182	1.424137568996588	2	1	1	1	1	1
137	698	train	30	0.1	0.43429448190325176	2	1	1	0	1	1
816	821	train	30	0.5714285714285714	2.5221280161149524	2	1	1	1	1	1
12	14	train	16	0.6	1.8235808019670814	2	1	1	1	1	1
1406	1409	train	20	0.5	2.352934267515801	2	1	1	1	1	1
358	916	train	55	0.23076923076923078	2.0640299754485754	2	0	1	1	1	1
1201	1204	train	8	0.2	0.7213475204444817	2	1	1	1	1	1
611	613	train	90	0.7272727272727273	3.447785279919497	2	1	1	1	1	1
125	127	train	6	0.25	0.7213475204444817	2	1	1	1	1	1
537	551	train	12	0.4	1.100270702134433	2	1	1	1	1	1
239	1160	train	108	0.2	2.544928322411563	2	0	1	1	1	1
588	591	train	84	0.26666666666666666	2.1882302220234924	2	0	1	1	1	1
210	214	train	66	0.4166666666666667	2.9170017487729654	2	1	1	1	1	1
718	725	train	28	0.2222222222222222	1.072008968920998	2	1	1	1	1	1
138	829	train	5	0.0	0	1421	1	1	1	1	1
834	840	train	40	0.4444444444444444	2.1294514929671604	2	1	1	1	1	1
479	482	train	12	0.4	0.8575492176952633	2	1	1	1	1	1
280	281	train	84	0.17647058823529413	1.3737198710226899	2	1	1	1	0	1
190	192	train	20	0.5	1.6365403493107213	2	1	1	1	1	1
373	698	train	60	0.14285714285714285	1.344533708530089	2	0	1	0	1	1
114	117	train	15	0.3333333333333333	1.3426824550040934	2	1	1	1	1	1
367	375	train	40	0.4444444444444444	2.3350875634585924	2	1	1	1	1	1
660	665	train	42	0.625	2.942788426480927	2	1	1	1	1	1
765	767	train	12	0.4	1.0743036443092429	2	1	1	1	1	1
834	839	train	45	0.4	2.1552302266167294	2	1	1	1	1	1
1254	1256	train	49	0.4	2.033805662846974	2	1	1	1	1	1
759	761	train	12	0.16666666666666666	0.3898712452512801	2	1	1	1	1	1
42	47	train	60	0.3076923076923077	2.6221406019998224	2	1	1	1	1	1
576	580	train	20	0.5	1.6325411143705038	2	1	1	1	1	1
784	785	train	20	0.5	1.6396566593774637	2	1	1	1	1	1
152	153	train	65	0.2857142857142857	2.1086263615569933	2	0	1	1	1	1
1136	1139	train	2	0.0	0	1421	1	1	1	1	1
1088	1089	train	16	0.6	2.541825973698156	2	1	1	1	1	1
379	1239	train	36	0.3	1.5573528948360185	2	1	1	1	0	1
834	838	train	30	0.5714285714285714	2.052239213378901	2	1	1	1	1	1
142	146	train	18	0.2857142857142857	1.1162212531024944	2	1	1	1	1	1
1176	1177	train	2	0.0	0	1421	1	1	1	1	1
564	566	train	12	0.16666666666666666	0.6213349345596119	2	1	1	1	1	1
395	398	train	16	0.3333333333333333	1.1162212531024944	2	1	1	1	1	1
1295	1297	train	36	0.5	2.055887532712427	2	1	1	1	1	1
176	177	train	12	0.0	0	3	1	1	1	1	1
65	546	train	90	0.10526315789473684	0.9151928288662396	2	1	1	1	1	1
436	439	train	9	0.5	2.8853900817779268	2	1	1	1	1	1
283	617	train	187	0.3333333333333333	3.009100233295913	2	1	1	1	1	1
115	969	train	90	0.1875	2.164042561333445	2	0	1	1	0	1
1385	1386	train	12	0.4	1.8204784532536746	2	1	1	1	1	1
1310	1312	train	6	0.0	0	1421	0	1	0	1	1
239	957	train	126	0.25	2.464162390475615	2	1	1	1	1	1
85	87	train	12	0.4	1.631586747071319	2	1	1	1	1	1
1329	1330	train	49	0.75	2.742756114295063	2	1	1	1	1	1
1093	1094	train	56	0.6666666666666666	2.8579713900015054	2	1	1	1	1	1
722	724	train	174	0.12903225806451613	2.144017937841996	2	1	1	1	1	1
1010	1011	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
1265	1372	train	24	0.1111111111111111	0.7213475204444817	2	1	1	1	1	1
245	251	train	42	0.3	1.4756950362957264	2	1	1	1	1	1
655	656	train	6	0.25	1.4426950408889634	2	1	1	1	1	1
217	219	train	20	0.5	1.660343908073847	2	1	1	1	1	1
151	1169	train	40	0.2727272727272727	2.164042561333445	2	0	1	1	1	1
969	976	train	63	0.3333333333333333	2.1545885790863526	2	1	1	0	1	1
278	282	train	98	0.3125	2.2778067538351308	2	0	1	1	1	1
725	727	train	28	0.375	1.6301195954722452	2	1	1	1	1	1
1086	1089	train	16	0.6	2.541825973698156	2	1	1	1	1	1
344	345	train	12	0.4	1.2022458674074694	2	1	1	1	1	1
59	60	train	30	0.5714285714285714	1.7449212212437573	2	1	1	1	1	1
536	550	train	30	0.375	1.2844622019350946	2	1	1	1	1	1
911	915	train	20	0.2857142857142857	1.0383673259838582	2	1	1	1	1	1
1039	1041	train	9	0.5	2.8853900817779268	2	1	1	1	1	1
5	1205	train	48	0.04	0.6213349345596119	2	1	1	1	1	1
166	1295	train	60	0.45454545454545453	3.0899429039872595	2	1	1	1	1	1
325	681	train	105	0.15789473684210525	1.2302500550174493	2	1	1	1	1	1
282	605	train	126	0.2777777777777778	2.502235258042344	2	1	1	1	1	1
953	958	train	30	0.375	1.4067198664294527	2	1	1	1	1	1
326	639	train	198	0.11538461538461539	1.514156458619314	2	0	0	0	0	1
709	717	train	20	0.5	1.5086950317024894	2	1	1	1	1	1
44	46	train	18	0.2857142857142857	0.9605402309330919	2	1	1	1	1	1
286	287	train	28	0.2222222222222222	1.4426950408889634	2	1	1	1	1	1
216	220	train	32	0.09090909090909091	0.5581106265512472	2	1	1	1	1	1
264	266	train	15	0.14285714285714285	0.6213349345596119	2	1	1	1	1	1
597	599	train	40	0.3	2.0640299754485754	2	0	1	1	1	1
517	885	train	42	0.08333333333333333	0.4170323914242463	2	1	1	0	1	1
1079	1080	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
273	275	train	90	0.1875	2.164042561333445	2	0	1	1	1	1
904	905	train	4	0.3333333333333333	0.7213475204444817	2	1	1	1	1	1
572	573	train	24	0.42857142857142855	1.5332536445267406	2	1	1	1	1	1
310	793	train	64	0.05263157894736842	0.45511961331341866	2	0	1	1	1	1
967	968	train	9	0.2	0.7213475204444817	2	1	1	1	1	1
13	1357	train	40	0.16666666666666666	1.8204784532536746	2	0	1	1	1	1
797	1101	train	36	0.18181818181818182	0.9947966893327386	2	1	0	0	0	1
426	429	train	108	0.10526315789473684	1.2426698691192237	2	0	0	0	1	1
311	690	train	24	0.2222222222222222	1.4683498531780845	2	1	1	1	1	1
209	214	train	30	0.5714285714285714	2.091364271077988	2	1	1	1	1	1
575	580	train	15	0.3333333333333333	1.011206179810892	2	1	1	1	1	1
532	533	train	12	0.4	1.2352458628142324	2	1	1	1	1	1
429	747	train	45	0.4	2.8080538808292195	2	1	1	1	1	1
870	872	train	4	0.3333333333333333	0.6213349345596119	2	1	1	1	1	1
42	186	train	60	0.3076923076923077	4.705868535031602	2	1	1	1	1	1
93	401	train	240	0.28	3.3133019557853993	2	1	1	1	1	1
663	664	train	42	0.625	2.590659826405337	2	1	1	1	1	1
272	276	train	16	0.6	1.6107616156611522	2	1	1	1	1	1
969	973	train	54	0.36363636363636365	2.110376294904856	2	1	1	0	1	1
260	849	train	42	0.18181818181818182	1.631586747071319	2	1	1	1	0	1
679	749	train	48	0.16666666666666666	1.631586747071319	2	0	1	1	1	1
1349	1351	train	4	0.3333333333333333	0.7213475204444817	2	1	1	1	1	1
1232	1233	train	30	0.5714285714285714	2.358891122221718	2	1	1	1	1	1
889	892	train	15	0.3333333333333333	1.631586747071319	2	1	1	1	1	1
42	44	train	72	0.38461538461538464	3.43236724274179	2	1	1	1	1	1
282	426	train	168	0.3	3.17626020153353	2	1	1	1	1	1
817	818	train	30	0.5714285714285714	2.5221280161149524	2	1	1	1	1	1
210	211	train	66	0.4166666666666667	2.9170017487729654	2	1	1	1	1	1
795	1326	train	40	0.18181818181818182	1.0237645389414565	2	0	1	1	1	1
115	116	train	50	0.25	1.7325537002553737	2	1	1	1	1	1
426	606	train	60	0.3076923076923077	1.9648304929807	2	1	1	1	1	1
463	464	train	2	0.0	0	1421	1	1	1	1	1
62	63	train	48	0.5555555555555556	2.5066927433999933	2	1	1	1	1	1
1115	1119	train	30	0.5714285714285714	2.9742692020754125	2	1	1	1	1	1
1122	1127	train	30	0.5714285714285714	2.358891122221718	2	1	1	1	1	1
171	175	train	16	0.6	2.0896847877376965	2	1	1	1	1	1
672	673	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
41	47	train	20	0.2857142857142857	1.0237645389414565	2	1	1	1	1	1
91	410	train	88	0.35714285714285715	2.138415124778244	2	1	1	1	1	1
356	358	train	77	0.2857142857142857	2.422115430230083	2	1	1	1	1	1
348	349	train	12	0.4	1.4426950408889634	2	1	1	1	1	1
706	708	train	20	0.5	1.613740043014111	2	1	1	1	1	1
279	284	train	126	0.25	2.4899411241251843	2	1	1	1	1	1
590	591	train	49	0.75	3.178994765558186	2	1	1	1	1	1
4	58	train	85	0.15789473684210525	1.5971196000654824	2	1	1	1	1	1
2	3	train	33	0.16666666666666666	0.8668544662345119	2	0	0	0	0	1
434	1175	train	42	0.08333333333333333	0.6213349345596119	2	0	1	0	1	1
450	877	train	76	0.15	1.5282511571200081	2	0	1	1	1	1
930	933	train	16	0.6	2.3013768002166626	2	1	1	1	1	1
244	249	train	56	0.6666666666666666	3.1388146271747344	2	1	1	1	1	1
9	12	train	16	0.6	1.8235808019670814	2	1	1	1	1	1
165	167	train	32	0.09090909090909091	0.7213475204444817	2	0	1	1	1	1
563	565	train	16	0.3333333333333333	1.3426824550040934	2	1	1	1	1	1
450	1219	train	76	0.15	2.3013768002166626	2	1	1	1	1	1
718	722	train	42	0.4444444444444444	2.0903306937388497	2	1	1	1	1	1
864	865	train	56	0.5	2.8095651565831044	2	1	1	1	1	1
378	1182	train	20	0.09090909090909091	0.7213475204444817	2	0	1	0	1	1
268	270	train	2	0.0	0	1421	1	1	1	1	1
175	177	train	12	0.16666666666666666	0.7213475204444817	2	1	1	1	1	1
749	900	train	48	0.16666666666666666	1.2022458674074694	2	1	1	0	1	1
603	607	train	42	0.625	2.371705676314577	2	1	1	1	1	1
1221	1222	train	2	0.0	0	1421	1	1	1	1	1
1293	1294	train	20	0.5	1.3713282901444501	2	1	1	1	1	1
673	674	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
745	747	train	15	0.3333333333333333	0.9102392266268373	2	1	1	1	1	1
610	617	train	121	0.8333333333333334	4.401065330674909	2	1	1	1	1	1
1395	1396	train	9	0.5	1.8204784532536746	2	1	1	1	1	1
236	238	train	9	0.5	1.8204784532536746	2	1	1	1	1	1
975	977	train	16	0.6	1.6107616156611522	2	1	1	1	1	1
640	641	train	21	0.25	1.2426698691192237	2	1	1	1	1	1
61	765	train	51	0.1111111111111111	1.4426950408889634	2	1	1	1	1	1
895	897	train	35	0.3333333333333333	1.7603564939587169	2	1	1	1	1	1
1022	1024	train	6	0.25	1.4426950408889634	2	1	1	1	1	1
1327	1328	train	49	0.75	2.742756114295063	2	1	1	1	1	1
180	646	train	24	0.0	0	1421	0	1	0	1	1
859	865	train	48	0.4	2.144017937841996	2	1	1	1	1	1
849	854	train	21	0.1111111111111111	0.36926937306885504	2	0	1	0	1	1
376	379	train	36	0.3	1.713803081598944	2	1	1	0	1	1
331	656	train	18	0.0	0	1421	0	1	0	1	1
335	343	train	42	0.4444444444444444	1.9235933878519513	2	1	1	1	1	1
553	555	train	25	0.6666666666666666	2.9742692020754125	2	1	1	1	1	1
465	467	train	2	0.0	0	1421	1	1	1	1	1
639	677	train	198	0.07407407407407407	1.000258116249563	2	0	0	0	0	1
651	721	train	10	0.16666666666666666	0.7213475204444817	2	1	1	1	1	1
1	6	train	12	0.4	0.9947966893327386	2	1	1	1	1	1
369	373	train	40	0.2727272727272727	1.660343908073847	2	1	1	1	1	1
440	443	train	8	0.2	0.7213475204444817	2	1	1	1	1	1
1183	1185	train	2	0.0	0	1421	1	1	1	1	1
1160	1165	train	48	0.5555555555555556	2.7559824879709627	2	1	1	1	1	1
763	764	train	15	0.14285714285714285	0.5581106265512472	2	1	1	1	1	1
353	358	train	44	0.25	1.800780495670471	2	1	1	1	1	1
637	641	train	15	0.3333333333333333	1.1352332769293625	2	1	1	1	1	1
614	615	train	110	0.75	3.8256926136446565	2	1	1	1	1	1
552	556	train	20	0.5	1.9640173895637054	2	1	1	1	1	1
59	62	train	36	0.7142857142857143	2.4294804638117338	2	1	1	1	1	1
539	545	train	42	0.0625	0.7213475204444817	2	0	1	1	1	1
1328	1330	train	49	0.75	2.742756114295063	2	1	1	1	1	1
1298	1300	train	6	0.25	0.9102392266268373	2	1	1	1	1	1
10	12	train	20	0.5	1.9235933878519513	2	1	1	1	1	1
525	527	train	12	0.4	0.930930733793997	2	1	1	1	1	1
555	557	train	20	0.5	1.9640173895637054	2	1	1	1	1	1
1056	1060	train	12	0.4	1.1556420023477334	2	1	1	1	1	1
245	252	train	35	0.3333333333333333	1.5086950317024894	2	1	1	1	1	1
401	408	train	96	0.17647058823529413	2.012472508149437	2	0	0	0	0	1
1038	1039	train	6	0.25	0.9102392266268373	2	1	1	1	1	1
249	251	train	42	0.4444444444444444	1.9895933786654771	2	1	1	1	1	1
394	397	train	24	0.42857142857142855	2.0008056674402104	2	1	1	1	1	1
429	744	train	81	0.2857142857142857	2.9742692020754125	2	1	1	1	1	1
362	366	train	55	0.14285714285714285	1.1162212531024944	2	1	1	0	1	1
360	362	train	30	0.2222222222222222	0.9751430179754935	2	1	1	0	1	1
599	671	train	48	0.2727272727272727	1.613740043014111	2	1	1	0	1	1
284	703	train	54	0.05	0.5581106265512472	2	1	0	0	0	1
330	334	train	33	0.16666666666666666	1.4683498531780845	2	1	1	1	1	1
125	126	train	9	0.2	0.7213475204444817	2	1	1	1	1	1
273	274	train	36	0.3	1.876989522792215	2	0	1	1	1	1
253	982	train	52	0.13333333333333333	1.897814654202382	2	1	1	1	1	1
1097	1100	train	6	0.25	0.9102392266268373	2	1	1	1	1	1
7	46	train	18	0.2857142857142857	0.9605402309330919	2	1	1	1	1	1
860	864	train	42	0.625	2.732352876994845	2	1	1	1	1	1
1145	1150	train	10	0.0	0	1421	1	1	0	1	1
1013	1014	train	4	0.3333333333333333	1.4426950408889634	2	1	1	1	1	1
779	780	train	32	0.3333333333333333	2.164042561333445	2	1	1	1	1	1
1270	1272	train	12	0.4	1.631586747071319	2	1	1	1	1	1
782	783	train	16	0.6	1.9235933878519513	2	1	1	1	1	1
662	665	train	21	0.25	0.9605402309330919	2	1	1	1	1	1
719	727	train	28	0.375	1.4131954574758645	2	1	1	1	1	1
912	913	train	20	0.2857142857142857	1.3426824550040934	2	1	1	1	1	1
32	39	train	42	0.625	2.294907161210856	2	1	1	1	1	1
140	142	train	36	0.7142857142857143	3.53237982862666	2	1	1	1	1	1
148	149	train	36	0.7142857142857143	2.624946222825003	2	1	1	1	1	1
609	613	train	99	0.6666666666666666	3.4650473703985027	2	1	1	1	1	1
10	14	train	20	0.5	1.9235933878519513	2	1	1	1	1	1
738	742	train	36	0.07142857142857142	0.43429448190325176	2	0	1	1	1	1
871	1188	train	20	0.0	0	1421	0	1	0	1	1
445	450	train	57	0.047619047619047616	0.6213349345596119	2	0	1	1	0	1
11	179	train	40	0.18181818181818182	2.8853900817779268	2	0	1	1	1	1
275	276	train	40	0.2727272727272727	1.897814654202382	2	0	1	1	1	1
1214	1216	train	25	0.6666666666666666	2.9742692020754125	2	1	1	1	1	1
965	966	train	24	0.1111111111111111	0.9102392266268373	2	0	1	0	1	1
335	339	train	48	0.5555555555555556	2.411712996572133	2	1	1	1	1	1
382	412	train	96	0.17647058823529413	2.112485094034307	2	1	1	1	1	1
972	976	train	42	0.625	2.8729576721778756	2	1	1	1	1	1
835	837	train	24	0.42857142857142855	1.571340866415913	2	1	1	1	1	1
229	990	train	27	0.2	1.424137568996588	2	1	1	1	0	1
1405	1409	train	20	0.5	2.352934267515801	2	1	1	1	1	1
368	375	train	25	0.42857142857142855	1.4733034554174869	2	1	1	1	1	1
5	1004	train	72	0.038461538461538464	0.9102392266268373	2	1	1	1	0	1
221	222	train	20	0.5	1.9007930815553409	2	1	1	1	1	1
194	671	train	60	0.3333333333333333	2.000805667440211	2	1	1	1	1	1
1098	1100	train	6	0.25	0.9102392266268373	2	1	1	1	1	1
705	1181	train	33	0.07692307692307693	0.3898712452512801	2	1	0	0	1	1
1091	1093	train	56	0.6666666666666666	2.8579713900015054	2	1	1	1	1	1
825	826	train	9	0.5	1.8204784532536746	2	1	1	1	1	1
837	838	train	36	0.7142857142857143	2.8368110418317474	2	1	1	1	1	1
55	57	train	9	0.5	1.424137568996588	2	1	1	1	1	1
69	434	train	77	0.058823529411764705	0.6213349345596119	2	0	1	0	1	1
468	469	train	15	0.3333333333333333	1.3426824550040934	2	1	1	1	1	1
51	525	train	21	0.25	1.1383799118687281	2	1	1	1	1	1
371	375	train	30	0.5714285714285714	2.2578752838703333	2	1	1	1	1	1
1405	1408	train	16	0.3333333333333333	1.3426824550040934	2	1	1	1	1	1
1035	1036	train	8	0.2	0.7213475204444817	2	1	1	1	1	1
707	708	train	30	0.5714285714285714	2.1299330607721063	2	1	1	1	1	1
77	94	train	36	0.15384615384615385	1.1162212531024944	2	1	1	1	1	1
190	193	train	20	0.5	1.876989522792215	2	1	1	1	1	1
794	867	train	24	0.1	0.7213475204444817	2	0	0	1	1	1
4	800	train	34	0.05555555555555555	0.4170323914242463	2	0	0	0	0	1
